Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
1990-Jan,7494,645458453,86100,62300,83109,10.9
Feb,6019,523139566,86900,68300,92135,12.0
Mar,8264,715304724,86600,68300,94806,12.3
Apr,7977,696599682,87300,68000,96368,12.3
May,8996,797057343,88600,67800,96885,12.2
Jun,9459,855100306,90400,72100,99802,12.5
Jul,9769,881881951,90300,71000,97673,12.1
Aug,10769,980379742,91000,70700,94223,11.5
Sep,8001,695520756,86900,69400,96685,11.8
Oct,8276,681019374,82300,66400,94700,11.5
Nov,7849,646026123,82300,61800,86496,10.4
Dec,7066,601279783,85100,66800,81279,9.8
1991-Jan,5748,487866165,84900,66300,86342,10.6
Feb,6059,485884378,80200,68700,88222,10.8
Mar,7610,660443394,86800,69000,89949,11.1
Apr,8273,734692100,88800,68200,90939,11.1
May,10168,939981959,92400,72800,91809,11.1
Jun,10130,934485295,92200,73900,92460,11.1
Jul,9864,924103139,93700,74800,91969,11.1
Aug,10190,929640902,91200,70800,86304,10.4
Sep,8360,746349921,89300,74600,84573,10.2
Oct,7998,706303959,88300,69800,83943,10.1
Nov,7808,652412118,83600,69300,78829,9.5
Dec,7200,666254218,92500,72700,73945,8.9
1992-Jan,5817,503645549,86600,70500,78783,9.5
Feb,6252,586272602,93800,73500,80614,9.7
Mar,9215,862182471,93600,74800,79899,9.5
Apr,9153,863314705,94300,75000,86720,10.2
May,9632,911783561,94700,75700,87300,10.3
Jun,10665,1014594141,95100,74200,87343,10.3
Jul,10425,972987702,93300,76300,87477,10.2
Aug,10270,990223018,96400,76700,84743,9.9
Sep,9432,871243112,92400,76000,83327,9.6
Oct,8704,808887374,92900,75600,80874,9.3
Nov,8347,763096892,91400,76000,78111,8.9
Dec,9195,856765607,93200,75600,71508,8.0
1993-Jan,6360,591836890,93100,73400,75638,8.4
Feb,7111,651309644,91600,72800,78014,8.6
Mar,8645,824451910,95400,76700,80107,8.9
Apr,9110,891996411,97900,77200,82688,9.2
