Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Mar,198,19425000,98100,87700,686,3.7
Apr,203,22600000,111300,98500,815,4.4
May,230,23835000,103600,92500,842,4.5
Jun,255,27530000,108000,96500,895,4.8
Jul,275,28465000,103500,95700,921,4.8
Aug,277,28080000,101400,91600,929,4.7
Sep,242,24540000,101400,89000,967,4.8
Oct,242,25560000,105600,94500,968,4.7
Nov,232,23695000,102100,95200,946,4.4
Dec,241,25905000,107500,95800,1000,4.5
2005-Jan,241,25530000,105900,95900,1100,4.7
Feb,272,28260000,103900,92800,1100,4.5
Mar,334,35360000,105900,96700,1150,4.5
Apr,401,45405000,113200,103100,1220,4.5
May,418,49985000,119600,108600,1150,4.0
Jun,421,49230000,116900,106100,1100,3.7
Jul,420,49900000,118800,110400,1100,3.5
Aug,443,51935000,117200,109800,1100,3.4
Sep,356,42290000,118800,111300,1094,3.3
Oct,321,36035000,112300,100500,-,-
Nov,279,33000000,118300,105800,-,-
Dec,267,31070000,116400,105400,-,-
2006-Jan,227,26170000,115300,106600,-,-
Feb,253,29030000,114700,105300,-,-
Mar,278,33925000,122000,106200,-,-
Apr,259,31010000,119700,108000,-,-
May,351,43290000,123300,117700,-,-
Jun,387,47830000,123600,113800,-,-
Jul,340,40440000,118900,112000,-,-
Aug,345,41740000,121000,108700,-,-
Sep,310,36165000,116700,109500,-,-
Oct,297,35865000,120800,107400,-,-
Nov,235,27205000,115800,109500,-,-
Dec,284,34320000,120800,111000,-,-
2007-Jan,208,24980000,120100,110000,-,-
Feb,238,28830000,121100,110500,-,-
Mar,304,36490000,120000,111300,-,-
Apr,255,30820000,120900,113900,-,-
May,395,51435000,130200,116100,2076,6.9
Jun,339,43125000,127200,117800,2102,7.1
Jul,281,36655000,130400,119800,2100,7.2
Aug,365,46480000,127300,115900,1634,5.6
Sep,194,24040000,123900,116700,2073,7.3
Oct,286,37580000,131400,122900,1363,4.8
Nov,240,29350000,122300,113300,1759,6.2
Dec,206,26430000,128300,124300,1667,6.0
2008-Jan,210,26065000,124100,116000,1030,3.7
Feb,241,30160000,125100,112000,1950,7.1
Mar,274,33555000,122500,113800,1963,7.2
Apr,268,33320000,124300,116200,1960,7.1
May,272,34055000,125200,116900,1957,7.4
Jun,278,36045000,129700,124600,1728,6.7
Jul,274,36265000,132400,125900,1882,7.3
Aug,220,28820000,131000,125600,-,-
Sep,174,21350000,122700,111300,1641,6.7
Oct,169,20445000,121000,117400,1444,6.1
Nov,139,17945000,129100,118100,1539,6.8
Dec,217,27480000,126600,114900,1407,6.2
2009-Jan,135,15595000,115500,112900,1589,7.2
Feb,144,17955000,124700,117900,1572,7.4
Mar,191,24025000,125800,118300,1601,7.7
Apr,-,-,-,-,-,-
