"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"San Antonio","TX MSA",87909,79898,597,0,7414
"San Diego","CA MSA",164222,135579,158,800,27685
"San Francisco-Oakland-San Jose","CA CMSA",300068,234754,1774,5071,58469
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",18182,16434,155,732,861
"Santa Barbara-Santa Maria- Lompoc","CA MSA",8328,8328,0,0,0
"Santa Fe","NM MSA",5032,5032,0,0,0
"Sarasota-Bradenton","FL MSA",57840,53624,146,754,3316
"Savannah","GA MSA",15201,14033,497,0,671
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",2332,2332,0,0,0
"Seattle-Tacoma-Bremerton WA CMSA","217315",148623,3266,5642,59784,NA
"Sharon","PA MSA",1012,885,127,0,0
"Sheboygan","WI MSA",403,403,0,0,0
"Sherman-Denison","TX MSA",1249,1179,70,0,0
"Shreveport-Bossier City","LA MSA",10191,10191,0,0,0
"Sioux City","IA-NE MSA",1296,1296,0,0,0
"Sioux Falls","SD MSA",9519,6927,0,0,2592
"South Bend","IN MSA",12890,9821,669,0,2400
"Spokane","WA MSA",5920,4012,174,0,1734
"Springfield","IL MSA",3937,3798,139,0,0
"Springfield","MO MSA",11035,10745,290,0,0
"Springfield","MA MSA",4119,4119,0,0,0
"State College","PA MSA",2243,1936,0,0,307
"Steubenville-Weirton","OH-WV MSA",185,185,0,0,0
"Stockton-Lodi","CA MSA",50885,50885,0,0,0
"Sumter","SC MSA",2173,1871,153,0,149
"Syracuse","NY MSA",4495,4400,95,0,0
"Tallahassee","FL MSA",12175,11943,232,0,0
"Tampa-St. Petersburg- Clearwater","FL MSA",127718,106484,2672,651,17911
"Terre Haute","IN MSA",1578,1578,0,0,0
"Texarkana","TX-TexarkanaAR MSA",1636,1636,0,0,0
"Toledo","OH MSA",12680,11216,308,256,900
"Topeka","KS MSA",7526,6621,905,0,0
"Tucson","AZ MSA",63970,62712,0,958,300
"Tulsa","OK MSA",27838,27623,0,215,0
"Tuscaloosa","AL MSA",5354,4889,465,0,0
"Tyler","TX MSA",4318,4087,0,0,231
"Utica-Rome","NY MSA",123,123,0,0,0
"Victoria","TX MSA",1684,1684,0,0,0
"Visalia-Tulare-Porterville","CA MSA",12464,12464,0,0,0
"Waco","TX MSA",4549,3842,0,0,707
"Washington-Baltimore","DC-MD- VA-WV CMSA",340055,299915,180,0,39960
"Waterloo-Cedar Falls","IA MSA",1500,1500,0,0,0
"Wausau","WI MSA",1733,1733,0,0,0
"West Palm Beach-Boca Raton FL MSA","80052",72083,480,686,6803,NA
"Wheeling","WV-OH MSA",212,212,0,0,0
"Wichita","KS MSA",14831,14326,505,0,0
"Wichita Falls","TX MSA",1231,1231,0,0,0
"Wilmington","NC MSA",30783,23344,0,190,7249
"Yakima","WA MSA",2310,1590,216,204,300
"York","PA MSA",7008,6328,480,200,0
"Youngstown-Warren","OH MSA",6713,5638,106,0,969
"Yuba City","CA MSA",2887,2887,0,0,0
"Yuma","AZ MSA",7017,7017,0,0,0
