"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Charleston","WV MSA",4097,4097,0,0,0
"Charleston-North Charleston","SC MSA",72666,68388,396,412,3468
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",274470,250708,1971,1536,20247
"Charlottesville","VA MSA",17603,16488,389,0,725
"Chattanooga","TN-GA MSA",27716,27168,130,50,367
"Cheyenne","WY MSA",7238,6638,600,0,0
"Chicago-Gary-Kenosha","Chicago-Gary-Kenosha IL-IN-WI CMSA",646711,567427,9896,11796,57576
"Chico-Paradise","CA MSA",11955,11636,319,0,0
"Cincinnati-Hamilton","Cincinnati-Hamilton OH-KY-IN CMSA",154469,135708,577,459,17721
"Clarksville-Hopkinsville","TN-KY MSA",8887,8160,0,727,0
"Cleveland-Akron","Cleveland-Akron OH CMSA",173348,164534,1534,3141,4134
"ria","ria OH PMSA",131228,125396,428,1726,3674
"Colorado Springs","CO MSA",115526,65001,187,0,50337
"Columbia","MO MSA",18938,16898,2040,0,0
"Columbia","SC MSA",36607,36480,0,0,127
"Columbus","GA-AL MSA",13041,12802,238,0,0
"Columbus","OH MSA",196742,175967,1126,5977,13670
"Corpus Christi","TX MSA",9093,8324,258,510,0
"Corvallis","OR MSA",7186,5091,553,0,1540
"Cumberland","MD-WV MSA",2222,2222,0,0,0
"Dallas-Fort Worth","Worth TX CMSA",615062,557025,1786,26379,29868
"Danville","VA MSA",2754,2698,0,56,0
"Davenport-Moline-Rock Island","IA-IL MSA",7078,6383,380,0,314
"Dayton-Springfield","OH MSA",35064,32227,218,1667,950
"Daytona Beach","FL MSA",49999,45627,1151,245,2973
"Decatur","Al MSA",3882,3882,0,0,0
"Decatur","IL MSA",3056,2018,0,0,1038
"Denver-Boulder-Greeley","Denver-Boulder-Greeley CO CMSA",312371,262042,8148,3945,38225
"Des Moines","IA MSA",50811,43017,816,1452,5522
"Detroit-Ann Arbor-Flint","Arbor-Flint MI CMSA",340795,290053,13479,9078,28174
"Dothan","AL MSA",2228,2228,0,0,0
"Dover","DE MSA",15876,15738,138,0,0
"Dubuque","IA MSA",4801,4801,0,0,0
"Duluth-Superior","MN-WI MSA",6948,6948,0,0,0
"Eau Claire","WI MSA",19379,13762,2925,785,1906
"El Paso","TX MSA",17352,17062,160,129,0
"Elkhart-Goshen","IN MSA",12491,11891,134,150,315
"Elmira","NY MSA",833,833,0,0,0
"Enid","OK MSA",824,704,120,0,0
"Erie","PA MSA",3962,3775,0,187,0
"Eugene-Springfield","OR MSA",24046,23753,293,0,0
"Evansville-Henderson","IN-KY MSA",15014,15014,0,0,0
"Fargo-Moorhead","ND-MN MSA",18392,13957,1734,0,2701
"Fayetteville","NC MSA",12936,11807,236,0,891
"Fayetteville-Springdale-Rogers","AR MSA",27655,27655,0,0,0
"Flagstaff","AZ MSA",12446,12301,0,144,0
"Florence","AL MSA",1584,1284,0,0,300
"Florence","SC MSA",638,638,0,0,0
"Fort Collins-Loveland","CO MSA",41276,36109,1209,296,3657
"Fort Myers-Cape Coral","FL MSA",120024,100157,3142,7404,9319
"Fort Pierce-Port St. Lucie","FL MSA",42635,40704,792,640,497
"Fort Smith","AR-OK MSA",6005,5275,730,0,0
"Fort Walton Beach","FL MSA",18276,17182,0,153,941
"Fort Wayne","IN MSA",39891,39891,0,0,0
"Fresno","CA MSA",51050,50934,116,0,0
"Gadsden","AL MSA",1215,1215,0,0,0
"Gainesville","FL MSA",15724,11526,66,283,3849
"Glens Falls","NY MSA",5442,5442,0,0,0
"Goldsboro","NC MSA",3138,3138,0,0,0
"Grand Forks","ND-MN MSA",1808,1808,0,0,0
"Grand Junction","CO MSA",16625,15383,0,421,819
"Grand Rapids-Muskegon-Holland","MI MSA",86453,85043,274,208,924
"Great Falls","MT MSA",1863,1863,0,0,0
"Green Bay","WI MSA",21091,19247,696,350,797
"Greensboro--Winston-Salem--High Point","NC MSA",111923,108079,100,0,3740
"Greenville","NC MSA",11182,9791,1390,0,0
"Greenville-Spartanburg-Anderson","SC MSA",69873,69274,599,0,0
"Harrisburg-Lebanon-Carlisle","PA MSA",20421,19375,0,0,1046
"Hartford","CT MSA",43877,42354,960,0,562
"Hattiesburg","MS MSA",608,608,0,0,0
"Hickory-Morganton","NC MSA",25210,25210,0,0,0
"Honolulu","HI MSA",69708,47753,0,1152,20802
"Houma","LA MSA",8401,8039,362,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",469408,448507,138,250,20512
"Huntington-Ashland","WV-KY-OH MSA",397,397,0,0,0
"Huntsville","AL MSA",9087,7166,100,252,1568
"Indianapolis","IN MSA",223779,205775,1513,216,16273
"Iowa City","IA MSA",11334,8588,720,0,2025
"Jackson","MI MSA",2421,2153,267,0,0
"Jackson","MS MSA",24796,24796,0,0,0
"Jackson","TN MSA",7246,7246,0,0,0
"Jacksonville","FL MSA",128361,112723,692,1748,13195
"Jacksonville","NC MSA",10497,10177,80,240,0
"Jamestown","NY MSA",223,223,0,0,0
"Janesville-Beloit","WI MSA",5380,4540,365,300,175
"Johnson City-Kingsport-Bristol","TN-VA MSA",10948,10846,102,0,0
"Johnstown","PA MSA",974,392,0,0,582
"Jonesboro","AZ MSA",5201,5201,0,0,0
"Joplin","MO MSA",1275,1275,0,0,0
"Kalamazoo-Battle Creek","MI MSA",17698,16692,0,36,970
"Kansas City","MO-KS MSA",155113,145071,4101,4339,1597
"Killeen-Temple","TX MSA",23452,17562,3018,2870,0
"Knoxville","TN MSA",46104,44610,314,364,814
"Kokomo","IN MSA",4987,4370,265,352,0
"La Crosse","WI-MN MSA",8694,8384,130,180,0
"Lafayette","IN MSA",15431,13956,1440,0,34
"Lafayette","LA MSA",13045,13045,0,0,0
"Lake Charles","LA MSA",4653,3773,80,0,800
"Lakeland-Winter Haven","FL MSA",39847,37848,90,0,1909
"Lancaster","PA MSA",17236,16116,0,0,1120
"Lansing-East Lansing","MI MSA",16718,15986,0,0,732
"Laredo","TX MSA",11427,10673,0,112,641
"Las Cruces","NM MSA",9832,9254,0,0,578
"Las Vegas","NV-AZ MSA",240953,209392,899,3325,27335
"Lawrence","KS MSA",10363,7033,2686,119,522
"Lawton","OK MSA",1583,1583,0,0,0
"Lewiston-Auburn","ME MSA",3556,3556,0,0,0
"Lexington","KY MSA",42154,38851,105,0,3198
"Lima","OH MSA",520,520,0,0,0
"Lincoln","NE MSA",20867,19387,426,0,1052
"Little Rock-North Little Rock","AR MSA",52015,39992,143,0,11878
"Longview-Marshall","TX MSA",2322,2322,0,0,0
"Los Angeles-Riverside-Orange County","County CA CMSA",896180,817679,4206,4926,69358
"ch","ch CA PMSA",214451,167620,2097,887,43841
"dino","dino CA PMSA",465506,450920,416,282,13886
"Louisville","KY-IN MSA",79352,78442,202,0,706
"Lubbock","TX MSA",12046,11769,0,277,0
"Lynchburg","VA MSA",17700,17473,0,0,227
"Macon","GA MSA",20439,20001,438,0,0
"Madison","WI MSA",58896,38624,1992,3470,14806
"Mansfield","OH MSA",5729,5409,320,0,0
"McAllen-Edinburg-Mission","TX MSA",39560,36257,172,1368,1759
"Medford-Ashland","OR MSA",19326,17456,288,819,760
"Melbourne-Titusville-Palm Bay","FL MSA",54480,52369,0,0,2111
"Memphis","TN-AR-MS MSA",116935,100056,0,0,16878
"Merced","CA MSA",16213,16213,0,0,0
"Miami-Fort Lauderdale","Lauderdale FL CMSA",193683,150181,1309,1825,40358
"Milwaukee-Racine","Milwaukee-Racine WI CMSA",100874,81391,4654,2126,12699
"Minneapolis-St. Paul","MN-WI MSA",358498,288602,3978,5424,60487
"Missoula","MT MSA",3254,2925,0,108,220
"Mobile","AL MSA",39869,38847,296,0,725
"Modesto","CA MSA",35329,34823,163,342,0
"Monroe","LA MSA",3948,3948,0,0,0
"Montgomery","AL MSA",12937,12937,0,0,0
"Muncie","IN MSA",3793,3793,0,0,0
"Myrtle Beach","SC MSA",37741,25402,401,0,11936
"Naples","FL MSA",63459,52748,415,5865,4431
"Nashville","TN MSA",163741,152107,9237,1199,1194
"New London-Norwich","CT-RI MSA",15503,15503,0,0,0
"New Orleans","LA MSA",48426,46805,582,200,837
"New York-Northern New Jersey-Long","Jersey-Long Island NY-NJ-CT-",589958,423121,38549,18575,109688
"unterdon","unterdon NJ PMSA",40924,40247,337,85,254
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",97220,95458,198,545,1019
"Ocala","FL MSA",39166,38485,321,0,360
"Odessa-Midland","TX MSA",3578,3578,0,0,0
"Oklahoma City","OK MSA",65264,64460,803,0,0
"Omaha","NE-IA MSA",51352,50182,0,0,1170
"Orlando","FL MSA",243780,175126,2785,340,65529
"Owensboro","KY MSA",5454,4762,179,511,0
"Panama City","FL MSA",13167,13167,0,0,0
"Parkersburg-Marietta","WV-OH MSA",955,955,0,0,0
"Pensacola","FL MSA",23344,23125,0,218,0
"Peoria-Pekin","IL MSA",17149,16244,904,0,0
"Philadelphia-Wilmington-Atlantic","Philadelphia-Wilmington-Atlantic City PA-NJ-DE-MD",241107,216426,5722,1206,17742
"ridgeton","ridgeton NJ PMSA",2455,2455,0,0,0
"Phoenix-Mesa","AZ MSA",579178,542316,2499,2931,31427
"Pine Bluff","AR MSA",483,483,0,0,0
"Pittsburgh","PA MSA",84149,78466,397,2067,3216
"Pittsfield","MA MSA",0,0,0,0,0
"Pocatello","ID MSA",1807,879,85,841,0
"Portland","ME MSA",19212,18149,225,538,300
"Portland-Salem","Portland-Salem OR-WA CMSA",211034,178707,6707,4199,21411
"Providence-Fall River-Warwick","RI-MA MSA",29297,28650,446,0,200
"Provo-Orem","UT MSA",36118,33800,1421,896,0
"Pueblo","CO MSA",9566,9248,318,0,0
"Punta Gorda","FL MSA",20875,18418,294,718,1443
"Raleigh-Durham-Chapel Hill","NC MSA",217357,207225,2075,0,8054
"Rapid City","SD MSA",5936,5733,0,0,203
"Reading","PA MSA",13116,12716,400,0,0
"Redding","CA MSA",16664,16664,0,0,0
"Reno","NV MSA",49831,47935,0,226,1669
"Richland-Kennewick-Pasco","WA MSA",16067,15702,0,0,365
"Richmond-Petersburg","VA MSA",73905,73621,283,0,0
"Roanoke","VA MSA",9030,9030,0,0,0
"Rochester","MN MSA",18121,15807,0,1022,1291
"Rochester","NY MSA",37143,35801,112,330,900
"Rockford","IL MSA",18640,16808,1229,602,0
"Rocky Mount","NC MSA",4890,4423,337,0,129
"Sacramento-Yolo","Sacramento-Yolo CA CMSA",311369,304503,597,1474,4793
"Saginaw-Bay City-Midland","MI MSA",7201,6541,0,332,327
"Salinas","CA MSA",23753,23224,528,0,0
"Salt Lake City-Ogden","UT MSA",90653,84783,2014,2755,1096
"San Angelo","TX MSA",2341,2341,0,0,0
"San Antonio","TX MSA",108040,108040,0,0,0
"San Diego","CA MSA",203616,154740,355,5817,42703
"San Francisco-Oakland-San Jose","Jose CA CMSA",428347,348999,8363,4768,66208
"le","le CA PMSA",9020,8710,310,0,0
"pa","pa CA PMSA",59288,58683,0,193,411
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",18064,17000,0,1064,0
"Santa Barbara-Santa Maria-Lompoc","CA MSA",40207,17790,0,0,22417
"Santa Fe","NM MSA",9654,9461,0,0,193
"Sarasota-Bradenton","FL MSA",115151,85067,247,2240,27596
"Savannah","GA MSA",19768,19622,0,0,145
"Scranton--Wilkes-Barre--Hazleton","PA MSA",6491,6073,0,418,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",293163,246444,8872,5997,31833
"rett","rett WA PMSA",204060,160723,6318,5172,31833
"Sharon","PA MSA",1312,1312,0,0,0
"Sheboygan","WI MSA",1224,1224,0,0,0
"Sherman-Denison","TX MSA",2553,2553,0,0,0
"Shreveport-Bossier City","LA MSA",14708,14590,0,0,118
"Sioux City","IA-NE MSA",4601,4601,0,0,0
"Sioux Falls","SD MSA",16837,13461,0,195,3180
"South Bend","IN MSA",12059,12059,0,0,0
"Spokane","WA MSA",22991,17708,549,142,4589
"Springfield","IL MSA",6678,5760,726,0,192
"Springfield","MA MSA",15363,13173,1324,865,0
"Springfield","MO MSA",30111,29533,242,137,198
"St. Cloud","MN MSA",10271,9821,134,0,315
"St. Joseph","MO MSA",2621,2450,171,0,0
"St. Louis","MO-IL MSA",159850,149263,4746,824,5013
"State College","PA MSA",9270,9270,0,0,0
"Steubenville-Weirton","OH-WV MSA",1110,1110,0,0,0
"Stockton-Lodi","CA MSA",94940,93805,384,0,750
"Sumter","SC MSA",3106,2901,204,0,0
"Syracuse","NY MSA",10879,10488,0,0,390
"Tallahassee","FL MSA",14382,13690,692,0,0
"Tampa-St. Petersburg-Clearwater","FL MSA",198312,169532,3882,0,24893
"Terre Haute","IN MSA",1515,1515,0,0,0
"Texarkana TX-Texarkana","AR MSA",3280,3280,0,0,0
"Toledo","OH MSA",24613,22535,1391,0,686
"Topeka","KS MSA",9645,9525,120,0,0
"Tucson","AZ MSA",100792,85236,0,0,15555
"Tulsa","OK MSA",50798,48642,0,0,2156
"Tuscaloosa","AL MSA",11089,10050,0,0,1038
"Tyler","TX MSA",5922,5645,0,0,277
"Utica-Rome","NY MSA",1477,1477,0,0,0
"Victoria","TX MSA",3157,3157,0,0,0
"Visalia-Tulare-Porterville","CA MSA",24208,24208,0,0,0
"Waco","TX MSA",7550,5889,577,0,1082
"Washington-Baltimore","Washington-Baltimore DC-MD-VA-WV CMSA",518259,460806,1291,28,56125
"Waterloo-Cedar Falls","IA MSA",4478,3100,552,277,548
"Wausau","WI MSA",10809,10055,574,180,0
"West Palm Beach-Boca Raton","FL MSA",113427,97543,5366,0,10515
"Wheeling","WV-OH MSA",139,139,0,0,0
"Wichita Falls","TX MSA",2223,2123,100,0,0
"Wichita","KS MSA",21390,21210,180,0,0
"Wilmington","NC MSA",48934,47487,0,344,1102
"Yakima","WA MSA",4792,4262,529,0,0
"York","PA MSA",17088,17088,0,0,0
"Youngstown-Warren","OH MSA",14734,14254,480,0,0
"Yuba City","CA MSA",12821,12821,0,0,0
"Yuma","AZ MSA",11723,11723,0,0,0
