"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",1322,1322,0,0,0
"Albany","GA MSA",6277,4946,1331,0,0
"Albany-Schenectady-Troy","NY MSA",33831,31221,130,0,2480
"Albuquerque","NM MSA",58574,45604,0,170,12800
"Alexandria","LA MSA",3203,3203,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",41696,23196,0,0,18500
"Altoona","PA MSA",582,582,0,0,0
"Amarillo","TX MSA",6110,6110,0,0,0
"Anchorage","AK MSA",15205,8292,6042,871,0
"Anniston","AL MSA",2292,2292,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",18211,17371,170,0,670
"Asheville","NC MSA",16088,15212,377,360,139
"Athens","GA MSA",16052,15221,831,0,0
"Atlanta","GA MSA",415032,364611,998,510,48913
"Auburn-Opelika","AL MSA",10257,6993,106,349,2809
"Augusta-Aiken","GA-SC MSA",30583,21532,0,0,9051
"Austin-San Marcos","TX MSA",53141,44958,1108,0,7075
"Bakersfield","CA MSA",32898,32898,0,0,0
"Bangor","ME MSA",1975,1811,164,0,0
"Barnstable-Yarmouth","MA MSA",17914,17914,0,0,0
"Baton Rouge","LA MSA",17694,7534,0,0,10160
"Beaumont-Port Arthur","TX MSA",2977,2977,0,0,0
"Bellingham","WA MSA",13314,11276,209,0,1829
"Benton Harbor","MI MSA",1779,1779,0,0,0
"Billings","MT MSA",6472,3774,86,0,2612
"Biloxi-Gulfport-Pascagoula","MS MSA",14055,13367,688,0,0
"Binghamton","NY MSA",1215,1215,0,0,0
"Birmingham","AL MSA",43617,43227,0,0,390
"Bismarck","ND MSA",4935,4359,0,0,576
"Bloomington","IN MSA",6734,5758,360,319,297
"Bloomington-Normal","IL MSA",5565,4634,131,0,800
"Boise City","ID MSA",68636,67112,618,522,384
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",190838,168311,6339,6771,9417
"Brownsville-Harlingen-San Benito","TX MSA",13165,12475,168,157,365
"Bryan-College Station","TX MSA",6589,6503,86,0,0
"Buffalo-Niagara Falls","NY MSA",23059,21941,279,0,839
"Burlington","VT MSA",6907,5849,0,0,1058
"Canton-Massillon","OH MSA",14851,14334,517,0,0
"Casper","WY MSA",2928,2928,0,0,0
"Cedar Rapids","IA MSA",8410,6802,568,513,527
"Champaign-Urbana","IL MSA",11463,5474,648,0,5341
"Charleston-North Charleston","SC MSA",54611,49813,1408,1399,1991
"Charleston","WV MSA",1925,1925,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",161781,150970,219,1033,9559
"Charlottesville","VA MSA",12069,11944,125,0,0
"Chattanooga","TN-GA MSA",21631,19310,680,309,1332
"Cheyenne","WY MSA",2520,2520,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",500645,443124,6885,9736,40900
"Chico-Paradise","CA MSA",8995,8995,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",108498,103721,757,477,3543
"Clarksville-Hopkinsville","TN-KY MSA",9830,9046,284,0,500
"Cleveland-Akron","OH CMSA",123280,117045,849,2871,2515
"Colorado Springs","CO MSA",41345,39500,124,1721,0
"Columbia","MO MSA",13696,13026,670,0,0
"Columbia","SC MSA",31313,31045,115,0,153
"Columbus","GA-AL MSA",12705,8953,2878,874,0
"Columbus","OH MSA",156727,139591,978,2454,13704
"Corpus Christi","TX MSA",7001,6464,129,408,0
"Corvallis","Corvallis OR MSA",6593,4182,185,0,2226
"Cumberland","MD-WV MSA",607,607,0,0,0
"Dallas-Fort Worth","TX CMSA",480522,440848,1477,0,38197
"Danville","VA MSA",2327,2171,0,156,0
"Davenport-Moline-Rock Island","IA-IL MSA",6531,6338,193,0,0
"Dayton-Springfield","OH MSA",31295,29512,372,774,637
"Daytona Beach","FL MSA",71639,67672,835,245,2887
"Decatur","Al MSA",2488,2488,0,0,0
"Decatur","IL MSA",519,519,0,0,0
"Denver-Boulder-Greeley","CO CMSA",298599,219366,5229,860,73144
"Des Moines","IA MSA",42599,40640,242,846,871
"Detroit-Ann Arbor-Flint","MI CMSA",258132,225056,1468,1779,29829
"Dothan","AL MSA",2727,2727,0,0,0
"Dover","DE MSA",13774,13774,0,0,0
"Dubuque","IA MSA",1139,770,369,0,0
"Duluth-Superior","MN-WI MSA",7413,7160,253,0,0
"Eau Claire","WI MSA",7240,7240,0,0,0
"El Paso","TX MSA",13519,13244,80,195,0
"Elkhart-Goshen","IN MSA",15113,8115,80,200,6718
"Elmira","NY MSA",594,500,0,94,0
"Enid","OK MSA",5037,2037,3000,0,0
"Erie","PA MSA",7038,6532,0,188,318
"Eugene-Springfield","OR MSA",17481,16204,147,0,1130
"Evansville-Henderson","IN-KY MSA",11832,11832,0,0,0
"Fargo-Moorhead","ND-MN MSA",9041,8653,0,388,0
"Fayetteville","NC MSA",9521,9152,0,0,369
"Fayetteville-Springdale- Rogers","AR MSA",23069,19383,714,1008,1964
"Flagstaff","AZ-UT MSA",9298,8445,0,853,0
"Florence","AL MSA",2398,1023,0,0,1375
"Florence","SC MSA",511,511,0,0,0
"Fort Collins-Loveland","CO MSA",28182,22472,0,706,5004
"Fort Myers-Cape Coral","FL MSA",136969,81467,3809,12332,39361
"Fort Pierce-Port St. Lucie","FL MSA",68751,62135,0,0,6616
"Fort Smith","AR-OK MSA",3718,3573,145,0,0
"Fort Walton Beach","FL MSA",11443,10547,0,0,896
"Fort Wayne","IN MSA",35667,31633,0,0,4034
"Fresno","CA MSA",64485,63822,496,167,0
"Gadsden","AL MSA",1058,1058,0,0,0
"Gainesville","FL MSA",10204,10204,0,0,0
"Glens Falls","NY MSA",7757,7057,0,0,700
"Goldsboro","NC MSA",4766,4766,0,0,0
"Grand Forks","ND-MN MSA",1962,1675,287,0,0
"Grand Junction","CO MSA",11438,11438,0,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",64063,62873,394,0,796
"Great Falls","MT MSA",1145,1145,0,0,0
"Green Bay","WI MSA",14206,12457,167,300,1282
"Greensboro--Winston-Salem-- High Point","NC MSA",102857,99345,161,170,3181
"Greenville","NC MSA",8907,7405,221,0,1281
"Greenville-Spartanburg- Anderson","SC MSA",41214,40471,456,0,287
"Harrisburg-Lebanon- Carlisle","PA MSA",23577,23152,0,425,0
"Hartford","CT MSA",38893,33503,1185,78,4127
"Hattiesburg","MS MSA",10221,65,0,0,10156
"Hickory-Morganton-Lenoir","NC MSA",15380,15227,153,0,0
"Honolulu","HI MSA",19271,11121,399,0,7751
"Houma","LA MSA",5408,5332,76,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",396688,301826,138,0,94724
"Huntington-Ashland","WV-KY- OH MSA",174,174,0,0,0
"Huntsville","AL MSA",4259,4259,0,0,0
"Indianapolis","IN MSA",180761,169655,2697,1500,6909
"Iowa City","IA MSA",8403,8403,0,0,0
"Jackson","MI MSA",1396,1396,0,0,0
"Jackson","MS MSA",25288,24866,0,0,422
"Jackson","TN MSA",4108,4108,0,0,0
"Jacksonville","FL MSA",145252,137508,0,982,6762
"Jacksonville","NC MSA",4490,4175,0,315,0
"Jamestown","NY MSA",0,0,0,0,0
