"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",4318,4183,135,0,0
"Albany","GA MSA",6828,6405,423,0,0
"Albany-Schenectady-Troy","NY MSA",34612,33333,400,0,879
"Albuquerque","NM MSA",65812,60646,0,649,4517
"Alexandria","LA MSA",3569,3569,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",30183,29085,0,1098,0
"Altoona","PA MSA",1065,1065,0,0,0
"Amarillo","TX MSA",7324,7324,0,0,0
"Anchorage","AK MSA",92198,43155,34926,14117,0
"Anniston","AL MSA",2322,2322,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",34147,28499,1232,173,4243
"Asheville","NC MSA",29489,27879,360,625,625
"Athens","GA MSA",9978,9978,0,0,0
"Atlanta","GA MSA",573321,555988,5130,974,11229
"Auburn-Opelika","AL MSA",10123,6337,444,276,3066
"Augusta-Aiken","GA-SC MSA",36539,36539,0,0,0
"Austin-San Marcos","TX MSA",104352,84920,1022,0,18410
"Bakersfield","CA MSA",68056,68056,0,0,0
"Bangor","ME MSA",5763,5463,300,0,0
"Barnstable-Yarmouth","MA MSA",13863,13863,0,0,0
"Baton Rouge","LA MSA",34833,14962,0,1610,18261
"Beaumont-Port Arthur","TX MSA",9195,9195,0,0,0
"Bellingham","WA MSA",27588,22574,450,0,4564
"Benton Harbor","MI MSA",2532,2532,0,0,0
"Billings","MT MSA",13484,9872,0,0,3612
"Biloxi-Gulfport-Pascagoula","MS MSA",22455,22455,0,0,0
"Binghamton","NY MSA",1465,1465,0,0,0
"Birmingham","AL MSA",68160,67604,0,0,556
"Bismarck","ND MSA",12634,11326,260,1048,0
"Bloomington","IN MSA",11321,8521,1619,236,945
"Bloomington-Normal","IL MSA",9766,9116,0,0,650
"Boise City","ID MSA",89643,85741,485,3417,0
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","237525",192382,12069,4408,28666,NA
"Brownsville-Harlingen-San Benito","TX MSA",21852,20032,177,1027,616
"Bryan-College Station","TX MSA",19223,14149,3563,0,1511
"Buffalo-Niagara Falls","NY MSA",36570,33470,0,0,3100
"Burlington","VT MSA",8743,7252,541,730,220
"Canton-Massillon","OH MSA",18797,18797,0,0,0
"Casper","WY MSA",2849,2849,0,0,0
"Cedar Rapids","IA MSA",23682,10129,1107,1032,11414
"Champaign-Urbana","IL MSA",12561,10641,600,0,1320
"Charleston","WV MSA",2360,2360,0,0,0
"Charleston-North Charleston","SC MSA",91789,86847,131,527,4284
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",225918,200620,2167,860,22271
"Charlottesville","VA MSA",21687,19087,0,0,2600
"Chattanooga","TN-GA MSA",30337,29142,273,50,872
"Cheyenne","WY MSA",5422,5422,0,0,0
"Chicago-Gary-Kenosha IL-IN-WI CMSA","661442",556525,11455,19930,73532,NA
"Chico-Paradise","CA MSA",12936,12742,0,194,0
"Cincinnati-Hamilton OH-KY-IN CMSA","162151",142368,695,2918,16170,NA
"Clarksville-Hopkinsville","TN-KY MSA",12380,12136,244,0,0
"Cleveland-Akron OH CMSA","154414",146935,1785,3910,1784,NA
"Colorado Springs","CO MSA",59095,59095,0,0,0
"Columbia","MO MSA",24248,23588,660,0,0
"Columbia","SC MSA",40755,40014,72,0,669
"Columbus","GA-AL MSA",15486,15208,0,278,0
"Columbus","OH MSA",216275,190482,1195,10560,14038
"Corpus Christi","TX MSA",13131,12742,110,279,0
"Corvallis","OR MSA",5059,5059,0,0,0
"Cumberland","MD-WV MSA",3348,3348,0,0,0
"Dallas-Fort Worth TX CMSA","617877",567851,1798,1112,47116,NA
"Danville","VA MSA",3172,2877,0,0,295
"Davenport-Moline-Rock Island","IA-IL MSA",8558,8381,177,0,0
"Dayton-Springfield","OH MSA",41691,31636,428,2644,6983
"Daytona Beach","FL MSA",101108,95780,2235,0,3093
"Decatur","Al MSA",5563,5563,0,0,0
"Decatur","IL MSA",4900,4900,0,0,0
"Denver-Boulder-Greeley CO CMSA","306861",271410,4231,2024,29196,NA
"Des Moines","IA MSA",55781,55087,0,0,694
"Detroit-Ann Arbor-Flint MI CMSA","340019",305595,6519,1098,26807,NA
"Dothan","AL MSA",6226,6226,0,0,0
"Dover","DE MSA",24056,23927,129,0,0
"Dubuque","IA MSA",6044,5045,336,0,663
"Duluth-Superior","MN-WI MSA",8301,6647,1654,0,0
"Eau Claire","WI MSA",15317,14567,750,0,0
"El Paso","TX MSA",18565,17692,144,303,426
"Elkhart-Goshen","IN MSA",15151,14123,708,320,0
"Elmira","NY MSA",937,520,0,0,417
"Enid","OK MSA",1190,1190,0,0,0
"Erie","PA MSA",4650,3850,116,0,684
"Eugene-Springfield","OR MSA",17547,16933,614,0,0
"Evansville-Henderson","IN-KY MSA",16355,16130,225,0,0
"Fargo-Moorhead","ND-MN MSA",30092,17536,0,430,12126
"Fayetteville","NC MSA",16595,16430,0,165,0
"Fayetteville-Springdale-Rogers","AR MSA",59022,37183,184,1200,20455
"Flagstaff","AZ MSA",9636,9636,0,0,0
"Florence","AL MSA",1614,1614,0,0,0
"Florence","SC MSA",6541,6353,0,0,188
"Fort Collins-Loveland","CO MSA",36815,30737,1071,3457,1550
"Fort Myers-Cape Coral","FL MSA",177272,114426,9379,12633,40834
"Fort Pierce-Port St. Lucie","FL MSA",104051,87500,0,0,16551
"Fort Smith","AR-OK MSA",10764,6308,0,2000,2456
"Fort Walton Beach","FL MSA",25823,23776,0,0,2047
"Fort Wayne","IN MSA",45537,44863,0,0,674
"Fresno","CA MSA",71322,70326,248,620,128
"Gadsden","AL MSA",691,691,0,0,0
"Gainesville","FL MSA",14717,11789,0,0,2928
"Glens Falls","NY MSA",9507,9507,0,0,0
"Goldsboro","NC MSA",5183,5183,0,0,0
"Grand Forks","ND-MN MSA",3713,3713,0,0,0
"Grand Junction","CO MSA",15186,14442,152,351,241
"Grand Rapids-Muskegon-Holland","MI MSA",93635,89505,1636,1279,1215
"Great Falls","MT MSA",2799,2068,0,0,731
"Green Bay","WI MSA",21272,17988,787,410,2087
"Greensboro--Winston-Salem--High Point","NC MSA",109827,102194,173,435,7025
"Greenville","NC MSA",8877,8745,132,0,0
"Greenville-Spartanburg-Anderson","SC MSA",68234,63542,731,0,3961
"Harrisburg-Lebanon-Carlisle","PA MSA",21613,21396,0,217,0
"Hartford","CT MSA",42170,40379,1191,0,600
"Hattiesburg","MS MSA",919,919,0,0,0
"Hickory-Morganton","NC MSA",20071,19558,160,0,353
"Honolulu","HI MSA",15735,14943,792,0,0
"Houma","LA MSA",7831,7831,0,0,0
"Houston-Galveston-Brazoria TX CMSA","601046",472539,292,0,128215,NA
"Huntington-Ashland","WV-KY-OH MSA",753,753,0,0,0
"Huntsville","AL MSA",7206,6962,0,0,244
"Indianapolis","IN MSA",196321,183847,1544,350,10580
"Iowa City","IA MSA",12575,11748,120,0,707
"Jackson","MI MSA",1202,1202,0,0,0
"Jackson","MS MSA",33567,32466,0,0,1101
"Jackson","TN MSA",2393,2393,0,0,0
"Jacksonville","FL MSA",182142,157001,0,669,24472
"Jacksonville","NC MSA",7695,7695,0,0,0
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",4545,3855,290,225,175
"Johnson City-Kingsport-Bristol","TN-VA MSA",13921,13098,300,0,523
"Johnstown","PA MSA",589,589,0,0,0
"Jonesboro","AR MSA",3410,3410,0,0,0
"Joplin","MO MSA",1223,1223,0,0,0
"Kalamazoo-Battle Creek","MI MSA",17307,16398,474,435,0
"Kansas City","MO-KS MSA",178142,160584,2160,5260,10138
"Killeen-Temple","TX MSA",23391,21657,0,1734,0
"Knoxville","TN MSA",35992,35355,130,175,332
"Kokomo","IN MSA",5625,5070,256,0,299
"La Crosse","WI-MN MSA",6863,4710,153,400,1600
"Lafayette","IN MSA",12494,11174,320,0,1000
"Lafayette","LA MSA",20224,20224,0,0,0
"Lake Charles","LA MSA",9277,9172,105,0,0
"Lakeland-Winter Haven","FL MSA",50344,46796,183,0,3365
"Lancaster","PA MSA",19071,16818,0,535,1718
"Lansing-East Lansing","MI MSA",22145,21634,0,0,511
"Laredo","TX MSA",12788,11424,84,155,1125
"Las Cruces","NM MSA",15905,15905,0,0,0
"Las Vegas","NV-AZ MSA",341194,316365,3336,2477,19016
"Lawrence","KS MSA",8658,7000,779,130,749
"Lawton","OK MSA",1562,1562,0,0,0
"Lewiston-Auburn","ME MSA",6410,6410,0,0,0
