"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX",3216,3216,0,0,0
"Akron","OH",46529,44355,587,792,795
"Albany","GA",6480,6303,177,0,0
"Albany-Schenectady-Troy","NY",38362,36064,168,0,2130
"Albuquerque","NM",87215,82150,2006,651,2408
"Alexandria","LA",5233,5233,0,0,0
"Allentown-Bethlehem-Easton","PA-NJ",67987,67389,0,598,0
"Altoona","PA",1231,1231,0,0,0
"Amarillo","TX",8842,8842,0,0,0
"Ames","IA",6177,6177,0,0,0
"Anchorage","AK",36287,27916,5908,0,2463
"Anderson","IN",9727,9345,0,0,382
"Anderson","SC",16006,16006,0,0,0
"Ann Arbor","MI",32415,30235,600,1078,502
"Anniston-Oxford","AL",1864,1864,0,0,0
"Appleton","WI",16783,16231,282,270,0
"Asheville","NC",51159,48494,520,1245,900
"Athens-Clarke County","GA",18434,17403,0,0,1031
"Atlanta-Sandy Springs-Marietta","GA",654964,647599,4753,1051,1561
"Atlantic City","NJ",21761,21167,101,309,184
"Auburn-Opelika","AL",9408,9287,121,0,0
"Augusta-Richmond County","GA-SC",38222,37692,0,0,530
"Austin-Round Rock","TX",171528,150951,2046,336,18195
"Bakersfield","CA",89957,87439,917,1115,486
"Baltimore-Towson","MD",150700,124733,0,0,25967
"Bangor","ME",6784,6784,0,0,0
"Barnstable Town","MA",32366,30258,900,1208,0
"Baton Rouge","LA",46216,46216,0,0,0
"Battle Creek","MI",2258,2258,0,0,0
"Bay City","MI",2781,2635,146,0,0
"Beaumont-Port Arthur","TX",6828,6828,0,0,0
"Bellingham","WA",31917,31260,338,319,0
"Bend","OR",64350,60600,2896,854,0
"Billings","MT",12077,12077,0,0,0
"Binghamton","NY",5779,2534,0,0,3245
"Birmingham-Hoover","AL",105850,97499,0,0,8351
"Bismarck","ND",15556,13245,0,1254,1057
"Blacksburg-Christiansburg-Radford","VA",9592,9592,0,0,0
"Bloomington","IN",12262,9612,1439,237,974
"Bloomington-Normal","IL",12232,12232,0,0,0
"Boise City-Nampa","ID",137502,133183,1461,1982,876
"Boston-Cambridge-Quincy","MA-NH",204568,149560,10628,6280,38100
"Boulder","CO",24342,24342,0,0,0
"Bowling Green","KY",9103,9103,0,0,0
"Bremerton-Silverdale","WA",20216,19419,797,0,0
"Bridgeport-Stamford-Norwalk","CT",67081,65156,350,0,1575
"Brownsville-Harlingen","TX",25003,21560,130,2375,938
"Brunswick","GA",18870,18870,0,0,0
"Buffalo-Niagara Falls","NY",30973,29354,555,0,1064
"Burlington","NC",13976,13976,0,0,0
"Burlington-South Burlington","VT",17376,14976,1211,836,353
"Canton-Massillon","OH",21492,20838,179,238,237
"Cape Coral-Fort Myers","FL",241536,204110,2514,10822,24090
"Carson City","NV",3146,3146,0,0,0
"Casper","WY",5074,5074,0,0,0
"Cedar Rapids","IA",16275,11493,1124,1930,1728
"Champaign-Urbana","IL",10318,9005,668,0,645
"Charleston","WV",4499,4499,0,0,0
"Charleston-North Charleston","SC",116746,96247,0,265,20234
"Charlotte-Gastonia-Concord","NC-SC",278790,272617,0,392,5781
"Charlottesville","VA",30549,28337,533,236,1443
"Chattanooga","TN-GA",39203,37453,371,386,993
"Cheyenne","WY",6526,5748,0,778,0
"Chicago-Naperville-Joliet","IL-IN-WI",779443,687211,6102,20088,66042
"Chico","CA",14956,9254,468,479,4755
"Cincinnati-Middletown","OH-KY-IN",170765,162601,1814,1647,4703
"Clarksville","TN-KY",25716,24262,90,1064,300
"Cleveland","TN",6393,5464,254,675,0
"Cleveland-Elyria-Mentor","OH",132107,131198,300,609,0
