"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",1193,1193,0,0,0
"Albany","GA MSA",5490,5490,0,0,0
"Albany-Schenectady-Troy","NY MSA",28274,25551,0,0,2723
"Albuquerque","NM MSA",56369,56369,0,0,0
"Alexandria","LA MSA",3832,3832,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",24875,24259,0,230,386
"Altoona","PA MSA",381,381,0,0,0
"Amarillo","TX MSA",4748,4748,0,0,0
"Anchorage","AK MSA",36718,25117,11137,0,464
"Anniston","AL MSA",3609,3609,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",26554,17988,420,498,7648
"Asheville","NC MSA",15633,14059,651,0,923
"Athens","GA MSA",11376,10453,923,0,0
"Atlanta","GA MSA",510906,420310,507,1272,88817
"Auburn-Opelika","AL MSA",3181,3103,78,0,0
"Augusta-Aiken","GA-SC MSA",25524,25524,0,0,0
"Austin-San Marcos","TX MSA",74404,68470,522,3099,2313
"Bakersfield","CA MSA",32182,31391,140,222,429
"Bangor","ME MSA",2335,2335,0,0,0
"Barnstable-Yarmouth","MA MSA",24725,20040,280,0,4405
"Baton Rouge","LA MSA",14484,9510,58,583,4333
"Beaumont-Port Arthur","TX MSA",6503,6503,0,0,0
"Bellingham","WA MSA",16083,14061,583,242,1197
"Benton Harbor","MI MSA",2957,2957,0,0,0
"Billings","MT MSA",6812,6812,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",17444,14833,111,0,2500
"Binghamton","NY MSA",1267,1267,0,0,0
"Birmingham","AL MSA",48610,47118,0,0,1492
"Bismarck","ND MSA",6028,5412,267,349,0
"Bloomington","IN MSA",7207,6331,319,287,270
"Bloomington-Normal","IL MSA",9178,8402,0,0,776
"Boise City","ID MSA",62785,62068,470,247,0
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",235287,191549,4318,3399,36021
"Brownsville-Harlingen-San Benito","TX MSA",15317,14626,289,238,164
"Bryan-College Station","TX MSA",7351,6960,391,0,0
"Buffalo-Niagara Falls","NY MSA",26764,25811,0,0,953
"Burlington","VT MSA",19510,10774,525,1647,6564
"Canton-Massillon","OH MSA",15080,14892,0,0,188
"Casper","WY MSA",2715,2715,0,0,0
"Cedar Rapids","IA MSA",9197,8469,0,728,0
"Champaign-Urbana","IL MSA",5024,4424,0,600,0
"Charleston-North Charleston","SC MSA",56810,47275,309,879,8347
"Charleston","WV MSA",4454,4269,0,185,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",189886,172517,456,257,16656
"Charlottesville","VA MSA",11279,10771,102,0,406
"Chattanooga","TN-GA MSA",25568,25094,60,167,247
"Cheyenne","WY MSA",2779,2779,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",550868,487478,6346,12517,44527
"Chico-Paradise","CA MSA",14642,14642,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",127261,113324,2750,1142,10045
"Clarksville-Hopkinsville","TN-KY MSA",8028,7078,0,145,805
"Cleveland-Akron","OH CMSA",154159,149706,1586,1721,1146
"Colorado Springs","CO MSA",72718,59601,0,0,13117
"Columbia","MO MSA",9450,8514,228,154,554
"Columbia","SC MSA",26928,26928,0,0,0
"Columbus","GA-AL MSA",35365,11646,0,0,23719
"Columbus","OH MSA",167476,142255,865,10697,13659
"Corpus Christi","TX MSA",9924,9522,110,292,0
"Corvallis","Corvallis OR MSA",3484,3343,141,0,0
"Cumberland","MD-WV MSA",1868,1868,0,0,0
"Dallas-Fort Worth","TX CMSA",598139,518526,937,357,78319
"Danville","VA MSA",1684,1684,0,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",6796,6566,230,0,0
"Dayton-Springfield","OH MSA",33878,30420,172,2822,464
"Daytona Beach","FL MSA",59583,52867,1449,0,5267
"Decatur","Al MSA",3164,3164,0,0,0
"Decatur","IL MSA",1783,1783,0,0,0
"Denver-Boulder-Greeley","CO CMSA",313385,239279,2074,3171,68861
"Des Moines","IA MSA",30467,29931,89,447,0
"Detroit-Ann Arbor-Flint","MI CMSA",347064,283936,4322,3893,54913
"Dothan","AL MSA",2147,2147,0,0,0
"Dover","DE MSA",7149,7149,0,0,0
"Dubuque","IA MSA",3097,2702,395,0,0
"Duluth-Superior","MN-WI MSA",7616,7314,77,225,0
"Eau Claire","WI MSA",13128,11633,1495,0,0
"El Paso","TX MSA",17708,17682,26,0,0
"Elkhart-Goshen","IN MSA",12360,11760,0,0,600
"Elmira","NY MSA",474,474,0,0,0
"Enid","OK MSA",660,580,80,0,0
"Erie","PA MSA",3625,3625,0,0,0
"Eugene-Springfield","OR MSA",16569,16278,291,0,0
"Evansville-Henderson","IN-KY MSA",11993,11993,0,0,0
"Fargo-Moorhead","ND-MN MSA",7348,6845,175,0,328
"Fayetteville","NC MSA",8790,8669,0,121,0
"Fayetteville-Springdale- Rogers","AR MSA",25060,24332,0,728,0
"Flagstaff","AZ-UT MSA",19658,19658,0,0,0
