"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",2003,1876,127,0,0
"Albany","GA MSA",4692,4692,0,0,0
"Albany-Schenectady-Troy","NY MSA",25850,20612,0,300,4938
"Albuquerque","NM MSA",41175,41175,0,0,0
"Alexandria","LA MSA",2971,2971,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",24944,23745,147,328,724
"Altoona","PA MSA",561,561,0,0,0
"Amarillo","TX MSA",5580,5580,0,0,0
"Anchorage","AK MSA",20460,14280,3535,0,2645
"Anniston","AL MSA",1788,1209,0,350,229
"Appleton-Oshkosh-Neenah","WI MSA",21615,17264,1189,0,3162
"Asheville","NC MSA",12603,12303,300,0,0
"Athens","GA MSA",19112,8287,590,0,10235
"Atlanta","GA MSA",549654,419755,490,701,128708
"Auburn-Opelika","AL MSA",6231,4516,1585,0,130
"Augusta-Aiken","GA-SC MSA",19175,19175,0,0,0
"Austin-San Marcos","TX MSA",110512,109483,547,0,482
"Bakersfield","CA MSA",31989,31222,163,0,604
"Bangor","ME MSA",2776,2776,0,0,0
"Barnstable-Yarmouth","MA MSA",14385,13425,960,0,0
"Baton Rouge","LA MSA",7678,7220,0,0,458
"Beaumont-Port Arthur","TX MSA",4200,4200,0,0,0
"Bellingham","WA MSA",13094,10752,422,182,1738
"Benton Harbor","MI MSA",749,749,0,0,0
"Billings","MT MSA",5424,5424,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",28236,15826,0,0,12410
"Binghamton","NY MSA",2145,1907,0,0,238
"Birmingham","AL MSA",64647,46792,0,120,17735
"Bismarck","ND MSA",7651,6201,0,1450,0
"Bloomington","IN MSA",7419,6065,495,312,547
"Bloomington-Normal","IL MSA",9682,9527,0,155,0
"Boise City","ID MSA",64152,60197,305,2491,1159
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",211302,181370,2996,1417,25519
"Brownsville-Harlingen-San Benito","TX MSA",10256,9173,178,590,315
"Bryan-College Station","TX MSA",6935,6816,119,0,0
"Buffalo-Niagara Falls","NY MSA",25661,21052,150,0,4459
"Burlington","VT MSA",9592,9037,390,165,0
"Canton-Massillon","OH MSA",18144,18144,0,0,0
"Casper","WY MSA",2586,2586,0,0,0
"Cedar Rapids","IA MSA",9519,7675,420,209,1215
"Champaign-Urbana","IL MSA",7412,6752,357,0,303
"Charleston-North Charleston","SC MSA",56946,52130,0,500,4316
"Charleston","WV MSA",3249,3139,0,110,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",148740,119265,595,509,28371
"Charlottesville","VA MSA",13345,12760,585,0,0
"Chattanooga","TN-GA MSA",19390,19142,0,0,248
"Cheyenne","WY MSA",2423,2258,0,165,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",531602,435947,3788,11868,79999
"Chico-Paradise","CA MSA",13255,13255,0,0,0
