"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",1832,1832,0,0,0
"Albany","GA MSA",5963,5772,0,191,0
"Albany-Schenectady-Troy","NY MSA",21831,21281,135,125,290
"Albuquerque","NM MSA",37578,37578,0,0,0
"Alexandria","LA MSA",2966,2966,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",23545,23217,0,328,0
"Altoona","PA MSA",513,513,0,0,0
"Amarillo","TX MSA",5551,5551,0,0,0
"Anchorage","AK MSA",29694,22646,3198,1809,2041
"Anniston","AL MSA",2164,1935,0,0,229
"Appleton-Oshkosh-Neenah","WI MSA",16317,13795,958,0,1564
"Asheville","NC MSA",14853,12976,331,0,1546
"Athens","GA MSA",9341,8055,156,0,1130
"Atlanta","GA MSA",557834,476573,215,1613,79433
"Auburn-Opelika","AL MSA",5475,5325,150,0,0
"Augusta-Aiken","GA-SC MSA",26617,26617,0,0,0
"Austin-San Marcos","TX MSA",149871,136315,2214,153,11189
"Bakersfield","CA MSA",29114,28236,0,0,878
"Bangor","ME MSA",7814,2003,0,0,5811
"Barnstable-Yarmouth","MA MSA",15899,15899,0,0,0
"Baton Rouge","LA MSA",12382,9182,136,0,3064
"Beaumont-Port Arthur","TX MSA",5943,5943,0,0,0
"Bellingham","WA MSA",19382,16006,632,322,2422
"Benton Harbor","MI MSA",939,939,0,0,0
"Billings","MT MSA",5687,5217,0,240,230
"Biloxi-Gulfport-Pascagoula","MS MSA",33395,16429,122,755,16089
"Binghamton","NY MSA",3121,2221,0,0,900
"Birmingham","AL MSA",48941,48941,0,0,0
"Bismarck","ND MSA",7573,6448,850,275,0
"Bloomington","IN MSA",5811,5401,410,0,0
"Bloomington-Normal","IL MSA",4542,4262,0,280,0
"Boise City","ID MSA",67863,67240,361,262,0
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","211327",197279,3715,2577,7756,NA
"Brownsville-Harlingen-San Benito","TX MSA",10361,10019,178,164,0
"Bryan-College Station","TX MSA",5948,5948,0,0,0
"Buffalo-Niagara Falls","NY MSA",22393,21899,130,0,364
"Burlington","VT MSA",9262,9153,109,0,0
"Canton-Massillon","OH MSA",14719,14333,386,0,0
"Casper","WY MSA",1449,1449,0,0,0
"Cedar Rapids","IA MSA",13378,10464,299,969,1646
"Champaign-Urbana","IL MSA",8160,7120,362,0,678
"Charleston-North Charleston","SC MSA",57349,49385,476,601,6887
"Charleston","WV MSA",4006,3884,122,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",180673,135433,1209,1082,42949
"Charlottesville","VA MSA",14635,14116,519,0,0
"Chattanooga","TN-GA MSA",18992,18594,0,150,248
"Cheyenne","WY MSA",2663,2663,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",521886,462615,4770,14931,39570
"Chico-Paradise","CA MSA",21230,9436,0,0,11794
"Cincinnati-Hamilton","OH-KY- IN CMSA",120261,101071,87,1506,17597
"Clarksville-Hopkinsville","TN-KY MSA",8976,8215,0,761,0
"Cleveland-Akron","OH CMSA",158735,145961,2378,5064,5332
"Colorado Springs","CO MSA",94480,58994,140,0,35346
"Columbia","MO MSA",10799,10548,251,0,0
"Columbia","SC MSA",40772,33989,0,0,6783
"Columbus","GA-AL MSA",23316,11936,0,0,11380
"Columbus","OH MSA",134463,113413,1063,2825,17162
"Corpus Christi","TX MSA",5151,5151,0,0,0
"Corvallis OR MSA","4587",4069,0,0,518,NA
"Cumberland","MD-WV MSA",1248,1248,0,0,0
"Dallas-Fort Worth","TX CMSA",492741,466802,947,1400,23592
"Danville","VA MSA",2325,2325,0,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",7200,6350,0,0,850
"Dayton-Springfield","OH MSA",26452,24138,132,2182,0
"Daytona Beach","FL MSA",43973,42647,0,394,932
"Decatur","Al MSA",4195,4090,0,0,105
"Decatur","IL MSA",1680,1440,240,0,0
"Denver-Boulder-Greeley","CO CMSA",368941,257508,3117,5558,102758
"Des Moines","IA MSA",30290,26915,314,600,2461
"Detroit-Ann Arbor-Flint","MI CMSA",350207,301906,4770,7603,35928
"Dothan","AL MSA",1693,1693,0,0,0
"Dover","DE MSA",6954,6954,0,0,0
"Dubuque","IA MSA",2437,2437,0,0,0
"Duluth-Superior","MN-WI MSA",8905,7739,221,0,945
"Eau Claire","WI MSA",10544,9754,190,600,0
"El Paso","TX MSA",14575,14575,0,0,0
"Elkhart-Goshen","IN MSA",16850,10223,300,0,6327
"Elmira","NY MSA",1154,562,0,0,592
"Enid","OK MSA",585,585,0,0,0
"Erie","PA MSA",3365,2847,118,0,400
"Eugene-Springfield","OR MSA",15870,14003,1198,669,0
"Evansville-Henderson","IN-KY MSA",11593,10816,488,0,289
"Fargo-Moorhead","ND-MN MSA",7375,6075,150,0,1150
"Fayetteville","NC MSA",9936,7190,0,0,2746
"Fayetteville-Springdale- Rogers","AR MSA",17660,17027,544,89,0
"Flagstaff","AZ-UT MSA",6542,6347,195,0,0
"Florence","AL MSA",1198,1198,0,0,0
"Florence","SC MSA",4299,3995,0,0,304
"Fort Collins-Loveland","CO MSA",36423,33110,0,968,2345
"Fort Myers-Cape Coral","FL MSA",88285,67282,3173,4415,13415
"Fort Pierce-Port St. Lucie","FL MSA",44485,35901,5450,2403,731
"Fort Smith","AR-OK MSA",4083,3642,441,0,0
"Fort Walton Beach","FL MSA",14190,10480,28,102,3580
"Fort Wayne","IN MSA",28993,28828,165,0,0
"Fresno","CA MSA",61278,57434,219,3625,0
"Gadsden","AL MSA",1176,1176,0,0,0
"Gainesville","FL MSA",13770,10495,0,0,3275
"Glens Falls","NY MSA",4327,4173,154,0,0
"Goldsboro","NC MSA",2916,2916,0,0,0
"Grand Forks","ND-MN MSA",382,382,0,0,0
"Grand Junction","CO MSA",12123,11601,310,212,0
"Grand Rapids-Muskegon- Holland","MI MSA",81138,74174,179,632,6153
"Great Falls","MT MSA",1039,1039,0,0,0
"Green Bay","WI MSA",14031,12261,1155,0,615
"Greensboro--Winston-Salem-- High Point","NC MSA",84430,81433,140,432,2425
"Greenville","NC MSA",9597,5458,152,0,3987
"Greenville-Spartanburg- Anderson","SC MSA",56708,55556,320,375,457
"Harrisburg-Lebanon- Carlisle","PA MSA",14923,14463,0,0,460
"Hartford","CT MSA",34975,33586,100,830,459
"Hattiesburg","MS MSA",1089,1040,49,0,0
"Hickory-Morganton-Lenoir","NC MSA",21671,21281,192,0,198
"Honolulu","HI MSA",28234,28234,0,0,0
"Houma","LA MSA",5813,5813,0,0,0
"Houston-Galveston-Brazoria TX CMSA","337237",321239,490,7821,7687,NA
"Huntington-Ashland","WV-KY- OH MSA",1833,1833,0,0,0
"Huntsville","AL MSA",5834,5834,0,0,0
"Indianapolis","IN MSA",204154,184168,3343,1249,15394
"Iowa City","IA MSA",5591,5034,245,312,0
"Jackson","MI MSA",682,682,0,0,0
"Jackson","MS MSA",22602,19869,0,0,2733
"Jackson","TN MSA",5223,5223,0,0,0
"Jacksonville","FL MSA",104509,86452,612,0,17445
"Jacksonville","NC MSA",6712,4410,57,0,2245
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",3881,2574,832,300,175
"Johnson City-Kingsport- Bristol","TN-VA MSA",9038,8840,0,0,198
"Johnstown","PA MSA",755,755,0,0,0
"Jonesboro","AR MSA",2165,2165,0,0,0
"Joplin","MO MSA",2102,2102,0,0,0
"Kalamazoo-Battle Creek","MI MSA",13845,13333,210,0,302
"Kansas City","MO-KS MSA",120912,112803,3859,804,3446
"Killeen-Temple","TX MSA",12235,10436,395,1404,0
"Knoxville","TN MSA",26217,24719,118,186,1194
"Kokomo","IN MSA",4652,4208,444,0,0
"La Crosse","WI-MN MSA",3578,3378,200,0,0
