"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Great Falls","MT MSA",1731,1731,0,0,0
"Green Bay","WI MSA",19492,16159,823,410,2100
"Greensboro--Winston-Salem--High Point","NC MSA",126274,103829,281,476,21688
"Greenville","NC MSA",11371,9578,171,0,1622
"Greenville-Spartanburg-Anderson","SC MSA",62426,61145,280,164,837
"Harrisburg-Lebanon-Carlisle","PA MSA",21388,20742,371,275,0
"Hartford","CT MSA",46586,42353,1819,0,2414
"Hattiesburg","MS MSA",1951,916,0,83,952
"Hickory-Morganton","NC MSA",16440,15945,290,0,205
"Honolulu","HI MSA",30784,29721,594,0,469
"Houma","LA MSA",8668,8668,0,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",509024,466204,100,0,42720
"Huntington-Ashland","WV-KY-OH MSA",530,530,0,0,0
"Huntsville","AL MSA",5759,5660,99,0,0
"Indianapolis","IN MSA",237516,214767,3610,4743,14396
"Iowa City","IA MSA",15964,9896,0,999,5069
"Jackson","MI MSA",2979,2979,0,0,0
"Jackson","MS MSA",44832,33823,0,0,11009
"Jackson","TN MSA",6982,6982,0,0,0
"Jacksonville","FL MSA",187411,169394,480,1956,15581
"Jacksonville","NC MSA",7329,7329,0,0,0
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",3226,2107,644,300,175
"Johnson City-Kingsport-Bristol","TN-VA MSA",12936,12585,0,0,351
"Johnstown","PA MSA",715,230,0,0,485
"Jonesboro","AR MSA",5477,5477,0,0,0
"Joplin","MO MSA",2421,2421,0,0,0
"Kalamazoo-Battle Creek","MI MSA",38149,19234,0,0,18915
"Kansas City","MO-KS MSA",164222,150330,5303,8589,0
"Killeen-Temple","TX MSA",20001,17263,1495,1243,0
"Knoxville","TN MSA",51682,47739,0,200,3743
"Kokomo","IN MSA",5462,4907,256,0,299
"La Crosse","WI-MN MSA",5870,5717,153,0,0
"Lafayette","IN MSA",11008,10452,192,364,0
"Lafayette","LA MSA",21045,19524,0,0,1521
"Lake Charles","LA MSA",8236,8115,121,0,0
"Lakeland-Winter Haven","FL MSA",56486,53062,819,0,2605
"Lancaster","PA MSA",14939,12447,0,440,2052
"Lansing-East Lansing","MI MSA",26843,20167,193,0,6483
"Laredo","TX MSA",12985,11751,84,155,995
"Las Cruces","NM MSA",20665,20665,0,0,0
"Las Vegas","NV-AZ MSA",344054,284800,1178,2863,55213
"Lawrence","KS MSA",5524,5384,140,0,0
"Lawton","OK MSA",1562,1562,0,0,0
"Lewiston-Auburn","ME MSA",4897,4297,240,360,0
"Lexington","KY MSA",49212,48506,706,0,0
"Lima","OH MSA",1385,1385,0,0,0
"Lincoln","NE MSA",21735,19997,556,0,1182
"Little Rock-North Little Rock","AR MSA",84641,78057,530,0,6054
"Longview-Marshall","TX MSA",2659,2659,0,0,0
"Los Angeles-Riverside-Orange County","County CA CMSA",802607,726286,7723,2064,66534
"Louisville","KY-IN MSA",83744,78252,101,1903,3488
"Lubbock","TX MSA",15955,11616,3639,700,0
"Lynchburg","VA MSA",19901,19200,0,0,701
"Macon","GA MSA",21832,21832,0,0,0
"Madison","WI MSA",43378,32872,3012,1149,6345
"Mansfield","OH MSA",7581,7078,198,305,0
"McAllen-Edinburg-Mission","TX MSA",32828,31187,609,529,503
"Medford-Ashland","OR MSA",25522,22730,164,2628,0
"Melbourne-Titusville-Palm Bay","FL MSA",86115,81115,0,748,4252
"Memphis","TN-AR-MS MSA",100658,100380,0,278,0
"Merced","CA MSA",23280,23280,0,0,0
"Miami-Fort Lauderdale","Lauderdale FL CMSA",214402,138236,2487,4012,69667
"Milwaukee-Racine","Milwaukee-Racine WI CMSA",90993,78610,4485,1357,6541
"Minneapolis-St. Paul","MN-WI MSA",392655,323609,4109,11395,53542
"Missoula","MT MSA",6449,3661,641,314,1833
"Mobile","AL MSA",36121,35716,130,0,275
"Modesto","CA MSA",47809,47493,316,0,0
"Monroe","LA MSA",4889,4889,0,0,0
"Montgomery","AL MSA",15500,15417,0,0,83
"Muncie","IN MSA",55799,4163,106,1130,50400
"Myrtle Beach","SC MSA",45604,23471,0,278,21855
"Naples","FL MSA",78674,57761,1956,12125,6832
"Nashville","TN MSA",160738,149456,1884,340,9058
"New London-Norwich","CT-RI MSA",15671,14133,132,0,1406
"New Orleans","LA MSA",54718,53742,976,0,0
"New York-Northern New Jersey-Long","Jersey-Long Island NY-NJ-CT-",679220,404855,48079,36277,190009
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",112941,99206,690,191,12854
"Ocala","FL MSA",56785,55728,345,712,0
"Odessa-Midland","TX MSA",4476,4476,0,0,0
"Oklahoma City","OK MSA",93817,85905,292,0,7620
"Omaha","NE-IA MSA",52418,49843,697,0,1878
"Orlando","FL MSA",306025,301281,2415,454,1875
"Owensboro","KY MSA",4341,3928,107,306,0
"Panama City","FL MSA",48538,18316,118,0,30104
"Parkersburg-Marietta","WV-OH MSA",1944,1944,0,0,0
"Pensacola","FL MSA",37351,36617,0,0,734
"Peoria-Pekin","IL MSA",14116,13200,596,320,0
"Philadelphia-Wilmington-Atlantic","Philadelphia-Wilmington-Atlantic City PA-NJ-DE-MD",225742,201351,2939,2618,18834
"Phoenix-Mesa","AZ MSA",680771,659884,918,3928,16041
"Pine Bluff","AR MSA",1681,1373,308,0,0
"Pittsburgh","PA MSA",93018,77655,310,2154,12899
"Pittsfield","MA MSA",0,0,0,0,0
"Pocatello","ID MSA",1558,1283,160,115,0
"Portland","ME MSA",20072,18020,1123,405,524
"Portland-Salem","Portland-Salem OR-WA CMSA",210694,193598,3209,3277,10610
"Providence-Fall River-Warwick","RI-MA MSA",28613,27250,534,0,829
"Provo-Orem","UT MSA",41923,38853,0,540,2530
"Pueblo","CO MSA",10028,9552,476,0,0
"Punta Gorda","FL MSA",45280,27700,1609,7523,8448
"Raleigh-Durham-Chapel Hill","NC MSA",208775,202590,1624,1332,3229
"Rapid City","SD MSA",9419,7502,346,1571,0
"Reading","PA MSA",11479,10744,212,0,523
"Redding","CA MSA",16956,16388,126,0,442
"Reno","NV MSA",82704,82704,0,0,0
"Richland-Kennewick-Pasco","WA MSA",19930,18728,0,259,943
"Richmond-Petersburg","VA MSA",84079,78953,200,278,4648
"Roanoke","VA MSA",9885,9826,59,0,0
"Rochester","MN MSA",24906,21053,0,0,3853
"Rochester","NY MSA",56645,30536,442,6210,19457
"Rockford","IL MSA",25125,19880,511,4734,0
"Rocky Mount","NC MSA",5188,4780,408,0,0
"Sacramento-Yolo","Sacramento-Yolo CA CMSA",389313,318580,5215,2724,62794
"Saginaw-Bay City-Midland","MI MSA",8046,8046,0,0,0
"Salinas","CA MSA",15008,13213,0,761,1034
"Salt Lake City-Ogden","UT MSA",143258,122898,1196,3349,15815
"San Angelo","TX MSA",3952,3952,0,0,0
"San Antonio","TX MSA",147699,126451,1064,0,20184
"San Diego","CA MSA",240207,180461,1202,4884,53660
"San Francisco-Oakland-San Jose","Jose CA CMSA",491118,400391,3619,743,86365
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",22116,21050,682,0,384
"Santa Barbara-Santa Maria-Lompoc","CA MSA",26813,18906,1236,705,5966
"Santa Fe","NM MSA",10102,10102,0,0,0
"Sarasota-Bradenton","FL MSA",135843,117828,210,4960,12845
"Savannah","GA MSA",21883,21741,0,0,142
"Scranton--Wilkes-Barre--Hazleton","PA MSA",8488,6802,490,1196,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",367069,304589,5506,1144,55830
"Sharon","PA MSA",1501,1501,0,0,0
"Sheboygan","WI MSA",1703,1523,0,180,0
"Sherman-Denison","TX MSA",1492,1492,0,0,0
"Shreveport-Bossier City","LA MSA",26127,26127,0,0,0
"Sioux City","IA-NE MSA",2129,1924,0,205,0
"Sioux Falls","SD MSA",20541,19928,0,613,0
"South Bend","IN MSA",11628,11628,0,0,0
"Spokane","WA MSA",20390,19108,164,0,1118
"Springfield","IL MSA",9422,7774,1369,0,279
"Springfield","MA MSA",9058,8621,437,0,0
"Springfield","MO MSA",37706,34592,191,2520,403
"St. Cloud","MN MSA",9869,9554,0,0,315
"St. Joseph","MO MSA",2235,1861,374,0,0
"St. Louis","MO-IL MSA",188172,167895,6636,6064,7577
"State College","PA MSA",7776,7694,0,0,82
"Steubenville-Weirton","OH-WV MSA",1635,1635,0,0,0
"Stockton-Lodi","CA MSA",92551,90769,1782,0,0
"Sumter","SC MSA",3527,3179,348,0,0
"Syracuse","NY MSA",11854,10721,0,0,1133
"Tallahassee","FL MSA",36106,16731,292,0,19083
"Tampa-St. Petersburg-Clearwater","FL MSA",329255,261242,6062,2590,59361
"Terre Haute","IN MSA",3424,3424,0,0,0
"Texarkana TX-Texarkana","AR MSA",10601,2668,345,0,7588
"Toledo","OH MSA",24356,24010,346,0,0
"Topeka","KS MSA",16465,16465,0,0,0
"Tucson","AZ MSA",117557,116369,1188,0,0
"Tulsa","OK MSA",46142,44642,0,1000,500
"Tuscaloosa","AL MSA",18473,11961,0,0,6512
"Tyler","TX MSA",6453,6176,0,0,277
"Utica-Rome","NY MSA",1585,1585,0,0,0
"Victoria","TX MSA",1036,1036,0,0,0
"Visalia-Tulare-Porterville","CA MSA",26010,25797,118,95,0
"Waco","TX MSA",7384,7124,260,0,0
"Washington-Baltimore","Washington-Baltimore DC-MD-VA-WV CMSA",489498,465172,115,237,23974
"Waterloo-Cedar Falls","IA MSA",9973,1502,0,458,8013
"Wausau","WI MSA",7360,6948,232,180,0
"West Palm Beach-Boca Raton","FL MSA",287015,177843,78,401,108693
"Wheeling","WV-OH MSA",219,219,0,0,0
"Wichita Falls","TX MSA",4402,4072,0,330,0
"Wichita","KS MSA",24807,24807,0,0,0
"Wilmington","NC MSA",70391,68377,0,0,2014
"Yakima","WA MSA",5074,4480,346,248,0
"York","PA MSA",19314,16755,273,0,2286
"Youngstown-Warren","OH MSA",12070,11190,560,320,0
"Yuba City","CA MSA",26308,16027,0,0,10281
"Yuma","AZ MSA",21757,21757,0,0,0
