"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",2807,1648,160,999,0
"Albany","GA MSA",5453,5453,0,0,0
"Albany-Schenectady-Troy","NY MSA",40554,28654,1026,569,10305
"Albuquerque","NM MSA",77589,54109,0,0,23480
"Alexandria","LA MSA",7625,2031,0,0,5594
"Allentown-Bethlehem-Easton","PA MSA",22485,21264,0,513,708
"Altoona","PA MSA",901,901,0,0,0
"Amarillo","TX MSA",7344,7344,0,0,0
"Anchorage","AK MSA",33583,20371,6291,0,6921
"Anniston","AL MSA",3646,3646,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",14575,13144,654,0,777
"Asheville","NC MSA",16402,13911,625,0,1866
"Athens","GA MSA",15923,14155,1768,0,0
"Atlanta","GA MSA",572241,501756,2788,432,67265
"Auburn-Opelika","AL MSA",16846,6324,514,0,10008
"Augusta-Aiken","GA-SC MSA",30968,30968,0,0,0
"Austin-San Marcos","TX MSA",88353,70439,1157,473,16284
"Bakersfield","CA MSA",38589,37927,139,166,357
"Bangor","ME MSA",2236,1936,300,0,0
"Barnstable-Yarmouth","MA MSA",13474,13230,244,0,0
"Baton Rouge","LA MSA",11147,9717,32,0,1398
"Beaumont-Port Arthur","TX MSA",5499,5499,0,0,0
"Bellingham","WA MSA",16852,14656,624,427,1145
"Benton Harbor","MI MSA",2712,2712,0,0,0
"Billings","MT MSA",6145,6002,143,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",16329,16121,0,208,0
"Binghamton","NY MSA",1528,1528,0,0,0
"Birmingham","AL MSA",57162,56575,0,0,587
"Bismarck","ND MSA",5329,5329,0,0,0
"Bloomington","IN MSA",11548,3721,171,0,7656
"Bloomington-Normal","IL MSA",9469,9469,0,0,0
"Boise City","ID MSA",64081,60546,893,1679,963
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","188762",171474,4107,3609,9572,NA
"Brownsville-Harlingen-San Benito","TX MSA",15818,14981,231,383,223
"Bryan-College Station","TX MSA",10960,9027,1933,0,0
"Buffalo-Niagara Falls","NY MSA",22943,22384,120,0,439
"Burlington","VT MSA",10919,4784,0,459,5676
"Canton-Massillon","OH MSA",15319,14552,0,0,767
"Casper","WY MSA",2739,2739,0,0,0
"Cedar Rapids","IA MSA",8623,7024,343,293,963
"Champaign-Urbana","IL MSA",8723,4115,184,0,4424
"Charleston-North Charleston","SC MSA",75938,61608,749,502,13079
"Charleston","WV MSA",3218,3218,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",204697,196332,1184,644,6537
"Charlottesville","VA MSA",21847,20867,130,0,850
"Chattanooga","TN-GA MSA",22790,22444,0,50,296
"Cheyenne","WY MSA",4983,4983,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",526507,446349,3856,7547,68755
"Chico-Paradise","CA MSA",10517,10517,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",131373,122660,327,2706,5680
"Clarksville-Hopkinsville","TN-KY MSA",9924,8659,120,332,813
"Cleveland-Akron","OH CMSA",134226,131182,325,735,1984
"Colorado Springs","CO MSA",77331,49120,0,2086,26125
"Columbia","MO MSA",16100,15842,258,0,0
"Columbia","SC MSA",35404,35404,0,0,0
"Columbus","GA-AL MSA",15987,15387,150,450,0
