"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",2729,2649,80,0,0
"Albany","GA MSA",5184,5184,0,0,0
"Albany-Schenectady-Troy","NY MSA",37195,36618,230,0,347
"Albuquerque","NM MSA",47568,47368,0,200,0
"Alexandria","LA MSA",3547,3427,0,120,0
"Allentown-Bethlehem-Easton","PA MSA",21707,21251,150,306,0
"Altoona","PA MSA",793,793,0,0,0
"Amarillo","TX MSA",5821,5821,0,0,0
"Anchorage","AK MSA",27312,13851,5394,259,7808
"Anniston","AL MSA",1661,1661,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",26107,19740,1026,0,5341
"Asheville","NC MSA",14596,14256,156,184,0
"Athens","GA MSA",9772,8710,1062,0,0
"Atlanta","GA MSA",554710,478363,864,1631,73852
"Auburn-Opelika","AL MSA",4102,4102,0,0,0
"Augusta-Aiken","GA-SC MSA",28245,28125,120,0,0
"Austin-San Marcos","TX MSA",91253,69346,507,0,21400
"Bakersfield","CA MSA",32968,32020,139,166,643
"Bangor","ME MSA",3685,3489,196,0,0
"Barnstable-Yarmouth","MA MSA",23438,19059,0,0,4379
"Baton Rouge","LA MSA",9648,9648,0,0,0
"Beaumont-Port Arthur","TX MSA",3479,3479,0,0,0
"Bellingham","WA MSA",15960,12486,879,241,2354
"Benton Harbor","MI MSA",2812,2812,0,0,0
"Billings","MT MSA",6156,6156,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",18708,18570,138,0,0
"Binghamton","NY MSA",929,929,0,0,0
"Birmingham","AL MSA",48961,47988,0,0,973
"Bismarck","ND MSA",6444,5388,533,523,0
"Bloomington","IN MSA",6565,5909,0,0,656
"Bloomington-Normal","IL MSA",11883,9759,144,0,1980
"Boise City","ID MSA",72092,68171,640,261,3020
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","233759",214792,5711,1719,11537,NA
"Brownsville-Harlingen-San Benito","TX MSA",16162,14934,403,422,403
"Bryan-College Station","TX MSA",8417,8417,0,0,0
"Buffalo-Niagara Falls","NY MSA",29660,25718,0,0,3942
"Burlington","VT MSA",9954,9438,237,279,0
"Canton-Massillon","OH MSA",14740,14740,0,0,0
"Casper","WY MSA",1550,1550,0,0,0
"Cedar Rapids","IA MSA",11352,7543,813,1427,1569
"Champaign-Urbana","IL MSA",6611,5612,999,0,0
"Charleston-North Charleston","SC MSA",51602,48537,0,0,3065
"Charleston","WV MSA",3882,3882,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",201207,185978,270,465,14494
"Charlottesville","VA MSA",16080,14772,212,0,1096
"Chattanooga","TN-GA MSA",20268,19684,200,137,247
"Cheyenne","WY MSA",4515,4515,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",584329,488331,4139,8287,83572
"Chico-Paradise","CA MSA",15340,14537,803,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",130035,118317,1471,2894,7353
"Clarksville-Hopkinsville","TN-KY MSA",7714,7382,0,332,0
"Cleveland-Akron","OH CMSA",166697,161030,1020,2174,2473
"Colorado Springs","CO MSA",64581,63569,0,646,366
"Columbia","MO MSA",14829,14481,0,0,348
"Columbia","SC MSA",33818,33362,0,456,0
"Columbus","GA-AL MSA",13846,13241,373,0,232
"Columbus","OH MSA",164541,142474,1171,8428,12468
"Corpus Christi","TX MSA",8195,7668,0,527,0
"Corvallis OR MSA","3730",3397,141,0,192,NA
"Cumberland","MD-WV MSA",1413,1413,0,0,0
"Dallas-Fort Worth","TX CMSA",511668,485011,1124,0,25533
"Danville","VA MSA",3004,3004,0,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",7637,7637,0,0,0
"Dayton-Springfield","OH MSA",27417,26131,456,830,0
"Daytona Beach","FL MSA",76840,65756,665,0,10419
"Decatur","Al MSA",3324,3324,0,0,0
"Decatur","IL MSA",2809,2809,0,0,0
"Denver-Boulder-Greeley","CO CMSA",350262,268247,4977,2668,74370
"Des Moines","IA MSA",40456,34405,338,1766,3947
"Detroit-Ann Arbor-Flint","MI CMSA",302235,279986,1491,6573,14185
"Dothan","AL MSA",3023,2166,0,857,0
"Dover","DE MSA",11717,11717,0,0,0
"Dubuque","IA MSA",5646,5139,216,291,0
"Duluth-Superior","MN-WI MSA",8229,7604,76,299,250
"Eau Claire","WI MSA",9181,8364,211,606,0
"El Paso","TX MSA",15531,14570,205,515,241
