"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",2162,2162,0,0,0
"Albany","GA MSA",4220,4220,0,0,0
"Albany-Schenectady-Troy","NY MSA",23605,22127,140,0,1338
"Albuquerque","NM MSA",64758,64636,0,122,0
"Alexandria","LA MSA",3590,3521,69,0,0
"Allentown-Bethlehem-Easton","PA MSA",22616,19933,0,0,2683
"Altoona","PA MSA",1681,1681,0,0,0
"Amarillo","TX MSA",5533,5533,0,0,0
"Anchorage","AK MSA",23990,19408,4095,487,0
"Anniston","AL MSA",2053,1778,0,0,275
"Appleton-Oshkosh-Neenah","WI MSA",21241,17826,1884,240,1291
"Asheville","NC MSA",13438,13338,100,0,0
"Athens","GA MSA",11448,9281,235,317,1615
"Atlanta","GA MSA",567213,523456,501,0,43256
"Auburn-Opelika","AL MSA",6524,4626,110,0,1788
"Augusta-Aiken","GA-SC MSA",29855,29855,0,0,0
"Austin-San Marcos","TX MSA",114077,83974,122,0,29981
"Bakersfield","CA MSA",28601,28131,0,470,0
"Bangor","ME MSA",814,814,0,0,0
"Barnstable-Yarmouth","MA MSA",17070,17070,0,0,0
"Baton Rouge","LA MSA",13569,11225,0,0,2344
"Beaumont-Port Arthur","TX MSA",7227,7227,0,0,0
"Bellingham","WA MSA",16174,13376,422,322,2054
"Benton Harbor","MI MSA",1913,1913,0,0,0
"Billings","MT MSA",6573,6573,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",19257,19257,0,0,0
"Binghamton","NY MSA",419,419,0,0,0
"Birmingham","AL MSA",51824,51064,0,0,760
"Bismarck","ND MSA",4780,4236,544,0,0
"Bloomington","IN MSA",8264,6892,825,0,547
"Bloomington-Normal","IL MSA",10630,8881,0,0,1749
"Boise City","ID MSA",79457,68366,763,4570,5758
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",157390,150698,3087,245,3360
"Brownsville-Harlingen-San Benito","TX MSA",15818,14564,353,507,394
"Bryan-College Station","TX MSA",11024,10307,0,0,717
"Buffalo-Niagara Falls","NY MSA",23862,23035,0,0,827
"Burlington","VT MSA",4981,4033,372,576,0
"Canton-Massillon","OH MSA",13530,13294,236,0,0
"Casper","WY MSA",941,941,0,0,0
"Cedar Rapids","IA MSA",12308,10307,153,294,1554
"Champaign-Urbana","IL MSA",6481,6481,0,0,0
"Charleston-North Charleston","SC MSA",63549,43444,1888,0,18217
"Charleston","WV MSA",3215,3215,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",182139,162783,732,2410,16214
"Charlottesville","VA MSA",16184,15480,0,0,704
"Chattanooga","TN-GA MSA",29885,25878,0,1349,2658
"Cheyenne","WY MSA",4235,4235,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",543941,462371,3599,12629,65342
"Chico-Paradise","CA MSA",10202,10202,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",139400,126256,1007,1313,10824
"Clarksville-Hopkinsville","TN-KY MSA",14209,10333,0,3586,290
"Cleveland-Akron","OH CMSA",173500,163539,710,943,8308
"Colorado Springs","CO MSA",66149,65564,100,263,222
"Columbia","MO MSA",17105,15650,705,0,750
"Columbia","SC MSA",31688,31474,0,0,214
"Columbus","GA-AL MSA",13800,11839,1600,0,361
"Columbus","OH MSA",141430,116994,1031,5662,17743
"Corpus Christi","TX MSA",6135,6135,0,0,0
"Corvallis","Corvallis OR MSA",3751,3751,0,0,0
"Cumberland","MD-WV MSA",665,665,0,0,0
"Dallas-Fort Worth","TX CMSA",564495,510096,932,191,53276
"Danville","VA MSA",3290,3234,0,56,0
"Davenport-Moline-Rock Island","IA-IL MSA",7880,7880,0,0,0
"Dayton-Springfield","OH MSA",22749,22749,0,0,0
"Daytona Beach","FL MSA",46637,46292,0,0,345
"Decatur","Al MSA",3761,3656,0,0,105
"Decatur","IL MSA",1492,1492,0,0,0
"Denver-Boulder-Greeley","CO CMSA",348922,313104,445,0,35373
"Des Moines","IA MSA",31344,29654,898,0,792
"Detroit-Ann Arbor-Flint","MI CMSA",249185,231852,3226,7599,6508
"Dothan","AL MSA",2377,2034,0,123,220
"Dover","DE MSA",8053,8053,0,0,0
"Dubuque","IA MSA",2384,2384,0,0,0
"Duluth-Superior","MN-WI MSA",3536,2701,189,0,646
"Eau Claire","WI MSA",7632,6428,745,459,0
"El Paso","TX MSA",18087,15878,774,346,1089
"Elkhart-Goshen","IN MSA",10788,10788,0,0,0
"Elmira","NY MSA",905,440,0,0,465
"Enid","OK MSA",1045,1045,0,0,0
"Erie","PA MSA",4035,3881,0,154,0
"Eugene-Springfield","OR MSA",22025,18992,298,0,2735
"Evansville-Henderson","IN-KY MSA",12309,12252,0,0,57
"Fargo-Moorhead","ND-MN MSA",3433,3258,175,0,0
"Fayetteville","NC MSA",9464,8666,0,0,798
"Fayetteville-Springdale- Rogers","AR MSA",28177,22088,1500,1083,3506
"Flagstaff","AZ-UT MSA",4811,4811,0,0,0
"Florence","AL MSA",1444,1188,55,0,201
"Florence","SC MSA",4733,4342,0,0,391
"Fort Collins-Loveland","CO MSA",32987,30655,250,677,1405
"Fort Myers-Cape Coral","FL MSA",165491,70427,6310,6576,82178
"Fort Pierce-Port St. Lucie","FL MSA",37351,32559,0,1165,3627
"Fort Smith","AR-OK MSA",4373,4013,220,140,0
"Fort Walton Beach","FL MSA",9916,9336,0,0,580
"Fort Wayne","IN MSA",40782,40209,573,0,0
"Fresno","CA MSA",43200,41033,800,1367,0
"Gadsden","AL MSA",626,626,0,0,0
"Gainesville","FL MSA",15586,10252,49,0,5285
"Glens Falls","NY MSA",2388,2388,0,0,0
"Goldsboro","NC MSA",4380,4380,0,0,0
"Grand Forks","ND-MN MSA",704,704,0,0,0
"Grand Junction","CO MSA",13129,12909,220,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",76256,68380,687,1359,5830
"Great Falls","MT MSA",1718,1518,0,200,0
"Green Bay","WI MSA",15480,13545,820,0,1115
"Greensboro--Winston-Salem-- High Point","NC MSA",108017,104756,104,602,2555
"Greenville","NC MSA",11675,8423,769,0,2483
"Greenville-Spartanburg- Anderson","SC MSA",62491,59068,580,1593,1250
"Harrisburg-Lebanon- Carlisle","PA MSA",25262,16749,0,425,8088
"Hartford","CT MSA",28704,27082,1567,0,55
"Hattiesburg","MS MSA",1040,1040,0,0,0
"Hickory-Morganton-Lenoir","NC MSA",25181,23668,388,500,625
"Honolulu","HI MSA",32583,32583,0,0,0
"Houma","LA MSA",5506,5506,0,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",368753,366773,122,432,1426
"Huntington-Ashland","WV-KY- OH MSA",776,709,67,0,0
"Huntsville","AL MSA",7066,6841,0,225,0
"Indianapolis","IN MSA",214809,209460,4124,312,913
"Iowa City","IA MSA",17467,7230,1047,0,9190
"Jackson","MI MSA",1027,581,0,0,446
"Jackson","MS MSA",26105,22166,0,0,3939
"Jackson","TN MSA",5014,5014,0,0,0
"Jacksonville","FL MSA",130870,114065,330,0,16475
"Jacksonville","NC MSA",8354,5410,224,0,2720
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",4707,2117,265,300,2025
"Johnson City-Kingsport- Bristol","TN-VA MSA",10231,9678,0,0,553
"Johnstown","PA MSA",84,84,0,0,0
"Jonesboro","AR MSA",3079,2619,155,305,0
"Joplin","MO MSA",2064,2064,0,0,0
"Kalamazoo-Battle Creek","MI MSA",14372,14145,0,0,227
"Kansas City","MO-KS MSA",171622,126215,3332,3290,38785
"Killeen-Temple","TX MSA",12999,11254,1133,612,0
"Knoxville","TN MSA",38300,31299,498,810,5693
"Kokomo","IN MSA",5053,3706,1004,0,343
"La Crosse","WI-MN MSA",4544,4544,0,0,0
"Lafayette","LA MSA",11945,11833,0,112,0
"Lafayette","IN MSA",13951,12687,270,0,994
"Lake Charles","LA MSA",6811,6636,175,0,0
"Lakeland-Winter Haven","FL MSA",33338,33338,0,0,0
"Lancaster","PA MSA",13937,13477,0,160,300
"Lansing-East Lansing","MI MSA",12025,12025,0,0,0
"Laredo","TX MSA",9009,8194,0,0,815
"Las Cruces","NM MSA",7022,7022,0,0,0
"Las Vegas","NV-AZ MSA",387410,290954,264,1948,94244
"Lawrence","KS MSA",7248,5827,765,181,475
"Lawton","OK MSA",1423,1423,0,0,0
"Lewiston-Auburn","ME MSA",1368,1113,0,255,0
"Lexington","KY MSA",31320,31320,0,0,0
"Lima","OH MSA",833,833,0,0,0
"Lincoln","NE MSA",14344,13248,115,0,981
"Little Rock-North Little Rock","AR MSA",29674,29277,397,0,0
"Longview-Marshall","TX MSA",2147,2147,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",795006,704589,7397,6879,76141
"Louisville","KY-IN MSA",62494,60575,0,943,976
"Lubbock","TX MSA",11299,9886,1413,0,0
"Lynchburg","VA MSA",12784,12437,187,160,0
"Macon","GA MSA",15227,15166,61,0,0
"Madison","WI MSA",38986,33688,3098,1764,436
"Mansfield","OH MSA",4062,3600,206,0,256
"McAllen-Edinburg-Mission","TX MSA",28362,26667,522,912,261
"Medford-Ashland","OR MSA",18608,15852,934,320,1502
"Melbourne-Titusville-Palm Bay","FL MSA",53571,43137,0,0,10434
"Memphis","TN-AR-MS MSA",90484,90330,0,154,0
"Merced","CA MSA",7808,7808,0,0,0
"Miami-Fort Lauderdale","FL CMSA",189764,157474,2027,4954,25309
"Milwaukee-Racine","WI CMSA",94020,79268,3302,0,11450
"Minneapolis-St. Paul","MN-WI MSA",278226,245524,3249,3399,26054
"Missoula","MT MSA",2738,2382,0,0,356
"Mobile","AL MSA",46712,37493,327,0,8892
"Modesto","CA MSA",48885,48704,181,0,0
"Monroe","LA MSA",6463,6463,0,0,0
"Montgomery","AL MSA",9554,9054,0,0,500
"Muncie","IN MSA",2943,2853,90,0,0
"Myrtle Beach","SC MSA",24631,19310,0,1103,4218
"Naples","FL MSA",87372,55082,1716,15146,15428
"Nashville","TN MSA",155311,146718,150,445,7998
"New London-Norwich","CT-RI MSA",10025,9856,0,169,0
"New Orleans","LA MSA",30946,29936,245,0,765
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",476823,339538,30383,10464,96438
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",81979,81285,0,0,694
"Ocala","FL MSA",25015,25015,0,0,0
"Odessa-Midland","TX MSA",2410,2410,0,0,0
"Oklahoma City","OK MSA",76909,51914,200,0,24795
"Omaha","NE-IA MSA",32597,31524,123,0,950
"Orlando","FL MSA",247858,169437,516,2241,75664
"Owensboro","KY MSA",5361,5012,0,349,0
"Panama City","FL MSA",9293,8666,367,0,260
"Parkersburg-Marietta","WV-OH MSA",1937,1937,0,0,0
"Pensacola","FL MSA",28551,28551,0,0,0
"Peoria-Pekin","IL MSA",11996,11064,180,125,627
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",188384,169426,4977,424,13557
"Phoenix-Mesa","AZ MSA",475108,424849,954,4100,45205
"Pine Bluff","AR MSA",541,541,0,0,0
"Pittsburgh","PA MSA",58034,52204,140,1747,3943
"Pittsfield","MA MSA",130,130,0,0,0
"Pocatello","ID MSA",1636,1123,513,0,0
"Portland","ME MSA",11292,11232,60,0,0
"Portland-Salem","OR-WA CMSA",189012,176175,2242,1485,9110
"Providence-Fall River- Warwick","RI-MA MSA",22497,22222,75,0,200
"Provo-Orem","UT MSA",37282,30906,978,2107,3291
"Pueblo","CO MSA",8860,8407,288,165,0
"Punta Gorda","FL MSA",13715,12407,125,930,253
"Raleigh-Durham-Chapel Hill","Hill NC MSA",210439,198755,334,0,11350
"Rapid City","SD MSA",3361,2955,35,0,371
"Reading","PA MSA",8409,8409,0,0,0
"Redding","CA MSA",13144,13144,0,0,0
"Reno","NV MSA",52486,43022,104,255,9105
"Richland-Kennewick-Pasco","WA MSA",13105,12856,0,0,249
"Richmond-Petersburg","VA MSA",99437,67699,0,6617,25121
"Roanoke","VA MSA",7461,7461,0,0,0
"Rochester","MN MSA",13194,12745,0,449,0
"Rochester","NY MSA",34754,27584,0,0,7170
"Rockford","IL MSA",10750,8368,203,429,1750
"Rocky Mount","NC MSA",3105,3105,0,0,0
"Sacramento-Yolo","CA CMSA",267378,260260,181,1428,5509
"Saginaw-Bay City-Midland","MI MSA",6882,5602,619,333,328
"St. Cloud","MN MSA",7917,7351,0,333,233
"St. Joseph","MO MSA",2092,1729,134,0,229
"St. Louis","MO-IL MSA",152710,141421,1864,1249,8176
"Salinas","CA MSA",17597,17597,0,0,0
"Salt Lake City-Ogden","UT MSA",105850,88310,735,3354,13451
"San Angelo","TX MSA",2216,2216,0,0,0
"San Antonio","TX MSA",104460,87266,2324,0,14870
"San Diego","CA MSA",190754,154973,389,6325,29067
"San Francisco-Oakland-San Jose","CA CMSA",377980,299616,4383,2296,71685
