"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",2436,2309,127,0,0
"Albany","GA MSA",5072,4757,315,0,0
"Albany-Schenectady-Troy","NY MSA",32161,30130,100,450,1481
"Albuquerque","NM MSA",49070,46964,0,457,1649
"Alexandria","LA MSA",3987,3987,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",20047,19423,0,624,0
"Altoona","PA MSA",608,608,0,0,0
"Amarillo","TX MSA",7285,7285,0,0,0
"Anchorage","AK MSA",17687,13606,903,0,3178
"Anniston","AL MSA",2505,1380,0,850,275
"Appleton-Oshkosh-Neenah","WI MSA",24979,17375,1536,171,5897
"Asheville","NC MSA",17311,15396,410,440,1065
"Athens","GA MSA",10007,8077,235,0,1695
"Atlanta","GA MSA",529263,435837,1653,150,91623
"Auburn-Opelika","AL MSA",5477,3696,690,198,893
"Augusta-Aiken","GA-SC MSA",20135,20135,0,0,0
"Austin-San Marcos","TX MSA",175973,114938,935,0,60100
"Bakersfield","CA MSA",37132,35886,0,1246,0
"Bangor","ME MSA",1623,1623,0,0,0
"Barnstable-Yarmouth","MA MSA",19538,19538,0,0,0
"Baton Rouge","LA MSA",9077,8619,0,0,458
"Beaumont-Port Arthur","TX MSA",8168,8168,0,0,0
"Bellingham","WA MSA",16110,11933,744,242,3191
"Benton Harbor","MI MSA",497,497,0,0,0
"Billings","MT MSA",5220,5063,157,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",16056,15781,0,0,275
"Binghamton","NY MSA",1814,1724,90,0,0
"Birmingham","AL MSA",49165,48697,0,0,468
"Bismarck","ND MSA",5980,4591,789,600,0
"Bloomington","IN MSA",9029,7619,825,312,273
"Bloomington-Normal","IL MSA",7510,7426,0,84,0
"Boise City","ID MSA",62746,59640,129,1084,1893
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","218007",194933,5132,6780,11162,NA
"Brownsville-Harlingen-San Benito","TX MSA",11823,10804,121,504,394
"Bryan-College Station","TX MSA",9142,6526,990,0,1626
"Buffalo-Niagara Falls","NY MSA",30058,25544,0,0,4514
"Burlington","VT MSA",12868,12090,109,0,669
"Canton-Massillon","OH MSA",16822,16586,236,0,0
"Casper","WY MSA",1530,1530,0,0,0
"Cedar Rapids","IA MSA",8060,5658,155,464,1783
"Champaign-Urbana","IL MSA",3897,3897,0,0,0
"Charleston-North Charleston","SC MSA",54517,47876,0,0,6641
"Charleston","WV MSA",3465,3465,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",249454,206084,4522,675,38173
