"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",3234,3234,0,0,0
"Albany","GA MSA",7198,5333,286,0,1579
"Albany-Schenectady-Troy","NY MSA",24931,21794,200,0,2937
"Albuquerque","NM MSA",49595,49438,0,0,157
"Alexandria","LA MSA",3070,3070,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",23682,20490,0,268,2924
"Altoona","PA MSA",460,460,0,0,0
"Amarillo","TX MSA",6249,6249,0,0,0
"Anchorage","AK MSA",12067,11537,530,0,0
"Anniston","AL MSA",1817,1413,0,0,404
"Appleton-Oshkosh-Neenah","WI MSA",24271,21685,1254,0,1332
"Asheville","NC MSA",16762,13681,100,0,2981
"Athens","GA MSA",8638,8564,74,0,0
"Atlanta","GA MSA",607345,558791,603,2911,45040
"Augusta-Aiken","GA-SC MSA",23397,22964,0,38,395
"Austin-San Marcos","TX MSA",135901,106495,349,186,28871
"Bakersfield","CA MSA",29168,28730,83,355,0
"Bangor","ME MSA",813,813,0,0,0
"Barnstable-Yarmouth","MA MSA",18034,17617,0,417,0
"Baton Rouge","LA MSA",17093,10194,0,0,6899
"Beaumont-Port Arthur","TX MSA",3786,3786,0,0,0
"Bellingham","WA MSA",13181,12587,401,0,193
"Benton Harbor","MI MSA",1162,1162,0,0,0
"Billings","MT MSA",7174,7174,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",20617,20506,111,0,0
"Binghamton","NY MSA",2116,2116,0,0,0
"Birmingham","AL MSA",63931,62299,0,211,1421
"Bismarck","ND MSA",7027,6779,248,0,0
"Bloomington","IN MSA",6934,5676,270,518,470
"Bloomington-Normal","IL MSA",8797,8289,235,273,0
"Boise City","ID MSA",66731,62576,1001,2345,809
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","229446",188851,3536,2398,34661,NA
"Brownsville-Harlingen-San Benito","TX MSA",16777,15940,837,0,0
"Bryan-College Station","TX MSA",11788,9508,955,0,1325
"Buffalo-Niagara Falls","NY MSA",16894,15725,0,0,1169
"Burlington","VT MSA",6946,6946,0,0,0
"Canton-Massillon","OH MSA",17989,17445,544,0,0
"Casper","WY MSA",1340,1340,0,0,0
"Cedar Rapids","IA MSA",15744,8856,1107,847,4934
"Champaign-Urbana","IL MSA",5190,5028,162,0,0
"Charleston-North Charleston","SC MSA",64486,57538,849,160,5939
"Charleston","WV MSA",5295,4900,0,0,395
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",289706,233186,983,1141,54396
"Charlottesville","VA MSA",15155,14533,341,0,281
"Chattanooga","TN-GA MSA",25307,24584,428,52,243
"Cheyenne","WY MSA",4971,4971,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",482041,448360,3866,8436,21379
"Chico-Paradise","CA MSA",8712,8712,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",137418,123088,1107,1629,11594
