"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Corvallis","Corvallis OR MSA",4308,4121,187,0,0
"Cumberland","MD-WV MSA",1949,1949,0,0,0
"Dallas-Fort Worth","TX CMSA",600765,569058,1072,8112,22523
"Danville","VA MSA",2867,2811,0,56,0
"Davenport-Moline-Rock Island","IA-IL MSA",7976,7622,174,0,180
"Dayton-Springfield","OH MSA",30349,29356,775,218,0
"Daytona Beach","FL MSA",89630,52706,75,471,36378
"Decatur","Al MSA",2785,2785,0,0,0
"Decatur","IL MSA",2616,2616,0,0,0
"Denver-Boulder-Greeley","CO CMSA",439452,326766,771,1341,110574
"Des Moines","IA MSA",43243,40238,1001,846,1158
"Detroit-Ann Arbor-Flint","MI CMSA",311245,290513,3389,4103,13240
"Dothan","AL MSA",2676,2553,123,0,0
"Dover","DE MSA",9206,9206,0,0,0
"Dubuque","IA MSA",4523,3917,606,0,0
"Duluth-Superior","MN-WI MSA",5010,4635,76,299,0
"Eau Claire","WI MSA",10444,8382,0,1387,675
"El Paso","TX MSA",18545,15633,0,0,2912
"Elkhart-Goshen","IN MSA",11358,11358,0,0,0
"Elmira","NY MSA",774,774,0,0,0
"Enid","OK MSA",554,554,0,0,0
"Erie","PA MSA",4875,4875,0,0,0
"Eugene-Springfield","OR MSA",17134,16433,701,0,0
"Evansville-Henderson","IN-KY MSA",14771,14199,422,0,150
"Fargo-Moorhead","ND-MN MSA",24529,14985,170,296,9078
"Fayetteville","NC MSA",9234,9234,0,0,0
"Fayetteville-Springdale- Rogers","AR MSA",30092,29712,0,0,380
"Flagstaff","AZ-UT MSA",5882,5882,0,0,0
"Florence","AL MSA",791,791,0,0,0
"Florence","SC MSA",4730,4428,42,0,260
"Fort Collins-Loveland","CO MSA",41397,36852,0,184,4361
"Fort Myers-Cape Coral","FL MSA",136664,86995,4274,11442,33953
"Fort Pierce-Port St. Lucie","FL MSA",51798,47722,831,1487,1758
"Fort Smith","AR-OK MSA",4724,4422,302,0,0
"Fort Walton Beach","FL MSA",14721,14107,75,204,335
"Fort Wayne","IN MSA",36993,35660,848,0,485
"Fresno","CA MSA",50042,46648,0,3394,0
"Gadsden","AL MSA",990,990,0,0,0
"Gainesville","FL MSA",14981,12275,57,609,2040
"Glens Falls","NY MSA",5953,5953,0,0,0
"Goldsboro","NC MSA",3623,3623,0,0,0
"Grand Forks","ND-MN MSA",1636,1636,0,0,0
"Grand Junction","CO MSA",13649,13649,0,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",93819,88428,968,874,3549
"Great Falls","MT MSA",1170,1080,90,0,0
"Green Bay","WI MSA",20324,18191,835,0,1298
"Greensboro--Winston-Salem-- High Point","NC MSA",108378,97457,359,742,9820
"Greenville","NC MSA",11663,7941,1744,0,1978
"Greenville-Spartanburg- Anderson","SC MSA",62701,61223,535,0,943
"Harrisburg-Lebanon- Carlisle","PA MSA",21378,17880,0,0,3498
"Hartford","CT MSA",43585,40781,658,516,1630
"Hattiesburg","MS MSA",1457,1457,0,0,0
"Hickory-Morganton-Lenoir","NC MSA",22056,21981,75,0,0
"Honolulu","HI MSA",27438,17126,0,0,10312
"Houma","LA MSA",6460,6460,0,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",345562,336744,0,5807,3011
"Huntington-Ashland","WV-KY- OH MSA",413,413,0,0,0
"Huntsville","AL MSA",6063,5923,0,140,0
"Indianapolis","IN MSA",256669,230963,4350,1480,19876
"Iowa City","IA MSA",6923,6523,0,400,0
"Jackson","MI MSA",2984,2312,0,0,672
"Jackson","MS MSA",21217,21122,0,95,0
"Jackson","TN MSA",12074,4428,0,0,7646
"Jacksonville","FL MSA",139377,138785,592,0,0
"Jacksonville","NC MSA",10596,5492,0,0,5104
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",3531,2271,860,225,175
"Johnson City-Kingsport- Bristol","TN-VA MSA",10659,10659,0,0,0
"Johnstown","PA MSA",1452,870,0,0,582
"Jonesboro","AR MSA",2360,2360,0,0,0
"Joplin","MO MSA",2282,2282,0,0,0
"Kalamazoo-Battle Creek","MI MSA",21287,17944,69,0,3274
"Kansas City","MO-KS MSA",121074,116104,1553,1932,1485
"Killeen-Temple","TX MSA",23716,15580,3610,4526,0
"Knoxville","TN MSA",37529,33865,275,339,3050
"Kokomo","IN MSA",3885,3685,200,0,0
"La Crosse","WI-MN MSA",5799,5080,719,0,0
"Lafayette","LA MSA",10912,10687,225,0,0
"Lafayette","IN MSA",14087,11372,0,0,2715
"Lake Charles","LA MSA",21331,9773,0,0,11558
"Lakeland-Winter Haven","FL MSA",40289,40289,0,0,0
"Lancaster","PA MSA",13228,13228,0,0,0
"Lansing-East Lansing","MI MSA",19317,16247,375,230,2465
"Laredo","TX MSA",10826,9636,64,269,857
"Las Cruces","NM MSA",7307,6884,0,423,0
"Las Vegas","NV-AZ MSA",252275,238757,235,1299,11984
"Lawrence","KS MSA",5339,4215,789,335,0
"Lawton","OK MSA",1336,1336,0,0,0
"Lewiston-Auburn","ME MSA",2006,2006,0,0,0
"Lexington","KY MSA",32357,29600,2645,0,112
"Lima","OH MSA",1461,1461,0,0,0
"Lincoln","NE MSA",17961,16755,371,0,835
"Little Rock-North Little Rock","AR MSA",35669,34114,55,1500,0
"Longview-Marshall","TX MSA",1243,1243,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",785710,688308,5310,4771,87321
"Louisville","KY-IN MSA",65269,62797,242,257,1973
"Lubbock","TX MSA",11652,10342,1310,0,0
"Lynchburg","VA MSA",13705,12348,500,857,0
"Macon","GA MSA",16385,14585,0,0,1800
"Madison","WI MSA",33231,28353,1924,1867,1087
"Mansfield","OH MSA",4968,4326,294,236,112
"McAllen-Edinburg-Mission","TX MSA",30427,28080,1025,863,459
"Medford-Ashland","OR MSA",21238,19204,181,250,1603
"Melbourne-Titusville-Palm Bay","FL MSA",61680,54322,0,3000,4358
"Memphis","TN-AR-MS MSA",87347,82299,0,0,5048
"Merced","CA MSA",15511,15511,0,0,0
"Miami-Fort Lauderdale","FL CMSA",242697,198377,1327,4555,38438
"Milwaukee-Racine","WI CMSA",87548,76677,2242,2381,6248
"Minneapolis-St. Paul","MN-WI MSA",306582,279727,4030,6659,16166
"Missoula","MT MSA",6466,2727,584,208,2947
"Mobile","AL MSA",29945,29719,159,0,67
"Modesto","CA MSA",38209,38209,0,0,0
"Monroe","LA MSA",3821,3821,0,0,0
"Montgomery","AL MSA",11194,11194,0,0,0
"Muncie","IN MSA",4656,3958,0,225,473
"Myrtle Beach","SC MSA",26497,20583,544,1026,4344
"Naples","FL MSA",77487,49756,1535,9888,16308
"Nashville","TN MSA",155688,124540,2016,2480,26652
"New London-Norwich","CT-RI MSA",11528,11368,160,0,0
"New Orleans","LA MSA",36333,31402,675,267,3989
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",513648,384418,49845,23782,55603
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",68025,65795,122,1017,1091
"Ocala","FL MSA",36167,35680,70,417,0
"Odessa-Midland","TX MSA",4031,3602,0,0,429
"Oklahoma City","OK MSA",56152,56026,126,0,0
"Omaha","NE-IA MSA",54596,39561,270,270,14495
"Orlando","FL MSA",230509,211347,293,528,18341
"Owensboro","KY MSA",4955,4757,0,198,0
"Panama City","FL MSA",10109,9672,437,0,0
"Parkersburg-Marietta","WV-OH MSA",1338,1218,120,0,0
"Pensacola","FL MSA",26975,23207,380,0,3388
"Peoria-Pekin","IL MSA",15030,13518,217,0,1295
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",193436,177441,4430,1032,10533
"Phoenix-Mesa","AZ MSA",505961,459191,2810,4124,39836
"Pine Bluff","AR MSA",1066,996,70,0,0
"Pittsburgh","PA MSA",74441,69012,508,2138,2783
"Pittsfield","MA MSA",0,0,0,0,0
"Pocatello","ID MSA",1250,920,0,330,0
"Portland","ME MSA",29310,21660,0,800,6850
"Portland-Salem","OR-WA CMSA",199491,178222,7219,1564,12486
"Providence-Fall River- Warwick","RI-MA MSA",29777,28446,833,298,200
"Provo-Orem","UT MSA",43343,34814,1848,2425,4256
"Pueblo","CO MSA",10681,10261,420,0,0
"Punta Gorda","FL MSA",21871,17763,394,3714,0
"Raleigh-Durham-Chapel Hill","Hill NC MSA",195276,180599,2127,0,12550
"Rapid City","SD MSA",5679,5443,0,236,0
"Reading","PA MSA",10796,10796,0,0,0
"Redding","CA MSA",13344,13344,0,0,0
"Reno","NV MSA",50677,50622,55,0,0
"Richland-Kennewick-Pasco","WA MSA",14055,13731,324,0,0
"Richmond-Petersburg","VA MSA",76694,69004,0,0,7690
"Roanoke","VA MSA",7923,7667,256,0,0
"Rochester","MN MSA",16207,12824,894,963,1526
"Rochester","NY MSA",32195,30576,0,960,659
"Rockford","IL MSA",17758,16137,1021,350,250
"Rocky Mount","NC MSA",5162,4236,407,0,519
"Sacramento-Yolo","CA CMSA",277179,258183,0,305,18691
"Saginaw-Bay City-Midland","MI MSA",6524,5218,390,332,584
"St. Cloud","MN MSA",9420,9285,135,0,0
"St. Joseph","MO MSA",2025,1821,0,0,204
"St. Louis","MO-IL MSA",140838,128010,3437,2004,7387
"Salinas","CA MSA",18547,18547,0,0,0
"Salt Lake City-Ogden","UT MSA",117369,86126,1403,1789,28051
"San Angelo","TX MSA",2961,2725,236,0,0
"San Antonio","TX MSA",128029,119343,126,0,8560
"San Diego","CA MSA",301932,234990,261,1270,65411
"San Francisco-Oakland-San Jose","CA CMSA",410973,275373,2757,4069,128774
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",22654,21784,282,384,204
"Santa Barbara-Santa Maria- Lompoc","CA MSA",19667,19567,100,0,0
"Santa Fe","NM MSA",8083,8083,0,0,0
"Sarasota-Bradenton","FL MSA",95490,89834,0,2715,2941
"Savannah","GA MSA",22512,20803,364,0,1345
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",7202,6258,0,512,432
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",290764,229031,2310,3057,56366
"Sharon","PA MSA",1825,1533,0,0,292
"Sheboygan","WI MSA",1079,1079,0,0,0
"Sherman-Denison","TX MSA",955,865,90,0,0
"Shreveport-Bossier City","LA MSA",12800,12800,0,0,0
"Sioux City","IA-NE MSA",2345,2203,0,0,142
"Sioux Falls","SD MSA",17113,16418,0,0,695
"South Bend","IN MSA",11947,11115,208,0,624
"Spokane","WA MSA",19555,14874,391,0,4290
"Springfield","IL MSA",7319,6301,1018,0,0
"Springfield","MO MSA",27613,27100,375,138,0
"Springfield","MA MSA",9047,9047,0,0,0
"State College","PA MSA",3932,3932,0,0,0
"Steubenville-Weirton","OH-WV MSA",150,150,0,0,0
"Stockton-Lodi","CA MSA",84516,84207,309,0,0
"Sumter","SC MSA",4106,3494,0,0,612
"Syracuse","NY MSA",10894,8328,0,2400,166
"Tallahassee","FL MSA",16936,12403,253,0,4280
"Tampa-St. Petersburg- Clearwater","FL MSA",191299,148153,5536,861,36749
"Terre Haute","IN MSA",1896,1896,0,0,0
"Texarkana  TX-Texarkana "," AR MSA",2109,1959,150,0,0
"Toledo","OH MSA",22039,19238,463,0,2338
"Topeka","KS MSA",7555,7555,0,0,0
"Tucson","AZ MSA",73701,73302,399,0,0
"Tulsa","OK MSA",46616,46616,0,0,0
"Tuscaloosa","AL MSA",7422,7422,0,0,0
"Tyler","TX MSA",5676,5295,0,150,231
"Utica-Rome","NY MSA",1602,1602,0,0,0
"Victoria","TX MSA",678,678,0,0,0
"Visalia-Tulare-Porterville","CA MSA",22694,22221,319,154,0
"Waco","TX MSA",3698,3428,270,0,0
"Washington-Baltimore","DC-MD- VA-WV CMSA",556715,455514,1309,228,99664
"Waterloo-Cedar Falls","IA MSA",5080,3016,808,277,979
"Wausau","WI MSA",5365,4583,132,650,0
"West Palm Beach-Boca Raton","Raton FL MSA",101678,100279,0,778,621
"Wheeling","WV-OH MSA",171,171,0,0,0
"Wichita","KS MSA",18709,17086,124,0,1499
"Wichita Falls","TX MSA",1805,1713,0,92,0
"Wilmington","NC MSA",28935,26654,1021,0,1260
"Yakima","WA MSA",3815,3550,0,265,0
"York","PA MSA",13764,13119,120,0,525
"Youngstown-Warren","OH MSA",15266,13768,220,612,666
"Yuba City","CA MSA",8890,8890,0,0,0
"Yuma","AZ MSA",12941,8027,0,0,4914
