"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",3470,3470,0,0,0
"Albany","GA MSA",6858,6858,0,0,0
"Albany-Schenectady-Troy","NY MSA",29457,28589,230,0,638
"Albuquerque","NM MSA",58507,49858,0,649,8000
"Alexandria","LA MSA",4732,4732,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",23888,21182,0,306,2400
"Altoona","PA MSA",1125,1125,0,0,0
"Amarillo","TX MSA",9889,9889,0,0,0
"Anchorage","AK MSA",35958,23069,11744,0,1145
"Anniston","AL MSA",4086,4086,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",22595,21180,499,0,916
"Asheville","NC MSA",22758,19639,220,0,2899
"Athens","GA MSA",12316,12316,0,0,0
"Atlanta","GA MSA",615122,525252,342,300,89228
"Auburn-Opelika","AL MSA",6130,5074,106,0,950
"Augusta-Aiken","GA-SC MSA",28525,25332,0,0,3193
"Austin-San Marcos","TX MSA",143165,82094,623,1679,58769
"Bakersfield","CA MSA",45415,45415,0,0,0
"Bangor","ME MSA",2322,2322,0,0,0
"Barnstable-Yarmouth","MA MSA",23245,22576,265,404,0
"Baton Rouge","LA MSA",21408,13358,0,0,8050
"Beaumont-Port Arthur","TX MSA",7906,7906,0,0,0
"Bellingham","WA MSA",14139,12006,624,0,1509
"Benton Harbor","MI MSA",3058,3058,0,0,0
"Billings","MT MSA",6745,6745,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",17457,17457,0,0,0
"Binghamton","NY MSA",1562,1562,0,0,0
"Birmingham","AL MSA",53092,52712,0,0,380
"Bismarck","ND MSA",13516,8808,572,350,3786
"Bloomington","IN MSA",8347,7880,171,296,0
"Bloomington-Normal","IL MSA",11719,10611,0,0,1108
"Boise City","ID MSA",72225,71697,281,247,0
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","253248",213313,4902,15073,19960,NA
"Brownsville-Harlingen-San Benito","TX MSA",13814,13552,57,0,205
"Bryan-College Station","TX MSA",11281,9266,1691,324,0
"Buffalo-Niagara Falls","NY MSA",38818,27723,258,0,10837
"Burlington","VT MSA",8680,7718,50,0,912
"Canton-Massillon","OH MSA",17590,17590,0,0,0
"Casper","WY MSA",2045,2045,0,0,0
"Cedar Rapids","IA MSA",12974,10917,893,564,600
"Champaign-Urbana","IL MSA",7102,7102,0,0,0
"Charleston-North Charleston","SC MSA",55961,51150,130,231,4450
"Charleston","WV MSA",4045,3605,0,184,256
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",199687,161474,593,2507,35113
"Charlottesville","VA MSA",25805,16693,106,0,9006
"Chattanooga","TN-GA MSA",25985,25497,56,136,296
"Cheyenne","WY MSA",4486,4486,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",592761,516243,6398,12945,57175
"Chico-Paradise","CA MSA",14137,12503,163,0,1471
"Cincinnati-Hamilton","OH-KY- IN CMSA",145351,132620,316,1191,11224
"Clarksville-Hopkinsville","TN-KY MSA",8744,8394,210,140,0
"Cleveland-Akron","OH CMSA",159450,154055,909,2938,1548
"Colorado Springs","CO MSA",289547,289232,0,315,0
"Columbia","MO MSA",12755,11566,317,0,872
"Columbia","SC MSA",32991,32991,0,0,0
"Columbus","GA-AL MSA",15540,14704,196,0,640
"Columbus","OH MSA",189920,168912,2736,5018,13254
"Corpus Christi","TX MSA",8482,7689,0,793,0
"Corvallis OR MSA","4920",4725,195,0,0,NA
"Cumberland","MD-WV MSA",977,977,0,0,0
"Dallas-Fort Worth","TX CMSA",641164,574538,757,3435,62434
"Danville","VA MSA",2659,2659,0,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",11842,9892,343,0,1607
"Dayton-Springfield","OH MSA",41917,30434,688,8133,2662
"Daytona Beach","FL MSA",59300,49363,748,633,8556
"Decatur","Al MSA",4385,4385,0,0,0
"Decatur","IL MSA",2318,1926,0,0,392
"Denver-Boulder-Greeley","CO CMSA",439392,317982,2566,3977,114867
"Des Moines","IA MSA",42153,39091,511,599,1952
"Detroit-Ann Arbor-Flint","MI CMSA",327973,296655,2323,2326,26669
"Dothan","AL MSA",1657,1657,0,0,0
"Dover","DE MSA",9000,9000,0,0,0
"Dubuque","IA MSA",5203,4660,0,543,0
"Duluth-Superior","MN-WI MSA",8950,8650,76,224,0
"Eau Claire","WI MSA",16655,9689,1383,2903,2680
"El Paso","TX MSA",18045,17988,57,0,0
"Elkhart-Goshen","IN MSA",9486,9204,100,0,182
"Elmira","NY MSA",733,733,0,0,0
"Enid","OK MSA",600,600,0,0,0
"Erie","PA MSA",5350,4454,0,496,400
"Eugene-Springfield","OR MSA",20575,20284,291,0,0
"Evansville-Henderson","IN-KY MSA",15156,15076,0,80,0
"Fargo-Moorhead","ND-MN MSA",12948,10266,0,962,1720
"Fayetteville","NC MSA",11406,11406,0,0,0
"Fayetteville-Springdale- Rogers","AR MSA",35921,33232,1342,177,1170
"Flagstaff","AZ-UT MSA",8764,8764,0,0,0
"Florence","AL MSA",986,986,0,0,0
"Florence","SC MSA",4862,4515,0,0,347
"Fort Collins-Loveland","CO MSA",40276,36712,0,536,3028
"Fort Myers-Cape Coral","FL MSA",118640,83864,4380,13312,17084
"Fort Pierce-Port St. Lucie","FL MSA",56797,42639,0,1164,12994
"Fort Smith","AR-OK MSA",4906,4461,445,0,0
"Fort Walton Beach","FL MSA",13995,13116,0,0,879
"Fort Wayne","IN MSA",48736,44362,569,0,3805
"Fresno","CA MSA",57075,55813,124,384,754
"Gadsden","AL MSA",1072,1072,0,0,0
"Gainesville","FL MSA",15608,10732,0,533,4343
"Glens Falls","NY MSA",7207,6960,247,0,0
"Goldsboro","NC MSA",4288,4206,82,0,0
"Grand Forks","ND-MN MSA",2084,1869,215,0,0
"Grand Junction","CO MSA",12274,10489,0,367,1418
"Grand Rapids-Muskegon- Holland","MI MSA",82825,80825,410,0,1590
"Great Falls","MT MSA",1080,1080,0,0,0
"Green Bay","WI MSA",23650,19674,526,0,3450
"Greensboro--Winston-Salem-- High Point","NC MSA",122667,108026,438,0,14203
"Greenville","NC MSA",18567,11714,2304,0,4549
"Greenville-Spartanburg- Anderson","SC MSA",66205,63371,80,0,2754
"Harrisburg-Lebanon- Carlisle","PA MSA",17964,17964,0,0,0
"Hartford","CT MSA",41189,40230,385,507,67
"Hattiesburg","MS MSA",919,769,0,150,0
"Hickory-Morganton-Lenoir","NC MSA",25773,24476,240,190,867
"Honolulu","HI MSA",38819,35696,1187,548,1388
"Houma","LA MSA",7047,7047,0,0,0
"Houston-Galveston-Brazoria TX CMSA","413429",376963,507,0,35959,NA
"Huntington-Ashland","WV-KY- OH MSA",661,363,0,298,0
"Huntsville","AL MSA",5823,5571,0,252,0
"Indianapolis","IN MSA",271579,265527,4428,900,724
"Iowa City","IA MSA",12818,9190,588,0,3040
"Jackson","MI MSA",927,927,0,0,0
"Jackson","MS MSA",30609,30609,0,0,0
"Jackson","TN MSA",5198,5198,0,0,0
"Jacksonville","FL MSA",169637,136865,187,219,32366
"Jacksonville","NC MSA",6838,6838,0,0,0
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",4759,2867,1492,225,175
"Johnson City-Kingsport- Bristol","TN-VA MSA",9092,8702,0,0,390
"Johnstown","PA MSA",1109,825,0,284,0
"Jonesboro","AR MSA",3892,3555,337,0,0
"Joplin","MO MSA",1472,1472,0,0,0
"Kalamazoo-Battle Creek","MI MSA",16781,16009,300,0,472
"Kansas City","MO-KS MSA",159148,133325,4595,2341,18887
"Killeen-Temple","TX MSA",16321,13632,1042,1647,0
"Knoxville","TN MSA",33900,32755,257,184,704
"Kokomo","IN MSA",5078,5078,0,0,0
"La Crosse","WI-MN MSA",5315,4871,444,0,0
"Lafayette","LA MSA",11416,11416,0,0,0
"Lafayette","IN MSA",13863,13100,613,0,150
"Lake Charles","LA MSA",6880,6880,0,0,0
"Lakeland-Winter Haven","FL MSA",29594,29080,514,0,0
"Lancaster","PA MSA",13196,12957,104,135,0
"Lansing-East Lansing","MI MSA",17461,16927,0,0,534
"Laredo","TX MSA",11037,9773,0,98,1166
"Las Cruces","NM MSA",17163,8209,0,0,8954
"Las Vegas","NV-AZ MSA",255325,241534,536,0,13255
"Lawrence","KS MSA",12018,8361,2413,0,1244
"Lawton","OK MSA",1529,1529,0,0,0
"Lewiston-Auburn","ME MSA",3763,3763,0,0,0
"Lexington","KY MSA",35662,32642,140,2880,0
