"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX",5378,5378,0,0,0
"Akron","OH",24651,23131,260,805,455
"Albany","GA",8584,7149,138,0,1297
"Albany-Schenectady-Troy","NY",22994,22299,0,0,695
"Albuquerque","NM",69293,69293,0,0,0
"Alexandria","LA",5865,5865,0,0,0
"Allentown-Bethlehem-Easton","PA-NJ",57515,55353,120,521,1521
"Altoona","PA",139,139,0,0,0
"Amarillo","TX",11611,11611,0,0,0
"Ames","IA",9595,5907,0,0,3688
"Anchorage","AK",41652,23605,10462,2439,5146
"Anderson","IN",5473,5091,0,0,382
"Anderson","SC",13733,13733,0,0,0
"Ann Arbor","MI",16793,16491,0,0,302
"Anniston-Oxford","AL",2231,2231,0,0,0
"Appleton","WI",14258,13649,609,0,0
"Asheville","NC",43182,41798,334,247,803
"Athens-Clarke County","GA",16603,16247,155,0,201
"Atlanta-Sandy Springs-Marietta","GA",791043,764003,1014,1100,24926
"Atlantic City","NJ",21373,20566,382,425,0
"Auburn-Opelika","AL",19581,17001,397,263,1920
"Augusta-Richmond County","GA-SC",37943,37943,0,0,0
"Austin-Round Rock","TX",226125,198721,3422,139,23843
"Bakersfield","CA",83805,82279,360,734,432
"Baltimore-Towson","MD",98260,89294,130,898,7938
"Bangor","ME",5831,5121,0,710,0
"Barnstable Town","MA",23615,22621,0,994,0
"Baton Rouge","LA",58054,44230,0,0,13824
"Battle Creek","MI",1986,1986,0,0,0
"Bay City","MI",305,305,0,0,0
"Beaumont-Port Arthur","TX",4553,4553,0,0,0
"Bellingham","WA",28452,24049,240,385,3778
"Bend","OR",74833,72533,1003,1297,0
"Billings","MT",9596,9596,0,0,0
"Binghamton","NY",164,164,0,0,0
"Birmingham-Hoover","AL",86036,85036,0,1000,0
"Bismarck","ND",6561,5298,0,1263,0
"Bloomington","IN",10424,7537,1619,237,1031
"Bloomington-Normal","IL",11441,8715,0,828,1898
"Boise City-Nampa","ID",160117,156428,1978,1104,607
"Boston-Cambridge-Quincy","MA-NH",199497,130727,6538,3243,58989
"Boulder","CO",17265,16937,0,0,328
"Bowling Green","KY",16948,16948,0,0,0
"Bremerton-Silverdale","WA",18917,18917,0,0,0
"Bridgeport-Stamford-Norwalk","CT",30738,27953,0,0,2785
"Brownsville-Harlingen","TX",23331,19403,58,1631,2239
"Brunswick","GA",24150,24150,0,0,0
