"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Cedar Rapids","IA MSA",6956,2417,370,0,4169
"Champaign-Urbana","IL MSA",4911,4911,0,0,0
"Charleston-North Charleston","SC MSA",33503,31121,0,178,2204
"Charleston","WV MSA",3271,3015,0,0,256
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",153448,127129,880,0,25439
"Charlottesville","VA MSA",11494,11218,276,0,0
"Chattanooga","TN-GA MSA",14804,14440,50,67,247
"Cheyenne","WY MSA",2613,2613,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",403774,300961,4603,11708,86502
"Chico-Paradise","CA MSA",7710,7710,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",88541,75419,0,2057,11065
"Clarksville-Hopkinsville","TN-KY MSA",5086,4266,0,0,820
"Cleveland-Akron","OH CMSA",108285,98786,1399,3259,4841
"Colorado Springs","CO MSA",73946,36220,0,631,37095
"Columbia","MO MSA",11211,11211,0,0,0
"Columbia","SC MSA",26546,26546,0,0,0
"Columbus","GA-AL MSA",8353,7839,0,514,0
"Columbus","OH MSA",118935,96534,766,4299,17336
"Corpus Christi","TX MSA",5680,5055,116,351,158
"Corvallis OR MSA","2438",2438,0,0,0,NA
"Cumberland","MD-WV MSA",713,713,0,0,0
"Dallas-Fort Worth","TX CMSA",442220,349553,562,4696,87409
"Danville","VA MSA",2300,2244,0,56,0
"Davenport-Moline-Rock Island","IA-IL MSA",5777,5597,180,0,0
"Dayton-Springfield","OH MSA",17953,17653,300,0,0
"Daytona Beach","FL MSA",53673,49783,1779,705,1406
"Decatur","Al MSA",2519,2519,0,0,0
"Decatur","IL MSA",909,909,0,0,0
"Denver-Boulder-Greeley","CO CMSA",216871,185507,5983,2159,23222
"Des Moines","IA MSA",27240,23215,171,444,3410
"Detroit-Ann Arbor-Flint","MI CMSA",227332,156524,2240,2307,66261
"Dothan","AL MSA",1726,1726,0,0,0
"Dover","DE MSA",8430,8430,0,0,0
"Dubuque","IA MSA",2395,1698,217,480,0
"Duluth-Superior","MN-WI MSA",2267,2043,0,224,0
"Eau Claire","WI MSA",4086,3831,0,255,0
"El Paso","TX MSA",13163,13102,61,0,0
"Elkhart-Goshen","IN MSA",6244,6062,0,0,182
"Elmira","NY MSA",654,654,0,0,0
"Enid","OK MSA",410,410,0,0,0
"Erie","PA MSA",2234,2234,0,0,0
"Eugene-Springfield","OR MSA",14994,14703,291,0,0
"Evansville-Henderson","IN-KY MSA",7682,7682,0,0,0
"Fargo-Moorhead","ND-MN MSA",1403,1403,0,0,0
"Fayetteville","NC MSA",10246,5764,77,0,4405
"Fayetteville-Springdale- Rogers","AR MSA",24995,22515,120,0,2360
"Flagstaff","AZ-UT MSA",8812,8812,0,0,0
"Florence","AL MSA",237,237,0,0,0
"Florence","SC MSA",3517,3126,0,0,391
"Fort Collins-Loveland","CO MSA",25001,24271,83,245,402
"Fort Myers-Cape Coral","FL MSA",36703,30571,1120,0,5012
"Fort Pierce-Port St. Lucie","FL MSA",51128,36505,383,213,14027
"Fort Smith","AR-OK MSA",3881,3482,399,0,0
"Fort Walton Beach","FL MSA",14428,13553,0,153,722
"Fort Wayne","IN MSA",22324,22324,0,0,0
"Fresno","CA MSA",95992,94518,373,856,245
"Gadsden","AL MSA",1215,1215,0,0,0
"Gainesville","FL MSA",14093,8668,0,0,5425
"Glens Falls","NY MSA",3048,2781,141,0,126
"Goldsboro","NC MSA",3477,3395,82,0,0
"Grand Forks","ND-MN MSA",0,0,0,0,0
"Grand Junction","CO MSA",7693,6960,348,385,0
"Grand Rapids-Muskegon- Holland","MI MSA",50086,47704,783,0,1599
"Great Falls","MT MSA",719,719,0,0,0
"Green Bay","WI MSA",9633,8287,288,0,1058
"Greensboro--Winston-Salem-- High Point","NC MSA",67180,66247,107,826,0
"Greenville","NC MSA",10074,7075,991,0,2008
"Greenville-Spartanburg- Anderson","SC MSA",41839,39969,579,0,1291
"Harrisburg-Lebanon- Carlisle","PA MSA",13693,12919,0,774,0
"Hartford","CT MSA",29872,29422,163,0,287
"Hattiesburg","MS MSA",844,694,0,150,0
"Hickory-Morganton-Lenoir","NC MSA",14277,13932,145,200,0
"Honolulu","HI MSA",8759,8560,199,0,0
"Houma","LA MSA",4441,4441,0,0,0
"Houston-Galveston-Brazoria TX CMSA","365001",280304,126,12936,71635,NA
"Huntington-Ashland","WV-KY- OH MSA",365,365,0,0,0
"Huntsville","AL MSA",5085,3978,0,0,1107
"Indianapolis","IN MSA",142753,125842,2349,1660,12902
"Iowa City","IA MSA",12120,6244,0,0,5876
"Jackson","MI MSA",666,666,0,0,0
"Jackson","MS MSA",14813,14813,0,0,0
"Jackson","TN MSA",2977,2977,0,0,0
"Jacksonville","FL MSA",119846,102152,900,0,16794
"Jacksonville","NC MSA",4671,4671,0,0,0
"Jamestown","NY MSA",219,219,0,0,0
"Janesville-Beloit","WI MSA",3877,1783,261,0,1833
"Johnson City-Kingsport- Bristol","TN-VA MSA",6404,6404,0,0,0
"Johnstown","PA MSA",140,140,0,0,0
"Jonesboro","AR MSA",1745,1745,0,0,0
"Joplin","MO MSA",1412,1412,0,0,0
"Kalamazoo-Battle Creek","MI MSA",11762,11762,0,0,0
"Kansas City","MO-KS MSA",148415,118215,2902,5564,21734
"Killeen-Temple","TX MSA",14874,12407,1212,1255,0
"Knoxville","TN MSA",31505,28354,397,273,2481
"Kokomo","IN MSA",2467,2047,420,0,0
"La Crosse","WI-MN MSA",1512,1512,0,0,0
"Lafayette","LA MSA",11063,10973,90,0,0
"Lafayette","IN MSA",15422,5485,3034,0,6903
"Lake Charles","LA MSA",3934,3934,0,0,0
"Lakeland-Winter Haven","FL MSA",38721,38196,0,0,525
"Lancaster","PA MSA",16178,14005,0,549,1624
"Lansing-East Lansing","MI MSA",10330,10330,0,0,0
"Laredo","TX MSA",8112,6902,0,147,1063
"Las Cruces","NM MSA",8010,7855,0,155,0
"Las Vegas","NV-AZ MSA",181284,167581,185,643,12875
"Lawrence","KS MSA",7288,5683,1605,0,0
"Lawton","OK MSA",972,972,0,0,0
"Lewiston-Auburn","ME MSA",1563,1563,0,0,0
"Lexington","KY MSA",20734,19680,120,600,334
"Lima","OH MSA",245,245,0,0,0
"Lincoln","NE MSA",11248,10166,123,0,959
"Little Rock-North Little Rock","AR MSA",22884,22609,275,0,0
"Longview-Marshall","TX MSA",1671,1671,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",738764,637663,2315,5022,93764
"Louisville","KY-IN MSA",45855,40544,242,0,5069
"Lubbock","TX MSA",12077,11827,250,0,0
"Lynchburg","VA MSA",8975,8975,0,0,0
"Macon","GA MSA",14227,14067,160,0,0
"Madison","WI MSA",31264,24773,900,1317,4274
"Mansfield","OH MSA",1164,782,382,0,0
"McAllen-Edinburg-Mission","TX MSA",21411,20401,284,580,146
"Medford-Ashland","OR MSA",11341,11341,0,0,0
"Melbourne-Titusville-Palm Bay","FL MSA",52110,44938,0,0,7172
"Memphis","TN-AR-MS MSA",81589,81148,441,0,0
"Merced","CA MSA",10055,10055,0,0,0
"Miami-Fort Lauderdale","FL CMSA",174610,121644,1279,2057,49630
"Milwaukee-Racine","WI CMSA",52268,44619,2867,1200,3582
"Minneapolis-St. Paul","MN-WI MSA",246359,195919,5372,7661,37407
"Missoula","MT MSA",1837,1837,0,0,0
"Mobile","AL MSA",32991,32455,0,192,344
"Modesto","CA MSA",25610,24441,695,474,0
"Monroe","LA MSA",2561,2561,0,0,0
"Montgomery","AL MSA",5849,5849,0,0,0
"Muncie","IN MSA",2866,2866,0,0,0
"Myrtle Beach","SC MSA",25169,15623,0,514,9032
"Naples","FL MSA",88807,42139,653,11510,34505
"Nashville","TN MSA",90693,85946,1621,245,2881
"New London-Norwich","CT-RI MSA",15031,15031,0,0,0
"New Orleans","LA MSA",34820,33325,421,267,807
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",488675,339424,29651,32530,87070
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",67203,65546,122,1535,0
"Ocala","FL MSA",26300,25860,440,0,0
"Odessa-Midland","TX MSA",3480,2782,0,0,698
"Oklahoma City","OK MSA",38077,38077,0,0,0
"Omaha","NE-IA MSA",28332,23352,138,0,4842
"Orlando","FL MSA",215726,165014,393,835,49484
"Owensboro","KY MSA",3441,3216,75,150,0
"Panama City","FL MSA",15656,14835,821,0,0
"Parkersburg-Marietta","WV-OH MSA",1055,1055,0,0,0
"Pensacola","FL MSA",26620,26367,253,0,0
"Peoria-Pekin","IL MSA",8048,8048,0,0,0
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",161233,142565,4566,2330,11772
"Phoenix-Mesa","AZ MSA",344731,297865,398,2938,43530
"Pine Bluff","AR MSA",673,673,0,0,0
"Pittsburgh","PA MSA",53592,50431,445,1182,1534
"Pittsfield","MA MSA",395,395,0,0,0
"Pocatello","ID MSA",888,782,106,0,0
"Portland","ME MSA",14277,13527,0,0,750
"Portland-Salem","OR-WA CMSA",122078,114955,1340,1560,4223
"Providence-Fall River- Warwick","RI-MA MSA",25231,21684,2049,298,1200
"Provo-Orem","UT MSA",19136,18149,273,714,0
"Pueblo","CO MSA",4834,4499,108,227,0
"Punta Gorda","FL MSA",19808,16769,0,3039,0
"Raleigh-Durham-Chapel Hill NC MSA","148232",125661,800,784,20987,NA
"Rapid City","SD MSA",2603,2603,0,0,0
"Reading","PA MSA",7593,7227,0,195,171
"Redding","CA MSA",8918,8918,0,0,0
"Reno","NV MSA",39828,36548,0,119,3161
"Richland-Kennewick-Pasco","WA MSA",9615,9289,0,326,0
"Richmond-Petersburg","VA MSA",55105,55105,0,0,0
"Roanoke","VA MSA",3862,3862,0,0,0
"Rochester","MN MSA",12570,9333,894,642,1701
"Rochester","NY MSA",19086,15103,0,0,3983
"Rockford","IL MSA",12491,8968,284,1819,1420
"Rocky Mount","NC MSA",3449,2460,315,0,674
"Sacramento-Yolo","CA CMSA",209775,142272,0,0,67503
"Saginaw-Bay City-Midland","MI MSA",3801,2921,221,332,327
"St. Cloud","MN MSA",7880,7232,0,333,315
"St. Joseph","MO MSA",635,385,250,0,0
"St. Louis","MO-IL MSA",81318,76436,1779,491,2612
"Salinas","CA MSA",13920,13920,0,0,0
"Salt Lake City-Ogden","UT MSA",72452,60530,835,3739,7348
"San Angelo","TX MSA",1685,1685,0,0,0
"San Antonio","TX MSA",108663,74374,2407,257,31625
"San Diego","CA MSA",171045,149922,2101,14741,4281
"San Francisco-Oakland-San Jose","CA CMSA",297978,230109,3524,1792,62553
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",19698,18799,250,459,190
"Santa Barbara-Santa Maria- Lompoc","CA MSA",26492,17624,986,5540,2342
"Santa Fe","NM MSA",4852,4618,0,0,234
"Sarasota-Bradenton","FL MSA",106161,88359,0,3695,14107
"Savannah","GA MSA",20913,19518,1273,0,122
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",4020,3820,0,200,0
"Seattle-Tacoma-Bremerton WA CMSA","158190",134935,5503,902,16850,NA
"Sharon","PA MSA",1574,1018,180,0,376
"Sheboygan","WI MSA",355,355,0,0,0
"Sherman-Denison","TX MSA",886,886,0,0,0
"Shreveport-Bossier City","LA MSA",6744,6744,0,0,0
"Sioux City","IA-NE MSA",1079,829,250,0,0
"Sioux Falls","SD MSA",13752,7203,0,178,6371
"South Bend","IN MSA",8040,6970,1070,0,0
"Spokane","WA MSA",7913,7328,364,0,221
"Springfield","IL MSA",4194,3739,455,0,0
"Springfield","MO MSA",16850,16712,0,138,0
"Springfield","MA MSA",9775,7970,425,1380,0
"State College","PA MSA",2577,2506,0,0,71
"Steubenville-Weirton","OH-WV MSA",587,587,0,0,0
"Stockton-Lodi","CA MSA",31651,31651,0,0,0
"Sumter","SC MSA",3456,2014,0,0,1442
"Syracuse","NY MSA",6945,6520,0,300,125
"Tallahassee","FL MSA",18374,15640,0,0,2734
"Tampa-St. Petersburg- Clearwater","FL MSA",190086,145594,1605,2946,39941
"Terre Haute","IN MSA",1486,1486,0,0,0
"Texarkana","TX-TexarkanaAR MSA",762,762,0,0,0
"Toledo","OH MSA",17682,16193,1489,0,0
"Topeka","KS MSA",11399,11399,0,0,0
"Tucson","AZ MSA",64805,61177,423,1049,2156
"Tulsa","OK MSA",27212,27212,0,0,0
"Tuscaloosa","AL MSA",5002,4745,0,257,0
"Tyler","TX MSA",4114,3883,0,0,231
"Utica-Rome","NY MSA",1103,1103,0,0,0
"Victoria","TX MSA",802,802,0,0,0
"Visalia-Tulare-Porterville","CA MSA",15980,12796,0,0,3184
"Waco","TX MSA",6857,1944,113,300,4500
"Washington-Baltimore","DC-MD- VA-WV CMSA",371146,308224,625,671,61626
"Waterloo-Cedar Falls","IA MSA",1578,1427,0,0,151
"Wausau","WI MSA",1735,1575,160,0,0
"West Palm Beach-Boca Raton FL MSA","111936",77004,495,778,33659,NA
"Wheeling","WV-OH MSA",138,138,0,0,0
"Wichita","KS MSA",17358,17358,0,0,0
"Wichita Falls","TX MSA",1751,1751,0,0,0
"Wilmington","NC MSA",28577,20162,0,692,7723
"Yakima","WA MSA",2247,2247,0,0,0
"York","PA MSA",11524,11524,0,0,0
"Youngstown-Warren","OH MSA",8243,6867,320,390,666
"Yuba City","CA MSA",6316,6316,0,0,0
"Yuma","AZ MSA",7321,7321,0,0,0
