"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Dubuque","IA MSA",3099,2560,539,0,0
"Duluth-Superior","MN-WI MSA",6651,6528,123,0,0
"Eau Claire","WI MSA",10881,10094,787,0,0
"El Paso","TX MSA",15737,14806,258,195,478
"Elkhart-Goshen","IN MSA",8726,8339,135,0,252
"Elmira","NY MSA",917,917,0,0,0
"Enid","OK MSA",2772,2772,0,0,0
"Erie","PA MSA",3373,3373,0,0,0
"Eugene-Springfield","OR MSA",19957,18624,882,0,451
"Evansville-Henderson","IN-KY MSA",13501,13366,135,0,0
"Fargo-Moorhead","ND-MN MSA",20988,17508,0,760,2720
"Fayetteville","NC MSA",16116,11534,0,0,4582
"Fayetteville-Springdale- Rogers","AR MSA",19726,16470,374,431,2451
"Flagstaff","AZ-UT MSA",10648,10228,368,52,0
"Florence","AL MSA",1005,501,0,75,429
"Florence","SC MSA",511,511,0,0,0
"Fort Collins-Loveland","CO MSA",38450,32224,533,297,5396
"Fort Myers-Cape Coral","FL MSA",104880,86549,4779,5221,8331
"Fort Pierce-Port St. Lucie","FL MSA",36448,35886,0,0,562
"Fort Smith","AR-OK MSA",12610,6859,407,0,5344
"Fort Walton Beach","FL MSA",36220,11857,95,0,24268
"Fort Wayne","IN MSA",33016,32484,532,0,0
"Fresno","CA MSA",75048,72872,116,266,1794
"Gadsden","AL MSA",729,729,0,0,0
"Gainesville","FL MSA",10573,10573,0,0,0
"Glens Falls","NY MSA",6835,6248,437,150,0
"Goldsboro","NC MSA",3884,3884,0,0,0
"Grand Forks","ND-MN MSA",2831,2654,177,0,0
"Grand Junction","CO MSA",11398,11398,0,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",77418,73883,657,1746,1132
"Great Falls","MT MSA",2710,2710,0,0,0
"Green Bay","WI MSA",20016,16014,1453,0,2549
"Greensboro--Winston-Salem-- High Point","NC MSA",96497,91662,452,655,3728
"Greenville","NC MSA",10507,8473,260,0,1774
"Greenville-Spartanburg- Anderson","SC MSA",47591,47087,82,422,0
"Harrisburg-Lebanon- Carlisle","PA MSA",17716,17616,0,100,0
"Hartford","CT MSA",40771,36274,1250,459,2788
"Hattiesburg","MS MSA",301,301,0,0,0
"Hickory-Morganton-Lenoir","NC MSA",17283,17283,0,0,0
"Honolulu","HI MSA",73176,38178,0,0,34998
"Houma","LA MSA",5705,5629,76,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",346766,313106,396,20597,12667
"Huntington-Ashland","WV-KY- OH MSA",262,262,0,0,0
"Huntsville","AL MSA",6479,4746,0,0,1733
"Indianapolis","IN MSA",189134,181007,3143,352,4632
"Iowa City","IA MSA",10645,9303,0,567,775
"Jackson","MI MSA",2069,1801,268,0,0
"Jackson","MS MSA",24506,24506,0,0,0
"Jackson","TN MSA",4454,4454,0,0,0
"Jacksonville","FL MSA",136373,122448,0,0,13925
"Jacksonville","NC MSA",6760,6575,80,105,0
"Jamestown","NY MSA",224,224,0,0,0
"Janesville-Beloit","WI MSA",4033,3235,398,225,175
"Johnson City-Kingsport- Bristol","TN-VA MSA",10951,10951,0,0,0
"Johnstown","PA MSA",730,446,0,284,0
"Jonesboro","AR MSA",4115,3564,0,551,0
"Joplin","MO MSA",1856,1856,0,0,0
"Kalamazoo-Battle Creek","MI MSA",13249,12941,0,0,308
"Kansas City","MO-KS MSA",165642,131021,5933,4482,24206
"Killeen-Temple","TX MSA",13094,11927,731,436,0
"Knoxville","TN MSA",71604,33819,225,4279,33281
"Kokomo","IN MSA",2429,2429,0,0,0
"La Crosse","WI-MN MSA",6372,6372,0,0,0
"Lafayette","LA MSA",12983,12983,0,0,0
"Lafayette","IN MSA",13641,13461,180,0,0
"Lake Charles","LA MSA",7400,6339,53,0,1008
"Lakeland-Winter Haven","FL MSA",31221,31008,0,0,213
"Lancaster","PA MSA",15080,14920,160,0,0
"Lansing-East Lansing","MI MSA",18239,17031,0,0,1208
"Laredo","TX MSA",9870,9004,0,112,754
"Las Cruces","NM MSA",13138,13138,0,0,0
"Las Vegas","NV-AZ MSA",296482,258255,884,0,37343
"Lawrence","KS MSA",10294,5330,4964,0,0
"Lawton","OK MSA",1331,1331,0,0,0
"Lewiston-Auburn","ME MSA",2281,2281,0,0,0
"Lexington","KY MSA",33056,32286,0,170,600
"Lima","OH MSA",969,969,0,0,0
"Lincoln","NE MSA",18250,16437,569,0,1244
"Little Rock-North Little Rock","AR MSA",52677,28935,0,0,23742
"Longview-Marshall","TX MSA",963,963,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",762513,623341,6784,5069,127319
"Louisville","KY-IN MSA",72718,56674,291,185,15568
"Lubbock","TX MSA",19045,18146,899,0,0
"Lynchburg","VA MSA",14857,14584,273,0,0
"Macon","GA MSA",15247,15067,180,0,0
"Madison","WI MSA",63794,34896,1366,2834,24698
"Mansfield","OH MSA",4833,4178,655,0,0
"McAllen-Edinburg-Mission","TX MSA",29153,25429,396,2486,842
"Medford-Ashland","OR MSA",18172,16316,363,580,913
"Melbourne-Titusville-Palm Bay","FL MSA",60060,51362,0,574,8124
"Memphis","TN-AR-MS MSA",119267,76257,415,0,42595
"Merced","CA MSA",21598,21598,0,0,0
"Miami-Fort Lauderdale","FL CMSA",168419,108799,1579,4370,53671
"Milwaukee-Racine","WI CMSA",79103,69282,4606,1722,3493
"Minneapolis-St. Paul","MN-WI MSA",312374,252721,6442,9915,43296
"Missoula","MT MSA",6541,3712,953,0,1876
"Mobile","AL MSA",33207,32323,0,0,884
"Modesto","CA MSA",21092,20200,295,259,338
"Monroe","LA MSA",4754,4754,0,0,0
"Montgomery","AL MSA",12344,12344,0,0,0
"Muncie","IN MSA",3095,3095,0,0,0
"Myrtle Beach","SC MSA",89228,22851,308,0,66069
"Naples","FL MSA",55577,46028,345,350,8854
"Nashville","TN MSA",116694,111868,1013,791,3022
"New London-Norwich","CT-RI MSA",14348,13988,360,0,0
"New Orleans","LA MSA",45420,43581,507,340,992
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",588034,404453,46627,23511,113443
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",82475,80778,538,0,1159
"Ocala","FL MSA",68119,67949,170,0,0
"Odessa-Midland","TX MSA",2613,2613,0,0,0
"Oklahoma City","OK MSA",77980,68196,0,0,9784
"Omaha","NE-IA MSA",61723,45411,151,0,16161
"Orlando","FL MSA",250770,205068,1612,908,43182
"Owensboro","KY MSA",5095,5095,0,0,0
"Panama City","FL MSA",12631,10125,0,0,2506
"Parkersburg-Marietta","WV-OH MSA",1567,1504,0,63,0
"Pensacola","FL MSA",30091,30091,0,0,0
"Peoria-Pekin","IL MSA",13669,12050,619,0,1000
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",215789,190630,6115,1274,17770
"Phoenix-Mesa","AZ MSA",527504,473758,0,1280,52466
"Pine Bluff","AR MSA",1914,1637,277,0,0
"Pittsburgh","PA MSA",75133,58440,1086,2146,13461
"Pittsfield","MA MSA",483,483,0,0,0
"Pocatello","ID MSA",1371,1371,0,0,0
"Portland","ME MSA",20189,17777,126,1617,669
"Portland-Salem","OR-WA CMSA",218978,171352,3594,2221,41811
"Providence-Fall River- Warwick","RI-MA MSA",32015,29969,855,967,224
"Provo-Orem","UT MSA",37215,33263,587,524,2841
"Pueblo","CO MSA",10559,10559,0,0,0
"Punta Gorda","FL MSA",20625,18999,346,1280,0
"Raleigh-Durham-Chapel Hill","Hill NC MSA",165141,140680,1012,350,23099
"Rapid City","SD MSA",4668,4668,0,0,0
"Reading","PA MSA",11339,10356,0,0,983
"Redding","CA MSA",14725,14461,0,264,0
"Reno","NV MSA",60556,56573,0,0,3983
"Richland-Kennewick-Pasco","WA MSA",13120,12253,0,319,548
"Richmond-Petersburg","VA MSA",73191,67151,58,0,5982
"Roanoke","VA MSA",6875,6780,95,0,0
"Rochester","MN MSA",16601,14801,0,0,1800
"Rochester","NY MSA",31882,27254,120,1614,2894
"Rockford","IL MSA",17176,13093,1049,1267,1767
"Rocky Mount","NC MSA",5834,3495,1200,0,1139
"Sacramento-Yolo","CA CMSA",285192,263433,420,1526,19813
"Saginaw-Bay City-Midland","MI MSA",5722,4668,393,333,328
"St. Cloud","MN MSA",10570,9355,0,250,965
"St. Joseph","MO MSA",1842,1367,475,0,0
"St. Louis","MO-IL MSA",155415,128988,7570,2338,16519
"Salinas","CA MSA",28024,28024,0,0,0
"Salt Lake City-Ogden","UT MSA",95385,80685,1761,2774,10165
"San Angelo","TX MSA",1131,1131,0,0,0
"San Antonio","TX MSA",65167,64483,654,0,30
"San Diego","CA MSA",159363,129216,422,355,29370
"San Francisco-Oakland-San Jose","CA CMSA",410803,316497,1756,2390,90160
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",30181,28116,230,0,1835
"Santa Barbara-Santa Maria- Lompoc","CA MSA",17535,17535,0,0,0
"Santa Fe","NM MSA",16754,16754,0,0,0
"Sarasota-Bradenton","FL MSA",100034,92522,0,500,7012
"Savannah","GA MSA",17320,14734,358,173,2055
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",6708,6328,380,0,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",277768,236660,7448,4853,28807
"Sharon","PA MSA",930,930,0,0,0
"Sheboygan","WI MSA",409,409,0,0,0
"Sherman-Denison","TX MSA",3098,3098,0,0,0
"Shreveport-Bossier City","LA MSA",15282,15282,0,0,0
"Sioux City","IA-NE MSA",1135,933,202,0,0
"Sioux Falls","SD MSA",18751,11979,261,624,5887
"South Bend","IN MSA",12285,12285,0,0,0
"Spokane","WA MSA",17976,15825,182,0,1969
"Springfield","IL MSA",8147,6990,1157,0,0
"Springfield","MO MSA",33938,20960,292,206,12480
"Springfield","MA MSA",8412,8332,80,0,0
"State College","PA MSA",7622,7622,0,0,0
"Steubenville-Weirton","OH-WV MSA",1023,1023,0,0,0
"Stockton-Lodi","CA MSA",70293,70147,146,0,0
"Sumter","SC MSA",3000,2501,205,0,294
"Syracuse","NY MSA",10489,10385,0,0,104
"Tallahassee","FL MSA",13326,12670,0,656,0
"Tampa-St. Petersburg- Clearwater","FL MSA",164902,156281,2908,1457,4256
"Terre Haute","IN MSA",3486,3486,0,0,0
"Texarkana  TX-Texarkana "," AR MSA",1222,1222,0,0,0
"Toledo","OH MSA",22928,21849,829,250,0
"Topeka","KS MSA",9498,9498,0,0,0
"Tucson","AZ MSA",80793,67667,997,0,12129
"Tulsa","OK MSA",44229,38242,0,0,5987
"Tuscaloosa","AL MSA",7520,5014,0,0,2506
"Tyler","TX MSA",5087,4764,0,0,323
"Utica-Rome","NY MSA",1217,1217,0,0,0
"Victoria","TX MSA",1360,1360,0,0,0
"Visalia-Tulare-Porterville","CA MSA",25138,25138,0,0,0
"Waco","TX MSA",5679,5679,0,0,0
"Washington-Baltimore","DC-MD- VA-WV CMSA",519882,451113,694,198,67877
"Waterloo-Cedar Falls","IA MSA",5423,2735,0,0,2688
"Wausau","WI MSA",8959,7899,1060,0,0
"West Palm Beach-Boca Raton","Raton FL MSA",142795,133818,275,150,8552
"Wheeling","WV-OH MSA",139,139,0,0,0
"Wichita","KS MSA",15603,14512,766,325,0
"Wichita Falls","TX MSA",2152,2152,0,0,0
"Wilmington","NC MSA",41536,34890,0,400,6246
"Yakima","WA MSA",5679,3128,255,1308,988
"York","PA MSA",17884,15875,1742,267,0
"Youngstown-Warren","OH MSA",12897,11465,1160,0,272
"Yuba City","CA MSA",11409,11409,0,0,0
"Yuma","AZ MSA",18611,15748,997,1507,359
