"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Abilene","TX MSA",1518,1518,0,0,0
"Albany","GA MSA",4306,4306,0,0,0
"Albany-Schenectady-Troy","NY MSA",28819,28125,0,0,694
"Albuquerque","NM MSA",43593,43593,0,0,0
"Alexandria","LA MSA",2943,2943,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",17441,16641,0,0,800
"Altoona","PA MSA",1430,1430,0,0,0
"Amarillo","TX MSA",13133,7996,0,2740,2397
"Anchorage","AK MSA",20594,9805,10789,0,0
"Anniston","AL MSA",3034,3034,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",24689,14188,464,696,9341
"Asheville","NC MSA",12525,11696,494,125,210
"Athens","GA MSA",8721,6817,452,0,1452
"Atlanta","GA MSA",456654,400031,319,300,56004
"Auburn-Opelika","AL MSA",7636,4682,109,0,2845
"Augusta-Aiken","GA-SC MSA",26521,26521,0,0,0
"Austin-San Marcos","TX MSA",76106,54584,0,5222,16300
"Bakersfield","CA MSA",26055,25102,231,222,500
"Bangor","ME MSA",1313,1313,0,0,0
"Barnstable-Yarmouth","MA MSA",12557,12313,244,0,0
"Baton Rouge","LA MSA",9290,9290,0,0,0
"Beaumont-Port Arthur","TX MSA",3695,3695,0,0,0
"Bellingham","WA MSA",11144,8874,416,241,1613
"Benton Harbor","MI MSA",3357,2860,0,497,0
"Billings","MT MSA",4942,4722,0,220,0
"Biloxi-Gulfport-Pascagoula","MS MSA",13050,10011,805,0,2234
"Binghamton","NY MSA",1347,1347,0,0,0
"Birmingham","AL MSA",41904,40105,0,0,1799
"Bismarck","ND MSA",5038,3670,533,835,0
"Bloomington","IN MSA",7831,6346,939,0,546
"Bloomington-Normal","IL MSA",6104,5735,224,145,0
"Boise City","ID MSA",55533,55440,93,0,0
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","178147",157612,4140,3126,13269,NA
"Brownsville-Harlingen-San Benito","TX MSA",13917,13218,312,95,292
"Bryan-College Station","TX MSA",4906,4906,0,0,0
"Buffalo-Niagara Falls","NY MSA",25339,24961,100,0,278
"Burlington","VT MSA",7834,7264,121,373,76
"Canton-Massillon","OH MSA",12863,11576,1287,0,0
"Casper","WY MSA",2724,2724,0,0,0
"Cedar Rapids","IA MSA",8604,5097,461,0,3046
"Champaign-Urbana","IL MSA",7548,4000,201,0,3347
"Charleston-North Charleston","SC MSA",37085,33977,523,347,2238
"Charleston","WV MSA",2398,2398,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",158572,148032,1119,340,9081
"Charlottesville","VA MSA",10266,10266,0,0,0
"Chattanooga","TN-GA MSA",21240,19606,495,892,247
"Cheyenne","WY MSA",2243,1700,0,181,362
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",458148,394118,3069,12441,48520
"Chico-Paradise","CA MSA",7928,7928,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",97830,87071,1060,1432,8267
"Clarksville-Hopkinsville","TN-KY MSA",5297,5297,0,0,0
"Cleveland-Akron","OH CMSA",122884,109737,1029,2739,9379
"Colorado Springs","CO MSA",61696,55718,0,2074,3904
"Columbia","MO MSA",12006,11878,128,0,0
"Columbia","SC MSA",33824,26379,346,1241,5858
"Columbus","GA-AL MSA",8749,8623,126,0,0
"Columbus","OH MSA",133121,114299,981,3265,14576
"Corpus Christi","TX MSA",4376,4286,90,0,0
"Corvallis OR MSA","11580",2838,0,0,8742,NA
"Cumberland","MD-WV MSA",1052,1052,0,0,0
"Dallas-Fort Worth","TX CMSA",478251,408898,1033,402,67918
"Danville","VA MSA",2050,1994,0,56,0
"Davenport-Moline-Rock Island","IA-IL MSA",7416,6119,226,0,1071
"Dayton-Springfield","OH MSA",26117,25723,394,0,0
"Daytona Beach","FL MSA",64565,43681,465,0,20419
"Decatur","Al MSA",2438,2438,0,0,0
"Decatur","IL MSA",637,637,0,0,0
"Denver-Boulder-Greeley","CO CMSA",425934,220755,309,1646,203224
"Des Moines","IA MSA",34321,32304,571,782,664
"Detroit-Ann Arbor-Flint","MI CMSA",267982,228886,2542,3889,32665
"Dothan","AL MSA",1385,1385,0,0,0
"Dover","DE MSA",5608,5608,0,0,0
"Dubuque","IA MSA",1705,1363,342,0,0
"Duluth-Superior","MN-WI MSA",9623,9248,76,299,0
"Eau Claire","WI MSA",11700,9053,789,1088,770
"El Paso","TX MSA",12451,11490,205,515,241
"Elkhart-Goshen","IN MSA",8169,7775,0,0,394
"Elmira","NY MSA",541,541,0,0,0
"Enid","OK MSA",150,150,0,0,0
"Erie","PA MSA",3179,3179,0,0,0
"Eugene-Springfield","OR MSA",14863,12469,145,0,2249
"Evansville-Henderson","IN-KY MSA",9061,8518,393,0,150
"Fargo-Moorhead","ND-MN MSA",14812,12191,0,296,2325
"Fayetteville","NC MSA",7509,6329,0,0,1180
"Fayetteville-Springdale- Rogers","AR MSA",40370,20001,478,0,19891
"Flagstaff","AZ-UT MSA",8342,8042,0,300,0
"Florence","AL MSA",754,754,0,0,0
"Florence","SC MSA",3603,3299,0,0,304
"Fort Collins-Loveland","CO MSA",34212,30002,522,276,3412
"Fort Myers-Cape Coral","FL MSA",100010,68280,2815,7325,21590
"Fort Pierce-Port St. Lucie","FL MSA",36059,33552,950,1557,0
"Fort Smith","AR-OK MSA",3905,3645,260,0,0
"Fort Walton Beach","FL MSA",10126,9686,0,153,287
"Fort Wayne","IN MSA",31049,29471,330,0,1248
"Fresno","CA MSA",52787,52033,0,0,754
"Gadsden","AL MSA",616,616,0,0,0
"Gainesville","FL MSA",11198,10065,0,0,1133
"Glens Falls","NY MSA",5656,5409,247,0,0
"Goldsboro","NC MSA",2443,2361,82,0,0
"Grand Forks","ND-MN MSA",1375,1375,0,0,0
"Grand Junction","CO MSA",8670,8348,139,183,0
"Grand Rapids-Muskegon- Holland","MI MSA",68826,63122,1218,480,4006
"Great Falls","MT MSA",1224,1224,0,0,0
"Green Bay","WI MSA",11372,10230,893,0,249
"Greensboro--Winston-Salem-- High Point","NC MSA",104696,67429,147,697,36423
"Greenville","NC MSA",4555,1764,342,0,2449
"Greenville-Spartanburg- Anderson","SC MSA",41222,36557,100,0,4565
"Harrisburg-Lebanon- Carlisle","PA MSA",16081,16081,0,0,0
"Hartford","CT MSA",29132,29065,0,0,67
"Hattiesburg","MS MSA",320,170,0,150,0
"Hickory-Morganton-Lenoir","NC MSA",23855,15531,0,0,8324
"Honolulu","HI MSA",33214,25051,0,3530,4633
"Houma","LA MSA",4852,4852,0,0,0
"Houston-Galveston-Brazoria TX CMSA","330466",303695,0,707,26064,NA
"Huntington-Ashland","WV-KY- OH MSA",312,312,0,0,0
"Huntsville","AL MSA",4619,4619,0,0,0
"Indianapolis","IN MSA",183617,162656,3460,0,17501
"Iowa City","IA MSA",8909,5527,175,560,2647
"Jackson","MI MSA",1831,806,0,283,742
"Jackson","MS MSA",19849,19428,0,0,421
"Jackson","TN MSA",2160,2160,0,0,0
"Jacksonville","FL MSA",99923,92517,1078,0,6328
"Jacksonville","NC MSA",5220,5040,0,180,0
"Jamestown","NY MSA",219,219,0,0,0
