"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Janesville-Beloit","WI MSA",2633,2018,140,300,175
"Johnson City-Kingsport- Bristol","TN-VA MSA",7445,7133,0,150,162
"Johnstown","PA MSA",479,100,0,379,0
"Jonesboro","AR MSA",5025,4598,427,0,0
"Joplin","MO MSA",1670,1353,123,0,194
"Kalamazoo-Battle Creek","MI MSA",15797,13508,0,2015,274
"Kansas City","MO-KS MSA",115381,106010,3349,3960,2062
"Killeen-Temple","TX MSA",11390,11255,135,0,0
"Knoxville","TN MSA",30022,23157,207,138,6520
"Kokomo","IN MSA",3094,2847,247,0,0
"La Crosse","WI-MN MSA",3889,3889,0,0,0
"Lafayette","LA MSA",23568,11568,0,0,12000
"Lafayette","IN MSA",7432,5202,2230,0,0
"Lake Charles","LA MSA",4295,4229,66,0,0
"Lakeland-Winter Haven","FL MSA",39897,31485,0,0,8412
"Lancaster","PA MSA",11674,10890,0,0,784
"Lansing-East Lansing","MI MSA",16101,14106,0,0,1995
"Laredo","TX MSA",8311,7244,0,73,994
"Las Cruces","NM MSA",6692,6692,0,0,0
"Las Vegas","NV-AZ MSA",264900,247883,618,0,16399
"Lawrence","KS MSA",4447,4447,0,0,0
"Lawton","OK MSA",1055,1030,0,0,25
"Lewiston-Auburn","ME MSA",1921,1921,0,0,0
"Lexington","KY MSA",26917,26014,314,589,0
"Lima","OH MSA",439,439,0,0,0
"Lincoln","NE MSA",14493,13256,247,0,990
"Little Rock-North Little Rock","AR MSA",29684,29417,267,0,0
"Longview-Marshall","TX MSA",1335,1335,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",583430,547160,1684,5609,28977
"Louisville","KY-IN MSA",57604,52920,257,0,4427
"Lubbock","TX MSA",6514,6514,0,0,0
"Lynchburg","VA MSA",9857,8372,685,0,800
"Macon","GA MSA",13029,12659,370,0,0
"Madison","WI MSA",39539,24809,3107,2292,9331
"Mansfield","OH MSA",4351,3436,382,236,297
"McAllen-Edinburg-Mission","TX MSA",20761,19160,586,643,372
"Medford-Ashland","OR MSA",22284,14234,0,3998,4052
"Melbourne-Titusville-Palm Bay","FL MSA",44414,41610,0,270,2534
"Memphis","TN-AR-MS MSA",66500,66500,0,0,0
"Merced","CA MSA",11529,11529,0,0,0
"Miami-Fort Lauderdale","FL CMSA",205657,143436,1315,218,60688
"Milwaukee-Racine","WI CMSA",74109,59517,3275,2863,8454
"Minneapolis-St. Paul","MN-WI MSA",305325,221692,6034,4991,72608
"Missoula","MT MSA",2942,2347,0,135,460
"Mobile","AL MSA",65474,28474,0,0,37000
"Modesto","CA MSA",26792,26792,0,0,0
"Monroe","LA MSA",3152,3152,0,0,0
"Montgomery","AL MSA",10774,10774,0,0,0
"Muncie","IN MSA",3755,3010,0,225,520
"Myrtle Beach","SC MSA",38242,19108,0,0,19134
"Naples","FL MSA",92216,41947,1251,7640,41378
"Nashville","TN MSA",105014,97995,1042,0,5977
"New London-Norwich","CT-RI MSA",9974,9974,0,0,0
"New Orleans","LA MSA",32058,27902,1352,200,2604
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",474880,350482,27154,13171,84073
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",75556,60505,248,508,14295
"Ocala","FL MSA",50927,50834,93,0,0
"Odessa-Midland","TX MSA",2894,2303,0,0,591
"Oklahoma City","OK MSA",45634,45508,126,0,0
"Omaha","NE-IA MSA",33354,32728,126,0,500
"Orlando","FL MSA",165512,156308,164,363,8677
"Owensboro","KY MSA",3746,3746,0,0,0
"Panama City","FL MSA",7249,6869,380,0,0
"Parkersburg-Marietta","WV-OH MSA",897,897,0,0,0
"Pensacola","FL MSA",20010,20010,0,0,0
"Peoria-Pekin","IL MSA",12355,10348,735,0,1272
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",166945,146711,6116,1303,12815
"Phoenix-Mesa","AZ MSA",493509,406775,1337,1972,83425
"Pine Bluff","AR MSA",1015,1015,0,0,0
"Pittsburgh","PA MSA",60848,54253,1465,2137,2993
"Pittsfield","MA MSA",209,209,0,0,0
"Pocatello","ID MSA",315,315,0,0,0
"Portland","ME MSA",16334,14410,704,1220,0
"Portland-Salem","OR-WA CMSA",185276,138170,2778,2215,42113
"Providence-Fall River- Warwick","RI-MA MSA",26598,25792,546,0,260
"Provo-Orem","UT MSA",28001,25406,933,1036,626
"Pueblo","CO MSA",7267,7065,202,0,0
"Punta Gorda","FL MSA",17872,16803,480,589,0
"Raleigh-Durham-Chapel Hill NC MSA","166774",134033,284,0,32457,NA
"Rapid City","SD MSA",3593,3593,0,0,0
"Reading","PA MSA",6734,6495,0,0,239
"Redding","CA MSA",9298,9298,0,0,0
"Reno","NV MSA",39399,38687,411,301,0
"Richland-Kennewick-Pasco","WA MSA",10498,9848,324,326,0
"Richmond-Petersburg","VA MSA",56886,56886,0,0,0
"Roanoke","VA MSA",6735,5128,84,0,1523
"Rochester","MN MSA",13914,10727,670,642,1875
"Rochester","NY MSA",23443,21889,0,1345,209
"Rockford","IL MSA",14059,12972,0,1087,0
"Rocky Mount","NC MSA",4062,3339,204,0,519
"Sacramento-Yolo","CA CMSA",194081,184185,657,1231,8008
"Saginaw-Bay City-Midland","MI MSA",5883,4337,416,443,687
"St. Cloud","MN MSA",10650,10141,0,0,509
"St. Joseph","MO MSA",1456,1456,0,0,0
"St. Louis","MO-IL MSA",101124,91103,2303,3427,4291
"Salinas","CA MSA",9990,9990,0,0,0
"Salt Lake City-Ogden","UT MSA",81418,75157,740,3409,2112
"San Angelo","TX MSA",1440,1440,0,0,0
"San Antonio","TX MSA",91663,71081,0,16719,3863
"San Diego","CA MSA",199653,130089,3082,2969,63513
"San Francisco-Oakland-San Jose","CA CMSA",240002,206238,3865,2615,27284
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",29171,28417,184,570,0
"Santa Barbara-Santa Maria- Lompoc","CA MSA",14774,14709,0,65,0
"Santa Fe","NM MSA",7982,7982,0,0,0
"Sarasota-Bradenton","FL MSA",99015,76027,142,1672,21174
"Savannah","GA MSA",14783,14541,120,0,122
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",5221,5088,133,0,0
"Seattle-Tacoma-Bremerton WA CMSA","241232",200427,3180,3157,34468,NA
"Sharon","PA MSA",1794,1418,0,0,376
"Sheboygan","WI MSA",530,295,235,0,0
"Sherman-Denison","TX MSA",2438,2438,0,0,0
"Shreveport-Bossier City","LA MSA",8035,8035,0,0,0
"Sioux City","IA-NE MSA",2959,1709,0,0,1250
"Sioux Falls","SD MSA",17917,12600,818,0,4499
"South Bend","IN MSA",6378,6378,0,0,0
"Spokane","WA MSA",14583,12986,0,157,1440
"Springfield","IL MSA",6197,5420,585,0,192
"Springfield","MO MSA",18183,17850,195,138,0
"Springfield","MA MSA",8876,8391,485,0,0
"State College","PA MSA",3019,3019,0,0,0
"Steubenville-Weirton","OH-WV MSA",628,628,0,0,0
"Stockton-Lodi","CA MSA",43416,43416,0,0,0
"Sumter","SC MSA",2838,2838,0,0,0
"Syracuse","NY MSA",5562,5458,0,0,104
"Tallahassee","FL MSA",19146,12013,0,0,7133
"Tampa-St. Petersburg- Clearwater","FL MSA",144631,102964,3566,1234,36867
"Terre Haute","IN MSA",1312,1312,0,0,0
"Texarkana","TX-TexarkanaAR MSA",1117,1117,0,0,0
"Toledo","OH MSA",21953,20412,691,0,850
"Topeka","KS MSA",6943,6943,0,0,0
"Tucson","AZ MSA",82422,80824,1598,0,0
"Tulsa","OK MSA",34608,26355,253,0,8000
"Tuscaloosa","AL MSA",4519,4519,0,0,0
"Tyler","TX MSA",4291,4060,0,0,231
"Utica-Rome","NY MSA",840,840,0,0,0
"Victoria","TX MSA",674,674,0,0,0
"Visalia-Tulare-Porterville","CA MSA",11967,11967,0,0,0
"Waco","TX MSA",4208,3434,414,191,169
"Washington-Baltimore","DC-MD- VA-WV CMSA",383461,334742,0,252,48467
"Waterloo-Cedar Falls","IA MSA",4130,3130,0,0,1000
"Wausau","WI MSA",10761,3786,1025,0,5950
"West Palm Beach-Boca Raton FL MSA","120212",96137,125,0,23950,NA
"Wheeling","WV-OH MSA",208,208,0,0,0
"Wichita","KS MSA",16031,15089,942,0,0
"Wichita Falls","TX MSA",1982,1752,230,0,0
"Wilmington","NC MSA",24356,24356,0,0,0
"Yakima","WA MSA",3230,2626,604,0,0
"York","PA MSA",10602,10505,97,0,0
"Youngstown-Warren","OH MSA",13391,12077,543,771,0
"Yuba City","CA MSA",5144,5144,0,0,0
"Yuma","AZ MSA",7293,7293,0,0,0
