"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Eau Claire","WI",13420,11670,1750,0,0
"El Centro","CA",4430,4312,0,118,0
"El Paso","TX",38423,38423,0,0,0
"Elizabethtown","KY",11045,9785,0,250,1010
"Elkhart-Goshen","IN",14228,14228,0,0,0
"Elmira","NY",361,361,0,0,0
"Erie","PA",7397,7397,0,0,0
"Eugene-Springfield","OR",28978,22419,1430,0,5129
"Evansville","IN-KY",21125,13095,0,0,8030
"Fairbanks","AK",5894,5388,506,0,0
"Fargo","ND-MN",24333,11868,260,1514,10691
"Farmington","NM",7695,7695,0,0,0
"Fayetteville","NC",39319,37670,0,164,1485
"Fayetteville-Springdale-Rogers","AR-MO",67061,48610,4356,314,13781
"Flagstaff","AZ",14301,14301,0,0,0
"Flint","MI",15002,15002,0,0,0
"Florence","SC",4067,4067,0,0,0
"Florence-Muscle Shoals","AL",3205,2581,0,0,624
"Fond du Lac","WI",3500,2898,602,0,0
"Fort Collins-Loveland","CO",44791,40868,425,645,2853
"Fort Smith","AR-OK",11660,5868,740,150,4902
"Fort Walton Beach-Crestview-Destin","FL",110475,23746,0,0,86729
"Fort Wayne","IN",40227,37835,1162,210,1020
"Fresno","CA",78734,73067,890,1375,3402
"Gadsden","AL",3238,3238,0,0,0
"Gainesville","FL",20068,18237,0,0,1831
"Gainesville","GA",23198,22598,0,600,0
"Glens Falls","NY",8333,8278,55,0,0
"Goldsboro","NC",5225,5225,0,0,0
"Grand Forks","ND-MN",6981,2231,3800,0,950
"Grand Junction","CO",20435,20261,174,0,0
"Grand Rapids-Wyoming","MI",41565,39845,107,255,1358
"Great Falls","MT",4884,4884,0,0,0
"Greeley","CO",76305,73704,0,1533,1068
"Green Bay","WI",30033,21504,1243,0,7286
"Greensboro-High Point","NC",83886,74890,655,0,8341
"Greenville","NC",20294,17568,393,0,2333
"Greenville","SC",55796,53978,0,0,1818
"Gulfport-Biloxi","MS",34286,20609,262,203,13212
"Hagerstown-Martinsburg","MD-WV",49327,48719,608,0,0
"Hanford-Corcoran","CA",5551,5551,0,0,0
"Harrisburg-Carlisle","PA",23762,23762,0,0,0
"Harrisonburg","VA",18698,18578,120,0,0
"Hartford-West Hartford-East Hartford","CT",37431,36510,158,0,763
"Hattiesburg","MS",1290,1290,0,0,0
"Hickory-Lenoir-Morganton","NC",23774,23658,116,0,0
"Hinesville-Fort Stewart","GA",84,84,0,0,0
"Holland-Grand Haven","MI",22291,20555,562,834,340
"Honolulu","HI",55694,34144,250,1482,19818
"Hot Springs","AR",1531,1531,0,0,0
"Houma-Bayou Cane-Thibodaux","LA",6428,6428,0,0,0
"Houston-Baytown-Sugar Land","TX",764398,718752,2171,438,43037
"Huntington-Ashland","WV-KY-OH",626,626,0,0,0
"Huntsville","AL",41564,41564,0,0,0
"Idaho Falls","ID",22231,17439,0,4792,0
"Indianapolis","IN",219972,210326,3563,1593,4490
"Iowa City","IA",9586,8696,0,890,0
"Ithaca","NY",2070,1720,100,0,250
"Jackson","MI",3103,3103,0,0,0
"Jackson","MS",49543,47143,0,859,1541
"Jackson","TN",5288,5288,0,0,0
"Jacksonville","FL",354802,283390,538,15190,55684
"Jacksonville","NC",11147,11147,0,0,0
"Janesville","WI",8056,6538,413,225,880
"Jefferson City","MO",4352,4352,0,0,0
"Johnson City","TN",14963,14963,0,0,0
"Johnstown","PA",112,112,0,0,0
"Jonesboro","AR",5523,5403,120,0,0
"Joplin","MO",2097,2097,0,0,0
"Kalamazoo-Portage","MI",17213,17213,0,0,0
"Kankakee-Bradley","IL",5295,5295,0,0,0
"Kansas City","MO-KS",187090,168253,3335,9220,6282
"Kennewick-Richland-Pasco","WA",34582,28650,192,2249,3491
"Killeen-Temple-Fort Hood","TX",27150,25772,1378,0,0
"Kingsport-Bristol-Bristol","TN-VA",7638,7563,75,0,0
"Kingston","NY",6954,6774,180,0,0
"Knoxville","TN",45140,43417,1242,0,481
"Kokomo","IN",5882,5595,287,0,0
"La Crosse","WI-MN",11157,9957,536,235,429
"Lafayette","IN",16544,16544,0,0,0
"Lafayette","LA",15524,15384,0,140,0
"Lake Charles","LA",9138,8928,0,210,0
"Lakeland","FL",118725,109503,408,0,8814
"Lancaster","PA",21489,20854,0,0,635
"Lansing-East Lansing","MI",27075,21694,198,0,5183
"Laredo","TX",16319,14264,0,102,1953
"Las Cruces","NM",34530,34530,0,0,0
"Las Vegas-Paradise","NV",452739,413368,5567,4286,29518
"Lawrence","KS",4490,4490,0,0,0
"Lawton","OK",1630,1630,0,0,0
"Lebanon","PA",8214,8214,0,0,0
"Lewiston","ID-WA",1349,1059,290,0,0
"Lewiston-Auburn","ME",8585,8585,0,0,0
"Lexington-Fayette","KY",62756,57506,225,366,4659
"Lima","OH",532,532,0,0,0
"Lincoln","NE",21377,21127,0,250,0
"Little Rock-North Little Rock","AR",60520,59620,900,0,0
"Logan","UT-ID",12414,12164,0,250,0
"Longview","TX",3698,3698,0,0,0
"Longview","WA",5596,5407,0,189,0
"Los Angeles-Long Beach-Santa Ana","CA",446267,340066,7968,26275,71958
"Louisville","KY-IN",129237,123768,761,415,4293
"Lubbock","TX",18767,18587,180,0,0
"Lynchburg","VA",19586,19586,0,0,0
"Macon","GA",9265,9265,0,0,0
"Madera","CA",18337,18337,0,0,0
"Madison","WI",105884,60020,4303,2520,39041
"Manchester-Nashua","NH",34381,33232,790,0,359
"Mansfield","OH",4229,3755,198,276,0
"McAllen-Edinburg-Pharr","TX",83687,78541,471,4139,536
"Medford","OR",26726,24444,841,1148,293
"Memphis","TN-MS-AR",153204,152109,0,0,1095
"Merced","CA",36143,36143,0,0,0
"Miami-Fort Lauderdale-Miami Beach","FL",526364,381590,2161,4181,138432
"Michigan City-La Porte","IN",3754,3754,0,0,0
"Midland","TX",4173,4173,0,0,0
"Milwaukee-Waukesha-West Allis","WI",87449,78494,2275,1328,5352
"Minneapolis-St. Paul-Bloomington","MN-WI",404484,380551,1749,2907,19277
"Missoula","MT",3161,3107,54,0,0
"Mobile","AL",31636,25553,0,0,6083
"Modesto","CA",55856,53954,201,0,1701
"Monroe","LA",6333,6323,10,0,0
"Monroe","MI",4926,4926,0,0,0
"Montgomery","AL",31640,20168,0,0,11472
"Morgantown","WV",998,538,0,0,460
"Morristown","TN",7240,7240,0,0,0
"Mount Vernon-Anacortes","WA",11170,10121,1049,0,0
"Muncie","IN",577,577,0,0,0
"Muskegon-Norton Shores","MI",5925,5755,170,0,0
"Myrtle Beach-Conway-North Myrtle Beach","SC",141645,64345,627,0,76673
"Napa","CA",3095,3095,0,0,0
"Naples-Marco Island","FL",190174,82190,578,7830,99576
"Nashville-Davidson--Murfreesboro","TN",207465,193714,3779,171,9801
"New Haven-Milford","CT",20852,19248,0,0,1604
"New Orleans-Metairie-Kenner","LA",66230,64640,859,0,731
"New York-Northern New Jersey-Long Island","NY-NJ-PA",707307,383377,61793,58014,204123
"Niles-Benton Harbor","MI",1891,1649,0,242,0
"Norwich-New London","CT",16455,15522,209,724,0
"Ocala","FL",59691,58460,210,1021,0
"Ocean City","NJ",23664,12554,6103,2332,2675
"Odessa","TX",2385,2385,0,0,0
"Ogden-Clearfield","UT",69380,66222,0,3158,0
"Oklahoma City","OK",108583,106755,385,148,1295
"Olympia","WA",34432,34432,0,0,0
"Omaha-Council Bluffs","NE-IA",79775,79322,104,0,349
"Orlando","FL",301606,289677,0,1675,10254
"Oshkosh-Neenah","WI",13435,12830,435,170,0
"Owensboro","KY",3874,3874,0,0,0
"Oxnard-Thousand Oaks-Ventura","CA",66007,64258,0,1217,532
"Palm Bay-Melbourne-Titusville","FL",115996,102540,0,0,13456
"Panama City-Lynn Haven","FL",50961,19044,143,494,31280
"Parkersburg-Marietta","WV-OH",1835,1835,0,0,0
"Pascagoula","MS",8483,8343,140,0,0
"Pensacola-Ferry Pass-Brent","FL",35353,34587,0,0,766
"Peoria","IL",10156,7970,1610,0,576
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",232386,209871,373,1322,20820
"Phoenix-Mesa-Scottsdale","AZ",742288,712695,458,4547,24588
"Pine Bluff","AR",1028,957,0,0,71
"Pittsburgh","PA",98857,92766,326,1967,3798
"Pittsfield","MA",723,723,0,0,0
"Pocatello","ID",3598,3468,0,130,0
"Port St. Lucie-Fort Pierce","FL",124463,117423,747,1880,4413
"Portland-South Portland-Biddeford","ME",54929,49124,1763,2126,1916
"Portland-Vancouver-Beaverton","OR-WA",242828,211430,3412,3623,24363
"Poughkeepsie-Newburgh-Middletown","NY",26532,25105,0,0,1427
"Prescott","AZ",57040,56897,143,0,0
"Providence-New Bedford-Fall River","RI-MA",61854,52420,1191,246,7997
"Provo-Orem","UT",70118,63982,1463,2185,2488
"Pueblo","CO",16645,15946,399,300,0
"Punta Gorda","FL",49003,36873,3595,1057,7478
"Racine","WI",14972,14782,0,0,190
"Raleigh-Cary","NC",228038,226120,80,0,1838
"Rapid City","SD",12385,11821,564,0,0
"Reading","PA",12773,12148,0,0,625
"Redding","CA",16892,16189,703,0,0
"Reno-Sparks","NV",47062,46657,0,405,0
"Richmond","VA",124740,123844,0,513,383
"Riverside-San Bernardino-Ontario","CA",943450,918464,819,15459,8708
"Roanoke","VA",16629,16521,108,0,0
"Rochester","MN",20908,20679,229,0,0
"Rochester","NY",25466,24089,180,0,1197
"Rockford","IL",17883,16063,550,670,600
"Rocky Mount","NC",5126,4982,144,0,0
"Rome","GA",6030,5530,500,0,0
"Sacramento--Arden-Arcade--Roseville","CA",330970,291485,1567,325,37593
"Saginaw-Saginaw Township North","MI",4632,4632,0,0,0
"Salem","OR",29610,27779,368,638,825
"Salinas","CA",18177,18177,0,0,0
"Salisbury","MD",10040,8713,0,0,1327
"Salt Lake City","UT",98483,92860,604,1942,3077
"San Angelo","TX",3038,3038,0,0,0
"San Antonio","TX",259846,187518,1508,500,70320
"San Diego-Carlsbad-San Marcos","CA",292816,204279,14651,5708,68178
"San Francisco-Oakland-Fremont","CA",305330,227481,1530,2101,74218
"San Jose-Sunnyvale-Santa Clara","CA",136286,68479,393,4456,62958
"San Luis Obispo-Paso Robles","CA",31536,31096,160,0,280
"Sandusky","OH",0,0,0,0,0
"Santa Barbara-Santa Maria-Goleta","CA",15414,14448,223,488,255
"Santa Cruz-Watsonville","CA",11864,11864,0,0,0
"Santa Fe","NM",7026,7026,0,0,0
"Santa Rosa-Petaluma","CA",25258,24445,813,0,0
"Sarasota-Bradenton-Venice","FL",228436,202949,1059,857,23571
"Savannah","GA",41771,39472,200,1899,200
"Scranton--Wilkes-Barre","PA",5772,5223,170,379,0
"Seattle-Tacoma-Bellevue","WA",353801,313469,8134,7242,24956
"Sheboygan","WI",5263,5084,179,0,0
"Sherman-Denison","TX",452,452,0,0,0
"Shreveport-Bossier City","LA",23995,23995,0,0,0
"Sioux City","IA-NE-SD",4206,3675,531,0,0
"Sioux Falls","SD",24615,20509,0,275,3831
"South Bend-Mishawaka","IN-MI",14639,14239,0,0,400
"Spartanburg","SC",18021,17758,0,263,0
"Spokane","WA",31083,26482,0,1441,3160
"Springfield","IL",6469,5408,906,0,155
"Springfield","MA",18464,18042,422,0,0
"Springfield","MO",33804,31804,1750,0,250
"Springfield","OH",4709,3669,0,1040,0
"St. Cloud","MN",17292,16914,0,0,378
"St. George","UT",47768,47074,0,0,694
"St. Joseph","MO-KS",1402,1402,0,0,0
"St. Louis","MO-IL",242660,221775,2902,1654,16329
"State College","PA",7205,6240,0,0,965
"Stockton","CA",93103,90690,0,1778,635
"Sumter","SC",5802,5332,131,339,0
"Syracuse","NY",16427,15953,474,0,0
"Tallahassee","FL",43687,34307,857,261,8262
"Tampa-St. Petersburg-Clearwater","FL",467700,414512,9355,1142,42691
"Terre Haute","IN",4240,3192,295,0,753
"Texarkana","TX-TexarkanaAR",2797,2797,0,0,0
"Toledo","OH",36269,33584,1805,880,0
"Topeka","KS",19021,19021,0,0,0
"Trenton-Ewing","NJ",14292,10427,0,0,3865
"Tucson","AZ",171774,166983,1088,149,3554
"Tulsa","OK",67431,67431,0,0,0
"Tuscaloosa","AL",23950,17545,0,0,6405
"Tyler","TX",7525,7155,0,0,370
"Utica-Rome","NY",570,570,0,0,0
"Valdosta","GA",11417,11417,0,0,0
"Vallejo-Fairfield","CA",39148,39148,0,0,0
"Vero Beach","FL",84705,76122,210,0,8373
"Victoria","TX",1735,1735,0,0,0
"Vineland-Millville-Bridgeton","NJ",4605,4499,106,0,0
"Virginia Beach-Norfolk-Newport News","VA-NC",122261,110241,2214,933,8873
"Visalia-Porterville","CA",33885,33026,612,247,0
"Waco","TX",6788,5288,1500,0,0
"Warner Robins","GA",19999,19999,0,0,0
"Washington-Arlington-Alexandria","DC-VA-MD-WV",446924,395718,0,0,51206
"Waterloo-Cedar Falls","IA",11628,10683,945,0,0
"Wausau","WI",11188,10948,240,0,0
"Weirton-Steubenville","WV-OH",515,515,0,0,0
"Wenatchee","WA",9597,9332,265,0,0
"Wheeling","WV-OH",0,0,0,0,0
"Wichita Falls","TX",3788,3488,300,0,0
"Wichita","KS",30490,28449,1341,700,0
"Williamsport","PA",750,750,0,0,0
"Wilmington","NC",105046,102342,1303,0,1401
"Winchester","VA-WV",29463,29463,0,0,0
"Winston-Salem","NC",40964,40964,0,0,0
"Worcester","MA",37447,36334,441,672,0
"Yakima","WA",6877,6877,0,0,0
"York-Hanover","PA",32428,31382,0,237,809
"Youngstown-Warren-Boardman","OH-PA",13962,13487,475,0,0
"Yuba City-Marysville","CA",77630,77630,0,0,0
"Yuma","AZ",24960,24960,0,0,0
