"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Savannah","GA",51406,50330,0,0,1076,3
"Scranton--Wilkes-Barre","PA",5146,5146,0,0,0,3
"Seattle-Tacoma-Bellevue","WA",359704,312938,5007,11338,30421,3
"Sebastian-Vero Beach","FL",110359,107632,690,725,1312,3
"Sheboygan","WI",2767,2243,524,0,0,3
"Sherman-Denison","TX",497,497,0,0,0,3
"Shreveport-Bossier City","LA",31774,31137,0,0,637,3
"Sioux City","IA-NE-SD",4152,4152,0,0,0,3
"Sioux Falls","SD",18259,17089,140,1030,0,3
"South Bend-Mishawaka","IN-MI",13714,9212,250,0,4252,3
"Spartanburg","SC",19010,18618,392,0,0,3
"Spokane","WA",29789,22520,318,0,6951,3
"Springfield","IL",6798,5930,589,0,279,3
"Springfield","MA",12553,12190,363,0,0,3
"Springfield","MO",34398,30668,2530,0,1200,3
"Springfield","OH",2232,2232,0,0,0,3
"St. Cloud","MN",15116,14400,0,0,716,3
"St. George","UT",34648,34648,0,0,0,3
"St. Joseph","MO-KS",2258,1559,273,0,426,3
"St. Louis","MO-IL",227232,218944,2415,878,4995,3
"State College","PA",6488,6488,0,0,0,3
"Stockton","CA",87854,85195,0,0,2659,3
"Sumter","SC",6202,5817,131,254,0,3
"Syracuse","NY",13851,13851,0,0,0,3
"Tallahassee","FL",53212,42355,476,1479,8902,3
"Tampa-St. Petersburg-Clearwater","FL",445483,393085,12712,2064,37622,3
"Terre Haute","IN",3280,2300,108,0,872,3
"Texarkana","TX-Texarkana",2634,2634,0,0,0,3
"Toledo","OH",31791,29991,0,0,1800,3
"Topeka","KS",9879,9879,0,0,0,3
"Trenton-Ewing","NJ",8807,8482,325,0,0,3
"Tucson","AZ",174504,167500,1738,1360,3906,3
"Tulsa","OK",100032,89184,4770,1002,5076,3
"Tuscaloosa","AL",20798,20798,0,0,0,3
"Tyler","TX",8277,7861,0,0,416,3
"Utica-Rome","NY",469,469,0,0,0,3
"Valdosta","GA",11095,10871,224,0,0,3
"Vallejo-Fairfield","CA",19728,19728,0,0,0,3
"Victoria","TX",3107,1584,0,654,869,3
"Vineland-Millville-Bridgeton","NJ",5071,5071,0,0,0,3
"Virginia Beach-Norfolk-Newport News","VA-NC",137673,114900,4081,2589,16103,3
"Visalia-Porterville","CA",49070,43657,143,0,5270,3
"Waco","TX",8521,8441,80,0,0,3
"Warner Robins","GA",17542,17542,0,0,0,3
"Washington-Arlington-Alexandria","DC-VA-MD-WV",561500,347900,350,595,212655,3
"Waterloo-Cedar Falls","IA",9793,9793,0,0,0,3
"Wausau","WI",10122,7843,179,0,2100,3
"Weirton-Steubenville","WV-OH",998,998,0,0,0,3
"Wenatchee","WA",6213,6213,0,0,0,3
"Wheeling","WV-OH",0,0,0,0,0,3
"Wichita Falls","TX",3569,3569,0,0,0,3
"Wichita","KS",37069,29423,1642,0,6004,3
"Williamsport","PA",407,407,0,0,0,3
"Wilmington","NC",139302,106696,397,0,32209,3
"Winchester","VA-WV",27992,27192,0,0,800,3
"Winston-Salem","NC",35566,35566,0,0,0,3
"Worcester","MA",46951,29660,1087,797,15407,3
"Yakima","WA",12144,12144,0,0,0,3
"York-Hanover","PA",35512,32707,844,640,1321,3
"Youngstown-Warren-Boardman","OH-PA",14138,13658,420,60,0,3
"Yuba City","CA",19519,19519,0,0,0,3
"Yuma","AZ",21956,21053,0,0,903,3
"Abilene","TX",5258,5098,160,0,0,4
"Akron","OH",24999,23037,1225,384,353,4
"Albany","GA",5819,5709,0,110,0,4
"Albany-Schenectady-Troy","NY",25286,24148,0,0,1138,4
"Albuquerque","NM",69089,67718,0,153,1218,4
"Alexandria","LA",9269,9269,0,0,0,4
"Allentown-Bethlehem-Easton","PA-NJ",61490,54949,100,5359,1082,4
"Altoona","PA",0,0,0,0,0,4
"Amarillo","TX",8830,8830,0,0,0,4
"Ames","IA",4816,4816,0,0,0,4
"Anchorage","AK",34820,26098,1312,0,7410,4
"Anderson","IN",4967,4967,0,0,0,4
"Anderson","SC",13169,13031,138,0,0,4
"Ann Arbor","MI",7633,7331,0,0,302,4
"Anniston-Oxford","AL",1604,1604,0,0,0,4
"Appleton","WI",18734,16514,780,1440,0,4
"Asheville","NC",57193,54348,303,225,2317,4
"Athens-Clarke County","GA",19466,19466,0,0,0,4
"Atlanta-Sandy Springs-Marietta","GA",852820,726013,1025,1822,123960,4
"Atlantic City","NJ",16346,16346,0,0,0,4
"Auburn-Opelika","AL",34726,21292,112,0,13322,4
"Augusta-Richmond County","GA-SC",39984,39984,0,0,0,4
"Austin-Round Rock","TX",291831,225672,4623,5364,56172,4
"Bakersfield","CA",77198,74807,551,678,1162,4
"Baltimore-Towson","MD",122271,110466,0,857,10948,4
"Bangor","ME",5392,4419,300,673,0,4
"Barnstable Town","MA",26965,25438,0,0,1527,4
"Baton Rouge","LA",46320,41347,112,0,4861,4
"Battle Creek","MI",738,738,0,0,0,4
"Bay City","MI",200,200,0,0,0,4
"Beaumont-Port Arthur","TX",11937,6992,0,0,4945,4
"Bellingham","WA",17814,16319,361,0,1134,4
"Bend","OR",71617,70460,506,651,0,4
"Billings","MT",8678,8678,0,0,0,4
"Binghamton","NY",1190,1190,0,0,0,4
"Birmingham-Hoover","AL",93569,93569,0,0,0,4
"Bismarck","ND",14287,13724,0,563,0,4
"Bloomington","IN",6679,6074,0,0,605,4
"Bloomington-Normal","IL",6136,5917,0,0,219,4
"Boise City-Nampa","ID",163229,159589,2343,1297,0,4
"Boston-Cambridge-Quincy","MA-NH",270667,136901,8258,7968,117540,4
"Boulder","CO",10644,9793,0,270,581,4
"Bowling Green","KY",10522,10522,0,0,0,4
"Bremerton-Silverdale","WA",16612,15011,0,0,1601,4
"Bridgeport-Stamford-Norwalk","CT",50588,48147,873,720,848,4
"Brownsville-Harlingen","TX",25858,25022,836,0,0,4
"Brunswick","GA",17696,17592,0,0,104,4
"Buffalo-Niagara Falls","NY",18856,16623,120,0,2113,4
"Burlington","NC",17264,17264,0,0,0,4
"Burlington-South Burlington","VT",9806,7028,365,310,2103,4
"Canton-Massillon","OH",13763,13763,0,0,0,4
"Cape Coral-Fort Myers","FL",399577,323483,855,727,74512,4
"Carson City","NV",959,959,0,0,0,4
"Casper","WY",5119,5119,0,0,0,4
"Cedar Rapids","IA",12465,10894,826,745,0,4
"Champaign-Urbana","IL",10732,10133,89,0,510,4
"Charleston","WV",4411,4411,0,0,0,4
"Charleston-North Charleston","SC",122933,114871,1696,798,5568,4
"Charlotte-Gastonia-Concord","NC-SC",358233,286905,1017,408,69903,4
"Charlottesville","VA",25252,25252,0,0,0,4
"Chattanooga","TN-GA",31978,30649,521,546,262,4
"Cheyenne","WY",8733,7736,0,257,740,4
"Chicago-Naperville-Joliet","IL-IN-WI",727678,598179,5875,18804,104820,4
"Chico","CA",15446,15446,0,0,0,4
"Cincinnati-Middletown","OH-KY-IN",160646,152263,930,2290,5163,4
"Clarksville","TN-KY",20264,17483,0,2193,588,4
"Cleveland","TN",9528,9023,277,228,0,4
"Cleveland-Elyria-Mentor","OH",98421,94741,725,2357,598,4
"Coeur dAlene","ID",48239,23239,0,0,25000,4
"College Station-Bryan","TX",18338,17758,0,580,0,4
"Colorado Springs","CO",84791,82227,0,515,2049,4
"Columbia","MO",21569,18549,1977,179,864,4
"Columbia","SC",69037,64877,108,0,4052,4
"Columbus","GA-AL",24997,22561,0,183,2253,4
"Columbus","IN",5050,5050,0,0,0,4
"Columbus","OH",139334,123200,1568,2139,12427,4
"Corpus Christi","TX",18112,16757,361,0,994,4
"Corvallis","OR",2609,2609,0,0,0,4
"Cumberland","MD-WV",1409,1409,0,0,0,4
"Dallas-Fort Worth-Arlington","TX",800814,770839,1845,1109,27021,4
"Dalton","GA",7599,6869,99,171,460,4
"Danville","IL",0,0,0,0,0,4
"Danville","VA",2483,2483,0,0,0,4
"Davenport-Moline-Rock Island","IA-IL",10987,10382,605,0,0,4
"Dayton","OH",29069,28100,742,0,227,4
"Decatur","AL",5096,5096,0,0,0,4
"Decatur","IL",0,0,0,0,0,4
"Deltona-Daytona Beach-Ormond Beach","FL",78043,55104,0,1125,21814,4
"Denver-Aurora","CO",334586,264904,0,1380,68302,4
"Des Moines-West Des Moines","IA",77059,71525,0,1212,4322,4
"Detroit-Warren-Livonia","MI",147511,124819,719,684,21289,4
"Dothan","AL",11770,11770,0,0,0,4
"Dover","DE",18319,17665,0,0,654,4
"Dubuque","IA",6509,6151,122,236,0,4
"Duluth","MN-WI",9099,7850,321,327,601,4
"Durham","NC",67362,67362,0,0,0,4
"Eau Claire","WI",9616,9048,568,0,0,4
"El Centro","CA",12426,11820,0,0,606,4
"El Paso","TX",46535,34635,0,11900,0,4
"Elizabethtown","KY",6180,6180,0,0,0,4
"Elkhart-Goshen","IN",11111,11111,0,0,0,4
"Elmira","NY",524,524,0,0,0,4
"Erie","PA",4654,4312,342,0,0,4
"Eugene-Springfield","OR",31807,21435,509,0,9863,4
"Evansville","IN-KY",18709,17929,200,260,320,4
"Fairbanks","AK",11803,10338,1215,250,0,4
"Fargo","ND-MN",27278,22777,0,358,4143,4
"Farmington","NM",7960,7960,0,0,0,4
"Fayetteville","NC",42666,36034,0,0,6632,4
"Fayetteville-Springdale-Rogers","AR-MO",74032,59956,6918,1658,5500,4
"Flagstaff","AZ",17767,13632,0,0,4135,4
"Flint","MI",12425,11183,0,0,1242,4
"Florence","SC",9427,9427,0,0,0,4
"Florence-Muscle Shoals","AL",2732,2732,0,0,0,4
"Fond du Lac","WI",1508,1508,0,0,0,4
"Fort Collins-Loveland","CO",34085,30616,0,0,3469,4
"Fort Smith","AR-OK",6180,6180,0,0,0,4
"Fort Walton Beach-Crestview-Destin","FL",32482,17131,0,694,14657,4
"Fort Wayne","IN",24860,19486,3489,0,1885,4
"Fresno","CA",52015,44643,545,629,6198,4
"Gadsden","AL",1623,1623,0,0,0,4
"Gainesville","FL",17907,16083,0,0,1824,4
"Gainesville","GA",27431,24841,0,890,1700,4
"Glens Falls","NY",8337,8187,0,150,0,4
"Goldsboro","NC",5352,5152,200,0,0,4
"Grand Forks","ND-MN",3827,3827,0,0,0,4
"Grand Junction","CO",19734,19734,0,0,0,4
"Grand Rapids-Wyoming","MI",42467,41150,107,0,1210,4
"Great Falls","MT",1988,1988,0,0,0,4
"Greeley","CO",50558,47591,0,0,2967,4
"Green Bay","WI",16727,15270,857,0,600,4
"Greensboro-High Point","NC",70047,66152,130,337,3428,4
"Greenville","NC",19136,17471,1665,0,0,4
"Greenville","SC",52979,52979,0,0,0,4
"Gulfport-Biloxi","MS",23583,23127,456,0,0,4
"Hagerstown-Martinsburg","MD-WV",34668,32611,2057,0,0,4
"Hanford-Corcoran","CA",7033,6892,141,0,0,4
"Harrisburg-Carlisle","PA",20002,20002,0,0,0,4
"Harrisonburg","VA",20729,20357,372,0,0,4
"Hartford-West Hartford-East Hartford","CT",37434,36141,320,0,973,4
"Hattiesburg","MS",1865,1865,0,0,0,4
"Hickory-Lenoir-Morganton","NC",27189,27062,127,0,0,4
"Hinesville-Fort Stewart","GA",0,0,0,0,0,4
"Holland-Grand Haven","MI",11995,10383,0,430,1182,4
"Honolulu","HI",28529,28024,0,0,505,4
"Hot Springs","AR",1421,1421,0,0,0,4
"Houma-Bayou Cane-Thibodaux","LA",12805,12805,0,0,0,4
"Houston-Sugar Land-Baytown","TX",823445,704439,2758,14771,101477,4
"Huntington-Ashland","WV-KY-OH",267,267,0,0,0,4
"Huntsville","AL",31569,31569,0,0,0,4
"Idaho Falls","ID",21103,20297,0,806,0,4
"Indianapolis-Carmel","IN",180422,167273,3116,2218,7815,4
"Iowa City","IA",10553,9862,205,0,486,4
"Ithaca","NY",1026,709,0,0,317,4
"Jackson","MI",2280,2280,0,0,0,4
"Jackson","MS",47525,47525,0,0,0,4
"Jackson","TN",6663,6663,0,0,0,4
"Jacksonville","FL",342977,332882,1090,0,9005,4
"Jacksonville","NC",15435,14775,660,0,0,4
"Janesville","WI",8677,7282,205,201,989,4
"Jefferson City","MO",2548,2548,0,0,0,4
"Johnson City","TN",11799,11799,0,0,0,4
"Johnstown","PA",262,262,0,0,0,4
"Jonesboro","AR",7336,7161,175,0,0,4
"Joplin","MO",2246,1956,0,0,290,4
"Kalamazoo-Portage","MI",9881,9881,0,0,0,4
"Kankakee-Bradley","IL",2948,2948,0,0,0,4
"Kansas City","MO-KS",166712,161236,1854,2634,988,4
"Kennewick-Richland-Pasco","WA",27123,25565,247,956,355,4
"Killeen-Temple-Fort Hood","TX",27701,26693,843,165,0,4
"Kingsport-Bristol-Bristol","TN-VA",7157,6995,0,0,162,4
"Kingston","NY",6153,5518,0,0,635,4
"Knoxville","TN",46467,44232,388,736,1111,4
"Kokomo","IN",2913,2913,0,0,0,4
"La Crosse","WI-MN",8658,8480,0,178,0,4
"Lafayette","IN",7628,7628,0,0,0,4
"Lafayette","LA",15755,15639,0,116,0,4
"Lake Charles","LA",3958,3635,69,0,254,4
"Lakeland","FL",97941,97941,0,0,0,4
"Lancaster","PA",17966,16242,140,396,1188,4
"Lansing-East Lansing","MI",20332,15423,0,0,4909,4
"Laredo","TX",17925,15911,0,224,1790,4
"Las Cruces","NM",31334,29787,262,1285,0,4
"Las Vegas-Paradise","NV",329203,283613,0,2849,42741,4
"Lawrence","KS",4011,4011,0,0,0,4
"Lawton","OK",3828,3828,0,0,0,4
"Lebanon","PA",6438,6438,0,0,0,4
"Lewiston","ID-WA",3672,674,0,0,2998,4
"Lewiston-Auburn","ME",4739,4139,600,0,0,4
"Lexington-Fayette","KY",54428,52030,0,755,1643,4
"Lima","OH",1080,1080,0,0,0,4
"Lincoln","NE",17168,16546,191,0,431,4
"Little Rock-North Little Rock","AR",61879,60704,637,0,538,4
"Logan","UT-ID",8392,6875,0,1100,417,4
"Longview","TX",2974,2974,0,0,0,4
"Longview","WA",8589,8589,0,0,0,4
"Los Angeles-Long Beach-Santa Ana","CA",560015,350118,6626,7237,196034,4
"Louisville-Jefferson County","KY-IN",58233,55563,290,500,1880,4
"Lubbock","TX",19924,19924,0,0,0,4
"Lynchburg","VA",26338,26338,0,0,0,4
"Macon","GA",9275,9275,0,0,0,4
"Madera","CA",15264,15264,0,0,0,4
"Madison","WI",61777,46560,2593,5600,7024,4
"Manchester-Nashua","NH",18756,17062,480,750,464,4
"Mansfield","OH",2352,2352,0,0,0,4
"McAllen-Edinburg-Mission","TX",87142,83894,171,2343,734,4
"Medford","OR",21462,19399,135,0,1928,4
"Memphis","TN-MS-AR",116217,115917,0,300,0,4
"Merced","CA",37829,37494,83,252,0,4
"Miami-Fort Lauderdale-Miami Beach","FL",465743,232020,3826,9136,220761,4
"Michigan City-La Porte","IN",4979,4979,0,0,0,4
"Midland","TX",5677,5677,0,0,0,4
"Milwaukee-Waukesha-West Allis","WI",79094,69865,2268,3333,3628,4
"Minneapolis-St. Paul-Bloomington","MN-WI",280447,261937,1470,1622,15418,4
"Missoula","MT",2913,2756,93,0,64,4
"Mobile","AL",29123,26616,0,0,2507,4
"Modesto","CA",61310,58528,199,0,2583,4
"Monroe","LA",7469,6550,0,0,919,4
"Monroe","MI",5223,5223,0,0,0,4
"Montgomery","AL",23217,23217,0,0,0,4
"Morgantown","WV",527,527,0,0,0,4
"Morristown","TN",9663,9663,0,0,0,4
"Mount Vernon-Anacortes","WA",11268,11268,0,0,0,4
"Muncie","IN",2097,2097,0,0,0,4
"Muskegon-Norton Shores","MI",2303,1974,329,0,0,4
"Myrtle Beach-Conway-North Myrtle Beach","SC",104626,84650,0,0,19976,4
"Napa","CA",1416,1416,0,0,0,4
"Naples-Marco Island","FL",160847,93951,0,15368,51528,4
"Nashville-Davidson--Murfreesboro","TN",197210,193523,1709,0,1978,4
"New Haven-Milford","CT",19641,17129,130,251,2131,4
"New Orleans-Metairie-Kenner","LA",62868,60308,60,0,2500,4
"New York-Northern New Jersey-Long Island","NY-NJ-PA",578011,322829,43116,48200,163866,4
"Niles-Benton Harbor","MI",1945,1945,0,0,0,4
"Norwich-New London","CT",14460,11754,623,0,2083,4
"Ocala","FL",106247,106067,0,180,0,4
"Ocean City","NJ",15984,13404,2580,0,0,4
"Odessa","TX",3246,3246,0,0,0,4
"Ogden-Clearfield","UT",56844,56236,0,608,0,4
"Oklahoma City","OK",112894,109481,305,251,2857,4
"Olympia","WA",30800,29398,1402,0,0,4
"Omaha-Council Bluffs","NE-IA",53588,52604,984,0,0,4
"Orlando-Kissimmee","FL",563176,479950,218,261,82747,4
"Oshkosh-Neenah","WI",5519,5519,0,0,0,4
"Owensboro","KY",2740,2740,0,0,0,4
"Oxnard-Thousand Oaks-Ventura","CA",103008,86690,1852,487,13979,4
"Palm Bay-Melbourne-Titusville","FL",100813,84720,197,470,15426,4
"Panama City-Lynn Haven","FL",75858,9621,253,5246,60738,4
"Parkersburg-Marietta-Vienna","WV-OH",2214,2214,0,0,0,4
"Pascagoula","MS",14075,14018,57,0,0,4
"Pensacola-Ferry Pass-Brent","FL",24549,24225,324,0,0,4
"Peoria","IL",8950,8038,912,0,0,4
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",196208,165543,1223,2039,27403,4
"Phoenix-Mesa-Scottsdale","AZ",713691,598750,1174,13057,100710,4
"Pine Bluff","AR",792,721,0,0,71,4
"Pittsburgh","PA",79047,75863,817,1238,1129,4
"Pittsfield","MA",658,658,0,0,0,4
"Pocatello","ID",4979,4915,64,0,0,4
"Port St. Lucie-Fort Pierce","FL",114150,100880,0,721,12549,4
"Portland-South Portland-Biddeford","ME",44410,41139,941,611,1719,4
"Portland-Vancouver-Beaverton","OR-WA",269796,208679,4614,2085,54418,4
"Poughkeepsie-Newburgh-Middletown","NY",18894,16362,0,0,2532,4
"Prescott","AZ",40335,39979,0,356,0,4
"Providence-New Bedford-Fall River","RI-MA",40807,35128,1338,1520,2821,4
"Provo-Orem","UT",97775,93497,670,1484,2124,4
"Pueblo","CO",18235,18235,0,0,0,4
"Punta Gorda","FL",54408,41977,1446,3292,7693,4
"Racine","WI",16394,15886,508,0,0,4
"Raleigh-Cary","NC",249758,222249,338,65,27106,4
"Rapid City","SD",8414,8218,196,0,0,4
"Reading","PA",12191,12191,0,0,0,4
"Redding","CA",9463,8699,0,764,0,4
"Reno-Sparks","NV",67397,64366,170,1591,1270,4
"Richmond","VA",155568,153125,0,727,1716,4
"Riverside-San Bernardino-Ontario","CA",776225,737341,8995,1001,28888,4
"Roanoke","VA",19997,19752,0,0,245,4
"Rochester","MN",15940,14686,0,0,1254,4
"Rochester","NY",20507,20027,480,0,0,4
"Rockford","IL",25930,24010,760,560,600,4
"Rocky Mount","NC",5107,4728,206,173,0,4
"Rome","GA",5057,4870,187,0,0,4
"Sacramento--Arden-Arcade--Roseville","CA",158277,141641,2272,1995,12369,4
"Saginaw-Saginaw Township North","MI",2764,2764,0,0,0,4
"Salem","OR",23540,21340,451,203,1546,4
"Salinas","CA",19111,19111,0,0,0,4
"Salisbury","MD",7467,6505,0,0,962,4
"Salt Lake City","UT",115453,110374,923,3737,419,4
"San Angelo","TX",4089,4089,0,0,0,4
"San Antonio","TX",210088,172458,0,727,36903,4
"San Diego-Carlsbad-San Marcos","CA",124048,111080,1055,1209,10704,4
"San Francisco-Oakland-Fremont","CA",206533,176780,235,302,29216,4
"San Jose-Sunnyvale-Santa Clara","CA",115594,36156,0,0,79438,4
"San Luis Obispo-Paso Robles","CA",23146,20853,280,690,1323,4
"Sandusky","OH",270,0,0,0,270,4
"Santa Barbara-Santa Maria","CA",24147,23241,237,669,0,4
"Santa Cruz-Watsonville","CA",10265,10039,226,0,0,4
"Santa Fe","NM",5580,5580,0,0,0,4
"Santa Rosa-Petaluma","CA",30603,24224,0,0,6379,4
"Sarasota-Bradenton-Venice","FL",125611,92028,1950,1059,30574,4
"Savannah","GA",36604,34714,357,1390,143,4
"Scranton--Wilkes-Barre","PA",7706,7706,0,0,0,4
"Seattle-Tacoma-Bellevue","WA",435588,283898,3817,4167,143706,4
"Sebastian-Vero Beach","FL",76325,66470,0,0,9855,4
"Sheboygan","WI",2872,2601,271,0,0,4
"Sherman-Denison","TX",331,331,0,0,0,4
"Shreveport-Bossier City","LA",28558,27153,455,0,950,4
"Sioux City","IA-NE-SD",2967,2688,279,0,0,4
"Sioux Falls","SD",24421,23631,240,550,0,4
"South Bend-Mishawaka","IN-MI",7785,7285,0,0,500,4
"Spartanburg","SC",16534,16534,0,0,0,4
"Spokane","WA",34965,34965,0,0,0,4
"Springfield","IL",5911,4704,1051,0,156,4
"Springfield","MA",9907,9516,391,0,0,4
"Springfield","MO",39966,36050,2560,0,1356,4
"Springfield","OH",2044,2044,0,0,0,4
"St. Cloud","MN",17588,17233,0,0,355,4
"St. George","UT",34758,31431,217,0,3110,4
"St. Joseph","MO-KS",3531,2111,1420,0,0,4
"St. Louis","MO-IL",195625,183922,2978,2840,5885,4
"State College","PA",12445,8767,195,0,3483,4
"Stockton","CA",71324,71110,214,0,0,4
"Sumter","SC",4752,4557,195,0,0,4
"Syracuse","NY",14720,14560,0,0,160,4
"Tallahassee","FL",43214,35420,358,1479,5957,4
"Tampa-St. Petersburg-Clearwater","FL",357197,330629,787,3464,22317,4
"Terre Haute","IN",3715,3282,118,0,315,4
"Texarkana","TX-Texarkana",2134,1758,376,0,0,4
"Toledo","OH",22183,21478,116,240,349,4
"Topeka","KS",14686,13238,1228,220,0,4
"Trenton-Ewing","NJ",6062,6037,25,0,0,4
"Tucson","AZ",137863,135514,966,207,1176,4
"Tulsa","OK",74930,74930,0,0,0,4
"Tuscaloosa","AL",15324,15324,0,0,0,4
"Tyler","TX",6832,6312,0,150,370,4
"Utica-Rome","NY",330,330,0,0,0,4
"Valdosta","GA",9931,9057,327,177,370,4
"Vallejo-Fairfield","CA",26527,26022,0,505,0,4
"Victoria","TX",1214,1214,0,0,0,4
"Vineland-Millville-Bridgeton","NJ",5198,4858,0,340,0,4
"Virginia Beach-Norfolk-Newport News","VA-NC",89076,81748,1880,1244,4204,4
"Visalia-Porterville","CA",38249,35423,540,2286,0,4
"Waco","TX",7845,7645,200,0,0,4
"Warner Robins","GA",18435,18435,0,0,0,4
"Washington-Arlington-Alexandria","DC-VA-MD-WV",397713,316776,342,0,80595,4
"Waterloo-Cedar Falls","IA",6579,6201,0,0,378,4
"Wausau","WI",9923,9473,0,450,0,4
"Weirton-Steubenville","WV-OH",138,138,0,0,0,4
"Wenatchee","WA",7688,7688,0,0,0,4
"Wheeling","WV-OH",0,0,0,0,0,4
"Wichita Falls","TX",3397,3397,0,0,0,4
"Wichita","KS",23354,23213,141,0,0,4
"Williamsport","PA",208,208,0,0,0,4
"Wilmington","NC",91533,86797,557,993,3186,4
"Winchester","VA-WV",22122,22122,0,0,0,4
"Winston-Salem","NC",40955,40955,0,0,0,4
"Worcester","MA",29163,28487,211,465,0,4
"Yakima","WA",7940,7940,0,0,0,4
"York-Hanover","PA",35094,32606,0,161,2327,4
"Youngstown-Warren-Boardman","OH-PA",15541,15031,450,60,0,4
"Yuba City","CA",12301,12301,0,0,0,4
"Yuma","AZ",16863,15960,0,0,903,4
"Abilene","TX",3689,3449,240,0,0,5
"Akron","OH",26114,24832,0,682,600,5
"Albany","GA",6433,5930,147,110,246,5
"Albany-Schenectady-Troy","NY",22585,21125,0,280,1180,5
"Albuquerque","NM",76723,74910,0,240,1573,5
"Alexandria","LA",7394,7394,0,0,0,5
"Allentown-Bethlehem-Easton","PA-NJ",60480,57600,200,1345,1335,5
"Altoona","PA",697,697,0,0,0,5
"Amarillo","TX",12035,12035,0,0,0,5
"Ames","IA",6886,5086,0,0,1800,5
"Anchorage","AK",66304,34764,7045,0,24495,5
"Anderson","IN",3205,3205,0,0,0,5
"Anderson","SC",17626,17626,0,0,0,5
"Ann Arbor","MI",8801,8344,155,0,302,5
"Anniston-Oxford","AL",2703,1983,0,540,180,5
"Appleton","WI",9810,8150,380,0,1280,5
"Asheville","NC",64836,61874,303,564,2095,5
"Athens-Clarke County","GA",23938,22945,0,0,993,5
"Atlanta-Sandy Springs-Marietta","GA",1058791,834329,1789,5854,216819,5
"Atlantic City","NJ",16844,16602,242,0,0,5
"Auburn-Opelika","AL",27020,18706,0,0,8314,5
"Augusta-Richmond County","GA-SC",46656,46656,0,0,0,5
"Austin-Round Rock","TX",257793,232939,2040,631,22183,5
"Bakersfield","CA",87456,81533,679,2124,3120,5
"Baltimore-Towson","MD",86286,75997,300,0,9989,5
"Bangor","ME",6326,5628,0,698,0,5
"Barnstable Town","MA",21258,19731,0,0,1527,5
"Baton Rouge","LA",58942,54032,0,862,4048,5
"Battle Creek","MI",2024,1751,0,0,273,5
"Bay City","MI",835,835,0,0,0,5
"Beaumont-Port Arthur","TX",8863,8863,0,0,0,5
"Bellingham","WA",27179,25103,0,0,2076,5
"Bend","OR",78946,77577,1031,338,0,5
"Billings","MT",9409,9409,0,0,0,5
"Binghamton","NY",1238,1238,0,0,0,5
"Birmingham-Hoover","AL",99754,97064,157,0,2533,5
"Bismarck","ND",11631,11068,0,563,0,5
"Bloomington","IN",6951,5959,992,0,0,5
"Bloomington-Normal","IL",6745,6380,0,0,365,5
"Boise City-Nampa","ID",172859,168754,524,3581,0,5
"Boston-Cambridge-Quincy","MA-NH",188903,129178,10742,9012,39971,5
"Boulder","CO",13360,12779,0,0,581,5
"Bowling Green","KY",12296,11307,0,0,989,5
"Bremerton-Silverdale","WA",15654,15654,0,0,0,5
"Bridgeport-Stamford-Norwalk","CT",65753,50051,101,0,15601,5
"Brownsville-Harlingen","TX",20786,20352,128,306,0,5
"Brunswick","GA",19507,19420,0,0,87,5
"Buffalo-Niagara Falls","NY",52500,26286,6104,380,19730,5
"Burlington","NC",17094,17094,0,0,0,5
"Burlington-South Burlington","VT",9572,8851,416,305,0,5
"Canton-Massillon","OH",36599,36361,0,0,238,5
"Cape Coral-Fort Myers","FL",362973,339020,0,0,23953,5
"Carson City","NV",2132,2132,0,0,0,5
"Casper","WY",13149,13149,0,0,0,5
"Cedar Rapids","IA",13485,9010,404,2819,1252,5
"Champaign-Urbana","IL",16146,13330,0,221,2595,5
"Charleston","WV",4893,4893,0,0,0,5
"Charleston-North Charleston","SC",149721,130310,4143,2730,12538,5
"Charlotte-Gastonia-Concord","NC-SC",325667,319465,1004,670,4528,5
"Charlottesville","VA",31560,26565,0,0,4995,5
"Chattanooga","TN-GA",35351,34321,179,546,305,5
"Cheyenne","WY",9931,8665,0,257,1009,5
"Chicago-Naperville-Joliet","IL-IN-WI",869860,708633,8506,20581,132140,5
"Chico","CA",13244,13244,0,0,0,5
"Cincinnati-Middletown","OH-KY-IN",187082,163744,571,5566,17201,5
"Clarksville","TN-KY",21826,21303,0,0,523,5
"Cleveland","TN",10747,10392,355,0,0,5
"Cleveland-Elyria-Mentor","OH",101899,98616,709,1445,1129,5
"Coeur dAlene","ID",41224,38394,973,0,1857,5
"College Station-Bryan","TX",12376,11480,896,0,0,5
"Colorado Springs","CO",88428,81690,384,3412,2942,5
"Columbia","MO",14818,14338,480,0,0,5
"Columbia","SC",82074,71329,227,0,10518,5
"Columbus","GA-AL",30249,28003,0,274,1972,5
"Columbus","IN",7825,7825,0,0,0,5
"Columbus","OH",134976,115242,4522,9126,6086,5
"Corpus Christi","TX",20328,19052,361,0,915,5
"Corvallis","OR",4647,4647,0,0,0,5
"Cumberland","MD-WV",1535,1535,0,0,0,5
"Dallas-Fort Worth-Arlington","TX",905982,814662,2270,2157,86893,5
"Dalton","GA",8635,7905,99,171,460,5
"Danville","IL",0,0,0,0,0,5
"Danville","VA",2607,2607,0,0,0,5
"Davenport-Moline-Rock Island","IA-IL",10843,10643,200,0,0,5
"Dayton","OH",35506,34581,125,0,800,5
