"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Decatur","AL",4759,4759,0,0,0,1
"Decatur","IL",0,0,0,0,0,1
"Deltona-Daytona Beach-Ormond Beach","FL",79454,70831,236,0,8387,1
"Denver-Aurora","CO",267839,236657,205,3761,27216,1
"Des Moines","IA",37603,35690,0,0,1913,1
"Detroit-Warren-Livonia","MI",163077,145042,1330,6222,10483,1
"Dothan","AL",2152,2152,0,0,0,1
"Dover","DE",18178,18178,0,0,0,1
"Dubuque","IA",2236,2053,183,0,0,1
"Duluth","MN-WI",4114,3977,137,0,0,1
"Durham","NC",57981,57767,214,0,0,1
"Eau Claire","WI",1320,910,180,0,230,1
"El Centro","CA",11184,7206,0,104,3874,1
"El Paso","TX",39036,38550,486,0,0,1
"Elizabethtown","KY",9116,9116,0,0,0,1
"Elkhart-Goshen","IN",9336,9001,0,150,185,1
"Elmira","NY",194,194,0,0,0,1
"Erie","PA",720,720,0,0,0,1
"Eugene-Springfield","OR",25580,24346,517,288,429,1
"Evansville","IN-KY",11100,10206,137,757,0,1
"Fairbanks","AK",747,747,0,0,0,1
"Fargo","ND-MN",1769,548,0,0,1221,1
"Farmington","NM",4071,4071,0,0,0,1
"Fayetteville","NC",54097,31594,0,0,22503,1
"Fayetteville-Springdale-Rogers","AR-MO",58119,49258,2873,460,5528,1
"Flagstaff","AZ",6422,5857,315,250,0,1
"Flint","MI",10645,10645,0,0,0,1
"Florence","SC",1928,1928,0,0,0,1
"Florence-Muscle Shoals","AL",1439,1215,0,0,224,1
"Fond du Lac","WI",1535,1175,0,0,360,1
"Fort Collins-Loveland","CO",32722,29541,203,1892,1086,1
"Fort Smith","AR-OK",5592,4906,686,0,0,1
"Fort Walton Beach-Crestview-Destin","FL",20420,18906,0,314,1200,1
"Fort Wayne","IN",17170,17016,154,0,0,1
"Fresno","CA",55907,53425,0,0,2482,1
"Gadsden","AL",4435,4435,0,0,0,1
"Gainesville","FL",18982,15830,0,0,3152,1
"Gainesville","GA",22110,19625,440,222,1823,1
"Glens Falls","NY",6852,6302,0,550,0,1
"Goldsboro","NC",3642,3642,0,0,0,1
"Grand Forks","ND-MN",0,0,0,0,0,1
"Grand Junction","CO",14267,14267,0,0,0,1
"Grand Rapids-Wyoming","MI",35633,34931,102,0,600,1
"Great Falls","MT",431,431,0,0,0,1
"Greeley","CO",47205,46789,0,0,416,1
"Green Bay","WI",11503,11007,209,0,287,1
"Greensboro-High Point","NC",55586,54537,343,0,706,1
"Greenville","NC",17338,14471,121,0,2746,1
"Greenville","SC",42598,41904,537,0,157,1
"Gulfport-Biloxi","MS",18072,16501,1272,299,0,1
"Hagerstown-Martinsburg","MD-WV",32336,30716,1485,135,0,1
"Hanford-Corcoran","CA",6502,6379,0,123,0,1
"Harrisburg-Carlisle","PA",16135,16135,0,0,0,1
"Harrisonburg","VA",9062,8636,426,0,0,1
"Hartford-West Hartford-East Hartford","CT",21819,19326,658,0,1835,1
"Hattiesburg","MS",809,809,0,0,0,1
"Hickory-Lenoir-Morganton","NC",17169,16592,577,0,0,1
"Hinesville-Fort Stewart","GA",2508,2508,0,0,0,1
"Holland-Grand Haven","MI",15075,13126,124,1550,275,1
"Honolulu","HI",26881,25703,1178,0,0,1
"Hot Springs","AR",1203,1203,0,0,0,1
"Houma-Bayou Cane-Thibodaux","LA",6147,6147,0,0,0,1
"Houston-Baytown-Sugar Land","TX",637870,505909,1303,898,129760,1
"Huntington-Ashland","WV-KY-OH",458,458,0,0,0,1
"Huntsville","AL",28535,28535,0,0,0,1
"Idaho Falls","ID",6088,6088,0,0,0,1
"Indianapolis","IN",134747,118645,1325,338,14439,1
"Iowa City","IA",5308,5308,0,0,0,1
"Ithaca","NY",1022,642,0,0,380,1
"Jackson","MI",1431,1431,0,0,0,1
"Jackson","MS",40330,40089,0,241,0,1
"Jackson","TN",5825,5825,0,0,0,1
"Jacksonville","FL",237202,222691,127,0,14384,1
"Jacksonville","NC",10110,10110,0,0,0,1
"Janesville","WI",8426,4036,310,0,4080,1
"Jefferson City","MO",2197,2197,0,0,0,1
"Johnson City","TN",10256,10256,0,0,0,1
"Johnstown","PA",0,0,0,0,0,1
"Jonesboro","AR",4604,4240,0,72,292,1
"Joplin","MO",2395,2395,0,0,0,1
"Kalamazoo-Portage","MI",10147,9767,380,0,0,1
"Kankakee-Bradley","IL",4459,2459,0,0,2000,1
"Kansas City","MO-KS",128251,120390,4492,1361,2008,1
"Kennewick-Richland-Pasco","WA",22143,20707,0,0,1436,1
"Killeen-Temple-Fort Hood","TX",32564,29952,1831,781,0,1
"Kingsport-Bristol-Bristol","TN-VA",6967,6967,0,0,0,1
"Kingston","NY",3367,3367,0,0,0,1
"Knoxville","TN",36314,35425,325,564,0,1
"Kokomo","IN",1058,1058,0,0,0,1
"La Crosse","WI-MN",2302,2302,0,0,0,1
"Lafayette","IN",6640,6640,0,0,0,1
"Lafayette","LA",15756,15756,0,0,0,1
"Lake Charles","LA",9392,9207,185,0,0,1
"Lakeland","FL",76589,62851,366,0,13372,1
"Lancaster","PA",15192,14067,0,150,975,1
"Lansing-East Lansing","MI",20545,14072,192,0,6281,1
"Laredo","TX",11505,11280,0,0,225,1
"Las Cruces","NM",23575,22202,0,0,1373,1
"Las Vegas-Paradise","NV",244089,221646,0,3675,18768,1
"Lawrence","KS",1889,1889,0,0,0,1
"Lawton","OK",1380,1380,0,0,0,1
"Lebanon","PA",2622,2622,0,0,0,1
"Lewiston","ID-WA",1147,633,514,0,0,1
"Lewiston-Auburn","ME",4004,3504,0,0,500,1
"Lexington-Fayette","KY",39767,39252,515,0,0,1
"Lima","OH",476,476,0,0,0,1
"Lincoln","NE",15081,13987,308,0,786,1
"Little Rock-North Little Rock","AR",71399,49919,230,278,20972,1
"Logan","UT-ID",3770,3520,0,250,0,1
"Longview","TX",2634,2634,0,0,0,1
"Longview","WA",3632,3632,0,0,0,1
"Los Angeles-Long Beach-Santa Ana","CA",372162,228867,6817,4974,131504,1
"Louisville","KY-IN",65803,65165,198,440,0,1
"Lubbock","TX",18109,16314,1795,0,0,1
"Lynchburg","VA",17551,17341,210,0,0,1
"Macon","GA",9119,9119,0,0,0,1
"Madera","CA",9767,9116,504,147,0,1
"Madison","WI",45774,29278,189,520,15787,1
"Manchester-Nashua","NH",24393,16500,0,0,7893,1
"Mansfield","OH",951,451,500,0,0,1
"McAllen-Edinburg-Pharr","TX",63885,52748,40,4605,6492,1
"Medford","OR",22614,21512,0,596,506,1
"Memphis","TN-MS-AR",116584,116584,0,0,0,1
"Merced","CA",43279,35986,0,0,7293,1
"Miami-Fort Lauderdale-Miami Beach","FL",440288,287199,2653,3239,147197,1
"Michigan City-La Porte","IN",1581,1581,0,0,0,1
"Midland","TX",2983,2983,0,0,0,1
"Milwaukee-Waukesha-West Allis","WI",78101,51816,348,1875,24062,1
"Minneapolis-St. Paul-Bloomington","MN-WI",198652,168418,1059,2861,26314,1
"Missoula","MT",12264,9782,0,0,2482,1
"Mobile","AL",21218,21218,0,0,0,1
"Modesto","CA",50261,47934,0,0,2327,1
"Monroe","LA",5243,4697,0,0,546,1
"Monroe","MI",6274,6274,0,0,0,1
"Montgomery","AL",17971,17971,0,0,0,1
"Morgantown","WV",105,105,0,0,0,1
"Morristown","TN",8371,8131,240,0,0,1
"Mount Vernon-Anacortes","WA",10758,9821,458,0,479,1
"Muncie","IN",728,728,0,0,0,1
"Muskegon-Norton Shores","MI",3654,3654,0,0,0,1
"Myrtle Beach-Conway-North Myrtle Beach","SC",127356,54416,145,3297,69498,1
"Napa","CA",17112,12459,0,0,4653,1
"Naples-Marco Island","FL",110299,91327,1167,6050,11755,1
"Nashville-Davidson--Murfreesboro","TN",168137,144517,1828,1088,20704,1
"New Haven-Milford","CT",11352,10946,241,0,165,1
"New Orleans-Metairie-Kenner","LA",102939,101925,1014,0,0,1
"New York-Northern New Jersey-Long Island","NY-NJ-PA",479797,284742,31173,30350,133532,1
"Niles-Benton Harbor","MI",2465,2465,0,0,0,1
"Norwich-New London","CT",15637,5407,0,1022,9208,1
"Ocala","FL",60496,59731,590,175,0,1
"Ocean City","NJ",54534,19464,9720,1903,23447,1
"Odessa","TX",1837,1837,0,0,0,1
"Ogden-Clearfield","UT",49338,46529,283,2174,352,1
"Oklahoma City","OK",100750,81326,145,0,19279,1
"Olympia","WA",26629,26369,260,0,0,1
"Omaha-Council Bluffs","NE-IA",36104,34904,540,173,487,1
"Orlando","FL",385297,281477,517,2394,100909,1
"Oshkosh-Neenah","WI",4419,3554,100,340,425,1
"Owensboro","KY",1470,1298,172,0,0,1
"Oxnard-Thousand Oaks-Ventura","CA",50946,44647,464,0,5835,1
"Palm Bay-Melbourne-Titusville","FL",86084,72804,0,0,13280,1
"Panama City-Lynn Haven","FL",66726,16907,145,2879,46795,1
"Parkersburg-Marietta","WV-OH",445,445,0,0,0,1
"Pascagoula","MS",7710,7710,0,0,0,1
"Pensacola-Ferry Pass-Brent","FL",42188,41182,145,0,861,1
"Peoria","IL",10160,6043,449,0,3668,1
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",186710,172348,1060,1233,12069,1
"Phoenix-Mesa-Scottsdale","AZ",670602,621067,1853,6075,41607,1
"Pine Bluff","AR",247,162,0,0,85,1
"Pittsburgh","PA",45529,41980,280,922,2347,1
"Pittsfield","MA",1140,1140,0,0,0,1
"Pocatello","ID",3740,3740,0,0,0,1
"Port St. Lucie-Fort Pierce","FL",95065,91298,414,638,2715,1
"Portland-South Portland-Biddeford","ME",30783,29848,414,521,0,1
"Portland-Vancouver-Beaverton","OR-WA",177352,149360,2917,10787,14288,1
"Poughkeepsie-Newburgh-Middletown","NY",17507,16053,0,0,1454,1
"Prescott","AZ",38179,37916,263,0,0,1
"Providence-New Bedford-Fall River","RI-MA",33279,29778,1137,246,2118,1
"Provo-Orem","UT",42941,41410,645,0,886,1
"Pueblo","CO",14009,13810,199,0,0,1
"Punta Gorda","FL",44673,38788,490,421,4974,1
"Racine","WI",9789,9789,0,0,0,1
"Raleigh-Cary","NC",173854,171923,1760,0,171,1
"Rapid City","SD",10343,9459,160,336,388,1
"Reading","PA",8239,8239,0,0,0,1
"Redding","CA",24168,20413,0,0,3755,1
"Reno-Sparks","NV",25851,25591,0,260,0,1
"Richmond","VA",107734,92244,0,4727,10763,1
"Riverside-San Bernardino-Ontario","CA",476420,436842,0,1102,38476,1
"Roanoke","VA",12534,12534,0,0,0,1
"Rochester","MN",12253,11492,0,0,761,1
"Rochester","NY",18297,17170,883,244,0,1
"Rockford","IL",9816,9816,0,0,0,1
"Rocky Mount","NC",4707,4383,324,0,0,1
"Rome","GA",5072,4703,369,0,0,1
"Sacramento--Arden-Arcade--Roseville","CA",272239,262728,800,0,8711,1
"Saginaw-Saginaw Township North","MI",4021,4021,0,0,0,1
"Salem","OR",28574,27787,451,336,0,1
"Salinas","CA",10008,10008,0,0,0,1
"Salisbury","MD",6614,6614,0,0,0,1
"Salt Lake City","UT",116666,78686,751,344,36885,1
"San Angelo","TX",3351,3351,0,0,0,1
"San Antonio","TX",164123,140359,781,2131,20852,1
"San Diego-Carlsbad-San Marcos","CA",266216,141335,1571,3258,120052,1
"San Francisco-Oakland-Fremont","CA",142609,123939,462,2035,16173,1
"San Jose-Sunnyvale-Santa Clara","CA",62136,32751,648,2043,26694,1
"San Luis Obispo-Paso Robles","CA",15731,13972,344,0,1415,1
"Sandusky","OH",600,600,0,0,0,1
"Santa Barbara-Santa Maria-Goleta","CA",12411,9565,0,0,2846,1
"Santa Cruz-Watsonville","CA",12422,8465,0,0,3957,1
"Santa Fe","NM",5168,5168,0,0,0,1
"Santa Rosa-Petaluma","CA",14382,14028,354,0,0,1
"Sarasota-Bradenton-Venice","FL",189332,138859,0,638,49835,1
"Savannah","GA",38427,38054,202,0,171,1
"Scranton--Wilkes-Barre","PA",2683,2683,0,0,0,1
"Seattle-Tacoma-Bellevue","WA",248937,228056,2021,5179,13681,1
"Sheboygan","WI",1705,1705,0,0,0,1
"Sherman-Denison","TX",1510,1510,0,0,0,1
"Shreveport-Bossier City","LA",16870,16870,0,0,0,1
"Sioux City","IA-NE-SD",2201,2201,0,0,0,1
"Sioux Falls","SD",6331,6127,0,204,0,1
"South Bend-Mishawaka","IN-MI",11085,9485,0,700,900,1
"Spartanburg","SC",16169,16169,0,0,0,1
"Spokane","WA",19688,19341,0,0,347,1
"Springfield","IL",3145,2523,167,0,455,1
"Springfield","MA",7862,7284,131,0,447,1
"Springfield","MO",27718,27618,100,0,0,1
"Springfield","OH",680,680,0,0,0,1
"St. Cloud","MN",5858,5401,0,0,457,1
"St. George","UT",34865,34865,0,0,0,1
"St. Joseph","MO-KS",1055,1055,0,0,0,1
"St. Louis","MO-IL",136039,126910,1398,1901,5830,1
"State College","PA",5216,5216,0,0,0,1
"Stockton","CA",112588,111727,347,0,514,1
"Sumter","SC",4735,3851,236,0,648,1
"Syracuse","NY",7676,6023,1021,632,0,1
"Tallahassee","FL",16535,14157,1383,598,397,1
"Tampa-St. Petersburg-Clearwater","FL",346500,303527,7412,12610,22951,1
"Terre Haute","IN",1693,1693,0,0,0,1
"Texarkana","TX-Texarkana",2059,1451,98,0,510,1
"Toledo","OH",17992,13013,0,5,4974,1
"Topeka","KS",6872,6872,0,0,0,1
"Trenton-Ewing","NJ",5246,4389,0,1,856,1
"Tucson","AZ",125662,124884,0,778,0,1
"Tulsa","OK",45536,44905,631,0,0,1
"Tuscaloosa","AL",14383,13611,0,0,772,1
"Tyler","TX",6258,5646,0,150,462,1
"Utica-Rome","NY",591,591,0,0,0,1
"Valdosta","GA",9239,8453,0,0,786,1
"Vallejo-Fairfield","CA",49526,39353,405,1145,8623,1
"Vero Beach","FL",39467,34940,0,408,4119,1
"Victoria","TX",820,820,0,0,0,1
"Vineland-Millville-Bridgeton","NJ",2132,2132,0,0,0,1
"Virginia Beach-Norfolk-Newport News","VA-NC",88273,85268,434,0,2571,1
"Visalia-Porterville","CA",27387,27031,0,356,0,1
"Waco","TX",10270,10270,0,0,0,1
"Warner Robins","GA",14672,14672,0,0,0,1
"Washington-Arlington-Alexandria","DC-VA-MD-WV",317152,292770,0,201,24181,1
"Waterloo-Cedar Falls","IA",1335,1335,0,0,0,1
"Wausau","WI",4539,4467,72,0,0,1
"Weirton-Steubenville","WV-OH",0,0,0,0,0,1
"Wenatchee","WA",4517,4517,0,0,0,1
"Wheeling","WV-OH",0,0,0,0,0,1
"Wichita Falls","TX",4063,3463,0,600,0,1
"Wichita","KS",17739,17644,95,0,0,1
"Williamsport","PA",134,134,0,0,0,1
"Wilmington","NC",81956,76004,1798,0,4154,1
"Winchester","VA-WV",15604,15604,0,0,0,1
"Winston-Salem","NC",37823,37823,0,0,0,1
"Worcester","MA",35360,33505,517,207,1131,1
"Yakima","WA",5086,4799,287,0,0,1
"York-Hanover","PA",18429,18429,0,0,0,1
"Youngstown-Warren-Boardman","OH-PA",7788,7688,100,0,0,1
"Yuba City-Marysville","CA",58802,58038,0,0,764,1
"Yuma","AZ",19771,19568,203,0,0,1
"Abilene","TX",3476,3476,0,0,0,2
"Akron","OH",24606,23667,450,0,489,2
"Albany","GA",6648,5369,138,0,1141,2
"Albany-Schenectady-Troy","NY",15809,15229,0,0,580,2
"Albuquerque","NM",75761,75024,0,87,650,2
"Alexandria","LA",3879,3879,0,0,0,2
"Allentown-Bethlehem-Easton","PA-NJ",38426,37094,0,0,1332,2
"Altoona","PA",75,75,0,0,0,2
"Amarillo","TX",10638,10638,0,0,0,2
"Ames","IA",17420,3404,0,0,14016,2
"Anchorage","AK",11887,7222,4227,438,0,2
"Anderson","IN",2652,2652,0,0,0,2
"Anderson","SC",14623,14493,130,0,0,2
"Ann Arbor","MI",14243,12895,0,0,1348,2
"Anniston-Oxford","AL",935,935,0,0,0,2
"Appleton","WI",15541,15116,425,0,0,2
"Asheville","NC",46288,40122,574,225,5367,2
"Athens-Clarke County","GA",18653,16394,0,0,2259,2
"Atlanta-Sandy Springs-Marietta","GA",637314,555944,780,1452,79138,2
"Atlantic City","NJ",16703,16703,0,0,0,2
"Auburn-Opelika","AL",20895,16249,0,0,4646,2
"Augusta-Richmond County","GA-SC",28613,28613,0,0,0,2
"Austin-Round Rock","TX",175251,169897,3417,139,1798,2
"Bakersfield","CA",77458,65826,791,262,10579,2
"Baltimore-Towson","MD",96958,78571,2100,1122,15165,2
"Bangor","ME",7014,7014,0,0,0,2
"Barnstable Town","MA",17046,16618,0,428,0,2
"Baton Rouge","LA",34095,33964,131,0,0,2
"Battle Creek","MI",5106,1644,0,0,3462,2
"Bay City","MI",1155,1155,0,0,0,2
"Beaumont-Port Arthur","TX",3300,3300,0,0,0,2
"Bellingham","WA",19104,18298,0,806,0,2
"Bend","OR",61207,56217,2840,2150,0,2
"Billings","MT",5850,5850,0,0,0,2
"Binghamton","NY",0,0,0,0,0,2
"Birmingham-Hoover","AL",87168,87168,0,0,0,2
"Bismarck","ND",3679,3679,0,0,0,2
"Bloomington","IN",7222,5577,900,0,745,2
"Bloomington-Normal","IL",6391,4954,0,0,1437,2
"Boise City-Nampa","ID",125586,116877,1279,7430,0,2
"Boston-Cambridge-Quincy","MA-NH",122528,84202,4022,1270,33034,2
"Boulder","CO",15692,15364,0,0,328,2
"Bowling Green","KY",8337,8337,0,0,0,2
"Bremerton-Silverdale","WA",14689,14501,188,0,0,2
"Bridgeport-Stamford-Norwalk","CT",27599,26713,436,0,450,2
"Brownsville-Harlingen","TX",20870,19339,696,131,704,2
"Brunswick","GA",11604,11604,0,0,0,2
"Buffalo-Niagara Falls","NY",15491,12497,194,0,2800,2
"Burlington","NC",10408,10408,0,0,0,2
"Burlington-South Burlington","VT",4414,3935,479,0,0,2
"Canton-Massillon","OH",12493,12255,0,238,0,2
"Cape Coral-Fort Myers","FL",376227,288904,1029,4672,81622,2
"Carson City","NV",2153,2153,0,0,0,2
"Casper","WY",2455,2455,0,0,0,2
"Cedar Rapids","IA",6822,4399,122,1338,963,2
"Champaign-Urbana","IL",10952,7456,0,0,3496,2
"Charleston","WV",2767,2767,0,0,0,2
"Charleston-North Charleston","SC",98255,88832,711,3414,5298,2
"Charlotte-Gastonia-Concord","NC-SC",211790,208604,434,482,2270,2
"Charlottesville","VA",20254,18087,266,236,1665,2
"Chattanooga","TN-GA",31239,30759,179,0,301,2
"Cheyenne","WY",4967,4280,0,415,272,2
"Chicago-Naperville-Joliet","IL-IN-WI",510427,438416,4194,17010,50807,2
"Chico","CA",8695,8695,0,0,0,2
"Cincinnati-Middletown","OH-KY-IN",118859,111000,500,1268,6091,2
"Clarksville","TN-KY",12987,12787,0,200,0,2
"Cleveland","TN",5096,5096,0,0,0,2
"Cleveland-Elyria-Mentor","OH",80903,76903,440,3030,530,2
"Coeur d""Alene","ID",31650,23050,171,189,8240,2
"College Station-Bryan","TX",10164,8574,432,0,1158,2
"Colorado Springs","CO",90575,81476,0,0,9099,2
"Columbia","MO",13533,11358,1025,0,1150,2
"Columbia","SC",67567,63888,0,55,3624,2
"Columbus","GA-AL",20032,20032,0,0,0,2
"Columbus","IN",2636,2636,0,0,0,2
"Columbus","OH",105620,101399,600,1019,2602,2
"Corpus Christi","TX",14736,13706,113,0,917,2
"Corvallis","OR",9034,3518,0,0,5516,2
"Cumberland","MD-WV",1609,1609,0,0,0,2
"Dallas-Fort Worth-Arlington","TX",640882,559937,1678,1330,77937,2
"Dalton","GA",7193,6184,0,219,790,2
"Danville","IL",0,0,0,0,0,2
"Danville","VA",2646,2351,0,0,295,2
"Davenport-Moline-Rock Island","IA-IL",6177,6177,0,0,0,2
"Dayton","OH",35734,34037,260,1437,0,2
"Decatur","AL",4196,4196,0,0,0,2
"Decatur","IL",485,485,0,0,0,2
"Deltona-Daytona Beach-Ormond Beach","FL",72769,66267,397,0,6105,2
"Denver-Aurora","CO",256330,246287,700,0,9343,2
"Des Moines","IA",43818,43620,198,0,0,2
"Detroit-Warren-Livonia","MI",223189,209291,735,1123,12040,2
"Dothan","AL",3561,3561,0,0,0,2
"Dover","DE",18265,17856,0,409,0,2
"Dubuque","IA",2144,1931,213,0,0,2
"Duluth","MN-WI",3213,3213,0,0,0,2
"Durham","NC",57770,54251,414,312,2793,2
"Eau Claire","WI",4054,3824,0,0,230,2
"El Centro","CA",6407,5865,0,311,231,2
"El Paso","TX",45275,37075,0,65,8135,2
"Elizabethtown","KY",4258,4258,0,0,0,2
"Elkhart-Goshen","IN",8579,8579,0,0,0,2
"Elmira","NY",0,0,0,0,0,2
"Erie","PA",1644,1494,0,0,150,2
"Eugene-Springfield","OR",25090,16638,1003,7020,429,2
"Evansville","IN-KY",15126,14826,0,0,300,2
"Fairbanks","AK",92,92,0,0,0,2
"Fargo","ND-MN",12060,1625,0,0,10435,2
"Farmington","NM",3913,3913,0,0,0,2
"Fayetteville","NC",34593,31991,0,0,2602,2
"Fayetteville-Springdale-Rogers","AR-MO",71499,40047,2498,819,28135,2
"Flagstaff","AZ",8615,8615,0,0,0,2
"Flint","MI",27928,27928,0,0,0,2
"Florence","SC",1928,1928,0,0,0,2
"Florence-Muscle Shoals","AL",3360,2162,350,0,848,2
"Fond du Lac","WI",1158,918,240,0,0,2
"Fort Collins-Loveland","CO",34884,32867,694,0,1323,2
"Fort Smith","AR-OK",7248,5289,1959,0,0,2
"Fort Walton Beach-Crestview-Destin","FL",20247,19933,0,314,0,2
"Fort Wayne","IN",23936,23090,0,0,846,2
"Fresno","CA",61937,47831,517,179,13410,2
"Gadsden","AL",2083,2083,0,0,0,2
"Gainesville","FL",19825,14674,0,3025,2126,2
"Gainesville","GA",17886,17686,200,0,0,2
"Glens Falls","NY",4273,3797,360,0,116,2
"Goldsboro","NC",4355,4355,0,0,0,2
"Grand Forks","ND-MN",0,0,0,0,0,2
"Grand Junction","CO",18056,18056,0,0,0,2
"Grand Rapids-Wyoming","MI",79205,78593,357,0,255,2
"Great Falls","MT",1255,1130,125,0,0,2
"Greeley","CO",49551,49064,0,487,0,2
"Green Bay","WI",16718,14752,933,0,1033,2
"Greensboro-High Point","NC",71649,67055,141,0,4453,2
"Greenville","NC",13604,10987,121,0,2496,2
"Greenville","SC",42815,42439,219,0,157,2
"Gulfport-Biloxi","MS",22052,21942,110,0,0,2
"Hagerstown-Martinsburg","MD-WV",34722,30276,0,260,4186,2
"Hanford-Corcoran","CA",3726,3726,0,0,0,2
"Harrisburg-Carlisle","PA",13674,12928,296,0,450,2
"Harrisonburg","VA",13031,12835,196,0,0,2
"Hartford-West Hartford-East Hartford","CT",28115,26275,94,0,1746,2
"Hattiesburg","MS",1834,1834,0,0,0,2
"Hickory-Lenoir-Morganton","NC",19499,19499,0,0,0,2
"Hinesville-Fort Stewart","GA",1706,1589,117,0,0,2
"Holland-Grand Haven","MI",25897,24688,280,733,196,2
"Honolulu","HI",46742,39006,875,432,6429,2
"Hot Springs","AR",1312,1312,0,0,0,2
"Houma-Bayou Cane-Thibodaux","LA",6525,6525,0,0,0,2
