"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Burlington","VT MSA",3790,3419,371,0,0,2
"Canton-Massillon","OH MSA",10985,10985,0,0,0,2
"Casper","WY MSA",1680,1680,0,0,0,2
"Cedar Rapids","IA MSA",4761,4184,380,0,197,2
"Champaign-Urbana","IL MSA",3667,3667,0,0,0,2
"Charleston-North Charleston","SC MSA",53693,45226,0,1581,6886,2
"Charleston","WV MSA",4392,4392,0,0,0,2
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",190117,170467,264,771,18615,2
"Charlottesville","VA MSA",17180,17037,143,0,0,2
"Chattanooga","TN-GA MSA",30964,29866,801,50,247,2
"Cheyenne","WY MSA",4688,4688,0,0,0,2
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",410194,356534,2287,6813,44560,2
"Chico-Paradise","CA MSA",6925,6925,0,0,0,2
"Cincinnati-Hamilton","OH-KY- IN CMSA",92744,84914,646,2281,4903,2
"Clarksville-Hopkinsville","TN-KY MSA",10222,9562,0,260,400,2
"Cleveland-Akron","OH CMSA",112776,106107,217,853,5599,2
"Colorado Springs","CO MSA",41584,39709,0,1875,0,2
"Columbia","MO MSA",12076,9794,915,267,1100,2
"Columbia","SC MSA",40394,33077,269,438,6610,2
"Columbus","GA-AL MSA",17804,16443,75,1286,0,2
"Columbus","OH MSA",115142,102407,698,2007,10030,2
"Corpus Christi","TX MSA",7410,6734,116,402,158,2
"Corvallis","Corvallis OR MSA",4394,4394,0,0,0,2
"Cumberland","MD-WV MSA",1253,1253,0,0,0,2
"Dallas-Fort Worth","TX CMSA",458613,430855,2098,257,25403,2
"Danville","VA MSA",2382,2382,0,0,0,2
"Davenport-Moline-Rock Island","IA-IL MSA",8960,5122,238,0,3600,2
"Dayton-Springfield","OH MSA",21951,21148,484,319,0,2
"Daytona Beach","FL MSA",62796,60357,824,416,1199,2
"Decatur","Al MSA",4047,4047,0,0,0,2
"Decatur","IL MSA",615,615,0,0,0,2
"Denver-Boulder-Greeley","CO CMSA",226497,213828,1263,1702,9704,2
"Des Moines","IA MSA",71673,24037,0,296,47340,2
"Detroit-Ann Arbor-Flint","MI CMSA",193876,172182,1596,3481,16617,2
"Dothan","AL MSA",2776,2776,0,0,0,2
"Dover","DE MSA",8265,8265,0,0,0,2
"Dubuque","IA MSA",1731,1545,186,0,0,2
"Duluth-Superior","MN-WI MSA",2592,2277,0,0,315,2
"Eau Claire","WI MSA",6055,3205,0,570,2280,2
"El Paso","TX MSA",14802,12515,104,1083,1100,2
"Elkhart-Goshen","IN MSA",7900,7900,0,0,0,2
"Elmira","NY MSA",773,773,0,0,0,2
"Enid","OK MSA",560,560,0,0,0,2
"Erie","PA MSA",4297,4297,0,0,0,2
"Eugene-Springfield","OR MSA",17040,16583,457,0,0,2
"Evansville-Henderson","IN-KY MSA",13497,13497,0,0,0,2
"Fargo-Moorhead","ND-MN MSA",2068,568,0,0,1500,2
"Fayetteville","NC MSA",15280,7095,93,158,7934,2
"Fayetteville-Springdale- Rogers","AR MSA",20648,18558,575,561,954,2
"Flagstaff","AZ-UT MSA",5699,5611,88,0,0,2
"Florence","AL MSA",1410,1173,0,0,237,2
"Florence","SC MSA",4383,4081,42,0,260,2
"Fort Collins-Loveland","CO MSA",30549,27612,533,184,2220,2
"Fort Myers-Cape Coral","FL MSA",137707,100065,7303,5323,25016,2
"Fort Pierce-Port St. Lucie","FL MSA",54104,47582,0,360,6162,2
"Fort Smith","AR-OK MSA",5151,4488,663,0,0,2
"Fort Walton Beach","FL MSA",15125,14522,160,204,239,2
"Fort Wayne","IN MSA",24935,24513,422,0,0,2
"Fresno","CA MSA",31759,31555,0,0,204,2
"Gadsden","AL MSA",1292,1292,0,0,0,2
"Gainesville","FL MSA",15703,8232,0,0,7471,2
"Glens Falls","NY MSA",3882,2452,0,800,630,2
"Goldsboro","NC MSA",3573,3573,0,0,0,2
"Grand Forks","ND-MN MSA",0,0,0,0,0,2
"Grand Junction","CO MSA",9012,8568,444,0,0,2
"Grand Rapids-Muskegon- Holland","MI MSA",50736,47459,355,1396,1526,2
"Great Falls","MT MSA",1275,810,0,150,315,2
"Green Bay","WI MSA",12223,10728,417,0,1078,2
"Greensboro--Winston-Salem-- High Point","NC MSA",95142,81212,451,122,13357,2
"Greenville","NC MSA",10336,7966,1707,0,663,2
"Greenville-Spartanburg- Anderson","SC MSA",54032,53300,732,0,0,2
"Harrisburg-Lebanon- Carlisle","PA MSA",21796,14796,0,0,7000,2
"Hartford","CT MSA",26110,24321,10,389,1390,2
"Hattiesburg","MS MSA",1459,1309,0,150,0,2
"Hickory-Morganton-Lenoir","NC MSA",19457,18317,750,0,390,2
"Honolulu","HI MSA",17519,17519,0,0,0,2
"Houma","LA MSA",7253,7142,111,0,0,2
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",406366,369436,1361,3355,32214,2
"Huntington-Ashland","WV-KY- OH MSA",308,308,0,0,0,2
"Huntsville","AL MSA",6986,6986,0,0,0,2
"Indianapolis","IN MSA",133349,124539,1634,961,6215,2
"Iowa City","IA MSA",7003,5105,0,0,1898,2
"Jackson","MI MSA",497,497,0,0,0,2
"Jackson","MS MSA",38456,22447,0,0,16009,2
"Jackson","TN MSA",7682,4915,0,0,2767,2
"Jacksonville","FL MSA",119358,118133,0,0,1225,2
"Jacksonville","NC MSA",7337,7337,0,0,0,2
"Jamestown","NY MSA",0,0,0,0,0,2
"Janesville-Beloit","WI MSA",2291,2116,0,0,175,2
"Johnson City-Kingsport- Bristol","TN-VA MSA",13166,10209,0,0,2957,2
"Johnstown","PA MSA",292,292,0,0,0,2
"Jonesboro","AR MSA",3719,3719,0,0,0,2
"Joplin","MO MSA",1487,1487,0,0,0,2
"Kalamazoo-Battle Creek","MI MSA",10423,10249,0,0,174,2
"Kansas City","MO-KS MSA",116581,108249,2080,3518,2734,2
"Killeen-Temple","TX MSA",21374,16898,339,3818,319,2
"Knoxville","TN MSA",35066,30742,554,454,3316,2
"Kokomo","IN MSA",3812,3812,0,0,0,2
"La Crosse","WI-MN MSA",4529,3069,510,200,750,2
"Lafayette","LA MSA",12121,12121,0,0,0,2
"Lafayette","IN MSA",7849,4976,2573,300,0,2
"Lake Charles","LA MSA",2597,2597,0,0,0,2
"Lakeland-Winter Haven","FL MSA",32810,32719,91,0,0,2
"Lancaster","PA MSA",13976,13736,240,0,0,2
"Lansing-East Lansing","MI MSA",11842,11110,0,0,732,2
"Laredo","TX MSA",10010,9021,0,98,891,2
"Las Cruces","NM MSA",8025,6925,0,0,1100,2
"Las Vegas","NV-AZ MSA",252818,224058,1946,0,26814,2
"Lawrence","KS MSA",5061,4085,339,132,505,2
"Lawton","OK MSA",1407,1407,0,0,0,2
"Lewiston-Auburn","ME MSA",924,924,0,0,0,2
"Lexington","KY MSA",40517,38279,0,1988,250,2
"Lima","OH MSA",610,610,0,0,0,2
"Lincoln","NE MSA",12058,11255,123,0,680,2
"Little Rock-North Little Rock","AR MSA",32887,32022,375,490,0,2
"Longview-Marshall","TX MSA",2613,2613,0,0,0,2
"Los Angeles-Riverside- Orange County","CA CMSA",672661,580258,1791,2880,87732,2
"Louisville","KY-IN MSA",55035,48721,287,468,5559,2
"Lubbock","TX MSA",12263,11638,625,0,0,2
"Lynchburg","VA MSA",4583,4383,200,0,0,2
"Macon","GA MSA",11991,11876,115,0,0,2
"Madison","WI MSA",29806,25813,389,1381,2223,2
"Mansfield","OH MSA",2403,1997,406,0,0,2
"McAllen-Edinburg-Mission","TX MSA",28129,25384,1067,766,912,2
"Medford-Ashland","OR MSA",14431,13447,132,0,852,2
"Melbourne-Titusville-Palm Bay","FL MSA",57000,49780,0,0,7220,2
"Memphis","TN-AR-MS MSA",80907,74210,90,4007,2600,2
"Merced","CA MSA",14491,14491,0,0,0,2
"Miami-Fort Lauderdale","FL CMSA",223403,147915,759,4286,70443,2
"Milwaukee-Racine","WI CMSA",82354,61288,2440,1682,16944,2
"Minneapolis-St. Paul","MN-WI MSA",246692,184257,2919,2874,56642,2
"Missoula","MT MSA",2751,2148,203,156,244,2
"Mobile","AL MSA",36080,35873,140,0,67,2
"Modesto","CA MSA",33979,33321,399,259,0,2
"Monroe","LA MSA",3894,3894,0,0,0,2
"Montgomery","AL MSA",11484,11484,0,0,0,2
"Muncie","IN MSA",2757,2757,0,0,0,2
"Myrtle Beach","SC MSA",24930,22268,192,586,1884,2
"Naples","FL MSA",207248,78689,526,13179,114854,2
"Nashville","TN MSA",121604,118724,2151,0,729,2
"New London-Norwich","CT-RI MSA",8529,8389,0,125,15,2
"New Orleans","LA MSA",41807,40849,294,200,464,2
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",446080,299434,28937,14496,103213,2
