"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Brownsville-Harlingen","TX",12398,11828,322,248,0,1
"Brunswick","GA",11968,11881,0,0,87,1
"Buffalo-Niagara Falls","NY",32269,12480,0,300,19489,1
"Burlington","NC",31584,31584,0,0,0,1
"Burlington-South Burlington","VT",4127,3774,0,0,353,1
"Canton-Massillon","OH",6570,6332,0,0,238,1
"Cape Coral-Fort Myers","FL",141820,119054,478,1584,20704,1
"Carson City","NV",1725,1725,0,0,0,1
"Casper","WY",2729,2729,0,0,0,1
"Cedar Rapids","IA",4862,3604,0,930,328,1
"Champaign-Urbana","IL",6798,4558,0,0,2240,1
"Charleston","WV",2496,2496,0,0,0,1
"Charleston-North Charleston","SC",75171,74298,873,0,0,1
"Charlotte-Gastonia-Concord","NC-SC",354399,293843,0,852,59704,1
"Charlottesville","VA",19078,19078,0,0,0,1
"Chattanooga","TN-GA",29175,28734,179,0,262,1
"Cheyenne","WY",2699,2699,0,0,0,1
"Chicago-Naperville-Joliet","IL-IN-WI",526041,299290,4783,10279,211689,1
"Chico","CA",8980,8980,0,0,0,1
"Cincinnati-Middletown","OH-KY-IN",99081,87712,1028,1400,8941,1
"Clarksville","TN-KY",20537,19187,0,1350,0,1
"Cleveland","TN",4941,4596,117,228,0,1
"Cleveland-Elyria-Mentor","OH",50256,48801,0,530,925,1
"Coeur dAlene","ID",13965,12432,206,0,1327,1
"College Station-Bryan","TX",26844,10918,86,0,15840,1
"Colorado Springs","CO",43963,42645,566,752,0,1
"Columbia","MO",15217,7247,2030,0,5940,1
"Columbia","SC",74148,71556,108,0,2484,1
"Columbus","GA-AL",21965,14048,0,137,7780,1
"Columbus","IN",2815,2815,0,0,0,1
"Columbus","OH",61641,53796,0,3958,3887,1
"Corpus Christi","TX",14239,13204,240,0,795,1
"Corvallis","OR",2289,2289,0,0,0,1
"Cumberland","MD-WV",673,673,0,0,0,1
"Dallas-Fort Worth-Arlington","TX",679267,487205,2936,7808,181318,1
"Dalton","GA",6128,5671,99,0,358,1
"Danville","IL",0,0,0,0,0,1
"Danville","VA",1614,1614,0,0,0,1
"Davenport-Moline-Rock Island","IA-IL",4527,4527,0,0,0,1
"Dayton","OH",20008,19883,125,0,0,1
"Decatur","AL",1984,1984,0,0,0,1
"Decatur","IL",0,0,0,0,0,1
"Deltona-Daytona Beach-Ormond Beach","FL",38503,35392,0,400,2711,1
"Denver-Aurora","CO",187560,130663,0,5117,51780,1
"Des Moines-West Des Moines","IA",34281,30654,0,0,3627,1
"Detroit-Warren-Livonia","MI",61589,60676,0,124,789,1
"Dothan","AL",2357,2357,0,0,0,1
"Dover","DE",13596,13596,0,0,0,1
"Dubuque","IA",3182,2530,652,0,0,1
"Duluth","MN-WI",3179,1862,389,327,601,1
"Durham","NC",51018,50793,225,0,0,1
"Eau Claire","WI",1392,1192,200,0,0,1
"El Centro","CA",16379,16148,0,0,231,1
"El Paso","TX",37269,36709,0,0,560,1
"Elizabethtown","KY",3618,3618,0,0,0,1
"Elkhart-Goshen","IN",9644,9644,0,0,0,1
"Elmira","NY",500,500,0,0,0,1
"Erie","PA",2359,2359,0,0,0,1
"Eugene-Springfield","OR",28813,16447,656,0,11710,1
"Evansville","IN-KY",7521,6879,0,0,642,1
"Fairbanks","AK",487,487,0,0,0,1
"Fargo","ND-MN",7005,1786,0,0,5219,1
"Farmington","NM",4977,4977,0,0,0,1
"Fayetteville","NC",40169,29003,642,0,10524,1
"Fayetteville-Springdale-Rogers","AR-MO",35906,28310,3211,807,3578,1
"Flagstaff","AZ",7786,7620,166,0,0,1
"Flint","MI",6951,6951,0,0,0,1
"Florence","SC",6431,6431,0,0,0,1
"Florence-Muscle Shoals","AL",2556,2556,0,0,0,1
"Fond du Lac","WI",1261,761,200,0,300,1
"Fort Collins-Loveland","CO",19180,19180,0,0,0,1
"Fort Smith","AR-OK",6980,5090,1120,400,370,1
"Fort Walton Beach-Crestview-Destin","FL",24488,12808,0,0,11680,1
"Fort Wayne","IN",18096,18096,0,0,0,1
"Fresno","CA",37931,31827,545,629,4930,1
"Gadsden","AL",1643,1643,0,0,0,1
"Gainesville","FL",9537,7982,0,0,1555,1
"Gainesville","GA",21605,21605,0,0,0,1
"Glens Falls","NY",3715,3619,96,0,0,1
"Goldsboro","NC",5028,5028,0,0,0,1
"Grand Forks","ND-MN",130,130,0,0,0,1
"Grand Junction","CO",16582,16582,0,0,0,1
"Grand Rapids-Wyoming","MI",20491,19080,0,0,1411,1
"Great Falls","MT",2078,2078,0,0,0,1
"Greeley","CO",25627,25051,0,261,315,1
"Green Bay","WI",8409,7442,278,0,689,1
"Greensboro-High Point","NC",57992,57000,140,852,0,1
"Greenville","NC",23114,15255,1079,0,6780,1
"Greenville-Mauldin-Easley","SC",47114,45778,0,1020,316,1
"Gulfport-Biloxi","MS",62891,35179,0,26174,1538,1
"Hagerstown-Martinsburg","MD-WV",32038,32038,0,0,0,1
"Hanford-Corcoran","CA",5251,5251,0,0,0,1
"Harrisburg-Carlisle","PA",11602,11602,0,0,0,1
"Harrisonburg","VA",12513,12513,0,0,0,1
"Hartford-West Hartford-East Hartford","CT",25415,18643,199,0,6573,1
"Hattiesburg","MS",2398,2038,360,0,0,1
"Hickory-Lenoir-Morganton","NC",31711,28262,0,0,3449,1
"Hinesville-Fort Stewart","GA",716,716,0,0,0,1
"Holland-Grand Haven","MI",6918,6607,311,0,0,1
"Honolulu","HI",83080,43080,0,0,40000,1
"Hot Springs","AR",984,984,0,0,0,1
"Houma-Bayou Cane-Thibodaux","LA",7885,7885,0,0,0,1
"Houston-Sugar Land-Baytown","TX",690521,609619,3218,3492,74192,1
"Huntington-Ashland","WV-KY-OH",114,114,0,0,0,1
"Huntsville","AL",29978,29978,0,0,0,1
"Idaho Falls","ID",7696,7507,0,189,0,1
"Indianapolis-Carmel","IN",98149,97257,625,267,0,1
"Iowa City","IA",6810,6810,0,0,0,1
"Ithaca","NY",7414,197,0,0,7217,1
"Jackson","MI",1061,499,562,0,0,1
"Jackson","MS",33364,33364,0,0,0,1
"Jackson","TN",10601,6492,240,0,3869,1
"Jacksonville","FL",155521,120641,646,300,33934,1
"Jacksonville","NC",13631,13631,0,0,0,1
"Janesville","WI",4917,3993,0,0,924,1
"Jefferson City","MO",905,905,0,0,0,1
"Johnson City","TN",4832,4832,0,0,0,1
"Johnstown","PA",0,0,0,0,0,1
"Jonesboro","AR",1664,1664,0,0,0,1
"Joplin","MO",2539,2539,0,0,0,1
"Kalamazoo-Portage","MI",5885,5885,0,0,0,1
"Kankakee-Bradley","IL",742,742,0,0,0,1
"Kansas City","MO-KS",73479,69539,980,1677,1283,1
"Kennewick-Richland-Pasco","WA",17228,15996,0,956,276,1
"Killeen-Temple-Fort Hood","TX",23265,22057,1081,127,0,1
"Kingsport-Bristol-Bristol","TN-VA",4836,4686,0,150,0,1
"Kingston","NY",5449,3955,0,0,1494,1
"Knoxville","TN",33342,32555,0,0,787,1
"Kokomo","IN",827,827,0,0,0,1
"La Crosse","WI-MN",5055,4652,403,0,0,1
"Lafayette","IN",6493,6243,250,0,0,1
"Lafayette","LA",11184,11184,0,0,0,1
"Lake Charles","LA",2418,2164,0,0,254,1
"Lake Havasu City-Kingman","AZ",22066,21090,976,0,0,1
"Lakeland","FL",44358,44051,307,0,0,1
"Lancaster","PA",9076,8452,314,0,310,1
"Lansing-East Lansing","MI",6290,4485,223,408,1174,1
"Laredo","TX",9858,8976,0,148,734,1
"Las Cruces","NM",20970,19776,0,0,1194,1
"Las Vegas-Paradise","NV",187854,151151,0,2013,34690,1
"Lawrence","KS",2305,2305,0,0,0,1
"Lawton","OK",2425,1979,0,0,446,1
"Lebanon","PA",4891,4891,0,0,0,1
"Lewiston","ID-WA",426,157,269,0,0,1
"Lewiston-Auburn","ME",2016,2016,0,0,0,1
"Lexington-Fayette","KY",34253,32656,0,477,1120,1
"Lima","OH",598,598,0,0,0,1
"Lincoln","NE",8652,7985,0,0,667,1
"Little Rock-North Little Rock-Conway","AR",38392,36752,190,0,1450,1
"Logan","UT-ID",4472,3805,0,250,417,1
"Longview","TX",5835,5835,0,0,0,1
"Longview","WA",5474,5474,0,0,0,1
"Los Angeles-Long Beach-Santa Ana","CA",365250,198815,3641,7670,155124,1
"Louisville-Jefferson County","KY-IN",75879,66786,0,789,8304,1
"Lubbock","TX",13570,12927,643,0,0,1
"Lynchburg","VA",20430,20430,0,0,0,1
"Macon","GA",8822,8822,0,0,0,1
"Madera","CA",10940,10940,0,0,0,1
"Madison","WI",29650,24139,819,440,4252,1
"Manchester-Nashua","NH",11568,9916,840,0,812,1
"Mansfield","OH",1120,1120,0,0,0,1
"McAllen-Edinburg-Mission","TX",50662,48754,613,1295,0,1
"Medford","OR",23709,21792,135,317,1465,1
"Memphis","TN-MS-AR",118879,85534,0,0,33345,1
"Merced","CA",15200,14959,241,0,0,1
"Miami-Fort Lauderdale-Pompano Beach","FL",179896,125932,3008,1750,49206,1
"Michigan City-La Porte","IN",1781,1781,0,0,0,1
"Midland","TX",5249,5249,0,0,0,1
"Milwaukee-Waukesha-West Allis","WI",62674,42126,1350,0,19198,1
"Minneapolis-St. Paul-Bloomington","MN-WI",145625,117369,300,591,27365,1
"Missoula","MT",3355,2698,0,657,0,1
"Mobile","AL",24499,22580,0,0,1919,1
"Modesto","CA",23046,21140,741,0,1165,1
"Monroe","LA",1305,1305,0,0,0,1
"Monroe","MI",3007,2847,160,0,0,1
"Montgomery","AL",17988,17988,0,0,0,1
"Morgantown","WV",695,695,0,0,0,1
"Morristown","TN",4939,4939,0,0,0,1
"Mount Vernon-Anacortes","WA",8285,8285,0,0,0,1
"Muncie","IN",1411,851,560,0,0,1
"Muskegon-Norton Shores","MI",2163,2163,0,0,0,1
"Myrtle Beach-Conway-North Myrtle Beach","SC",111064,71029,0,0,40035,1
"Napa","CA",4096,4096,0,0,0,1
"Naples-Marco Island","FL",45829,35306,400,713,9410,1
"Nashville-Davidson--Murfreesboro-Franklin","TN",179105,157999,8713,140,12253,1
"New Haven-Milford","CT",8009,6004,511,0,1494,1
"New Orleans-Metairie-Kenner","LA",102754,70962,1792,0,30000,1
"New York-Northern New Jersey-Long Island","NY-NJ-PA",486293,224243,35881,38698,187471,1
"Niles-Benton Harbor","MI",1080,1080,0,0,0,1
"Norwich-New London","CT",7958,7763,195,0,0,1
"Ocala","FL",59167,58967,0,0,200,1
"Ocean City","NJ",24773,15123,1655,150,7845,1
"Odessa","TX",1266,1266,0,0,0,1
"Ogden-Clearfield","UT",42807,40939,412,1456,0,1
"Oklahoma City","OK",69791,68783,290,0,718,1
"Olympia","WA",41796,33851,233,479,7233,1
"Omaha-Council Bluffs","NE-IA",26695,25966,0,729,0,1
"Orlando-Kissimmee","FL",254265,189106,4894,608,59657,1
"Oshkosh-Neenah","WI",3594,3452,142,0,0,1
"Owensboro","KY",1201,1201,0,0,0,1
"Oxnard-Thousand Oaks-Ventura","CA",20482,12807,1294,1904,4477,1
"Palm Bay-Melbourne-Titusville","FL",61856,59826,0,961,1069,1
"Palm Coast","FL",11838,10510,0,1328,0,1
"Panama City-Lynn Haven","FL",33209,5542,0,414,27253,1
"Parkersburg-Marietta-Vienna","WV-OH",272,272,0,0,0,1
"Pascagoula","MS",12178,11909,0,269,0,1
"Pensacola-Ferry Pass-Brent","FL",25952,17656,460,0,7836,1
"Peoria","IL",8775,7875,300,600,0,1
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",162259,129579,526,1974,30180,1
"Phoenix-Mesa-Scottsdale","AZ",461620,447099,355,2533,11633,1
"Pine Bluff","AR",493,493,0,0,0,1
"Pittsburgh","PA",59986,55609,320,1963,2094,1
"Pittsfield","MA",52,52,0,0,0,1
"Pocatello","ID",4005,3687,318,0,0,1
"Port St. Lucie","FL",59301,54495,0,0,4806,1
"Portland-South Portland-Biddeford","ME",26560,24862,526,261,911,1
"Portland-Vancouver-Beaverton","OR-WA",206619,143204,4506,1551,57358,1
"Poughkeepsie-Newburgh-Middletown","NY",13126,9977,292,0,2857,1
"Prescott","AZ",26139,26139,0,0,0,1
"Providence-New Bedford-Fall River","RI-MA",38386,35146,2353,487,400,1
"Provo-Orem","UT",85400,79961,277,0,5162,1
"Pueblo","CO",12479,11545,934,0,0,1
"Punta Gorda","FL",44919,37827,994,0,6098,1
"Racine","WI",8251,6497,1754,0,0,1
"Raleigh-Cary","NC",200514,194242,0,5612,660,1
"Rapid City","SD",6221,6221,0,0,0,1
"Reading","PA",9026,8814,212,0,0,1
"Redding","CA",6983,6983,0,0,0,1
"Reno-Sparks","NV",20707,18088,422,2197,0,1
"Richmond","VA",82729,81073,153,1091,412,1
"Riverside-San Bernardino-Ontario","CA",434037,388064,3351,13622,29000,1
"Roanoke","VA",11091,10846,0,0,245,1
"Rochester","MN",6952,5671,0,0,1281,1
"Rochester","NY",14335,14335,0,0,0,1
"Rockford","IL",14809,14525,284,0,0,1
"Rocky Mount","NC",5583,5247,206,130,0,1
"Rome","GA",3556,3386,170,0,0,1
"Sacramento--Arden-Arcade--Roseville","CA",159948,137333,628,2045,19942,1
"Saginaw-Saginaw Township North","MI",1002,1002,0,0,0,1
"Salem","OR",16285,14400,1017,270,598,1
"Salinas","CA",9867,9867,0,0,0,1
"Salisbury","MD",3949,2907,0,0,1042,1
"Salt Lake City","UT",84759,81349,453,124,2833,1
"San Angelo","TX",4174,4174,0,0,0,1
"San Antonio","TX",139725,137940,613,0,1172,1
"San Diego-Carlsbad-San Marcos","CA",137748,81214,1744,14245,40545,1
"San Francisco-Oakland-Fremont","CA",139268,123720,1147,1364,13037,1
"San Jose-Sunnyvale-Santa Clara","CA",61315,38901,492,597,21325,1
"San Luis Obispo-Paso Robles","CA",10179,5607,91,464,4017,1
"Sandusky","OH",0,0,0,0,0,1
"Santa Barbara-Santa Maria-Goleta","CA",23481,8270,0,0,15211,1
"Santa Cruz-Watsonville","CA",4105,4105,0,0,0,1
"Santa Fe","NM",3321,3321,0,0,0,1
"Santa Rosa-Petaluma","CA",41916,17645,2048,0,22223,1
"Sarasota-Bradenton-Venice","FL",89674,56271,2371,1017,30015,1
"Savannah","GA",39022,36153,357,445,2067,1
"Scranton--Wilkes-Barre","PA",2999,2646,0,353,0,1
"Seattle-Tacoma-Bellevue","WA",451271,221652,17758,12175,199686,1
"Sebastian-Vero Beach","FL",24807,23610,837,360,0,1
"Sheboygan","WI",1317,1317,0,0,0,1
"Sherman-Denison","TX",331,331,0,0,0,1
"Shreveport-Bossier City","LA",15858,15858,0,0,0,1
"Sioux City","IA-NE-SD",1055,1055,0,0,0,1
"Sioux Falls","SD",14279,9104,0,0,5175,1
"South Bend-Mishawaka","IN-MI",6962,5812,0,1150,0,1
"Spartanburg","SC",16162,16162,0,0,0,1
"Spokane","WA",27304,15385,0,0,11919,1
"Springfield","IL",2786,1980,619,0,187,1
"Springfield","MA",7620,7229,391,0,0,1
"Springfield","MO",21900,17918,1362,0,2620,1
"Springfield","OH",1562,1562,0,0,0,1
"St. Cloud","MN",5132,4461,0,0,671,1
"St. George","UT",24503,24503,0,0,0,1
"St. Joseph","MO-KS",648,648,0,0,0,1
"St. Louis","MO-IL",131435,118218,727,764,11726,1
"State College","PA",3419,3419,0,0,0,1
"Stockton","CA",37889,37452,0,437,0,1
"Sumter","SC",3233,3038,195,0,0,1
"Syracuse","NY",8529,5988,0,0,2541,1
"Tallahassee","FL",34132,27981,149,1183,4819,1
"Tampa-St. Petersburg-Clearwater","FL",199062,139893,2137,10372,46660,1
"Terre Haute","IN",3257,1215,794,201,1047,1
"Texarkana","TX-Texarkana",799,799,0,0,0,1
"Toledo","OH",18315,17956,359,0,0,1
"Topeka","KS",8927,6403,0,0,2524,1
"Trenton-Ewing","NJ",6125,5164,115,0,846,1
"Tucson","AZ",64628,62562,1352,311,403,1
"Tulsa","OK",54361,53491,870,0,0,1
"Tuscaloosa","AL",22221,15861,0,0,6360,1
"Tyler","TX",4472,4195,0,0,277,1
"Utica-Rome","NY",0,0,0,0,0,1
"Valdosta","GA",9557,9384,173,0,0,1
"Vallejo-Fairfield","CA",25555,23661,1842,52,0,1
"Victoria","TX",728,728,0,0,0,1
"Vineland-Millville-Bridgeton","NJ",2753,2492,261,0,0,1
"Virginia Beach-Norfolk-Newport News","VA-NC",100858,81516,307,912,18123,1
"Visalia-Porterville","CA",45124,44334,0,790,0,1
"Waco","TX",8363,7563,800,0,0,1
"Warner Robins","GA",14374,14374,0,0,0,1
"Washington-Arlington-Alexandria","DC-VA-MD-WV",240327,197342,666,0,42319,1
"Waterloo-Cedar Falls","IA",3262,3202,0,60,0,1
"Wausau","WI",3003,2703,0,300,0,1
"Weirton-Steubenville","WV-OH",0,0,0,0,0,1
"Wenatchee","WA",5432,5432,0,0,0,1
"Wheeling","WV-OH",0,0,0,0,0,1
"Wichita Falls","TX",2378,2123,255,0,0,1
"Wichita","KS",22508,21998,510,0,0,1
"Williamsport","PA",184,184,0,0,0,1
"Wilmington","NC",71600,66286,557,242,4515,1
"Winchester","VA-WV",7681,7681,0,0,0,1
"Winston-Salem","NC",34804,34804,0,0,0,1
"Worcester","MA",12642,12298,0,344,0,1
"Yakima","WA",3725,3725,0,0,0,1
"York-Hanover","PA",21415,21415,0,0,0,1
"Youngstown-Warren-Boardman","OH-PA",6854,6854,0,0,0,1
"Yuba City","CA",28069,27811,0,0,258,1
"Yuma","AZ",9279,9110,169,0,0,1
"Abilene","TX",6086,6086,0,0,0,2
"Akron","OH",10038,9650,0,0,388,2
"Albany","GA",4017,3760,147,110,0,2
"Albany-Schenectady-Troy","NY",10689,10689,0,0,0,2
"Albuquerque","NM",58968,57445,0,153,1370,2
"Alexandria","LA",2922,2922,0,0,0,2
"Allentown-Bethlehem-Easton","PA-NJ",27962,27373,0,200,389,2
"Altoona","PA",652,652,0,0,0,2
"Amarillo","TX",13860,13860,0,0,0,2
"Ames","IA",956,956,0,0,0,2
"Anchorage","AK",13710,6418,3817,0,3475,2
"Anderson","IN",1106,1106,0,0,0,2
"Anderson","SC",11084,11084,0,0,0,2
"Ann Arbor","MI",3816,3514,0,0,302,2
"Anniston-Oxford","AL",1545,1545,0,0,0,2
"Appleton","WI",7556,7556,0,0,0,2
"Asheville","NC",57465,54574,152,2028,711,2
"Athens-Clarke County","GA",27096,20914,0,0,6182,2
"Atlanta-Sandy Springs-Marietta","GA",586634,496693,1257,5580,83104,2
"Atlantic City","NJ",17504,16968,536,0,0,2
"Auburn-Opelika","AL",22285,19863,1213,0,1209,2
"Augusta-Richmond County","GA-SC",29531,29531,0,0,0,2
"Austin-Round Rock","TX",255232,206632,2980,2432,43188,2
"Bakersfield","CA",53447,44134,1741,949,6623,2
"Baltimore-Towson","MD",86557,65782,684,1091,19000,2
"Bangor","ME",1055,1055,0,0,0,2
"Barnstable Town","MA",20387,19133,0,0,1254,2
"Baton Rouge","LA",31461,27634,0,0,3827,2
"Battle Creek","MI",793,565,0,0,228,2
"Bay City","MI",110,110,0,0,0,2
"Beaumont-Port Arthur","TX",9131,6659,0,0,2472,2
"Bellingham","WA",7309,6445,478,386,0,2
"Bend","OR",34875,34636,0,239,0,2
"Billings","MT",5017,5017,0,0,0,2
"Binghamton","NY",0,0,0,0,0,2
"Birmingham-Hoover","AL",76670,76670,0,0,0,2
"Bismarck","ND",1729,1729,0,0,0,2
"Bloomington","IN",4226,3575,0,651,0,2
"Bloomington-Normal","IL",5288,2449,0,207,2632,2
"Boise City-Nampa","ID",82549,77976,2877,1696,0,2
"Boston-Cambridge-Quincy","MA-NH",79031,55651,2837,295,20248,2
"Boulder","CO",7663,7228,0,0,435,2
"Bowling Green","KY",17609,11172,108,0,6329,2
"Bremerton-Silverdale","WA",12661,10831,0,0,1830,2
"Bridgeport-Stamford-Norwalk","CT",16086,15079,208,0,799,2
"Brownsville-Harlingen","TX",14575,13451,70,1054,0,2
"Brunswick","GA",11968,11881,0,0,87,2
"Buffalo-Niagara Falls","NY",14721,14721,0,0,0,2
"Burlington","NC",11611,11611,0,0,0,2
"Burlington-South Burlington","VT",5658,4725,400,180,353,2
"Canton-Massillon","OH",5636,5636,0,0,0,2
"Cape Coral-Fort Myers","FL",135342,105527,365,465,28985,2
"Carson City","NV",0,0,0,0,0,2
"Casper","WY",3258,3258,0,0,0,2
"Cedar Rapids","IA",5602,5050,0,552,0,2
"Champaign-Urbana","IL",3917,2095,0,0,1822,2
"Charleston","WV",3419,3419,0,0,0,2
"Charleston-North Charleston","SC",88100,87296,0,0,804,2
"Charlotte-Gastonia-Concord","NC-SC",260380,233805,0,408,26167,2
"Charlottesville","VA",20186,20186,0,0,0,2
"Chattanooga","TN-GA",21712,21271,179,0,262,2
"Cheyenne","WY",2099,2099,0,0,0,2
"Chicago-Naperville-Joliet","IL-IN-WI",398282,243393,2960,6328,145601,2
"Chico","CA",11487,4386,0,0,7101,2
"Cincinnati-Middletown","OH-KY-IN",71982,67040,230,1359,3353,2
"Clarksville","TN-KY",17537,12030,100,364,5043,2
"Cleveland","TN",5828,4916,218,250,444,2
"Cleveland-Elyria-Mentor","OH",50511,49311,275,530,395,2
"Coeur dAlene","ID",17771,16090,0,0,1681,2
"College Station-Bryan","TX",10271,9497,774,0,0,2
"Colorado Springs","CO",42255,41579,383,293,0,2
"Columbia","MO",7549,6839,360,350,0,2
"Columbia","SC",64421,61829,108,0,2484,2
"Columbus","GA-AL",15717,13691,128,137,1761,2
"Columbus","IN",1626,1626,0,0,0,2
"Columbus","OH",88860,73936,0,2809,12115,2
"Corpus Christi","TX",14346,12821,580,70,875,2
"Corvallis","OR",1839,1839,0,0,0,2
"Cumberland","MD-WV",1637,1637,0,0,0,2
"Dallas-Fort Worth-Arlington","TX",502137,424178,2775,727,74457,2
"Dalton","GA",5934,5306,99,171,358,2
"Danville","IL",0,0,0,0,0,2
"Danville","VA",1738,1738,0,0,0,2
"Davenport-Moline-Rock Island","IA-IL",4668,4668,0,0,0,2
"Dayton","OH",15999,14080,125,0,1794,2
"Decatur","AL",3700,3700,0,0,0,2
"Decatur","IL",0,0,0,0,0,2
"Deltona-Daytona Beach-Ormond Beach","FL",62160,50919,232,0,11009,2
"Denver-Aurora","CO",204638,139406,572,2798,61862,2
"Des Moines-West Des Moines","IA",20646,19804,0,0,842,2
"Detroit-Warren-Livonia","MI",65160,60734,363,233,3830,2
"Dothan","AL",2299,2299,0,0,0,2
"Dover","DE",16840,16840,0,0,0,2
"Dubuque","IA",2749,2567,182,0,0,2
"Duluth","MN-WI",2586,1985,0,0,601,2
"Durham","NC",57659,57039,620,0,0,2
"Eau Claire","WI",2033,1746,287,0,0,2
"El Centro","CA",11804,11573,0,0,231,2
"El Paso","TX",39060,38070,0,0,990,2
"Elizabethtown","KY",4705,4047,0,444,214,2
"Elkhart-Goshen","IN",5582,5582,0,0,0,2
"Elmira","NY",675,675,0,0,0,2
"Erie","PA",2449,2449,0,0,0,2
"Eugene-Springfield","OR",19305,16483,904,0,1918,2
"Evansville","IN-KY",7867,5939,1107,350,471,2
"Fairbanks","AK",2377,2377,0,0,0,2
"Fargo","ND-MN",1405,1405,0,0,0,2
"Farmington","NM",4998,4998,0,0,0,2
"Fayetteville","NC",32664,31513,0,0,1151,2
"Fayetteville-Springdale-Rogers","AR-MO",39843,29668,2740,5587,1848,2
"Flagstaff","AZ",6412,6412,0,0,0,2
"Flint","MI",6524,6524,0,0,0,2
"Florence","SC",6285,6285,0,0,0,2
"Florence-Muscle Shoals","AL",3080,3080,0,0,0,2
"Fond du Lac","WI",835,835,0,0,0,2
"Fort Collins-Loveland","CO",23820,20704,0,0,3116,2
"Fort Smith","AR-OK",7711,6521,790,0,400,2
"Fort Walton Beach-Crestview-Destin","FL",25297,12694,0,694,11909,2
"Fort Wayne","IN",11023,11023,0,0,0,2
"Fresno","CA",51302,43160,568,531,7043,2
"Gadsden","AL",1884,1884,0,0,0,2
"Gainesville","FL",9480,7978,0,0,1502,2
"Gainesville","GA",30368,30368,0,0,0,2
"Glens Falls","NY",1281,1281,0,0,0,2
"Goldsboro","NC",5760,5760,0,0,0,2
"Grand Forks","ND-MN",0,0,0,0,0,2
"Grand Junction","CO",19111,19111,0,0,0,2
"Grand Rapids-Wyoming","MI",17019,15678,0,255,1086,2
"Great Falls","MT",2619,2619,0,0,0,2
"Greeley","CO",35609,35609,0,0,0,2
"Green Bay","WI",6593,5738,450,0,405,2
"Greensboro-High Point","NC",52344,44649,926,0,6769,2
"Greenville","NC",20399,14809,1690,0,3900,2
"Greenville-Mauldin-Easley","SC",55804,55804,0,0,0,2
"Gulfport-Biloxi","MS",34198,34198,0,0,0,2
"Hagerstown-Martinsburg","MD-WV",27480,27300,180,0,0,2
"Hanford-Corcoran","CA",4493,4352,141,0,0,2
"Harrisburg-Carlisle","PA",8034,7214,0,0,820,2
"Harrisonburg","VA",9637,9637,0,0,0,2
"Hartford-West Hartford-East Hartford","CT",21364,15437,530,0,5397,2
"Hattiesburg","MS",5841,5416,0,0,425,2
"Hickory-Lenoir-Morganton","NC",25521,25521,0,0,0,2
"Hinesville-Fort Stewart","GA",1442,1442,0,0,0,2
"Holland-Grand Haven","MI",6991,6991,0,0,0,2
"Honolulu","HI",52381,18881,0,1210,32290,2
