"fips_msa","city","state","university","year","quarter","hpi","error","time","city_state"
26580,"Huntington","WV","Marshall University",2001,4,129.73,2.6,2001.75,"Huntington, WV"
26580,"Huntington","WV","Marshall University",2000,4,123.65,2.57,2000.75,"Huntington, WV"
26580,"Huntington","WV","Marshall University",2007,2,165.41,3.46,2007.25,"Huntington, WV"
26580,"Huntington","WV","Marshall University",2000,2,120.97,2.56,2000.25,"Huntington, WV"
26580,"Huntington","WV","Marshall University",2007,1,166.98,3.58,2007,"Huntington, WV"
26980,"Iowa City","IA","University of Iowa",2003,4,137.09,1.33,2003.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2008,4,160.45,1.63,2008.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2005,4,152.17,1.6,2005.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2003,3,134.56,1.2,2003.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2000,4,120.19,1.16,2000.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2004,3,144.3,1.4,2004.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2008,3,158.59,1.62,2008.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2000,3,119.73,1.14,2000.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2003,2,133.53,1.18,2003.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2005,3,152.87,1.5,2005.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2004,2,140.74,1.31,2004.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2001,2,124.07,1.12,2001.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2005,1,147.66,1.48,2005,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2002,1,126.67,1.16,2002,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2005,2,149.95,1.49,2005.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2008,1,160.52,1.54,2008,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2006,2,155.18,1.57,2006.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2006,1,151.61,1.69,2006,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2009,1,161.86,1.53,2009,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2001,1,122.7,1.14,2001,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2004,4,145.12,1.43,2004.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2001,3,124.78,1.14,2001.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2007,1,157.1,1.61,2007,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2001,4,126.54,1.13,2001.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2006,3,156.3,1.56,2006.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2000,2,118.46,1.16,2000.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2000,1,117.13,1.3,2000,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2008,2,158.98,1.64,2008.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2004,1,138.12,1.31,2004,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2002,4,131.28,1.16,2002.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2006,4,156.51,1.67,2006.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2002,3,130.29,1.17,2002.5,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2007,2,159.61,1.56,2007.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2003,1,132.14,1.18,2003,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2002,2,128.49,1.17,2002.25,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2007,4,160.32,1.6,2007.75,"Iowa City, IA"
26980,"Iowa City","IA","University of Iowa",2007,3,157.04,1.56,2007.5,"Iowa City, IA"
27060,"Ithaca","NY","Cornell University",2006,1,178.36,6.1,2006,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2001,2,118.87,3.06,2001.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2002,2,125.12,3.18,2002.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2002,4,128.36,3.2,2002.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2008,1,191.82,6.07,2008,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2002,3,127.31,3.2,2002.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2007,2,187.91,5.9,2007.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2005,4,175.72,5.16,2005.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2002,1,122.69,3.15,2002,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2004,3,153.6,4.24,2004.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2001,1,116.2,3.24,2001,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2005,2,169.35,4.95,2005.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2008,4,194.76,7.16,2008.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2007,4,189.74,6,2007.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2007,3,189.98,5.71,2007.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2005,3,172.06,4.65,2005.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2001,3,121.48,3.16,2001.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2009,1,195.28,5.51,2009,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2000,1,111.39,4.24,2000,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2003,3,136.59,3.43,2003.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2006,4,183.98,5.47,2006.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2000,4,114.06,3.14,2000.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2003,1,129.2,3.23,2003,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2003,2,131.76,3.3,2003.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2005,1,156.12,5.18,2005,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2007,1,173.55,6.15,2007,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2008,2,198.13,6.96,2008.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2006,2,182.76,5.54,2006.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2006,3,189.09,5.54,2006.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2000,3,112.39,3.06,2000.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2004,4,152.93,4.7,2004.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2000,2,112.83,3.21,2000.25,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2008,3,202.63,9.71,2008.5,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2001,4,121.99,3.11,2001.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2004,1,141.13,4.03,2004,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2003,4,144.66,3.88,2003.75,"Ithaca, NY"
27060,"Ithaca","NY","Cornell University",2004,2,149.89,4.15,2004.25,"Ithaca, NY"
27860,"Jonesboro","AR","Arkansas State University",2004,1,138.63,2.46,2004,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2001,1,125.79,2.17,2001,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2003,3,136.83,2.22,2003.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2000,4,122.41,2.24,2000.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2009,1,150.58,2.87,2009,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2000,1,121.27,2.45,2000,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2003,4,135.56,2.42,2003.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2000,2,120.91,2.27,2000.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2001,2,127.66,2.17,2001.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2001,3,128.68,2.18,2001.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2003,2,134.88,2.21,2003.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2002,3,132.97,2.2,2002.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2006,2,143.24,2.72,2006.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2008,2,151.25,3.09,2008.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2001,4,130.37,2.13,2001.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2002,2,130.65,2.27,2002.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2004,2,136.17,2.41,2004.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2004,3,138.39,2.5,2004.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2008,3,148.02,3.25,2008.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2000,3,119.39,2.16,2000.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2008,1,148.31,2.9,2008,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2007,4,146.79,2.89,2007.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2004,4,138.94,2.5,2004.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2005,1,139.8,2.77,2005,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2007,2,149.08,2.84,2007.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2008,4,149.4,3.19,2008.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2005,4,140.39,2.67,2005.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2003,1,134.39,2.25,2003,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2002,4,133.05,2.18,2002.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2006,3,144.76,2.79,2006.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2006,4,146.08,2.86,2006.75,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2005,2,138.39,2.53,2005.25,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2007,1,149.04,3.01,2007,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2007,3,145.73,2.78,2007.5,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2002,1,129.82,2.18,2002,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2006,1,146.69,2.88,2006,"Jonesboro, AR"
27860,"Jonesboro","AR","Arkansas State University",2005,3,143.38,2.6,2005.5,"Jonesboro, AR"
28020,"Kalamazoo","MI","Western Michigan University",2008,2,163.08,1.61,2008.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2006,2,166.46,1.51,2006.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2002,2,145.68,1.16,2002.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2003,1,149.96,1.17,2003,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2006,1,166.44,1.56,2006,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2001,3,141.06,1.13,2001.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2002,4,149.13,1.16,2002.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2004,1,155.82,1.29,2004,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2005,4,166.42,1.5,2005.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2002,3,147.49,1.16,2002.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2002,1,144.87,1.15,2002,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2006,4,167.47,1.54,2006.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2007,1,169.71,1.6,2007,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2003,2,150.92,1.18,2003.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2009,1,166.08,1.5,2009,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2004,4,162.92,1.4,2004.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2000,2,131,1.09,2000.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2001,4,143.24,1.12,2001.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2005,1,163.96,1.45,2005,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2008,4,161.19,1.78,2008.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2008,3,161.9,1.68,2008.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2000,3,133.62,1.11,2000.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2007,2,166.84,1.51,2007.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2004,2,156.83,1.27,2004.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2000,4,135.17,1.13,2000.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2003,3,152.96,1.2,2003.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2001,2,139.38,1.1,2001.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2003,4,155.49,1.29,2003.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2000,1,130.17,1.18,2000,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2004,3,158.54,1.36,2004.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2007,3,167.51,1.53,2007.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2006,3,165.1,1.49,2006.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2008,1,169.87,1.54,2008,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2005,3,167.01,1.45,2005.5,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2007,4,167.74,1.54,2007.75,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2005,2,164.54,1.44,2005.25,"Kalamazoo, MI"
28020,"Kalamazoo","MI","Western Michigan University",2001,1,137.19,1.11,2001,"Kalamazoo, MI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2001,2,142,1.24,2001.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2001,4,144.47,1.24,2001.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2003,2,153.84,1.32,2003.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2000,4,138.71,1.34,2000.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2005,2,176.11,1.74,2005.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2007,2,188.28,1.87,2007.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2002,1,147.94,1.31,2002,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2004,3,169.27,1.64,2004.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2004,1,163.23,1.51,2004,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2006,3,185.93,1.88,2006.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2001,1,140.72,1.27,2001,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2004,4,172.14,1.73,2004.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2001,3,143.97,1.27,2001.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2000,2,134.41,1.35,2000.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2004,2,164.75,1.5,2004.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2005,1,173.69,1.74,2005,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2002,3,150.35,1.29,2002.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2005,4,181.18,1.91,2005.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2007,3,190.81,1.86,2007.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2006,4,187.95,1.94,2006.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2000,3,136.31,1.33,2000.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2003,4,161.33,1.53,2003.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2003,1,152.32,1.31,2003,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2002,4,150.73,1.29,2002.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2003,3,156.54,1.35,2003.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2007,1,189.23,1.98,2007,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2005,3,180.34,1.77,2005.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2008,2,194.13,1.91,2008.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2002,2,148.95,1.33,2002.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2009,1,193.26,1.76,2009,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2000,1,131.46,1.44,2000,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2006,2,182.68,1.81,2006.25,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2008,3,191.42,1.93,2008.5,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2007,4,191.22,1.88,2007.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2006,1,183.7,1.97,2006,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2008,4,194.22,1.96,2008.75,"La Crosse, WI"
29100,"La Crosse","WI","University of Wisconsin-La Crosse",2008,1,191.8,1.79,2008,"La Crosse, WI"
29620,"East Lansing","MI","Michigan State University",2006,2,174.33,1.05,2006.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2007,1,174.56,1.07,2007,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2006,4,174.76,1.06,2006.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2005,3,176.37,1.01,2005.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2000,1,133.04,0.77,2000,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2007,2,174.34,1.06,2007.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2006,3,172.92,1.05,2006.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2004,2,164.47,0.86,2004.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2008,4,160.37,1.21,2008.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2001,1,140.51,0.72,2001,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2000,2,135.24,0.74,2000.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2004,4,170.75,0.95,2004.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2006,1,175.87,1.11,2006,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2002,1,148.75,0.75,2002,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2004,3,169.77,0.94,2004.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2001,4,146.76,0.74,2001.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2001,2,143.04,0.73,2001.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2000,3,136.94,0.73,2000.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2005,4,176.99,1.07,2005.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2003,4,162.69,0.86,2003.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2009,1,159.84,1.01,2009,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2003,3,159.56,0.8,2003.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2004,1,163.09,0.86,2004,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2007,4,169.48,1.04,2007.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2005,2,173.06,1,2005.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2001,3,145.44,0.74,2001.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2005,1,172.78,0.99,2005,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2008,3,157.9,1.25,2008.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2002,2,150.97,0.77,2002.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2007,3,167.74,1.03,2007.5,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2008,1,170.72,1.03,2008,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2003,1,155.87,0.78,2003,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2003,2,157.09,0.78,2003.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2008,2,165.14,1.14,2008.25,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2002,4,154.22,0.77,2002.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2000,4,138.62,0.74,2000.75,"East Lansing, MI"
29620,"East Lansing","MI","Michigan State University",2002,3,152.68,0.76,2002.5,"East Lansing, MI"
29940,"Lawrence","KS","University of Kansas",2001,3,143.02,1.45,2001.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2003,4,160.17,1.67,2003.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2004,4,170.28,1.84,2004.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2003,2,154.48,1.54,2003.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2002,1,147.05,1.5,2002,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2004,3,167.08,1.78,2004.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2003,1,152.45,1.52,2003,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2008,4,186.3,2.45,2008.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2004,2,165.3,1.71,2004.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2004,1,163.13,1.71,2004,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2008,3,185.55,2.25,2008.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2000,2,132.62,1.41,2000.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2006,4,185.94,2.11,2006.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2000,3,133.98,1.4,2000.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2003,3,156.38,1.56,2003.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2000,4,136.43,1.45,2000.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2008,2,186.73,2.17,2008.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2001,4,143.91,1.44,2001.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2001,1,138.53,1.41,2001,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2005,2,176.29,1.93,2005.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2007,1,187.16,2.19,2007,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2002,3,150.24,1.5,2002.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2001,2,140.99,1.42,2001.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2000,1,132.22,1.55,2000,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2008,1,188.98,2.07,2008,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2002,2,148.14,1.5,2002.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2006,2,183.06,2,2006.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2007,4,187.09,2.17,2007.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2005,1,173.36,1.92,2005,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2006,3,181.93,2.01,2006.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2005,3,179.28,1.94,2005.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2009,1,187.71,2.08,2009,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2007,2,186.14,2.09,2007.25,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2006,1,178.92,2.11,2006,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2007,3,185.57,2.06,2007.5,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2002,4,151.05,1.5,2002.75,"Lawrence, KS"
29940,"Lawrence","KS","University of Kansas",2005,4,178.56,2.02,2005.75,"Lawrence, KS"
30780,"Conway","AR","University of Central Arkansas",2005,3,152.73,0.93,2005.5,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2006,3,160.85,1.01,2006.5,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2006,2,160.13,1.01,2006.25,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2008,4,169.55,1.31,2008.75,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2004,1,138.49,0.84,2004,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2000,4,121.38,0.76,2000.75,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2006,1,156.81,1.03,2006,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2008,3,167.94,1.23,2008.5,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2000,2,118.97,0.73,2000.25,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2005,2,149.9,0.94,2005.25,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2002,2,128.23,0.75,2002.25,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2001,2,124.77,0.73,2001.25,"Conway, AR"
30780,"Conway","AR","University of Central Arkansas",2005,4,155.11,0.99,2005.75,"Conway, AR"
