"fips_msa","city","state","university","year","quarter","hpi","error","time","city_state"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2006,2,158.64,3.99,2006.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2007,1,163.71,4.1,2007,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2006,4,161.29,4.07,2006.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2002,2,130.44,3.14,2002.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2002,1,129.99,3.13,2002,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2000,2,120.26,2.99,2000.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2004,1,141.57,3.47,2004,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2007,2,163.5,4.14,2007.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2005,3,156.68,3.88,2005.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2001,2,127.53,3.07,2001.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2001,3,126.4,3.06,2001.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2006,3,158.79,3.97,2006.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2003,3,136.48,3.27,2003.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2005,1,147.6,3.69,2005,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2000,4,121.53,2.98,2000.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2001,4,128.27,3.08,2001.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2003,4,139.45,3.43,2003.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2006,1,156.67,3.99,2006,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2005,2,149.67,3.72,2005.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2009,1,167.58,4.15,2009,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2002,4,133.89,3.2,2002.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2001,1,125.55,3.05,2001,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2000,3,120.59,2.98,2000.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2004,2,141.63,3.45,2004.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2004,3,141.04,3.5,2004.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2003,2,135.82,3.24,2003.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2005,4,155.84,3.95,2005.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2008,4,165.59,4.45,2008.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2007,4,164.13,4.11,2007.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2008,3,165.98,4.43,2008.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2008,2,165.84,4.16,2008.25,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2004,4,145.82,3.64,2004.75,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2007,3,162.31,4.03,2007.5,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2008,1,165.26,4.11,2008,"Cape Girardeau, MO"
16020,"Cape Girardeau","MO","Southeast Missouri State University",2003,1,135.16,3.24,2003,"Cape Girardeau, MO"
16820,"Charlottesville","VA","University of Virginia",2002,2,144.45,2.31,2002.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2001,4,136.76,2.17,2001.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2002,1,139.88,2.23,2002,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2002,4,148.66,2.34,2002.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2003,4,165,2.67,2003.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2003,2,155.87,2.46,2003.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2002,3,147.97,2.35,2002.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2001,3,136.42,2.19,2001.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2001,2,133.16,2.13,2001.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2007,2,243.52,4.02,2007.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2003,1,151.02,2.39,2003,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2008,1,248.48,4.09,2008,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2003,3,158.81,2.5,2003.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2008,3,240.04,4.23,2008.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2007,1,245.11,4.18,2007,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2006,1,227.47,3.86,2006,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2007,4,250.39,4.25,2007.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2000,4,127.52,2.14,2000.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2005,2,207.53,3.42,2005.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2005,4,221.55,3.68,2005.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2008,2,241.93,4.06,2008.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2005,1,195.22,3.24,2005,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2004,4,186.63,3.09,2004.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2006,2,234.16,3.9,2006.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2001,1,129.94,2.11,2001,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2006,4,238.52,4.07,2006.75,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2009,1,238.08,3.93,2009,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2006,3,236.51,3.95,2006.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2005,3,214.18,3.51,2005.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2004,1,167.27,2.71,2004,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2000,3,124.73,2.06,2000.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2000,2,122.82,2.03,2000.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2004,2,173.04,2.79,2004.25,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2007,3,245.28,4.12,2007.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2004,3,184.06,3.02,2004.5,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2000,1,118.83,2.06,2000,"Charlottesville, VA"
16820,"Charlottesville","VA","University of Virginia",2008,4,241.49,4.42,2008.75,"Charlottesville, VA"
17020,"Chico","CA","California State University Chico",2006,3,267.84,3.17,2006.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2001,1,124.2,1.36,2001,"Chico, CA"
17020,"Chico","CA","California State University Chico",2007,2,259.8,3.07,2007.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2000,4,121.43,1.37,2000.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2006,4,266.52,3.14,2006.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2001,2,130.03,1.4,2001.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2009,1,222.87,2.61,2009,"Chico, CA"
17020,"Chico","CA","California State University Chico",2006,1,270.46,3.22,2006,"Chico, CA"
17020,"Chico","CA","California State University Chico",2004,4,223.56,2.52,2004.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2007,1,267.72,3.15,2007,"Chico, CA"
17020,"Chico","CA","California State University Chico",2005,4,265.03,3.08,2005.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2006,2,271.7,3.22,2006.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2005,2,243.48,2.76,2005.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2004,3,215.52,2.42,2004.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2007,4,251.14,3.02,2007.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2008,1,246.15,2.87,2008,"Chico, CA"
17020,"Chico","CA","California State University Chico",2005,1,230.46,2.63,2005,"Chico, CA"
17020,"Chico","CA","California State University Chico",2007,3,254.21,3.04,2007.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2004,2,198.85,2.19,2004.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2003,1,162.14,1.74,2003,"Chico, CA"
17020,"Chico","CA","California State University Chico",2005,3,256.87,2.89,2005.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2000,3,118.38,1.34,2000.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2003,3,175.43,1.87,2003.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2008,3,226.85,2.87,2008.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2003,4,186.86,2.06,2003.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2000,1,111.75,1.34,2000,"Chico, CA"
17020,"Chico","CA","California State University Chico",2004,1,190.5,2.1,2004,"Chico, CA"
17020,"Chico","CA","California State University Chico",2008,2,235.14,2.8,2008.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2003,2,167.7,1.79,2003.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2008,4,224.15,2.91,2008.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2002,3,153.07,1.64,2002.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2001,4,135.58,1.46,2001.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2001,3,133.8,1.45,2001.5,"Chico, CA"
17020,"Chico","CA","California State University Chico",2000,2,114.53,1.3,2000.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2002,2,145.97,1.58,2002.25,"Chico, CA"
17020,"Chico","CA","California State University Chico",2002,4,158.08,1.69,2002.75,"Chico, CA"
17020,"Chico","CA","California State University Chico",2002,1,138.4,1.49,2002,"Chico, CA"
17780,"College Station","TX","Texas A&M University",2000,2,119.43,1.57,2000.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2000,3,119.98,1.64,2000.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2002,2,129.62,1.61,2002.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2005,2,144.89,1.93,2005.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2006,1,147.21,2.27,2006,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2005,1,142.97,2.17,2005,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2001,4,126.91,1.58,2001.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2000,4,120.31,1.7,2000.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2006,2,151.35,2.09,2006.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2004,1,137.4,1.89,2004,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2003,1,133.99,1.65,2003,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2007,4,162.41,2.41,2007.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2003,3,134.24,1.62,2003.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2005,3,146,1.96,2005.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2003,2,134.23,1.61,2003.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2005,4,145.81,2.27,2005.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2007,1,159.05,2.35,2007,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2001,2,123.41,1.55,2001.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2003,4,136.14,1.81,2003.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2000,1,115.29,1.66,2000,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2008,1,163.57,2.38,2008,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2006,3,154.84,2.16,2006.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2001,1,124.73,1.85,2001,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2002,3,130.34,1.61,2002.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2009,1,172.72,2.53,2009,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2004,3,140.37,1.87,2004.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2002,1,127.37,1.6,2002,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2004,2,138.7,1.79,2004.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2004,4,141.56,2.15,2004.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2002,4,131.88,1.62,2002.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2008,3,171.46,2.63,2008.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2007,3,160.98,2.2,2007.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2006,4,158.66,2.41,2006.75,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2001,3,126.64,1.62,2001.5,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2008,2,167.73,2.39,2008.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2007,2,159.87,2.19,2007.25,"College Station, TX"
17780,"College Station","TX","Texas A&M University",2008,4,172.69,2.96,2008.75,"College Station, TX"
17860,"Columbia","MO","University of Missouri",2002,1,124.65,1.02,2002,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2002,2,125.39,1.02,2002.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2004,4,141.04,1.29,2004.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2004,3,139.89,1.23,2004.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2008,4,161.38,1.71,2008.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2004,2,135.3,1.15,2004.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2003,3,129.81,1.05,2003.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2001,3,122.3,1,2001.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2008,2,159.39,1.52,2008.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2007,2,160.14,1.46,2007.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2007,3,158.99,1.47,2007.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2002,4,127.17,1.01,2002.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2002,3,126.92,1.02,2002.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2009,1,160.84,1.39,2009,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2000,2,116.88,1.03,2000.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2005,4,152.26,1.43,2005.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2003,1,128.44,1.03,2003,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2001,4,123.34,0.99,2001.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2004,1,133.08,1.16,2004,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2003,4,132.89,1.15,2003.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2006,4,159.64,1.54,2006.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2003,2,128.59,1.03,2003.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2005,2,146.18,1.31,2005.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2008,1,161.35,1.44,2008,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2006,1,153.39,1.46,2006,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2005,3,151.1,1.36,2005.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2008,3,161.17,1.56,2008.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2006,2,154.36,1.42,2006.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2001,2,121.75,0.99,2001.25,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2000,1,115.52,1.12,2000,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2000,4,118.8,1.04,2000.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2000,3,117.99,1.01,2000.5,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2007,4,157.79,1.52,2007.75,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2005,1,143.26,1.33,2005,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2001,1,120.43,1,2001,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2007,1,157.47,1.52,2007,"Columbia, MO"
17860,"Columbia","MO","University of Missouri",2006,3,156.23,1.44,2006.5,"Columbia, MO"
17900,"Columbia","SC","University of South Carolina",2005,2,154.94,0.87,2005.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2003,1,138.34,0.68,2003,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2003,3,140.32,0.69,2003.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2002,4,137.39,0.67,2002.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2007,4,174.33,1.05,2007.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2003,2,139.56,0.68,2003.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2006,2,162.52,0.93,2006.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2002,3,136.18,0.68,2002.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2006,1,161.95,0.97,2006,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2008,1,176.3,0.98,2008,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2003,4,142.33,0.76,2003.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2000,1,121.1,0.7,2000,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2005,4,159.37,0.93,2005.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2001,3,131.59,0.67,2001.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2001,2,130.42,0.65,2001.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2007,1,168.16,1.01,2007,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2009,1,178.62,1,2009,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2008,4,178.23,1.19,2008.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2008,2,176.51,1.05,2008.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2000,3,124.27,0.67,2000.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2005,1,151.68,0.88,2005,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2007,3,172.02,0.98,2007.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2002,1,133.37,0.67,2002,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2004,4,149.12,0.85,2004.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2000,2,122.91,0.66,2000.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2004,2,145.26,0.78,2004.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2007,2,171.49,0.99,2007.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2006,4,168.81,1.01,2006.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2008,3,176.05,1.12,2008.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2004,1,143.89,0.77,2004,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2006,3,163.94,0.94,2006.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2002,2,133.85,0.68,2002.25,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2001,4,132.78,0.66,2001.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2001,1,129.58,0.67,2001,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2004,3,146.82,0.82,2004.5,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2000,4,125.71,0.69,2000.75,"Columbia, SC"
17900,"Columbia","SC","University of South Carolina",2005,3,156.96,0.88,2005.5,"Columbia, SC"
18700,"Corvallis","OR","Oregon State University",2006,4,187.03,2.53,2006.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2005,4,162.44,2.04,2005.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2006,3,184.36,2.3,2006.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2006,2,173.82,2.24,2006.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2007,1,186.68,2.47,2007,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2004,2,137.22,1.58,2004.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2006,1,166.12,2.22,2006,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2003,4,132.9,1.55,2003.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2000,2,116.12,1.4,2000.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2002,4,126.98,1.32,2002.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2003,3,130.4,1.35,2003.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2005,2,153.2,1.9,2005.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2004,3,143.61,1.75,2004.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2008,2,198.48,2.52,2008.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2000,1,116.46,1.55,2000,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2008,1,196.42,2.41,2008,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2005,1,147.42,1.91,2005,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2007,4,200.38,2.65,2007.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2004,1,132.85,1.57,2004,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2005,3,157.27,1.88,2005.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2000,3,115.77,1.36,2000.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2001,3,121.63,1.33,2001.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2007,3,197.11,2.52,2007.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2008,3,198.69,2.75,2008.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2002,2,125.36,1.38,2002.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2002,1,124.8,1.36,2002,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2007,2,194.74,2.46,2007.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2002,3,126.15,1.34,2002.5,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2004,4,144.02,1.81,2004.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2001,1,120.11,1.36,2001,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2008,4,194.93,2.78,2008.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2003,2,128.34,1.33,2003.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2003,1,127.95,1.37,2003,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2000,4,117.26,1.46,2000.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2001,4,122.37,1.3,2001.75,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2001,2,122.58,1.34,2001.25,"Corvallis, OR"
18700,"Corvallis","OR","Oregon State University",2009,1,191.7,2.25,2009,"Corvallis, OR"
20500,"Durham","NC","Duke University",2004,1,145.37,0.99,2004,"Durham, NC"
20500,"Durham","NC","Duke University",2007,2,172.59,1.26,2007.25,"Durham, NC"
20500,"Durham","NC","Duke University",2002,1,136.05,0.86,2002,"Durham, NC"
20500,"Durham","NC","Duke University",2000,4,128.85,0.88,2000.75,"Durham, NC"
20500,"Durham","NC","Duke University",2004,2,146.62,0.99,2004.25,"Durham, NC"
20500,"Durham","NC","Duke University",2002,2,137.74,0.88,2002.25,"Durham, NC"
20500,"Durham","NC","Duke University",2006,2,162.54,1.19,2006.25,"Durham, NC"
20500,"Durham","NC","Duke University",2001,4,135.03,0.85,2001.75,"Durham, NC"
20500,"Durham","NC","Duke University",2008,3,176.75,1.42,2008.5,"Durham, NC"
20500,"Durham","NC","Duke University",2001,3,134.2,0.86,2001.5,"Durham, NC"
20500,"Durham","NC","Duke University",2002,4,139.72,0.86,2002.75,"Durham, NC"
20500,"Durham","NC","Duke University",2002,3,138.9,0.87,2002.5,"Durham, NC"
20500,"Durham","NC","Duke University",2003,4,143.07,0.97,2003.75,"Durham, NC"
20500,"Durham","NC","Duke University",2003,3,142.13,0.88,2003.5,"Durham, NC"
20500,"Durham","NC","Duke University",2007,1,170.01,1.31,2007,"Durham, NC"
20500,"Durham","NC","Duke University",2007,3,173.33,1.24,2007.5,"Durham, NC"
20500,"Durham","NC","Duke University",2000,3,126.98,0.86,2000.5,"Durham, NC"
20500,"Durham","NC","Duke University",2001,1,131.36,0.85,2001,"Durham, NC"
20500,"Durham","NC","Duke University",2000,2,125.97,0.85,2000.25,"Durham, NC"
20500,"Durham","NC","Duke University",2006,1,160.32,1.27,2006,"Durham, NC"
20500,"Durham","NC","Duke University",2001,2,132.65,0.85,2001.25,"Durham, NC"
20500,"Durham","NC","Duke University",2007,4,174.47,1.28,2007.75,"Durham, NC"
20500,"Durham","NC","Duke University",2004,3,147.35,1.06,2004.5,"Durham, NC"
20500,"Durham","NC","Duke University",2008,2,178.06,1.31,2008.25,"Durham, NC"
20500,"Durham","NC","Duke University",2008,4,179.31,1.49,2008.75,"Durham, NC"
20500,"Durham","NC","Duke University",2004,4,149.21,1.09,2004.75,"Durham, NC"
20500,"Durham","NC","Duke University",2003,2,141.63,0.88,2003.25,"Durham, NC"
20500,"Durham","NC","Duke University",2006,4,167.87,1.27,2006.75,"Durham, NC"
20500,"Durham","NC","Duke University",2000,1,123.29,0.91,2000,"Durham, NC"
20500,"Durham","NC","Duke University",2005,1,151.59,1.13,2005,"Durham, NC"
20500,"Durham","NC","Duke University",2003,1,140.25,0.87,2003,"Durham, NC"
20500,"Durham","NC","Duke University",2005,4,157.45,1.2,2005.75,"Durham, NC"
20500,"Durham","NC","Duke University",2008,1,176.3,1.22,2008,"Durham, NC"
20500,"Durham","NC","Duke University",2005,2,153.87,1.1,2005.25,"Durham, NC"
