"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"22420","Flint, MI (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),11349,12089,12425,12163,11983,12092
"22420","Flint, MI (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),10001,10723,11071,10729,10457,10490
"22420","Flint, MI (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),2,"(D)","(D)",4,10,"(D)"
"22420","Flint, MI (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),"(L)",1,1,3,8,9
"22420","Flint, MI (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),1,"(D)","(D)",1,2,"(D)"
"22420","Flint, MI (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),2,2,2,2,3,5
"22420","Flint, MI (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)","(L)",1
"22420","Flint, MI (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"22420","Flint, MI (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"22420","Flint, MI (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"22420","Flint, MI (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),522,509,483,515,537,501
"22420","Flint, MI (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),2999,3382,3418,2737,2438,2186
"22420","Flint, MI (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"22420","Flint, MI (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),4,4,5,5,4,3
"22420","Flint, MI (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),48,50,50,55,51,49
"22420","Flint, MI (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"22420","Flint, MI (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),67,71,81,79,71,64
"22420","Flint, MI (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),94,77,80,76,76,69
"22420","Flint, MI (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),8,"(D)","(D)",9,9,7
"22420","Flint, MI (MSA)",20,"       Electrical equipment and appliance manufacturing",200,GDP by Metropolitan Area (millions of current dollars),1,1,3,3,3,2
"22420","Flint, MI (MSA)",21,"       Motor vehicle, body, trailer, and parts manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
