"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"27060","Ithaca, NY (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),2655,2844,3071,3124,3247,3398
"27060","Ithaca, NY (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),2373,2549,2756,2787,2893,3023
"27060","Ithaca, NY (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),52,47,63,53,53,51
"27060","Ithaca, NY (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),24,17,32,21,22,19
"27060","Ithaca, NY (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),28,30,30,32,31,32
"27060","Ithaca, NY (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),28,27,32,31,48,56
"27060","Ithaca, NY (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)","(L)","(L)"
"27060","Ithaca, NY (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27060","Ithaca, NY (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27060","Ithaca, NY (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",108,"(D)",100
"27060","Ithaca, NY (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),47,50,54,59,65,69
"27060","Ithaca, NY (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),249,270,275,239,255,255
"27060","Ithaca, NY (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),218,238,242,206,228,227
"27060","Ithaca, NY (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),1,"(L)","(D)","(D)","(D)","(D)"
"27060","Ithaca, NY (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),4,4,5,3,3,3
"27060","Ithaca, NY (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),0,0,0,0,0,0
"27060","Ithaca, NY (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),8,5,5,6,7,8
