"FIPS","Metropolitan Area","Industry Code","Industry","Component Code","Component","2001","2002","2003","2004","2005","2006"
"27180","Jackson, TN (MSA)",1,"Total Gross Domestic Product by Metropolitan Area",200,GDP by Metropolitan Area (millions of current dollars),3432,3686,3839,4040,4223,4366
"27180","Jackson, TN (MSA)",2," Private industries",200,GDP by Metropolitan Area (millions of current dollars),2904,3117,3254,3420,3573,3687
"27180","Jackson, TN (MSA)",3,"   Agriculture, forestry, fishing, and hunting",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",4,"     Crop and animal production (Farms)",200,GDP by Metropolitan Area (millions of current dollars),13,15,21,18,22,22
"27180","Jackson, TN (MSA)",5,"     Forestry, fishing, and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",6,"   Mining",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",7,"     Oil and gas extraction",200,GDP by Metropolitan Area (millions of current dollars),1,"(L)","(L)","(L)",1,1
"27180","Jackson, TN (MSA)",8,"     Mining, except oil and gas",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",9,"     Support activities for mining",200,GDP by Metropolitan Area (millions of current dollars),0,1,1,1,1,1
"27180","Jackson, TN (MSA)",10,"   Utilities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",11,"   Construction",200,GDP by Metropolitan Area (millions of current dollars),248,"(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",12,"   Manufacturing",200,GDP by Metropolitan Area (millions of current dollars),916,1010,982,1013,996,1040
"27180","Jackson, TN (MSA)",13,"     Durable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",604,632,651,685
"27180","Jackson, TN (MSA)",14,"       Wood product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),31,36,34,36,34,"(D)"
"27180","Jackson, TN (MSA)",15,"       Nonmetallic mineral product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),35,"(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",16,"       Primary metal manufacturing",200,GDP by Metropolitan Area (millions of current dollars),61,60,48,72,96,124
"27180","Jackson, TN (MSA)",17,"       Fabricated metal product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),122,133,141,174,178,225
"27180","Jackson, TN (MSA)",18,"       Machinery manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)",187,174,"(D)"
"27180","Jackson, TN (MSA)",19,"       Computer and electronic product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",20,"       Electrical equipment and appliance manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",21,"       Motor vehicle, body, trailer, and parts manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",22,"       Other transportation equipment manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(L)","(L)","(L)","(L)","(L)","(L)"
"27180","Jackson, TN (MSA)",23,"       Furniture and related product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)",4
"27180","Jackson, TN (MSA)",24,"       Miscellaneous manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)",3,"(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",25,"     Nondurable goods",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",378,381,345,355
"27180","Jackson, TN (MSA)",26,"       Food product manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)",202,208
"27180","Jackson, TN (MSA)",27,"       Textile and textile product mills",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",28,"       Apparel manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",29,"       Paper manufacturing",200,GDP by Metropolitan Area (millions of current dollars),47,49,47,49,48,53
"27180","Jackson, TN (MSA)",30,"       Printing and related support activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",31,"       Petroleum and coal products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",32,"       Chemical manufacturing",200,GDP by Metropolitan Area (millions of current dollars),17,22,19,28,22,24
"27180","Jackson, TN (MSA)",33,"       Plastics and rubber products manufacturing",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)",24,26
"27180","Jackson, TN (MSA)",34,"   Wholesale trade",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",35,"   Retail trade",200,GDP by Metropolitan Area (millions of current dollars),327,350,390,406,433,403
"27180","Jackson, TN (MSA)",36,"   Transportation and warehousing, excluding Postal Service",200,GDP by Metropolitan Area (millions of current dollars),131,"(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",37,"     Air transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",38,"     Rail transportation",200,GDP by Metropolitan Area (millions of current dollars),3,3,3,4,4,5
"27180","Jackson, TN (MSA)",39,"     Water transportation",200,GDP by Metropolitan Area (millions of current dollars),0,0,0,0,0,0
"27180","Jackson, TN (MSA)",40,"     Truck transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",97,115,120,126
"27180","Jackson, TN (MSA)",41,"     Transit and ground passenger transportation",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",42,"     Pipeline transportation",200,GDP by Metropolitan Area (millions of current dollars),0,0,0,0,0,0
"27180","Jackson, TN (MSA)",43,"     Other transportation and support activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",44,"     Warehousing and storage",200,GDP by Metropolitan Area (millions of current dollars),3,5,"(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",45,"   Information",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)",85,86,91,88
"27180","Jackson, TN (MSA)",46,"     Publishing including software",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",47,"     Motion picture and sound recording industries",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",48,"     Broadcasting and telecommunications",200,GDP by Metropolitan Area (millions of current dollars),"(D)",66,"(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",49,"     Information and data processing services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",50,"   Finance and insurance",200,GDP by Metropolitan Area (millions of current dollars),112,128,129,136,132,145
"27180","Jackson, TN (MSA)",51,"     Federal Reserve banks, credit intermediation and related services",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",52,"     Securities, commodity contracts, investments",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",53,"     Insurance carriers and related activities",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",54,"     Funds, trusts, and other financial vehicles",200,GDP by Metropolitan Area (millions of current dollars),"(D)","(D)","(D)","(D)","(D)","(D)"
"27180","Jackson, TN (MSA)",55,"   Real estate and rental and leasing",200,GDP by Metropolitan Area (millions of current dollars),194,242,273,279,310,309
"27180","Jackson, TN (MSA)",56,"     Real estate",200,GDP by Metropolitan Area (millions of current dollars),166,226,"(D)","(D)","(D)",291
"27180","Jackson, TN (MSA)",57,"     Rental and leasing services and lessors of intangible assets",200,GDP by Metropolitan Area (millions of current dollars),28,16,"(D)","(D)","(D)",18
"27180","Jackson, TN (MSA)",58,"   Professional and technical services",200,GDP by Metropolitan Area (millions of current dollars),90,91,100,114,120,127
