"cbsa","src","year","dir","returns","exempt","income"
21500,"Tot Mig-Diff St",607,"in",1842,3415,74114
21500,"Tot Mig-Diff St",607,"out",2681,4576,97981
21500,"Tot Mig-Diff St",708,"in",2009,3731,77658
21500,"Tot Mig-Diff St",708,"out",2643,4574,102820
21500,"Tot Mig-Foreign",405,"in",99,115,693
21500,"Tot Mig-Foreign",405,"out",57,83,1213
21500,"Tot Mig-Foreign",506,"in",150,200,1627
21500,"Tot Mig-Foreign",506,"out",63,104,1212
21500,"Tot Mig-Foreign",607,"in",145,167,764
21500,"Tot Mig-Foreign",607,"out",76,130,2054
21500,"Tot Mig-Foreign",708,"in",202,256,1754
21500,"Tot Mig-Foreign",708,"out",51,79,1540
21500,"Tot Mig-Same St",405,"in",1231,1966,34403
21500,"Tot Mig-Same St",405,"out",1190,2018,34743
21500,"Tot Mig-Same St",506,"in",1306,2209,40216
21500,"Tot Mig-Same St",506,"out",1228,2078,39648
21500,"Tot Mig-Same St",607,"in",1270,2058,43568
21500,"Tot Mig-Same St",607,"out",1305,2098,40702
21500,"Tot Mig-Same St",708,"in",1268,2029,39910
21500,"Tot Mig-Same St",708,"out",1320,2139,44344
21660,"Non-Migrants",405,"in",110306,227728,5234269
21660,"Non-Migrants",405,"out",110306,227728,5234269
21660,"Non-Migrants",506,"in",111692,228652,5604804
21660,"Non-Migrants",506,"out",111692,228652,5604804
21660,"Non-Migrants",607,"in",113774,230997,5994198
21660,"Non-Migrants",607,"out",113774,230997,5994198
21660,"Non-Migrants",708,"in",120288,241127,6416212
21660,"Non-Migrants",708,"out",120288,241127,6416212
21660,"Tot Mig-Diff St",405,"in",4777,8435,179024
21660,"Tot Mig-Diff St",405,"out",3688,6387,117178
21660,"Tot Mig-Diff St",506,"in",4720,8438,188182
21660,"Tot Mig-Diff St",506,"out",3779,6443,131544
21660,"Tot Mig-Diff St",607,"in",4553,7865,181425
21660,"Tot Mig-Diff St",607,"out",3734,6303,135857
21660,"Tot Mig-Diff St",708,"in",4728,8119,189079
21660,"Tot Mig-Diff St",708,"out",3867,6508,144551
21660,"Tot Mig-Foreign",405,"in",172,207,1773
21660,"Tot Mig-Foreign",405,"out",104,154,2613
21660,"Tot Mig-Foreign",506,"in",200,253,2304
21660,"Tot Mig-Foreign",506,"out",80,111,2244
21660,"Tot Mig-Foreign",607,"in",184,248,2455
21660,"Tot Mig-Foreign",607,"out",98,152,2761
21660,"Tot Mig-Foreign",708,"in",166,233,5625
21660,"Tot Mig-Foreign",708,"out",93,126,2213
21660,"Tot Mig-Same St",405,"in",2915,4998,85287
21660,"Tot Mig-Same St",405,"out",3272,5616,102782
21660,"Tot Mig-Same St",506,"in",3136,5349,99380
21660,"Tot Mig-Same St",506,"out",3542,5891,112610
21660,"Tot Mig-Same St",607,"in",3076,5062,97597
21660,"Tot Mig-Same St",607,"out",3594,5915,127061
21660,"Tot Mig-Same St",708,"in",3181,5232,97555
21660,"Tot Mig-Same St",708,"out",3617,5924,116789
21780,"Non-Migrants",405,"in",124389,272693,6343581
21780,"Non-Migrants",405,"out",124389,272693,6343581
21780,"Non-Migrants",506,"in",124172,271944,6692408
21780,"Non-Migrants",506,"out",124172,271944,6692408
21780,"Non-Migrants",607,"in",125708,273612,7002557
21780,"Non-Migrants",607,"out",125708,273612,7002557
21780,"Non-Migrants",708,"in",130522,280474,7293539
21780,"Non-Migrants",708,"out",130522,280474,7293539
21780,"Tot Mig-Diff St",405,"in",3232,6433,135673
21780,"Tot Mig-Diff St",405,"out",3377,6382,143481
21780,"Tot Mig-Diff St",506,"in",3380,6805,146919
21780,"Tot Mig-Diff St",506,"out",3484,6624,159857
21780,"Tot Mig-Diff St",607,"in",3116,6091,132815
21780,"Tot Mig-Diff St",607,"out",3387,6307,157833
21780,"Tot Mig-Diff St",708,"in",3208,6251,141734
21780,"Tot Mig-Diff St",708,"out",3615,6797,154784
21780,"Tot Mig-Foreign",405,"in",41,58,629
21780,"Tot Mig-Foreign",405,"out",23,35,670
21780,"Tot Mig-Foreign",506,"in",48,57,542
21780,"Tot Mig-Foreign",506,"out",20,31,397
21780,"Tot Mig-Foreign",607,"in",79,90,1087
21780,"Tot Mig-Foreign",607,"out",20,31,464
21780,"Tot Mig-Foreign",708,"in",64,103,1990
21780,"Tot Mig-Foreign",708,"out",23,34,869
21780,"Tot Mig-Same St",405,"in",4579,8744,168630
21780,"Tot Mig-Same St",405,"out",4581,8596,165372
21780,"Tot Mig-Same St",506,"in",4787,8983,193093
21780,"Tot Mig-Same St",506,"out",4954,9288,203129
21780,"Tot Mig-Same St",607,"in",4631,8692,183044
21780,"Tot Mig-Same St",607,"out",4610,8714,178913
21780,"Tot Mig-Same St",708,"in",4749,8731,185751
21780,"Tot Mig-Same St",708,"out",4852,8943,185630
21820,"Non-Migrants",405,"in",30679,66510,1710951
21820,"Non-Migrants",405,"out",30679,66510,1710951
21820,"Non-Migrants",506,"in",30193,65434,1755867
21820,"Non-Migrants",506,"out",30193,65434,1755867
21820,"Non-Migrants",607,"in",30242,64733,1882878
21820,"Non-Migrants",607,"out",30242,64733,1882878
21820,"Non-Migrants",708,"in",32290,67967,2086853
21820,"Non-Migrants",708,"out",32290,67967,2086853
21820,"Tot Mig-Diff St",405,"in",2663,5537,91294
21820,"Tot Mig-Diff St",405,"out",2880,6378,108473
21820,"Tot Mig-Diff St",506,"in",2397,4877,79842
21820,"Tot Mig-Diff St",506,"out",3121,6834,106873
21820,"Tot Mig-Diff St",607,"in",3332,6779,99711
21820,"Tot Mig-Diff St",607,"out",2752,6045,109821
21820,"Tot Mig-Diff St",708,"in",3116,6251,110232
21820,"Tot Mig-Diff St",708,"out",3645,8117,146849
21820,"Tot Mig-Foreign",405,"in",201,374,5123
21820,"Tot Mig-Foreign",405,"out",143,314,5081
21820,"Tot Mig-Foreign",506,"in",270,505,7020
21820,"Tot Mig-Foreign",506,"out",218,382,5924
21820,"Tot Mig-Foreign",607,"in",293,555,6715
21820,"Tot Mig-Foreign",607,"out",121,262,4253
21820,"Tot Mig-Foreign",708,"in",161,341,4886
21820,"Tot Mig-Foreign",708,"out",174,346,6038
21820,"Tot Mig-Same St",405,"in",696,1331,27366
21820,"Tot Mig-Same St",405,"out",668,1216,26567
21820,"Tot Mig-Same St",506,"in",787,1423,30352
21820,"Tot Mig-Same St",506,"out",741,1373,29567
21820,"Tot Mig-Same St",607,"in",768,1437,26978
21820,"Tot Mig-Same St",607,"out",827,1498,36378
21820,"Tot Mig-Same St",708,"in",711,1219,27213
21820,"Tot Mig-Same St",708,"out",688,1209,30779
22020,"Non-Migrants",405,"in",65632,140006,3663653
22020,"Non-Migrants",405,"out",65632,140006,3663653
22020,"Non-Migrants",506,"in",66784,141790,3756664
22020,"Non-Migrants",506,"out",66784,141790,3756664
22020,"Non-Migrants",607,"in",68943,144724,4112233
22020,"Non-Migrants",607,"out",68943,144724,4112233
22020,"Non-Migrants",708,"in",72731,150238,4423201
22020,"Non-Migrants",708,"out",72731,150238,4423201
22020,"Tot Mig-Diff St",405,"in",3745,6341,127646
22020,"Tot Mig-Diff St",405,"out",4156,6989,146389
22020,"Tot Mig-Diff St",506,"in",3977,6622,131386
22020,"Tot Mig-Diff St",506,"out",4324,7152,163109
22020,"Tot Mig-Diff St",607,"in",3980,6562,146891
22020,"Tot Mig-Diff St",607,"out",4248,7073,159180
22020,"Tot Mig-Diff St",708,"in",4317,7149,156666
22020,"Tot Mig-Diff St",708,"out",4274,7080,169721
22020,"Tot Mig-Foreign",405,"in",147,180,1624
22020,"Tot Mig-Foreign",405,"out",37,67,1162
22020,"Tot Mig-Foreign",506,"in",182,203,1114
22020,"Tot Mig-Foreign",506,"out",19,25,398
22020,"Tot Mig-Foreign",607,"in",164,196,1667
22020,"Tot Mig-Foreign",607,"out",29,57,906
22020,"Tot Mig-Foreign",708,"in",200,236,3461
22020,"Tot Mig-Foreign",708,"out",22,34,625
22020,"Tot Mig-Same St",405,"in",2252,3433,60845
22020,"Tot Mig-Same St",405,"out",1441,2485,43030
22020,"Tot Mig-Same St",506,"in",2450,3685,71521
22020,"Tot Mig-Same St",506,"out",1499,2423,47128
22020,"Tot Mig-Same St",607,"in",2368,3631,72964
22020,"Tot Mig-Same St",607,"out",1547,2572,50191
22020,"Tot Mig-Same St",708,"in",2515,3663,80556
22020,"Tot Mig-Same St",708,"out",1597,2612,53390
22140,"Non-Migrants",405,"in",39668,99539,1626230
22140,"Non-Migrants",405,"out",39668,99539,1626230
22140,"Non-Migrants",506,"in",39938,98371,1805192
22140,"Non-Migrants",506,"out",39938,98371,1805192
22140,"Non-Migrants",607,"in",40699,98924,2015112
22140,"Non-Migrants",607,"out",40699,98924,2015112
22140,"Non-Migrants",708,"in",42998,102420,2156559
22140,"Non-Migrants",708,"out",42998,102420,2156559
22140,"Tot Mig-Diff St",405,"in",2272,5274,71770
22140,"Tot Mig-Diff St",405,"out",2167,4998,67283
22140,"Tot Mig-Diff St",506,"in",2017,4611,80589
22140,"Tot Mig-Diff St",506,"out",2232,5014,81127
22140,"Tot Mig-Diff St",607,"in",1946,4352,72568
22140,"Tot Mig-Diff St",607,"out",2061,4529,97120
22140,"Tot Mig-Diff St",708,"in",2023,4476,74561
22140,"Tot Mig-Diff St",708,"out",2056,4275,83783
22140,"Tot Mig-Foreign",405,"in",23,42,582
22140,"Tot Mig-Foreign",405,"out",31,46,1307
22140,"Tot Mig-Foreign",506,"in",30,53,3107
22140,"Tot Mig-Foreign",506,"out",21,32,490
22140,"Tot Mig-Foreign",607,"in",23,34,524
22140,"Tot Mig-Foreign",607,"out",29,54,1132
22140,"Tot Mig-Foreign",708,"in",29,42,977
22140,"Tot Mig-Foreign",708,"out",19,26,996
22140,"Tot Mig-Same St",405,"in",1431,3463,31963
22140,"Tot Mig-Same St",405,"out",1433,3283,33607
22140,"Tot Mig-Same St",506,"in",1258,2955,32067
22140,"Tot Mig-Same St",506,"out",1398,3208,33852
22140,"Tot Mig-Same St",607,"in",1368,3104,36259
22140,"Tot Mig-Same St",607,"out",1291,2803,34150
22140,"Tot Mig-Same St",708,"in",1318,2914,35235
22140,"Tot Mig-Same St",708,"out",1568,3446,38772
22180,"Non-Migrants",405,"in",104234,240500,4219630
22180,"Non-Migrants",405,"out",104234,240500,4219630
22180,"Non-Migrants",506,"in",104921,242118,4334251
22180,"Non-Migrants",506,"out",104921,242118,4334251
22180,"Non-Migrants",607,"in",103959,240306,4548481
22180,"Non-Migrants",607,"out",103959,240306,4548481
22180,"Non-Migrants",708,"in",108488,248961,4764348
22180,"Non-Migrants",708,"out",108488,248961,4764348
22180,"Tot Mig-Diff St",405,"in",10049,20752,284297
22180,"Tot Mig-Diff St",405,"out",10478,23182,354290
22180,"Tot Mig-Diff St",506,"in",10330,21003,290443
22180,"Tot Mig-Diff St",506,"out",10092,22004,323956
22180,"Tot Mig-Diff St",607,"in",9786,21457,310894
22180,"Tot Mig-Diff St",607,"out",10799,23622,379436
22180,"Tot Mig-Diff St",708,"in",10877,22896,323607
22180,"Tot Mig-Diff St",708,"out",9384,20518,308522
22180,"Tot Mig-Foreign",405,"in",1105,2477,32693
22180,"Tot Mig-Foreign",405,"out",1266,2875,38975
22180,"Tot Mig-Foreign",506,"in",1155,2669,34906
22180,"Tot Mig-Foreign",506,"out",866,2011,28809
22180,"Tot Mig-Foreign",607,"in",1112,2646,37671
22180,"Tot Mig-Foreign",607,"out",1080,2280,37462
22180,"Tot Mig-Foreign",708,"in",1136,2524,35589
22180,"Tot Mig-Foreign",708,"out",798,1760,25540
22180,"Tot Mig-Same St",405,"in",3911,8538,115219
22180,"Tot Mig-Same St",405,"out",4997,10664,155946
22180,"Tot Mig-Same St",506,"in",4277,9344,122582
22180,"Tot Mig-Same St",506,"out",5115,10977,162660
22180,"Tot Mig-Same St",607,"in",4191,9167,121438
22180,"Tot Mig-Same St",607,"out",5166,11017,176495
22180,"Tot Mig-Same St",708,"in",4447,9370,128889
22180,"Tot Mig-Same St",708,"out",5225,11514,166906
22220,"Non-Migrants",405,"in",119555,276327,6183595
22220,"Non-Migrants",405,"out",119555,276327,6183595
22220,"Non-Migrants",506,"in",122907,283894,6644272
22220,"Non-Migrants",506,"out",122907,283894,6644272
22220,"Non-Migrants",607,"in",127823,294516,7089468
22220,"Non-Migrants",607,"out",127823,294516,7089468
22220,"Non-Migrants",708,"in",136958,313858,7627216
22220,"Non-Migrants",708,"out",136958,313858,7627216
22220,"Tot Mig-Diff St",405,"in",7685,16816,346412
22220,"Tot Mig-Diff St",405,"out",5430,11030,210503
22220,"Tot Mig-Diff St",506,"in",8127,17714,374246
22220,"Tot Mig-Diff St",506,"out",5751,11918,253704
22220,"Tot Mig-Diff St",607,"in",7463,16123,353667
22220,"Tot Mig-Diff St",607,"out",6210,12798,277000
22220,"Tot Mig-Diff St",708,"in",7358,15383,377683
22220,"Tot Mig-Diff St",708,"out",6623,13369,313833
22220,"Tot Mig-Foreign",405,"in",281,345,3683
22220,"Tot Mig-Foreign",405,"out",68,109,2453
22220,"Tot Mig-Foreign",506,"in",274,339,6380
22220,"Tot Mig-Foreign",506,"out",63,113,3107
22220,"Tot Mig-Foreign",607,"in",240,304,4165
22220,"Tot Mig-Foreign",607,"out",91,152,4570
22220,"Tot Mig-Foreign",708,"in",244,310,5554
22220,"Tot Mig-Foreign",708,"out",64,111,3579
22220,"Tot Mig-Same St",405,"in",5775,11302,207186
22220,"Tot Mig-Same St",405,"out",4777,9560,167583
22220,"Tot Mig-Same St",506,"in",6185,11978,217983
22220,"Tot Mig-Same St",506,"out",5188,10274,182149
22220,"Tot Mig-Same St",607,"in",6046,11709,222768
22220,"Tot Mig-Same St",607,"out",5182,10226,186608
22220,"Tot Mig-Same St",708,"in",6062,11565,213668
22220,"Tot Mig-Same St",708,"out",5485,10637,188018
22380,"Non-Migrants",405,"in",37015,84326,1739800
22380,"Non-Migrants",405,"out",37015,84326,1739800
22380,"Non-Migrants",506,"in",37162,84396,1877106
22380,"Non-Migrants",506,"out",37162,84396,1877106
22380,"Non-Migrants",607,"in",38086,85590,1991601
22380,"Non-Migrants",607,"out",38086,85590,1991601
22380,"Non-Migrants",708,"in",39936,88408,2179089
22380,"Non-Migrants",708,"out",39936,88408,2179089
22380,"Tot Mig-Diff St",405,"in",2453,4342,94234
22380,"Tot Mig-Diff St",405,"out",2176,3942,70387
22380,"Tot Mig-Diff St",506,"in",2474,4388,99194
22380,"Tot Mig-Diff St",506,"out",2223,3906,80093
22380,"Tot Mig-Diff St",607,"in",2320,4095,100903
22380,"Tot Mig-Diff St",607,"out",2321,4123,86930
22380,"Tot Mig-Diff St",708,"in",2243,3967,91941
22380,"Tot Mig-Diff St",708,"out",2435,4341,97233
22380,"Tot Mig-Foreign",405,"in",62,77,1121
22380,"Tot Mig-Foreign",405,"out",43,76,989
22380,"Tot Mig-Foreign",506,"in",69,88,844
22380,"Tot Mig-Foreign",506,"out",40,63,1150
22380,"Tot Mig-Foreign",607,"in",58,83,890
22380,"Tot Mig-Foreign",607,"out",36,55,841
22380,"Tot Mig-Foreign",708,"in",76,91,1074
22380,"Tot Mig-Foreign",708,"out",32,47,621
22380,"Tot Mig-Same St",405,"in",2056,3890,72060
22380,"Tot Mig-Same St",405,"out",2365,4489,74969
22380,"Tot Mig-Same St",506,"in",2015,3693,75165
22380,"Tot Mig-Same St",506,"out",2470,4514,91973
22380,"Tot Mig-Same St",607,"in",2016,3795,82559
22380,"Tot Mig-Same St",607,"out",2346,4260,85978
22380,"Tot Mig-Same St",708,"in",2200,4005,78218
22380,"Tot Mig-Same St",708,"out",2315,4245,81206
22420,"Non-Migrants",405,"in",156985,345404,7629936
22420,"Non-Migrants",405,"out",156985,345404,7629936
22420,"Non-Migrants",506,"in",156760,343346,7675099
22420,"Non-Migrants",506,"out",156760,343346,7675099
22420,"Non-Migrants",607,"in",156550,340570,7875184
22420,"Non-Migrants",607,"out",156550,340570,7875184
22420,"Non-Migrants",708,"in",161933,347151,8075254
22420,"Non-Migrants",708,"out",161933,347151,8075254
22420,"Tot Mig-Diff St",405,"in",1625,3217,60350
22420,"Tot Mig-Diff St",405,"out",2763,5360,107110
22420,"Tot Mig-Diff St",506,"in",1647,3223,61000
22420,"Tot Mig-Diff St",506,"out",3035,5724,116548
22420,"Tot Mig-Diff St",607,"in",1553,3031,56302
22420,"Tot Mig-Diff St",607,"out",3541,6783,134261
22420,"Tot Mig-Diff St",708,"in",1553,2960,52385
22420,"Tot Mig-Diff St",708,"out",3978,7593,149513
22420,"Tot Mig-Foreign",405,"in",54,87,1549
22420,"Tot Mig-Foreign",405,"out",67,113,1813
22420,"Tot Mig-Foreign",506,"in",61,95,2356
22420,"Tot Mig-Foreign",506,"out",53,86,1600
22420,"Tot Mig-Foreign",607,"in",50,82,1274
22420,"Tot Mig-Foreign",607,"out",52,84,2146
22420,"Tot Mig-Foreign",708,"in",74,110,1912
22420,"Tot Mig-Foreign",708,"out",41,64,1080
22420,"Tot Mig-Same St",405,"in",4726,8832,182221
22420,"Tot Mig-Same St",405,"out",4328,8102,183957
22420,"Tot Mig-Same St",506,"in",4587,8462,171146
22420,"Tot Mig-Same St",506,"out",4508,8197,184060
22420,"Tot Mig-Same St",607,"in",4113,7600,149761
22420,"Tot Mig-Same St",607,"out",4264,7781,165249
22420,"Tot Mig-Same St",708,"in",3906,6976,141893
22420,"Tot Mig-Same St",708,"out",4406,7910,170770
22500,"Non-Migrants",405,"in",65645,147733,2722190
22500,"Non-Migrants",405,"out",65645,147733,2722190
22500,"Non-Migrants",506,"in",65235,146903,2825580
22500,"Non-Migrants",506,"out",65235,146903,2825580
22500,"Non-Migrants",607,"in",65580,146648,2981157
22500,"Non-Migrants",607,"out",65580,146648,2981157
22500,"Non-Migrants",708,"in",68200,150529,3153614
22500,"Non-Migrants",708,"out",68200,150529,3153614
22500,"Tot Mig-Diff St",405,"in",1484,3169,63175
22500,"Tot Mig-Diff St",405,"out",1375,2812,55500
22500,"Tot Mig-Diff St",506,"in",1602,3426,71917
22500,"Tot Mig-Diff St",506,"out",1412,2877,56559
22500,"Tot Mig-Diff St",607,"in",1677,3451,73319
22500,"Tot Mig-Diff St",607,"out",1445,2906,59218
22500,"Tot Mig-Diff St",708,"in",1756,3470,72247
22500,"Tot Mig-Diff St",708,"out",1464,2819,59871
22500,"Tot Mig-Foreign",405,"in",27,42,488
22500,"Tot Mig-Foreign",405,"out",35,62,953
22500,"Tot Mig-Foreign",506,"in",24,38,404
22500,"Tot Mig-Foreign",506,"out",19,42,649
22500,"Tot Mig-Foreign",607,"in",46,77,1833
22500,"Tot Mig-Foreign",607,"out",18,41,665
22500,"Tot Mig-Foreign",708,"in",48,66,848
22500,"Tot Mig-Foreign",708,"out",15,26,412
22500,"Tot Mig-Same St",405,"in",2263,4588,63796
22500,"Tot Mig-Same St",405,"out",2396,4772,72239
22500,"Tot Mig-Same St",506,"in",2506,5085,74837
22500,"Tot Mig-Same St",506,"out",2660,5284,86137
22500,"Tot Mig-Same St",607,"in",2378,4885,72601
22500,"Tot Mig-Same St",607,"out",2510,5049,84789
22500,"Tot Mig-Same St",708,"in",2531,5076,77178
22500,"Tot Mig-Same St",708,"out",2688,5307,89624
22520,"Non-Migrants",405,"in",46607,105076,2074637
22520,"Non-Migrants",405,"out",46607,105076,2074637
22520,"Non-Migrants",506,"in",46900,104819,2213412
22520,"Non-Migrants",506,"out",46900,104819,2213412
22520,"Non-Migrants",607,"in",47591,105713,2358512
22520,"Non-Migrants",607,"out",47591,105713,2358512
22520,"Non-Migrants",708,"in",49720,108913,2486623
22520,"Non-Migrants",708,"out",49720,108913,2486623
22520,"Tot Mig-Diff St",405,"in",1038,2233,43541
22520,"Tot Mig-Diff St",405,"out",988,1977,36075
22520,"Tot Mig-Diff St",506,"in",1215,2546,45657
22520,"Tot Mig-Diff St",506,"out",938,1933,37446
22520,"Tot Mig-Diff St",607,"in",1137,2293,43964
22520,"Tot Mig-Diff St",607,"out",999,1887,32536
22520,"Tot Mig-Diff St",708,"in",1246,2502,47271
22520,"Tot Mig-Diff St",708,"out",1020,1924,45044
22520,"Tot Mig-Foreign",405,"in",21,30,525
22520,"Tot Mig-Foreign",405,"out",11,18,210
22520,"Tot Mig-Foreign",506,"in",44,60,636
22520,"Tot Mig-Foreign",506,"out",0,0,0
22520,"Tot Mig-Foreign",607,"in",35,41,214
22520,"Tot Mig-Foreign",607,"out",0,0,0
22520,"Tot Mig-Foreign",708,"in",38,43,541
22520,"Tot Mig-Foreign",708,"out",0,0,0
22520,"Tot Mig-Same St",405,"in",1479,3067,46765
22520,"Tot Mig-Same St",405,"out",1589,3255,49072
22520,"Tot Mig-Same St",506,"in",1616,3265,51582
22520,"Tot Mig-Same St",506,"out",1680,3306,51665
22520,"Tot Mig-Same St",607,"in",1676,3404,54034
22520,"Tot Mig-Same St",607,"out",1703,3348,53043
22520,"Tot Mig-Same St",708,"in",1772,3534,56080
22520,"Tot Mig-Same St",708,"out",1833,3601,60052
22540,"Non-Migrants",405,"in",37761,83005,1941622
22540,"Non-Migrants",405,"out",37761,83005,1941622
22540,"Non-Migrants",506,"in",38148,83568,2048797
22540,"Non-Migrants",506,"out",38148,83568,2048797
22540,"Non-Migrants",607,"in",38760,84628,2155802
22540,"Non-Migrants",607,"out",38760,84628,2155802
22540,"Non-Migrants",708,"in",40316,86735,2278650
22540,"Non-Migrants",708,"out",40316,86735,2278650
22540,"Tot Mig-Diff St",405,"in",405,822,18284
22540,"Tot Mig-Diff St",405,"out",532,946,22255
22540,"Tot Mig-Diff St",506,"in",449,868,19268
22540,"Tot Mig-Diff St",506,"out",555,993,22175
22540,"Tot Mig-Diff St",607,"in",481,934,24582
22540,"Tot Mig-Diff St",607,"out",560,983,23646
22540,"Tot Mig-Diff St",708,"in",447,903,17871
22540,"Tot Mig-Diff St",708,"out",575,1012,23623
22540,"Tot Mig-Foreign",405,"in",20,23,334
22540,"Tot Mig-Foreign",405,"out",18,27,776
22540,"Tot Mig-Foreign",506,"in",15,17,262
22540,"Tot Mig-Foreign",506,"out",10,10,103
22540,"Tot Mig-Foreign",607,"in",10,17,277
22540,"Tot Mig-Foreign",607,"out",0,0,0
22540,"Tot Mig-Foreign",708,"in",16,21,301
22540,"Tot Mig-Foreign",708,"out",13,19,314
22540,"Tot Mig-Same St",405,"in",1468,2603,50936
22540,"Tot Mig-Same St",405,"out",1460,2355,48605
22540,"Tot Mig-Same St",506,"in",1600,2805,57855
22540,"Tot Mig-Same St",506,"out",1625,2623,54545
22540,"Tot Mig-Same St",607,"in",1485,2554,54426
22540,"Tot Mig-Same St",607,"out",1496,2449,55989
22540,"Tot Mig-Same St",708,"in",1525,2576,56600
22540,"Tot Mig-Same St",708,"out",1547,2571,57720
22660,"Non-Migrants",405,"in",92061,196036,5309573
22660,"Non-Migrants",405,"out",92061,196036,5309573
22660,"Non-Migrants",506,"in",92721,196869,5686013
22660,"Non-Migrants",506,"out",92721,196869,5686013
22660,"Non-Migrants",607,"in",94540,199902,5982416
22660,"Non-Migrants",607,"out",94540,199902,5982416
22660,"Non-Migrants",708,"in",99678,208412,6532380
22660,"Non-Migrants",708,"out",99678,208412,6532380
22660,"Tot Mig-Diff St",405,"in",4905,8773,215020
22660,"Tot Mig-Diff St",405,"out",4504,7918,184888
22660,"Tot Mig-Diff St",506,"in",5310,9524,255004
22660,"Tot Mig-Diff St",506,"out",4211,7282,168511
22660,"Tot Mig-Diff St",607,"in",5320,9757,276048
22660,"Tot Mig-Diff St",607,"out",4293,7330,191990
22660,"Tot Mig-Diff St",708,"in",5614,9983,289632
22660,"Tot Mig-Diff St",708,"out",4298,7489,183577
22660,"Tot Mig-Foreign",405,"in",153,201,2658
22660,"Tot Mig-Foreign",405,"out",91,151,4040
22660,"Tot Mig-Foreign",506,"in",193,259,4002
22660,"Tot Mig-Foreign",506,"out",96,165,2882
22660,"Tot Mig-Foreign",607,"in",156,218,2740
22660,"Tot Mig-Foreign",607,"out",89,151,2859
22660,"Tot Mig-Foreign",708,"in",182,254,4327
22660,"Tot Mig-Foreign",708,"out",78,123,2679
22660,"Tot Mig-Same St",405,"in",3949,6578,149707
22660,"Tot Mig-Same St",405,"out",4290,7082,156852
22660,"Tot Mig-Same St",506,"in",3859,6379,161648
22660,"Tot Mig-Same St",506,"out",4344,7058,161462
22660,"Tot Mig-Same St",607,"in",3726,6119,146262
22660,"Tot Mig-Same St",607,"out",4235,6775,177962
22660,"Tot Mig-Same St",708,"in",4028,6531,166441
22660,"Tot Mig-Same St",708,"out",4494,7210,182921
22900,"Non-Migrants",405,"in",83719,196196,3529144
22900,"Non-Migrants",405,"out",83719,196196,3529144
22900,"Non-Migrants",506,"in",84387,197018,3810611
22900,"Non-Migrants",506,"out",84387,197018,3810611
22900,"Non-Migrants",607,"in",86454,200506,3961977
22900,"Non-Migrants",607,"out",86454,200506,3961977
22900,"Non-Migrants",708,"in",91062,208476,4201118
22900,"Non-Migrants",708,"out",91062,208476,4201118
22900,"Tot Mig-Diff St",405,"in",3326,7356,100035
22900,"Tot Mig-Diff St",405,"out",3139,6570,93352
22900,"Tot Mig-Diff St",506,"in",3826,8496,160549
22900,"Tot Mig-Diff St",506,"out",3131,6475,105536
22900,"Tot Mig-Diff St",607,"in",3555,7786,118919
22900,"Tot Mig-Diff St",607,"out",3208,6727,143138
22900,"Tot Mig-Diff St",708,"in",3557,7518,118879
22900,"Tot Mig-Diff St",708,"out",3444,7148,122794
22900,"Tot Mig-Foreign",405,"in",15,27,281
22900,"Tot Mig-Foreign",405,"out",13,20,246
22900,"Tot Mig-Foreign",506,"in",33,66,590
22900,"Tot Mig-Foreign",506,"out",16,29,332
22900,"Tot Mig-Foreign",607,"in",16,25,369
22900,"Tot Mig-Foreign",607,"out",22,51,617
22900,"Tot Mig-Foreign",708,"in",24,57,498
22900,"Tot Mig-Foreign",708,"out",13,26,520
22900,"Tot Mig-Same St",405,"in",3228,6940,88238
22900,"Tot Mig-Same St",405,"out",3311,6919,93388
22900,"Tot Mig-Same St",506,"in",3421,7233,100532
22900,"Tot Mig-Same St",506,"out",3529,7301,103002
22900,"Tot Mig-Same St",607,"in",3276,6969,96562
22900,"Tot Mig-Same St",607,"out",3437,7097,107634
22900,"Tot Mig-Same St",708,"in",3424,7093,102987
22900,"Tot Mig-Same St",708,"out",3586,7394,111501
23020,"Non-Migrants",405,"in",64910,136496,3470589
23020,"Non-Migrants",405,"out",64910,136496,3470589
23020,"Non-Migrants",506,"in",64661,134758,3704143
23020,"Non-Migrants",506,"out",64661,134758,3704143
23020,"Non-Migrants",607,"in",65034,134545,3779803
23020,"Non-Migrants",607,"out",65034,134545,3779803
23020,"Non-Migrants",708,"in",67486,138350,3920156
23020,"Non-Migrants",708,"out",67486,138350,3920156
23020,"Tot Mig-Diff St",405,"in",5489,10712,258015
23020,"Tot Mig-Diff St",405,"out",4388,8970,182121
23020,"Tot Mig-Diff St",506,"in",5158,10154,268453
23020,"Tot Mig-Diff St",506,"out",5108,10592,214168
23020,"Tot Mig-Diff St",607,"in",4933,9530,211981
23020,"Tot Mig-Diff St",607,"out",4980,10306,210304
23020,"Tot Mig-Diff St",708,"in",4770,8936,197125
23020,"Tot Mig-Diff St",708,"out",4951,9872,208211
23020,"Tot Mig-Foreign",405,"in",746,1608,23451
23020,"Tot Mig-Foreign",405,"out",571,1199,18978
23020,"Tot Mig-Foreign",506,"in",639,1377,25417
23020,"Tot Mig-Foreign",506,"out",605,1272,21891
23020,"Tot Mig-Foreign",607,"in",713,1451,25132
23020,"Tot Mig-Foreign",607,"out",541,1137,19746
23020,"Tot Mig-Foreign",708,"in",658,1443,24976
23020,"Tot Mig-Foreign",708,"out",494,1039,18620
