"cbsa","src","year","dir","returns","exempt","income"
31460,"Tot Mig-Same St",506,"in",2430,5776,108235
31460,"Tot Mig-Same St",506,"out",1865,3914,68822
31460,"Tot Mig-Same St",607,"in",2097,4937,90394
31460,"Tot Mig-Same St",607,"out",1822,3858,70782
31460,"Tot Mig-Same St",708,"in",2046,4570,86902
31460,"Tot Mig-Same St",708,"out",1881,4001,74751
31540,"Non-Migrants",405,"in",204690,424568,12770232
31540,"Non-Migrants",405,"out",204690,424568,12770232
31540,"Non-Migrants",506,"in",207162,430117,13528307
31540,"Non-Migrants",506,"out",207162,430117,13528307
31540,"Non-Migrants",607,"in",212019,440746,14444856
31540,"Non-Migrants",607,"out",212019,440746,14444856
31540,"Non-Migrants",708,"in",220988,457824,15373299
31540,"Non-Migrants",708,"out",220988,457824,15373299
31540,"Tot Mig-Diff St",405,"in",6208,10568,302295
31540,"Tot Mig-Diff St",405,"out",6407,10404,299706
31540,"Tot Mig-Diff St",506,"in",6485,10832,297380
31540,"Tot Mig-Diff St",506,"out",6644,10853,318581
31540,"Tot Mig-Diff St",607,"in",6420,11024,326577
31540,"Tot Mig-Diff St",607,"out",6802,10864,359628
31540,"Tot Mig-Diff St",708,"in",6671,11231,337467
31540,"Tot Mig-Diff St",708,"out",7080,11433,376138
31540,"Tot Mig-Foreign",405,"in",606,737,6979
31540,"Tot Mig-Foreign",405,"out",232,338,5352
31540,"Tot Mig-Foreign",506,"in",627,743,5681
31540,"Tot Mig-Foreign",506,"out",168,271,3798
31540,"Tot Mig-Foreign",607,"in",567,659,5718
31540,"Tot Mig-Foreign",607,"out",185,310,5291
31540,"Tot Mig-Foreign",708,"in",551,641,5838
31540,"Tot Mig-Foreign",708,"out",194,298,6059
31540,"Tot Mig-Same St",405,"in",8436,12989,310062
31540,"Tot Mig-Same St",405,"out",7584,12492,302442
31540,"Tot Mig-Same St",506,"in",8829,13358,322810
31540,"Tot Mig-Same St",506,"out",7728,12938,302384
31540,"Tot Mig-Same St",607,"in",8347,12819,306953
31540,"Tot Mig-Same St",607,"out",7349,12031,295403
31540,"Tot Mig-Same St",708,"in",8462,12873,311696
31540,"Tot Mig-Same St",708,"out",7568,12541,299954
31700,"Non-Migrants",405,"in",147053,321299,9531569
31700,"Non-Migrants",405,"out",147053,321299,9531569
31700,"Non-Migrants",506,"in",147574,320467,9782039
31700,"Non-Migrants",506,"out",147574,320467,9782039
31700,"Non-Migrants",607,"in",149335,321355,10453106
31700,"Non-Migrants",607,"out",149335,321355,10453106
31700,"Non-Migrants",708,"in",154531,328240,10999125
31700,"Non-Migrants",708,"out",154531,328240,10999125
31700,"Tot Mig-Diff St",405,"in",6648,12056,401902
31700,"Tot Mig-Diff St",405,"out",6447,11517,319842
31700,"Tot Mig-Diff St",506,"in",6695,11908,374469
31700,"Tot Mig-Diff St",506,"out",6704,11842,347248
31700,"Tot Mig-Diff St",607,"in",5967,10274,375176
31700,"Tot Mig-Diff St",607,"out",6390,11052,343347
31700,"Tot Mig-Diff St",708,"in",5814,9941,338648
31700,"Tot Mig-Diff St",708,"out",6531,11038,383679
31700,"Tot Mig-Foreign",405,"in",138,225,4167
31700,"Tot Mig-Foreign",405,"out",136,245,4726
31700,"Tot Mig-Foreign",506,"in",187,256,4582
31700,"Tot Mig-Foreign",506,"out",139,277,5773
31700,"Tot Mig-Foreign",607,"in",161,253,5825
31700,"Tot Mig-Foreign",607,"out",127,228,6834
31700,"Tot Mig-Foreign",708,"in",153,210,5380
31700,"Tot Mig-Foreign",708,"out",142,265,21977
31700,"Tot Mig-Same St",405,"in",3588,5898,146412
31700,"Tot Mig-Same St",405,"out",3993,7176,190780
31700,"Tot Mig-Same St",506,"in",3791,6111,150617
31700,"Tot Mig-Same St",506,"out",4113,7163,197984
31700,"Tot Mig-Same St",607,"in",3447,5449,137173
31700,"Tot Mig-Same St",607,"out",3748,6362,180314
31700,"Tot Mig-Same St",708,"in",3515,5443,138986
31700,"Tot Mig-Same St",708,"out",3655,6066,164376
31900,"Non-Migrants",405,"in",47661,100541,2027075
31900,"Non-Migrants",405,"out",47661,100541,2027075
31900,"Non-Migrants",506,"in",47200,99593,2067897
31900,"Non-Migrants",506,"out",47200,99593,2067897
31900,"Non-Migrants",607,"in",47177,98860,2128586
31900,"Non-Migrants",607,"out",47177,98860,2128586
31900,"Non-Migrants",708,"in",48186,99803,2197707
31900,"Non-Migrants",708,"out",48186,99803,2197707
31900,"Tot Mig-Diff St",405,"in",553,1117,20087
31900,"Tot Mig-Diff St",405,"out",775,1477,27062
31900,"Tot Mig-Diff St",506,"in",563,1093,19174
31900,"Tot Mig-Diff St",506,"out",815,1489,33589
31900,"Tot Mig-Diff St",607,"in",524,996,18849
31900,"Tot Mig-Diff St",607,"out",797,1465,35254
31900,"Tot Mig-Diff St",708,"in",608,1156,21298
31900,"Tot Mig-Diff St",708,"out",845,1502,27663
31900,"Tot Mig-Foreign",405,"in",18,37,329
31900,"Tot Mig-Foreign",405,"out",16,20,232
31900,"Tot Mig-Foreign",506,"in",0,0,0
31900,"Tot Mig-Foreign",506,"out",13,24,295
31900,"Tot Mig-Foreign",607,"in",20,37,695
31900,"Tot Mig-Foreign",607,"out",0,0,0
31900,"Tot Mig-Foreign",708,"in",11,21,345
31900,"Tot Mig-Foreign",708,"out",16,29,361
31900,"Tot Mig-Same St",405,"in",1383,2641,46173
31900,"Tot Mig-Same St",405,"out",1533,2768,44018
31900,"Tot Mig-Same St",506,"in",1451,2699,44318
31900,"Tot Mig-Same St",506,"out",1653,3083,52149
31900,"Tot Mig-Same St",607,"in",1369,2539,43279
31900,"Tot Mig-Same St",607,"out",1545,2893,51456
31900,"Tot Mig-Same St",708,"in",1282,2336,38378
31900,"Tot Mig-Same St",708,"out",1664,3000,51427
32580,"Non-Migrants",405,"in",176552,476621,5166114
32580,"Non-Migrants",405,"out",176552,476621,5166114
32580,"Non-Migrants",506,"in",181535,488843,5543260
32580,"Non-Migrants",506,"out",181535,488843,5543260
32580,"Non-Migrants",607,"in",187005,500275,6191228
32580,"Non-Migrants",607,"out",187005,500275,6191228
32580,"Non-Migrants",708,"in",197127,521271,6651927
32580,"Non-Migrants",708,"out",197127,521271,6651927
32580,"Tot Mig-Diff St",405,"in",3482,8542,106957
32580,"Tot Mig-Diff St",405,"out",3004,7196,81161
32580,"Tot Mig-Diff St",506,"in",3505,8619,115305
32580,"Tot Mig-Diff St",506,"out",3008,7133,85946
32580,"Tot Mig-Diff St",607,"in",3524,8684,114526
32580,"Tot Mig-Diff St",607,"out",2963,6985,92614
32580,"Tot Mig-Diff St",708,"in",3615,8808,116641
32580,"Tot Mig-Diff St",708,"out",2898,6523,98079
32580,"Tot Mig-Foreign",405,"in",234,340,3225
32580,"Tot Mig-Foreign",405,"out",77,142,2273
32580,"Tot Mig-Foreign",506,"in",265,413,4773
32580,"Tot Mig-Foreign",506,"out",97,218,4833
32580,"Tot Mig-Foreign",607,"in",219,365,3509
32580,"Tot Mig-Foreign",607,"out",81,151,2349
32580,"Tot Mig-Foreign",708,"in",288,478,2846
32580,"Tot Mig-Foreign",708,"out",59,95,2109
32580,"Tot Mig-Same St",405,"in",3942,9346,113634
32580,"Tot Mig-Same St",405,"out",3588,8031,106070
32580,"Tot Mig-Same St",506,"in",3798,8982,118289
32580,"Tot Mig-Same St",506,"out",3837,8471,117826
32580,"Tot Mig-Same St",607,"in",3820,9093,120150
32580,"Tot Mig-Same St",607,"out",3830,8513,127664
32580,"Tot Mig-Same St",708,"in",4170,9862,136253
32580,"Tot Mig-Same St",708,"out",4058,9064,133438
32780,"Non-Migrants",405,"in",64491,137060,3015026
32780,"Non-Migrants",405,"out",64491,137060,3015026
32780,"Non-Migrants",506,"in",65085,136952,3164542
32780,"Non-Migrants",506,"out",65085,136952,3164542
32780,"Non-Migrants",607,"in",66294,138450,3351289
32780,"Non-Migrants",607,"out",66294,138450,3351289
32780,"Non-Migrants",708,"in",70066,145063,3575308
32780,"Non-Migrants",708,"out",70066,145063,3575308
32780,"Tot Mig-Diff St",405,"in",3096,5736,146722
32780,"Tot Mig-Diff St",405,"out",2171,4023,71756
32780,"Tot Mig-Diff St",506,"in",3081,5661,151260
32780,"Tot Mig-Diff St",506,"out",2300,4113,90723
32780,"Tot Mig-Diff St",607,"in",2848,5331,137265
32780,"Tot Mig-Diff St",607,"out",2183,3957,77484
32780,"Tot Mig-Diff St",708,"in",2823,5234,135484
32780,"Tot Mig-Diff St",708,"out",2309,4109,85805
32780,"Tot Mig-Foreign",405,"in",47,67,1460
32780,"Tot Mig-Foreign",405,"out",39,50,645
32780,"Tot Mig-Foreign",506,"in",37,59,720
32780,"Tot Mig-Foreign",506,"out",34,60,1240
32780,"Tot Mig-Foreign",607,"in",37,56,958
32780,"Tot Mig-Foreign",607,"out",26,39,367
32780,"Tot Mig-Foreign",708,"in",30,56,996
32780,"Tot Mig-Foreign",708,"out",35,58,973
32780,"Tot Mig-Same St",405,"in",1472,2610,45143
32780,"Tot Mig-Same St",405,"out",1699,2990,48860
32780,"Tot Mig-Same St",506,"in",1496,2633,46966
32780,"Tot Mig-Same St",506,"out",1856,3309,58520
32780,"Tot Mig-Same St",607,"in",1557,2846,50232
32780,"Tot Mig-Same St",607,"out",1733,2989,58390
32780,"Tot Mig-Same St",708,"in",1558,2772,53419
32780,"Tot Mig-Same St",708,"out",1737,2996,55582
32820,"Non-Migrants",405,"in",428734,966659,21694395
32820,"Non-Migrants",405,"out",428734,966659,21694395
32820,"Non-Migrants",506,"in",428280,965972,22181142
32820,"Non-Migrants",506,"out",428280,965972,22181142
32820,"Non-Migrants",607,"in",433155,971472,23179796
32820,"Non-Migrants",607,"out",433155,971472,23179796
32820,"Non-Migrants",708,"in",452193,1003382,24484162
32820,"Non-Migrants",708,"out",452193,1003382,24484162
32820,"Tot Mig-Diff St",405,"in",17968,37610,757851
32820,"Tot Mig-Diff St",405,"out",17575,35974,796128
32820,"Tot Mig-Diff St",506,"in",20165,42480,883071
32820,"Tot Mig-Diff St",506,"out",18086,37007,866066
32820,"Tot Mig-Diff St",607,"in",18399,38348,816536
32820,"Tot Mig-Diff St",607,"out",18635,38411,871549
32820,"Tot Mig-Diff St",708,"in",18687,38525,852080
32820,"Tot Mig-Diff St",708,"out",19602,39777,912701
32820,"Tot Mig-Foreign",405,"in",512,844,13760
32820,"Tot Mig-Foreign",405,"out",236,465,8548
32820,"Tot Mig-Foreign",506,"in",486,739,9982
32820,"Tot Mig-Foreign",506,"out",237,437,13169
32820,"Tot Mig-Foreign",607,"in",353,569,9156
32820,"Tot Mig-Foreign",607,"out",228,444,10045
32820,"Tot Mig-Foreign",708,"in",373,596,14194
32820,"Tot Mig-Foreign",708,"out",248,468,12839
32820,"Tot Mig-Same St",405,"in",7364,15412,272747
32820,"Tot Mig-Same St",405,"out",7552,15676,287454
32820,"Tot Mig-Same St",506,"in",8020,16696,295134
32820,"Tot Mig-Same St",506,"out",7849,16352,314000
32820,"Tot Mig-Same St",607,"in",7697,15933,294584
32820,"Tot Mig-Same St",607,"out",7950,16658,329343
32820,"Tot Mig-Same St",708,"in",7882,16187,297357
32820,"Tot Mig-Same St",708,"out",8294,16934,334589
32900,"Non-Migrants",405,"in",63191,167516,2665656
32900,"Non-Migrants",405,"out",63191,167516,2665656
32900,"Non-Migrants",506,"in",64199,170062,2883140
32900,"Non-Migrants",506,"out",64199,170062,2883140
32900,"Non-Migrants",607,"in",65847,174569,2986907
32900,"Non-Migrants",607,"out",65847,174569,2986907
32900,"Non-Migrants",708,"in",69252,182685,3038343
32900,"Non-Migrants",708,"out",69252,182685,3038343
32900,"Tot Mig-Diff St",405,"in",634,1433,19664
32900,"Tot Mig-Diff St",405,"out",1046,2510,36403
32900,"Tot Mig-Diff St",506,"in",623,1335,18698
32900,"Tot Mig-Diff St",506,"out",1254,3057,46325
32900,"Tot Mig-Diff St",607,"in",654,1405,20026
32900,"Tot Mig-Diff St",607,"out",1139,2713,38670
32900,"Tot Mig-Diff St",708,"in",727,1521,21478
32900,"Tot Mig-Diff St",708,"out",1121,2547,39331
32900,"Tot Mig-Foreign",405,"in",29,51,675
32900,"Tot Mig-Foreign",405,"out",27,36,623
32900,"Tot Mig-Foreign",506,"in",36,58,1177
32900,"Tot Mig-Foreign",506,"out",19,33,413
32900,"Tot Mig-Foreign",607,"in",43,51,603
32900,"Tot Mig-Foreign",607,"out",30,42,1092
32900,"Tot Mig-Foreign",708,"in",50,76,1048
32900,"Tot Mig-Foreign",708,"out",18,22,440
32900,"Tot Mig-Same St",405,"in",3703,9533,137823
32900,"Tot Mig-Same St",405,"out",3299,7516,119296
32900,"Tot Mig-Same St",506,"in",3638,9265,136864
32900,"Tot Mig-Same St",506,"out",3381,7918,127651
32900,"Tot Mig-Same St",607,"in",3360,8530,116626
32900,"Tot Mig-Same St",607,"out",3197,7495,120033
32900,"Tot Mig-Same St",708,"in",3293,7948,112843
32900,"Tot Mig-Same St",708,"out",3670,8723,131306
33100,"Non-Migrants",405,"in",1830541,3774533,94672450
33100,"Non-Migrants",405,"out",1830541,3774533,94672450
33100,"Non-Migrants",506,"in",1838576,3755638,100185569
33100,"Non-Migrants",506,"out",1838576,3755638,100185569
33100,"Non-Migrants",607,"in",1862681,3754625,105758263
33100,"Non-Migrants",607,"out",1862681,3754625,105758263
33100,"Non-Migrants",708,"in",1953391,3887406,112378100
33100,"Non-Migrants",708,"out",1953391,3887406,112378100
33100,"Tot Mig-Diff St",405,"in",58661,104399,3873694
33100,"Tot Mig-Diff St",405,"out",42574,76709,1947863
33100,"Tot Mig-Diff St",506,"in",53998,93864,3712680
33100,"Tot Mig-Diff St",506,"out",49554,90696,2419472
33100,"Tot Mig-Diff St",607,"in",47316,80004,3804758
33100,"Tot Mig-Diff St",607,"out",56595,105662,2850074
33100,"Tot Mig-Diff St",708,"in",46783,78799,3342612
33100,"Tot Mig-Diff St",708,"out",56056,100806,2831873
33100,"Tot Mig-Foreign",405,"in",3903,5709,141226
33100,"Tot Mig-Foreign",405,"out",2159,3786,84649
33100,"Tot Mig-Foreign",506,"in",4240,5947,160102
33100,"Tot Mig-Foreign",506,"out",1910,3401,87640
33100,"Tot Mig-Foreign",607,"in",3985,5842,144729
33100,"Tot Mig-Foreign",607,"out",2062,3634,114910
33100,"Tot Mig-Foreign",708,"in",4192,6164,146344
33100,"Tot Mig-Foreign",708,"out",2082,3519,91853
33100,"Tot Mig-Same St",405,"in",53083,96551,2167461
33100,"Tot Mig-Same St",405,"out",69811,134932,2917188
33100,"Tot Mig-Same St",506,"in",51524,91037,2126093
33100,"Tot Mig-Same St",506,"out",72974,139460,3063522
33100,"Tot Mig-Same St",607,"in",50608,87982,2056777
33100,"Tot Mig-Same St",607,"out",70811,133272,2958011
33100,"Tot Mig-Same St",708,"in",55988,97453,2348203
33100,"Tot Mig-Same St",708,"out",64633,117316,2819160
33140,"Non-Migrants",405,"in",38348,83751,1789085
33140,"Non-Migrants",405,"out",38348,83751,1789085
33140,"Non-Migrants",506,"in",38620,84000,1834998
33140,"Non-Migrants",506,"out",38620,84000,1834998
33140,"Non-Migrants",607,"in",39072,84783,1902671
33140,"Non-Migrants",607,"out",39072,84783,1902671
33140,"Non-Migrants",708,"in",41413,88468,2042952
33140,"Non-Migrants",708,"out",41413,88468,2042952
33140,"Tot Mig-Diff St",405,"in",838,1637,31680
33140,"Tot Mig-Diff St",405,"out",881,1605,32749
33140,"Tot Mig-Diff St",506,"in",790,1548,29547
33140,"Tot Mig-Diff St",506,"out",982,1827,39324
33140,"Tot Mig-Diff St",607,"in",878,1662,34488
33140,"Tot Mig-Diff St",607,"out",918,1693,33189
33140,"Tot Mig-Diff St",708,"in",868,1588,31684
33140,"Tot Mig-Diff St",708,"out",941,1744,34155
33140,"Tot Mig-Foreign",405,"in",12,19,178
33140,"Tot Mig-Foreign",405,"out",25,34,473
33140,"Tot Mig-Foreign",506,"in",16,23,313
33140,"Tot Mig-Foreign",506,"out",12,18,252
33140,"Tot Mig-Foreign",607,"in",10,15,235
33140,"Tot Mig-Foreign",607,"out",13,18,302
33140,"Tot Mig-Foreign",708,"in",15,24,340
33140,"Tot Mig-Foreign",708,"out",15,22,437
33140,"Tot Mig-Same St",405,"in",969,1896,32505
33140,"Tot Mig-Same St",405,"out",931,1675,29223
33140,"Tot Mig-Same St",506,"in",1042,2010,33612
33140,"Tot Mig-Same St",506,"out",1005,1863,33137
33140,"Tot Mig-Same St",607,"in",1093,2115,38133
33140,"Tot Mig-Same St",607,"out",974,1852,31258
33140,"Tot Mig-Same St",708,"in",1144,2158,42985
33140,"Tot Mig-Same St",708,"out",975,1826,34479
33260,"Non-Migrants",405,"in",38136,90803,2210757
33260,"Non-Migrants",405,"out",38136,90803,2210757
33260,"Non-Migrants",506,"in",38586,90967,2446983
33260,"Non-Migrants",506,"out",38586,90967,2446983
33260,"Non-Migrants",607,"in",39448,91980,2722830
33260,"Non-Migrants",607,"out",39448,91980,2722830
33260,"Non-Migrants",708,"in",41582,95829,2987620
33260,"Non-Migrants",708,"out",41582,95829,2987620
33260,"Tot Mig-Diff St",405,"in",768,1707,30561
33260,"Tot Mig-Diff St",405,"out",732,1513,29752
33260,"Tot Mig-Diff St",506,"in",874,2001,40323
33260,"Tot Mig-Diff St",506,"out",685,1405,32129
33260,"Tot Mig-Diff St",607,"in",1009,2216,54134
33260,"Tot Mig-Diff St",607,"out",774,1629,50827
33260,"Tot Mig-Diff St",708,"in",1099,2366,57719
33260,"Tot Mig-Diff St",708,"out",700,1364,36457
33260,"Tot Mig-Foreign",405,"in",24,50,660
33260,"Tot Mig-Foreign",405,"out",21,28,398
33260,"Tot Mig-Foreign",506,"in",32,60,1005
33260,"Tot Mig-Foreign",506,"out",26,52,773
33260,"Tot Mig-Foreign",607,"in",32,58,803
33260,"Tot Mig-Foreign",607,"out",25,36,693
33260,"Tot Mig-Foreign",708,"in",29,53,1509
33260,"Tot Mig-Foreign",708,"out",31,62,1228
33260,"Tot Mig-Same St",405,"in",2261,4638,83737
33260,"Tot Mig-Same St",405,"out",2146,4420,104996
33260,"Tot Mig-Same St",506,"in",2424,5077,105563
33260,"Tot Mig-Same St",506,"out",2046,4188,115209
33260,"Tot Mig-Same St",607,"in",2507,5146,123100
33260,"Tot Mig-Same St",607,"out",2227,4372,104144
33260,"Tot Mig-Same St",708,"in",2689,5455,133281
33260,"Tot Mig-Same St",708,"out",2428,4831,125335
33340,"Non-Migrants",405,"in",557359,1202893,33775590
33340,"Non-Migrants",405,"out",557359,1202893,33775590
33340,"Non-Migrants",506,"in",556763,1200648,35043613
33340,"Non-Migrants",506,"out",556763,1200648,35043613
33340,"Non-Migrants",607,"in",563498,1209810,37100610
33340,"Non-Migrants",607,"out",563498,1209810,37100610
33340,"Non-Migrants",708,"in",587699,1246493,39052938
33340,"Non-Migrants",708,"out",587699,1246493,39052938
33340,"Tot Mig-Diff St",405,"in",9263,17413,481785
33340,"Tot Mig-Diff St",405,"out",12443,22783,757206
33340,"Tot Mig-Diff St",506,"in",9918,18810,524703
33340,"Tot Mig-Diff St",506,"out",12873,23363,778492
33340,"Tot Mig-Diff St",607,"in",10128,19020,609903
33340,"Tot Mig-Diff St",607,"out",12494,22495,718864
33340,"Tot Mig-Diff St",708,"in",10362,19150,584550
33340,"Tot Mig-Diff St",708,"out",12940,22988,772335
33340,"Tot Mig-Foreign",405,"in",416,591,10467
33340,"Tot Mig-Foreign",405,"out",299,578,11635
33340,"Tot Mig-Foreign",506,"in",452,620,8383
33340,"Tot Mig-Foreign",506,"out",282,498,12465
33340,"Tot Mig-Foreign",607,"in",493,716,8167
33340,"Tot Mig-Foreign",607,"out",267,448,11684
33340,"Tot Mig-Foreign",708,"in",449,638,9999
33340,"Tot Mig-Foreign",708,"out",283,490,9533
33340,"Tot Mig-Same St",405,"in",21204,34918,1005307
33340,"Tot Mig-Same St",405,"out",22570,39579,1130187
33340,"Tot Mig-Same St",506,"in",21751,35229,994651
33340,"Tot Mig-Same St",506,"out",23082,39613,1121983
33340,"Tot Mig-Same St",607,"in",21036,33683,976672
33340,"Tot Mig-Same St",607,"out",21305,36203,1043680
33340,"Tot Mig-Same St",708,"in",21307,33946,983535
33340,"Tot Mig-Same St",708,"out",21445,35518,1039841
33460,"Non-Migrants",405,"in",1106751,2431818,77217731
33460,"Non-Migrants",405,"out",1106751,2431818,77217731
33460,"Non-Migrants",506,"in",1115619,2443232,80899598
33460,"Non-Migrants",506,"out",1115619,2443232,80899598
33460,"Non-Migrants",607,"in",1143911,2487714,84880399
33460,"Non-Migrants",607,"out",1143911,2487714,84880399
33460,"Non-Migrants",708,"in",1201461,2580111,90928595
33460,"Non-Migrants",708,"out",1201461,2580111,90928595
33460,"Tot Mig-Diff St",405,"in",29048,51649,1457060
33460,"Tot Mig-Diff St",405,"out",30152,54175,1670677
33460,"Tot Mig-Diff St",506,"in",30998,54777,1620513
33460,"Tot Mig-Diff St",506,"out",30780,55238,1878808
33460,"Tot Mig-Diff St",607,"in",30305,52913,1665564
33460,"Tot Mig-Diff St",607,"out",30076,53176,1889479
33460,"Tot Mig-Diff St",708,"in",30321,52156,1741122
33460,"Tot Mig-Diff St",708,"out",32000,55216,2031451
33460,"Tot Mig-Foreign",405,"in",1374,1858,27630
33460,"Tot Mig-Foreign",405,"out",710,1164,33067
33460,"Tot Mig-Foreign",506,"in",1388,1788,28853
33460,"Tot Mig-Foreign",506,"out",707,1145,29597
33460,"Tot Mig-Foreign",607,"in",1635,2079,30833
33460,"Tot Mig-Foreign",607,"out",656,1047,28252
33460,"Tot Mig-Foreign",708,"in",1454,1875,34011
33460,"Tot Mig-Foreign",708,"out",858,1344,39211
33460,"Tot Mig-Same St",405,"in",71394,122809,3025980
33460,"Tot Mig-Same St",405,"out",70652,125245,3096217
33460,"Tot Mig-Same St",506,"in",72567,123178,3099061
33460,"Tot Mig-Same St",506,"out",71527,125149,3165283
33460,"Tot Mig-Same St",607,"in",67075,112519,2848528
33460,"Tot Mig-Same St",607,"out",65735,113437,2884112
33460,"Tot Mig-Same St",708,"in",68134,112294,2834080
33460,"Tot Mig-Same St",708,"out",66649,111979,2831716
33540,"Non-Migrants",405,"in",34508,69197,1646551
33540,"Non-Migrants",405,"out",34508,69197,1646551
33540,"Non-Migrants",506,"in",35175,69789,1674565
33540,"Non-Migrants",506,"out",35175,69789,1674565
33540,"Non-Migrants",607,"in",36168,70872,1845195
33540,"Non-Migrants",607,"out",36168,70872,1845195
33540,"Non-Migrants",708,"in",38443,74062,2001482
33540,"Non-Migrants",708,"out",38443,74062,2001482
33540,"Tot Mig-Diff St",405,"in",2082,3331,65865
33540,"Tot Mig-Diff St",405,"out",1989,3125,63311
33540,"Tot Mig-Diff St",506,"in",2104,3461,76035
33540,"Tot Mig-Diff St",506,"out",1995,3082,57508
33540,"Tot Mig-Diff St",607,"in",2121,3373,79428
33540,"Tot Mig-Diff St",607,"out",1969,3113,67174
33540,"Tot Mig-Diff St",708,"in",2177,3676,84928
33540,"Tot Mig-Diff St",708,"out",2155,3380,67142
33540,"Tot Mig-Foreign",405,"in",67,89,843
33540,"Tot Mig-Foreign",405,"out",44,76,871
33540,"Tot Mig-Foreign",506,"in",78,92,845
33540,"Tot Mig-Foreign",506,"out",38,47,610
33540,"Tot Mig-Foreign",607,"in",79,92,870
33540,"Tot Mig-Foreign",607,"out",40,68,1139
33540,"Tot Mig-Foreign",708,"in",60,86,729
33540,"Tot Mig-Foreign",708,"out",31,47,416
33540,"Tot Mig-Same St",405,"in",1514,2434,39318
33540,"Tot Mig-Same St",405,"out",1329,2353,36248
33540,"Tot Mig-Same St",506,"in",1639,2577,41750
33540,"Tot Mig-Same St",506,"out",1405,2395,39714
33540,"Tot Mig-Same St",607,"in",1557,2447,44957
33540,"Tot Mig-Same St",607,"out",1432,2455,43993
33540,"Tot Mig-Same St",708,"in",1629,2482,47490
33540,"Tot Mig-Same St",708,"out",1477,2483,49777
33660,"Non-Migrants",405,"in",127613,290972,5325930
33660,"Non-Migrants",405,"out",127613,290972,5325930
33660,"Non-Migrants",506,"in",125399,284670,5497579
33660,"Non-Migrants",506,"out",125399,284670,5497579
33660,"Non-Migrants",607,"in",127786,288831,6027316
33660,"Non-Migrants",607,"out",127786,288831,6027316
33660,"Non-Migrants",708,"in",136514,304454,6581994
33660,"Non-Migrants",708,"out",136514,304454,6581994
33660,"Tot Mig-Diff St",405,"in",3373,6706,117077
33660,"Tot Mig-Diff St",405,"out",3513,7057,121772
33660,"Tot Mig-Diff St",506,"in",4501,9117,165044
33660,"Tot Mig-Diff St",506,"out",3606,7131,140939
33660,"Tot Mig-Diff St",607,"in",4023,8168,173595
33660,"Tot Mig-Diff St",607,"out",3849,7593,144943
33660,"Tot Mig-Diff St",708,"in",4094,8021,156918
33660,"Tot Mig-Diff St",708,"out",3917,7443,145017
33660,"Tot Mig-Foreign",405,"in",136,203,2404
33660,"Tot Mig-Foreign",405,"out",96,153,3593
33660,"Tot Mig-Foreign",506,"in",145,238,3309
33660,"Tot Mig-Foreign",506,"out",69,122,2185
33660,"Tot Mig-Foreign",607,"in",132,181,1979
33660,"Tot Mig-Foreign",607,"out",67,119,1773
33660,"Tot Mig-Foreign",708,"in",121,160,5231
33660,"Tot Mig-Foreign",708,"out",58,104,1959
33660,"Tot Mig-Same St",405,"in",1653,3087,50423
33660,"Tot Mig-Same St",405,"out",1876,3669,73372
33660,"Tot Mig-Same St",506,"in",1710,3239,52813
33660,"Tot Mig-Same St",506,"out",2036,4118,84568
33660,"Tot Mig-Same St",607,"in",1790,3316,58561
33660,"Tot Mig-Same St",607,"out",1924,3796,74972
33660,"Tot Mig-Same St",708,"in",1995,3763,68665
33660,"Tot Mig-Same St",708,"out",2078,4061,81221
33700,"Non-Migrants",405,"in",145147,360360,7094757
33700,"Non-Migrants",405,"out",145147,360360,7094757
33700,"Non-Migrants",506,"in",147218,364734,7603749
33700,"Non-Migrants",506,"out",147218,364734,7603749
33700,"Non-Migrants",607,"in",150442,372600,7936029
33700,"Non-Migrants",607,"out",150442,372600,7936029
33700,"Non-Migrants",708,"in",157539,386741,8321866
33700,"Non-Migrants",708,"out",157539,386741,8321866
33700,"Tot Mig-Diff St",405,"in",1615,3395,59362
33700,"Tot Mig-Diff St",405,"out",2728,6074,98930
33700,"Tot Mig-Diff St",506,"in",1574,3266,54000
33700,"Tot Mig-Diff St",506,"out",3220,7563,142155
33700,"Tot Mig-Diff St",607,"in",1578,3189,59620
33700,"Tot Mig-Diff St",607,"out",2912,6531,117481
33700,"Tot Mig-Diff St",708,"in",1703,3557,64915
33700,"Tot Mig-Diff St",708,"out",2588,5693,116631
33700,"Tot Mig-Foreign",405,"in",72,102,1099
33700,"Tot Mig-Foreign",405,"out",93,144,2192
33700,"Tot Mig-Foreign",506,"in",68,117,1740
33700,"Tot Mig-Foreign",506,"out",61,91,2401
33700,"Tot Mig-Foreign",607,"in",67,116,1834
33700,"Tot Mig-Foreign",607,"out",68,120,2726
33700,"Tot Mig-Foreign",708,"in",75,128,1620
33700,"Tot Mig-Foreign",708,"out",54,83,1722
33700,"Tot Mig-Same St",405,"in",7639,17986,310883
33700,"Tot Mig-Same St",405,"out",6267,13407,239580
33700,"Tot Mig-Same St",506,"in",7687,18276,320296
33700,"Tot Mig-Same St",506,"out",6317,13488,264627
33700,"Tot Mig-Same St",607,"in",6543,15394,263123
33700,"Tot Mig-Same St",607,"out",6181,13363,243078
33700,"Tot Mig-Same St",708,"in",6062,13453,238489
33700,"Tot Mig-Same St",708,"out",6895,15350,277725
33740,"Non-Migrants",405,"in",54558,125910,2279897
33740,"Non-Migrants",405,"out",54558,125910,2279897
33740,"Non-Migrants",506,"in",54037,124234,2395336
