"county","pmsa","cntyname","pmsaname","pop2k","afact"
"45089"," ","Williamsburg SC"," ",37217,1 
"45091"," ","York SC"," ",164614,1 
"46003"," ","Aurora SD"," ",3058,1 
"46005"," ","Beadle SD"," ",17023,1 
"46007"," ","Bennett SD"," ",3574,1 
"46009"," ","Bon Homme SD"," ",7260,1 
"46011"," ","Brookings SD"," ",28220,1 
"46013"," ","Brown SD"," ",35460,1 
"46015"," ","Brule SD"," ",5364,1 
"46017"," ","Buffalo SD"," ",2032,1 
"46019"," ","Butte SD"," ",9094,1 
"46021"," ","Campbell SD"," ",1782,1 
"46023"," ","Charles Mix SD"," ",9350,1 
"46025"," ","Clark SD"," ",4143,1 
"46027"," ","Clay SD"," ",13537,1 
"46029"," ","Codington SD"," ",25897,1 
"46031"," ","Corson SD"," ",4181,1 
"46033"," ","Custer SD"," ",7275,1 
"46035"," ","Davison SD"," ",18741,1 
"46037"," ","Day SD"," ",6267,1 
"46039"," ","Deuel SD"," ",4498,1 
"46041"," ","Dewey SD"," ",5972,1 
"46043"," ","Douglas SD"," ",3458,1 
"46045"," ","Edmunds SD"," ",4367,1 
"46047"," ","Fall River SD"," ",7453,1 
"46049"," ","Faulk SD"," ",2640,1 
"46051"," ","Grant SD"," ",7847,1 
"46053"," ","Gregory SD"," ",4792,1 
"46055"," ","Haakon SD"," ",2196,1 
"46057"," ","Hamlin SD"," ",5540,1 
"46059"," ","Hand SD"," ",3741,1 
"46061"," ","Hanson SD"," ",3139,1 
"46063"," ","Harding SD"," ",1353,1 
"46065"," ","Hughes SD"," ",16481,1 
"46067"," ","Hutchinson SD"," ",8075,1 
"46069"," ","Hyde SD"," ",1671,1 
"46071"," ","Jackson SD"," ",2930,1 
"46073"," ","Jerauld SD"," ",2295,1 
"46075"," ","Jones SD"," ",1193,1 
"46077"," ","Kingsbury SD"," ",5815,1 
"46079"," ","Lake SD"," ",11276,1 
"46081"," ","Lawrence SD"," ",21802,1 
"46083"," ","Lincoln SD"," ",24131,1 
"46085"," ","Lyman SD"," ",3895,1 
"46087"," ","McCook SD"," ",5832,1 
"46089"," ","McPherson SD"," ",2904,1 
"46091"," ","Marshall SD"," ",4576,1 
"46093"," ","Meade SD"," ",24253,1 
"46095"," ","Mellette SD"," ",2083,1 
"46097"," ","Miner SD"," ",2884,1 
"46099"," ","Minnehaha SD"," ",148281,1 
"46101"," ","Moody SD"," ",6595,1 
"46103"," ","Pennington SD"," ",88565,1 
"46105"," ","Perkins SD"," ",3363,1 
"46107"," ","Potter SD"," ",2693,1 
"46109"," ","Roberts SD"," ",10016,1 
"46111"," ","Sanborn SD"," ",2675,1 
"46113"," ","Shannon SD"," ",12466,1 
"46115"," ","Spink SD"," ",7454,1 
"46117"," ","Stanley SD"," ",2772,1 
"46119"," ","Sully SD"," ",1556,1 
"46121"," ","Todd SD"," ",9050,1 
"46123"," ","Tripp SD"," ",6430,1 
"46125"," ","Turner SD"," ",8849,1 
"46127"," ","Union SD"," ",12584,1 
"46129"," ","Walworth SD"," ",5974,1 
"46135"," ","Yankton SD"," ",21652,1 
"46137"," ","Ziebach SD"," ",2519,1 
"47001"," ","Anderson TN"," ",71330,1 
"47003"," ","Bedford TN"," ",37586,1 
"47005"," ","Benton TN"," ",16537,1 
"47007"," ","Bledsoe TN"," ",12367,1 
"47009"," ","Blount TN"," ",105823,1 
"47011"," ","Bradley TN"," ",87965,1 
"47013"," ","Campbell TN"," ",39854,1 
"47015"," ","Cannon TN"," ",12826,1 
"47017"," ","Carroll TN"," ",29475,1 
"47019"," ","Carter TN"," ",56742,1 
"47021"," ","Cheatham TN"," ",35912,1 
"47023"," ","Chester TN"," ",15540,1 
"47025"," ","Claiborne TN"," ",29862,1 
"47027"," ","Clay TN"," ",7976,1 
"47029"," ","Cocke TN"," ",33565,1 
"47031"," ","Coffee TN"," ",48014,1 
"47033"," ","Crockett TN"," ",14532,1 
"47035"," ","Cumberland TN"," ",46802,1 
"47037"," ","Davidson TN"," ",569891,1 
"47039"," ","Decatur TN"," ",11731,1 
"47041"," ","DeKalb TN"," ",17423,1 
"47043"," ","Dickson TN"," ",43156,1 
"47045"," ","Dyer TN"," ",37279,1 
"47047"," ","Fayette TN"," ",28806,1 
"47049"," ","Fentress TN"," ",16625,1 
"47051"," ","Franklin TN"," ",39270,1 
"47053"," ","Gibson TN"," ",48152,1 
"47055"," ","Giles TN"," ",29447,1 
"47057"," ","Grainger TN"," ",20659,1 
"47059"," ","Greene TN"," ",62909,1 
"47061"," ","Grundy TN"," ",14332,1 
"47063"," ","Hamblen TN"," ",58128,1 
"47065"," ","Hamilton TN"," ",307896,1 
"47067"," ","Hancock TN"," ",6786,1 
"47069"," ","Hardeman TN"," ",28105,1 
"47071"," ","Hardin TN"," ",25578,1 
"47073"," ","Hawkins TN"," ",53563,1 
"47075"," ","Haywood TN"," ",19797,1 
"47077"," ","Henderson TN"," ",25522,1 
"47079"," ","Henry TN"," ",31115,1 
"47081"," ","Hickman TN"," ",22295,1 
"47083"," ","Houston TN"," ",8088,1 
"47085"," ","Humphreys TN"," ",17929,1 
"47087"," ","Jackson TN"," ",10984,1 
"47089"," ","Jefferson TN"," ",44294,1 
"47091"," ","Johnson TN"," ",17499,1 
"47093"," ","Knox TN"," ",382032,1 
"47095"," ","Lake TN"," ",7954,1 
"47097"," ","Lauderdale TN"," ",27101,1 
"47099"," ","Lawrence TN"," ",39926,1 
"47101"," ","Lewis TN"," ",11367,1 
"47103"," ","Lincoln TN"," ",31340,1 
"47105"," ","Loudon TN"," ",39086,1 
"47107"," ","McMinn TN"," ",49015,1 
"47109"," ","McNairy TN"," ",24653,1 
"47111"," ","Macon TN"," ",20386,1 
"47113"," ","Madison TN"," ",91837,1 
"47115"," ","Marion TN"," ",27776,1 
"47117"," ","Marshall TN"," ",26767,1 
"47119"," ","Maury TN"," ",69498,1 
"47121"," ","Meigs TN"," ",11086,1 
"47123"," ","Monroe TN"," ",38961,1 
"47125"," ","Montgomery TN"," ",134768,1 
"47127"," ","Moore TN"," ",5740,1 
"47129"," ","Morgan TN"," ",19757,1 
"47131"," ","Obion TN"," ",32450,1 
"47133"," ","Overton TN"," ",20118,1 
"47135"," ","Perry TN"," ",7631,1 
"47137"," ","Pickett TN"," ",4945,1 
"47139"," ","Polk TN"," ",16050,1 
"47141"," ","Putnam TN"," ",62315,1 
"47143"," ","Rhea TN"," ",28400,1 
"47145"," ","Roane TN"," ",51910,1 
"47147"," ","Robertson TN"," ",54433,1 
"47149"," ","Rutherford TN"," ",182023,1 
"47151"," ","Scott TN"," ",21127,1 
"47153"," ","Sequatchie TN"," ",11370,1 
"47155"," ","Sevier TN"," ",71170,1 
"47157"," ","Shelby TN"," ",897472,1 
"47159"," ","Smith TN"," ",17712,1 
"47161"," ","Stewart TN"," ",12370,1 
"47163"," ","Sullivan TN"," ",153048,1 
"47165"," ","Sumner TN"," ",130449,1 
"47167"," ","Tipton TN"," ",51271,1 
"47169"," ","Trousdale TN"," ",7259,1 
"47171"," ","Unicoi TN"," ",17667,1 
"47173"," ","Union TN"," ",17808,1 
"47175"," ","Van Buren TN"," ",5508,1 
"47177"," ","Warren TN"," ",38276,1 
"47179"," ","Washington TN"," ",107198,1 
"47181"," ","Wayne TN"," ",16842,1 
"47183"," ","Weakley TN"," ",34895,1 
"47185"," ","White TN"," ",23102,1 
"47187"," ","Williamson TN"," ",126638,1 
"47189"," ","Wilson TN"," ",88809,1 
"48001"," ","Anderson TX"," ",55109,1 
"48003"," ","Andrews TX"," ",13004,1 
"48005"," ","Angelina TX"," ",80130,1 
"48007"," ","Aransas TX"," ",22497,1 
"48009"," ","Archer TX"," ",8854,1 
"48011"," ","Armstrong TX"," ",2148,1 
"48013"," ","Atascosa TX"," ",38628,1 
"48015"," ","Austin TX"," ",23590,1 
"48017"," ","Bailey TX"," ",6594,1 
"48019"," ","Bandera TX"," ",17645,1 
"48021"," ","Bastrop TX"," ",57733,1 
"48023"," ","Baylor TX"," ",4093,1 
"48025"," ","Bee TX"," ",32359,1 
"48027"," ","Bell TX"," ",237974,1 
"48029"," ","Bexar TX"," ",1392931,1 
"48031"," ","Blanco TX"," ",8418,1 
"48033"," ","Borden TX"," ",729,1 
"48035"," ","Bosque TX"," ",17204,1 
"48037"," ","Bowie TX"," ",89306,1 
"48039","1145","Brazoria TX","Brazoria, TX (P)",241767,1 
"48041"," ","Brazos TX"," ",152415,1 
