"state","county","group","lat","long"
1,3,"01.003.1",30.550879,-87.901711
1,3,"01.003.1",30.63606,-87.919346
1,3,"01.003.1",30.6849012057763,-88.0082449354466
1,3,"01.003.1",30.774487,-88.022198
1,3,"01.003.1",30.827046,-87.944546
1,3,"01.003.1",30.875184,-87.986931
1,3,"01.003.1",30.936305,-87.923944
1,3,"01.003.1",30.967784,-87.965187
1,3,"01.003.1",31.061342,-87.941561
1,3,"01.003.1",31.087468,-87.976839
1,3,"01.003.1",31.144602,-87.939675
1,3,"01.003.1",31.162694,-87.972869
1,3,"01.003.1",31.16305,-87.941318
1,3,"01.003.1",31.19293,-87.946588
1,3,"01.003.1",31.206105,-87.849544
1,3,"01.003.1",31.2311,-87.863757
1,3,"01.003.1",31.25955,-87.851348
1,3,"01.003.1",31.276745,-87.78455
1,3,"01.003.1",31.316779,-87.799281
1,5,"01.005.1",32.147932,-85.257834
1,5,"01.005.1",32.061708,-85.185067
1,5,"01.005.1",32.063055,-85.056029
1,5,"01.005.1",32.0255317864819,-85.0537789207215
1,5,"01.005.1",31.941459,-85.07893
1,5,"01.005.1",31.8914815196201,-85.1343248515371
1,5,"01.005.1",31.88246,-85.129331
1,5,"01.005.1",31.87636,-85.128831
1,5,"01.005.1",31.841061,-85.141331
1,5,"01.005.1",31.839261,-85.141831
1,5,"01.005.1",31.834161,-85.139231
1,5,"01.005.1",31.830462,-85.135931
1,5,"01.005.1",31.817562,-85.131331
1,5,"01.005.1",31.813062,-85.131531
1,5,"01.005.1",31.808062,-85.132931
1,5,"01.005.1",31.798862,-85.132831
1,5,"01.005.1",31.781963,-85.141931
1,5,"01.005.1",31.7801674955804,-85.1407600188568
1,5,"01.005.1",31.7623392844548,-85.1269485344273
1,5,"01.005.1",31.773463,-85.148431
1,5,"01.005.1",31.702409,-85.216076
1,5,"01.005.1",31.706665,-85.416038
1,5,"01.005.1",31.619466,-85.416437
1,5,"01.005.1",31.618048,-85.748249
1,5,"01.005.1",31.772487,-85.666203
1,5,"01.005.1",31.880275,-85.657668
1,5,"01.005.1",31.997304,-85.587573
1,5,"01.005.1",32.014951,-85.428476
1,5,"01.005.1",32.146651,-85.410241
1,5,"01.005.1",32.147932,-85.257834
1,7,"01.007.1",33.246667,-87.044829
1,7,"01.007.1",33.246459,-87.026846
1,7,"01.007.1",33.246459,-87.026846
1,7,"01.007.1",33.165795,-87.025596
1,7,"01.007.1",33.158135,-86.969563
1,7,"01.007.1",33.098396,-86.969291
1,7,"01.007.1",33.049901,-86.881182
1,7,"01.007.1",32.836265,-86.876118
1,7,"01.007.1",32.837034,-87.019157
1,7,"01.007.1",32.831522,-87.319184
1,7,"01.007.1",32.875125,-87.319473
1,7,"01.007.1",32.874508,-87.4212
1,7,"01.007.1",33.003379,-87.421936
1,7,"01.007.1",33.006179,-87.318539
1,7,"01.007.1",33.133061,-87.281945
1,7,"01.007.1",33.130657,-87.199317
1,7,"01.007.1",33.197668,-87.197798
1,7,"01.007.1",33.246907,-87.065738
1,7,"01.007.1",33.246667,-87.044829
1,7,"01.007.1",33.246667,-87.044829
1,9,"01.009.1",34.259314,-86.452876
1,9,"01.009.1",34.099097,-86.303498
1,9,"01.009.1",33.93977,-86.370152
1,9,"01.009.1",33.940147,-86.325622
1,9,"01.009.1",33.886713,-86.342492
1,9,"01.009.1",33.820747,-86.427725
1,9,"01.009.1",33.801974,-86.577526
1,9,"01.009.1",33.765138,-86.577822
1,9,"01.009.1",33.765896,-86.647765
1,9,"01.009.1",33.840617,-86.759144
1,9,"01.009.1",33.843174,-86.879088
1,9,"01.009.1",33.815297,-86.953664
1,9,"01.009.1",33.858349,-86.963348
1,9,"01.009.1",33.908179,-86.92519
1,9,"01.009.1",33.933757,-86.885392
1,9,"01.009.1",33.96629,-86.771256
1,9,"01.009.1",34.05313,-86.6851
1,9,"01.009.1",34.081077,-86.704288
1,9,"01.009.1",34.120015,-86.599839
1,9,"01.009.1",34.254303,-86.514821
1,9,"01.009.1",34.259314,-86.452876
1,11,"01.011.1",32.3047,-85.895048
1,11,"01.011.1",32.231989,-85.855983
1,11,"01.011.1",32.234648,-85.433543
1,11,"01.011.1",32.146651,-85.410241
1,11,"01.011.1",32.014951,-85.428476
1,11,"01.011.1",31.997304,-85.587573
1,11,"01.011.1",31.880275,-85.657668
1,11,"01.011.1",31.880357,-85.791047
1,11,"01.011.1",31.967254,-85.790048
1,11,"01.011.1",31.967253,-85.88435
1,11,"01.011.1",32.047351,-85.893652
1,11,"01.011.1",32.05455,-85.950253
1,11,"01.011.1",32.05105,-85.996853
1,11,"01.011.1",32.250543,-85.999157
1,11,"01.011.1",32.274372,-85.919133
1,11,"01.011.1",32.3047,-85.895048
1,13,"01.013.1",31.961749,-86.448033
1,13,"01.013.1",31.655617,-86.448635
1,13,"01.013.1",31.655247,-86.499533
1,13,"01.013.1",31.525331,-86.499213
1,13,"01.013.1",31.523812,-86.701539
1,13,"01.013.1",31.543851,-86.863154
1,13,"01.013.1",31.632671,-86.906769
1,13,"01.013.1",31.727177,-86.905184
1,13,"01.013.1",31.752767,-86.905894
1,13,"01.013.1",31.752767,-86.905894
1,13,"01.013.1",31.830628,-86.906899
1,13,"01.013.1",31.830628,-86.906899
1,13,"01.013.1",31.961673,-86.908939
1,13,"01.013.1",31.962167,-86.857583
1,13,"01.013.1",31.964629,-86.448198
1,13,"01.013.1",31.961749,-86.448033
1,13,"01.013.1",31.961749,-86.448033
1,15,"01.015.1",33.966906,-85.712098
1,15,"01.015.1",33.941423,-85.530094
1,15,"01.015.1",33.889152,-85.532482
1,15,"01.015.1",33.875944,-85.637014
1,15,"01.015.1",33.846495,-85.636882
1,15,"01.015.1",33.84592,-85.585201
1,15,"01.015.1",33.802095,-85.585985
1,15,"01.015.1",33.773339,-85.638049
1,15,"01.015.1",33.648413,-85.638579
1,15,"01.015.1",33.600006,-85.742308
1,15,"01.015.1",33.556075,-85.744118
1,15,"01.015.1",33.55622,-85.796054
1,15,"01.015.1",33.585505,-85.794563
1,15,"01.015.1",33.586475,-85.994935
1,15,"01.015.1",33.6746,-86.050998
1,15,"01.015.1",33.679098,-86.145562
1,15,"01.015.1",33.715351,-86.137396
1,15,"01.015.1",33.762543,-86.043507
1,15,"01.015.1",33.842198,-86.065272
1,15,"01.015.1",33.864898,-85.99517
1,15,"01.015.1",33.914598,-85.96917
1,15,"01.015.1",33.906399,-85.899568
1,15,"01.015.1",33.950299,-85.881768
1,15,"01.015.1",33.935301,-85.740968
1,15,"01.015.1",33.96846,-85.738975
1,15,"01.015.1",33.966906,-85.712098
1,15,"01.015.1",33.966906,-85.712098
1,17,"01.017.1",33.108717,-85.411829
1,17,"01.017.1",33.108077,-85.232378
1,17,"01.017.1",32.889727,-85.188741
1,17,"01.017.1",32.870527,-85.18474
1,17,"01.017.1",32.870525,-85.184131
1,17,"01.017.1",32.870525,-85.184131
1,17,"01.017.1",32.863355,-85.184888
1,17,"01.017.1",32.855269,-85.179353
1,17,"01.017.1",32.853895,-85.177127
1,17,"01.017.1",32.852497,-85.170099
1,17,"01.017.1",32.8484656077199,-85.1607915379911
1,17,"01.017.1",32.8455004412098,-85.1601326142281
1,17,"01.017.1",32.828516,-85.168342
1,17,"01.017.1",32.814246,-85.168644
1,17,"01.017.1",32.811612,-85.167939
1,17,"01.017.1",32.804237,-85.162137
1,17,"01.017.1",32.794104,-85.151913
1,17,"01.017.1",32.784921,-85.139285
1,17,"01.017.1",32.7465638108912,-85.132240724525
1,17,"01.017.1",32.72853,-85.593151
1,17,"01.017.1",33.016083,-85.592989
1,17,"01.017.1",33.10734,-85.593177
1,17,"01.017.1",33.10734,-85.593177
1,17,"01.017.1",33.108717,-85.411829
1,19,"01.019.1",34.52417,-85.513709
1,19,"01.019.1",34.328239,-85.47045
1,19,"01.019.1",34.269437,-85.458693
1,19,"01.019.1",34.125096,-85.42947
1,19,"01.019.1",34.072278,-85.420232
1,19,"01.019.1",34.002314,-85.406748
1,19,"01.019.1",34.0001,-85.405918
1,19,"01.019.1",33.964129,-85.398837
1,19,"01.019.1",33.964129,-85.398837
1,19,"01.019.1",33.941423,-85.530094
1,19,"01.019.1",33.966906,-85.712098
1,19,"01.019.1",33.96846,-85.738975
1,19,"01.019.1",33.96846,-85.738975
1,19,"01.019.1",34.125096,-85.791007
1,19,"01.019.1",34.110696,-85.841368
1,19,"01.019.1",34.200006,-85.843617
1,19,"01.019.1",34.244153,-85.843814
1,19,"01.019.1",34.259504,-85.773721
1,19,"01.019.1",34.37239,-85.629183
1,19,"01.019.1",34.484437,-85.576787
1,19,"01.019.1",34.52417,-85.513709
1,21,"01.021.1",33.07179,-86.863455
1,21,"01.021.1",33.070002,-86.610237
1,21,"01.021.1",33.019902,-86.564005
1,21,"01.021.1",33.020566,-86.517344
1,21,"01.021.1",32.929362,-86.515959
1,21,"01.021.1",32.85861,-86.448453
1,21,"01.021.1",32.814278,-86.457148
1,21,"01.021.1",32.75432,-86.377208
1,21,"01.021.1",32.750592,-86.413337
1,21,"01.021.1",32.707386,-86.413116
1,21,"01.021.1",32.705694,-86.714219
1,21,"01.021.1",32.661732,-86.71339
1,21,"01.021.1",32.664158,-86.916956
1,21,"01.021.1",32.663267,-87.017659
1,21,"01.021.1",32.729117,-87.017766
1,21,"01.021.1",32.729117,-87.017766
1,21,"01.021.1",32.837034,-87.019157
1,21,"01.021.1",32.836265,-86.876118
1,21,"01.021.1",33.049901,-86.881182
1,21,"01.021.1",33.07179,-86.863455
1,23,"01.023.1",32.310071,-87.929713
1,23,"01.023.1",32.282366,-87.933553
1,23,"01.023.1",32.30822,-87.97729
1,23,"01.023.1",32.28524,-88.019145
1,23,"01.023.1",32.185313,-88.007077
1,23,"01.023.1",32.083331,-88.043902
1,23,"01.023.1",32.053443,-88.118211
1,23,"01.023.1",32.00624,-88.113584
1,23,"01.023.1",31.990182,-88.07349
1,23,"01.023.1",31.958645,-88.070763
1,23,"01.023.1",31.947674,-88.122584
1,23,"01.023.1",31.923478,-88.055248
1,23,"01.023.1",31.904936,-88.129434
1,23,"01.023.1",31.818341,-88.180821
1,23,"01.023.1",31.756676,-88.148165
1,23,"01.023.1",31.760798,-88.104917
1,23,"01.023.1",31.699303,-88.088288
1,23,"01.023.1",31.697881,-88.464425
1,23,"01.023.1",31.790722,-88.468669
1,23,"01.023.1",31.850949,-88.471106
1,23,"01.023.1",31.875153,-88.472642
1,23,"01.023.1",31.893856,-88.473227
1,23,"01.023.1",31.893856,-88.473227
1,23,"01.023.1",32.172078,-88.43871
1,23,"01.023.1",32.250143,-88.428278
1,23,"01.023.1",32.30868,-88.421453
1,23,"01.023.1",32.310574,-87.930661
1,23,"01.023.1",32.310071,-87.929713
1,23,"01.023.1",32.310071,-87.929713
1,25,"01.025.1",31.957537,-87.667481
1,25,"01.025.1",31.875747,-87.666836
1,25,"01.025.1",31.870395,-87.620951
1,25,"01.025.1",31.827123,-87.620112
1,25,"01.025.1",31.829251,-87.50093
1,25,"01.025.1",31.697824,-87.516131
1,25,"01.025.1",31.697115,-87.566841
1,25,"01.025.1",31.553573,-87.565413
1,25,"01.025.1",31.517323,-87.621075
1,25,"01.025.1",31.477686,-87.562787
1,25,"01.025.1",31.440059,-87.57123
1,25,"01.025.1",31.409556,-87.603137
1,25,"01.025.1",31.40247,-87.704012
1,25,"01.025.1",31.336586,-87.729509
1,25,"01.025.1",31.363259,-87.764566
1,25,"01.025.1",31.297346,-87.765152
1,25,"01.025.1",31.316779,-87.799281
1,25,"01.025.1",31.276745,-87.78455
1,25,"01.025.1",31.25955,-87.851348
1,25,"01.025.1",31.2311,-87.863757
1,25,"01.025.1",31.206105,-87.849544
1,25,"01.025.1",31.19293,-87.946588
1,25,"01.025.1",31.227103,-87.930958
1,25,"01.025.1",31.258305,-87.987031
1,25,"01.025.1",31.270121,-87.952925
1,25,"01.025.1",31.313976,-87.963794
1,25,"01.025.1",31.310689,-87.926275
1,25,"01.025.1",31.323041,-87.908068
1,25,"01.025.1",31.360655,-87.889255
1,25,"01.025.1",31.395741,-87.889854
1,25,"01.025.1",31.377178,-87.945956
1,25,"01.025.1",31.39828,-87.905037
1,25,"01.025.1",31.441182,-87.935366
1,25,"01.025.1",31.491752,-87.906143
1,25,"01.025.1",31.560494,-88.031277
1,25,"01.025.1",31.601213,-88.078922
1,25,"01.025.1",31.695957,-88.087639
1,25,"01.025.1",31.699303,-88.088288
1,25,"01.025.1",31.699303,-88.088288
1,25,"01.025.1",31.760798,-88.104917
1,25,"01.025.1",31.756676,-88.148165
1,25,"01.025.1",31.818341,-88.180821
1,25,"01.025.1",31.904936,-88.129434
1,25,"01.025.1",31.923478,-88.055248
1,25,"01.025.1",31.947674,-88.122584
1,25,"01.025.1",31.958645,-88.070763
1,25,"01.025.1",31.990182,-88.07349
1,25,"01.025.1",31.991355,-87.667769
1,25,"01.025.1",31.957537,-87.667481
1,25,"01.025.1",31.957537,-87.667481
1,27,"01.027.1",33.498742,-85.85189
1,27,"01.027.1",33.469428,-85.887782
1,27,"01.027.1",33.469349,-85.782735
1,27,"01.027.1",33.495885,-85.643482
1,27,"01.027.1",33.106635,-85.653654
1,27,"01.027.1",33.09026,-86.00917
1,27,"01.027.1",33.104696,-86.079662
1,27,"01.027.1",33.104394,-86.17437
1,27,"01.027.1",33.195681,-86.17283
1,27,"01.027.1",33.194511,-86.120567
1,27,"01.027.1",33.29632,-86.118198
1,27,"01.027.1",33.29419,-85.980293
1,27,"01.027.1",33.38187,-85.976525
1,27,"01.027.1",33.396207,-85.923762
1,27,"01.027.1",33.498656,-85.904909
1,27,"01.027.1",33.498742,-85.85189
1,29,"01.029.1",33.964129,-85.398837
1,29,"01.029.1",33.856047,-85.377426
1,29,"01.029.1",33.773951,-85.361844
1,29,"01.029.1",33.535898,-85.314994
1,29,"01.029.1",33.530218,-85.314091
1,29,"01.029.1",33.482884,-85.304439
1,29,"01.029.1",33.501149,-85.346705
1,29,"01.029.1",33.495885,-85.643482
1,29,"01.029.1",33.469349,-85.782735
1,29,"01.029.1",33.469428,-85.887782
1,29,"01.029.1",33.498742,-85.85189
1,29,"01.029.1",33.55622,-85.796054
1,29,"01.029.1",33.556075,-85.744118
1,29,"01.029.1",33.600006,-85.742308
1,29,"01.029.1",33.648413,-85.638579
1,29,"01.029.1",33.773339,-85.638049
1,29,"01.029.1",33.802095,-85.585985
1,29,"01.029.1",33.84592,-85.585201
1,29,"01.029.1",33.846495,-85.636882
1,29,"01.029.1",33.875944,-85.637014
1,29,"01.029.1",33.889152,-85.532482
1,29,"01.029.1",33.941423,-85.530094
1,29,"01.029.1",33.964129,-85.398837
1,31,"01.031.1",31.619046,-85.953971
1,31,"01.031.1",31.617964,-85.789142
1,31,"01.031.1",31.196349,-85.791402
1,31,"01.031.1",31.192215,-86.193388
1,31,"01.031.1",31.440072,-86.193951
1,31,"01.031.1",31.529949,-86.194784
1,31,"01.031.1",31.537675,-86.14395
1,31,"01.031.1",31.617741,-86.145895
1,31,"01.031.1",31.619046,-85.953971
1,33,"01.033.1",34.905532,-88.035167
1,33,"01.033.1",34.87241,-87.957767
1,33,"01.033.1",34.804473,-87.920291
1,33,"01.033.1",34.732061,-87.806963
1,33,"01.033.1",34.830431,-87.54629
1,33,"01.033.1",34.800022,-87.42651
1,33,"01.033.1",34.652285,-87.445118
1,33,"01.033.1",34.648108,-87.483782
1,33,"01.033.1",34.56708,-87.529615
1,33,"01.033.1",34.581468,-88.120075
1,33,"01.033.1",34.581703,-88.139988
1,33,"01.033.1",34.581703,-88.139988
1,33,"01.033.1",34.724292,-88.118407
1,33,"01.033.1",34.811628,-88.10756
1,33,"01.033.1",34.892202,-88.097888
1,33,"01.033.1",34.905532,-88.035167
1,35,"01.035.1",31.727177,-86.905184
1,35,"01.035.1",31.632671,-86.906769
1,35,"01.035.1",31.543851,-86.863154
1,35,"01.035.1",31.523812,-86.701539
1,35,"01.035.1",31.436618,-86.701202
1,35,"01.035.1",31.402798,-86.662082
1,35,"01.035.1",31.345387,-86.702791
1,35,"01.035.1",31.192307,-86.70029
1,35,"01.035.1",31.182569,-86.766692
1,35,"01.035.1",31.261293,-86.763961
1,35,"01.035.1",31.261622,-86.793095
1,35,"01.035.1",31.260387,-87.427293
1,35,"01.035.1",31.458167,-87.206408
1,35,"01.035.1",31.642493,-87.13514
1,35,"01.035.1",31.669751,-87.064625
1,35,"01.035.1",31.718541,-87.051195
1,35,"01.035.1",31.752767,-86.905894
1,35,"01.035.1",31.727177,-86.905184
1,35,"01.035.1",31.727177,-86.905184
1,37,"01.037.1",33.104696,-86.079662
1,37,"01.037.1",33.09026,-86.00917
1,37,"01.037.1",32.754986,-86.007062
1,37,"01.037.1",32.75432,-86.377208
1,37,"01.037.1",32.814278,-86.457148
1,37,"01.037.1",32.85861,-86.448453
1,37,"01.037.1",32.929362,-86.515959
1,37,"01.037.1",33.020566,-86.517344
1,37,"01.037.1",33.102944,-86.491029
1,37,"01.037.1",33.104394,-86.17437
1,37,"01.037.1",33.104696,-86.079662
1,39,"01.039.1",31.514827,-86.278203
1,39,"01.039.1",31.441168,-86.261876
1,39,"01.039.1",31.440072,-86.193951
1,39,"01.039.1",31.192215,-86.193388
1,39,"01.039.1",30.9940490694821,-86.1872472578628
1,39,"01.039.1",30.993798,-86.289247
1,39,"01.039.1",30.994455,-86.364907
1,39,"01.039.1",30.994181,-86.388647
1,39,"01.039.1",30.993998,-86.458319
1,39,"01.039.1",30.995223,-86.563436
1,39,"01.039.1",30.994534,-86.664681
1,39,"01.039.1",31.000418,-86.70022
1,39,"01.039.1",31.192307,-86.70029
1,39,"01.039.1",31.345387,-86.702791
1,39,"01.039.1",31.402798,-86.662082
1,39,"01.039.1",31.436618,-86.701202
1,39,"01.039.1",31.523812,-86.701539
1,39,"01.039.1",31.525331,-86.499213
1,39,"01.039.1",31.527128,-86.39994
1,39,"01.039.1",31.450942,-86.395303
1,39,"01.039.1",31.528505,-86.29877
1,39,"01.039.1",31.514827,-86.278203
1,41,"01.041.1",32.051664,-86.303616
1,41,"01.041.1",31.965065,-86.302217
1,41,"01.041.1",31.966453,-86.191379
1,41,"01.041.1",31.893143,-86.173091
1,41,"01.041.1",31.790449,-86.199379
1,41,"01.041.1",31.77671,-86.147381
1,41,"01.041.1",31.663121,-86.147148
1,41,"01.041.1",31.616413,-86.179687
1,41,"01.041.1",31.617741,-86.145895
1,41,"01.041.1",31.537675,-86.14395
1,41,"01.041.1",31.529949,-86.194784
1,41,"01.041.1",31.440072,-86.193951
1,41,"01.041.1",31.441168,-86.261876
1,41,"01.041.1",31.514827,-86.278203
1,41,"01.041.1",31.528505,-86.29877
1,41,"01.041.1",31.450942,-86.395303
1,41,"01.041.1",31.527128,-86.39994
1,41,"01.041.1",31.525331,-86.499213
1,41,"01.041.1",31.655247,-86.499533
1,41,"01.041.1",31.655617,-86.448635
1,41,"01.041.1",31.961749,-86.448033
1,41,"01.041.1",31.964629,-86.448198
1,41,"01.041.1",31.964629,-86.448198
1,41,"01.041.1",31.963775,-86.405005
1,41,"01.041.1",32.050731,-86.406276
1,41,"01.041.1",32.051664,-86.303616
1,43,"01.043.1",34.312298,-87.092311
1,43,"01.043.1",34.304694,-86.581936
1,43,"01.043.1",34.302758,-86.477525
1,43,"01.043.1",34.259314,-86.452876
1,43,"01.043.1",34.254303,-86.514821
1,43,"01.043.1",34.120015,-86.599839
1,43,"01.043.1",34.081077,-86.704288
1,43,"01.043.1",34.05313,-86.6851
1,43,"01.043.1",33.96629,-86.771256
1,43,"01.043.1",33.933757,-86.885392
1,43,"01.043.1",33.908179,-86.92519
1,43,"01.043.1",33.858349,-86.963348
1,43,"01.043.1",33.890095,-87.091985
1,43,"01.043.1",33.993225,-87.151036
1,43,"01.043.1",33.992385,-87.111992
1,43,"01.043.1",34.299299,-87.109911
1,43,"01.043.1",34.313799,-87.110111
1,43,"01.043.1",34.313799,-87.110111
1,43,"01.043.1",34.312298,-87.092311
1,43,"01.043.1",34.312298,-87.092311
1,45,"01.045.1",31.619466,-85.416437
1,45,"01.045.1",31.314973,-85.417434
1,45,"01.045.1",31.286273,-85.418333
1,45,"01.045.1",31.287095,-85.485442
1,45,"01.045.1",31.246096,-85.485854
1,45,"01.045.1",31.270889,-85.659985
1,45,"01.045.1",31.195179,-85.710866
1,45,"01.045.1",31.196349,-85.791402
1,45,"01.045.1",31.196349,-85.791402
1,45,"01.045.1",31.617964,-85.789142
1,45,"01.045.1",31.618048,-85.748249
1,45,"01.045.1",31.619466,-85.416437
1,47,"01.047.1",32.663267,-87.017659
1,47,"01.047.1",32.664158,-86.916956
1,47,"01.047.1",32.537004,-86.906813
1,47,"01.047.1",32.437937,-86.866605
1,47,"01.047.1",32.424725,-86.824394
1,47,"01.047.1",32.409725,-86.846149
1,47,"01.047.1",32.340803,-86.814912
1,47,"01.047.1",32.328947,-86.850412
1,47,"01.047.1",32.305931,-86.825956
1,47,"01.047.1",32.27157,-86.864547
1,47,"01.047.1",32.224747,-86.810313
1,47,"01.047.1",32.225025,-86.908474
1,47,"01.047.1",32.047971,-86.906956
1,47,"01.047.1",32.047514,-87.178071
1,47,"01.047.1",32.19939,-87.325214
1,47,"01.047.1",32.239735,-87.391934
1,47,"01.047.1",32.26492,-87.472206
1,47,"01.047.1",32.307614,-87.47308
1,47,"01.047.1",32.307614,-87.47308
1,47,"01.047.1",32.308106,-87.421746
1,47,"01.047.1",32.482965,-87.423153
1,47,"01.047.1",32.489679,-87.111263
1,47,"01.047.1",32.600614,-87.039104
1,47,"01.047.1",32.729117,-87.017766
1,47,"01.047.1",32.663267,-87.017659
1,47,"01.047.1",32.663267,-87.017659
1,49,"01.049.1",34.750079,-85.561416
1,49,"01.049.1",34.708321,-85.552482
1,49,"01.049.1",34.656783,-85.541267
1,49,"01.049.1",34.588683,-85.527261
1,49,"01.049.1",34.525192,-85.51393
1,49,"01.049.1",34.52417,-85.513709
1,49,"01.049.1",34.52417,-85.513709
1,49,"01.049.1",34.484437,-85.576787
1,49,"01.049.1",34.37239,-85.629183
1,49,"01.049.1",34.259504,-85.773721
1,49,"01.049.1",34.244153,-85.843814
1,49,"01.049.1",34.200006,-85.843617
1,49,"01.049.1",34.20073,-86.101564
1,49,"01.049.1",34.200756,-86.106086
1,49,"01.049.1",34.200756,-86.106086
1,49,"01.049.1",34.403845,-86.118894
1,49,"01.049.1",34.475994,-86.057712
1,49,"01.049.1",34.486519,-85.984247
1,49,"01.049.1",34.624247,-85.785989
1,49,"01.049.1",34.75489,-85.660283
1,49,"01.049.1",34.860371,-85.583145
1,49,"01.049.1",34.750079,-85.561416
1,51,"01.051.1",32.769156,-85.960422
1,51,"01.051.1",32.753328,-85.88096
1,51,"01.051.1",32.684379,-85.911607
1,51,"01.051.1",32.493053,-85.886148
1,51,"01.051.1",32.475957,-85.85264
1,51,"01.051.1",32.44936,-85.880309
1,51,"01.051.1",32.452498,-85.992142
1,51,"01.051.1",32.419978,-86.023012
1,51,"01.051.1",32.431549,-86.189267
1,51,"01.051.1",32.500134,-86.257269
1,51,"01.051.1",32.472608,-86.288589
1,51,"01.051.1",32.488973,-86.313248
1,51,"01.051.1",32.41172,-86.310714
1,51,"01.051.1",32.433356,-86.350343
1,51,"01.051.1",32.409937,-86.411172
1,51,"01.051.1",32.707386,-86.413116
1,51,"01.051.1",32.750592,-86.413337
1,51,"01.051.1",32.75432,-86.377208
1,51,"01.051.1",32.754986,-86.007062
1,51,"01.051.1",32.769156,-85.960422
1,53,"01.053.1",31.261622,-86.793095
1,53,"01.053.1",31.261293,-86.763961
1,53,"01.053.1",31.182569,-86.766692
1,53,"01.053.1",31.192307,-86.70029
1,53,"01.053.1",30.9945961283665,-86.688313003629
1,53,"01.053.1",30.99629,-86.74524
1,53,"01.053.1",30.996978,-86.785918
1,53,"01.053.1",30.996978,-86.785918
1,53,"01.053.1",30.997401,-86.830497
1,53,"01.053.1",30.998661,-86.998477
1,53,"01.053.1",30.999348,-87.036366
1,53,"01.053.1",30.999055,-87.162614
1,53,"01.053.1",30.997169,-87.224746
1,53,"01.053.1",30.996393,-87.237685
1,53,"01.053.1",30.998285,-87.25498
1,53,"01.053.1",30.998345,-87.288905
1,53,"01.053.1",30.998213,-87.478706
1,53,"01.053.1",30.997586,-87.51952
1,53,"01.053.1",30.997457,-87.598928
1,53,"01.053.1",31.244458,-87.61589
1,53,"01.053.1",31.227383,-87.558967
1,53,"01.053.1",31.260387,-87.427293
1,53,"01.053.1",31.261622,-86.793095
1,55,"01.055.1",34.20073,-86.101564
1,55,"01.055.1",34.200006,-85.843617
1,55,"01.055.1",34.110696,-85.841368
1,55,"01.055.1",34.125096,-85.791007
1,55,"01.055.1",33.96846,-85.738975
1,55,"01.055.1",33.935301,-85.740968
1,55,"01.055.1",33.950299,-85.881768
1,55,"01.055.1",33.906399,-85.899568
1,55,"01.055.1",33.914598,-85.96917
1,55,"01.055.1",33.864898,-85.99517
1,55,"01.055.1",33.842198,-86.065272
1,55,"01.055.1",33.861647,-86.097706
1,55,"01.055.1",33.983197,-86.189776
1,55,"01.055.1",33.965934,-86.252079
