"state","county","group","lat","long"
18,157,"18.157.1",40.562082,-86.771293
18,157,"18.157.1",40.56188,-86.697568
18,157,"18.157.1",40.432014,-86.694601
18,157,"18.157.1",40.214374,-86.695773
18,157,"18.157.1",40.214943,-86.904194
18,157,"18.157.1",40.214807,-87.092208
18,157,"18.157.1",40.36643,-87.092151
18,157,"18.157.1",40.475745,-87.093676
18,157,"18.157.1",40.562891,-87.095248
18,157,"18.157.1",40.562822,-87.0305
18,157,"18.157.1",40.562822,-87.0305
18,159,"18.159.1",40.378374,-85.862295
18,159,"18.159.1",40.218985,-85.861937
18,159,"18.159.1",40.215847,-86.242713
18,159,"18.159.1",40.373867,-86.242991
18,159,"18.159.1",40.402917,-86.242763
18,159,"18.159.1",40.406862,-85.862227
18,159,"18.159.1",40.378374,-85.862295
18,159,"18.159.1",40.378374,-85.862295
18,161,"18.161.1",39.72894,-85.015677
18,161,"18.161.1",39.726556,-84.814129
18,161,"18.161.1",39.628854,-84.814705
18,161,"18.161.1",39.568351,-84.815156
18,161,"18.161.1",39.567251,-84.814955
18,161,"18.161.1",39.567251,-84.814955
18,161,"18.161.1",39.548051,-84.815155
18,161,"18.161.1",39.521951,-84.815355
18,161,"18.161.1",39.521951,-84.815355
18,161,"18.161.1",39.526213,-85.036087
18,161,"18.161.1",39.71458,-85.034468
18,161,"18.161.1",39.72894,-85.015677
18,163,"18.163.1",38.168306,-87.666559
18,163,"18.163.1",38.165462,-87.467282
18,163,"18.163.1",38.034942,-87.473013
18,163,"18.163.1",37.93369,-87.465514
18,163,"18.163.1",37.920218,-87.486347
18,163,"18.163.1",37.916682,-87.490411
18,163,"18.163.1",37.916298,-87.531532
18,163,"18.163.1",37.925418,-87.551277
18,163,"18.163.1",37.9377300867436,-87.5656776306401
18,163,"18.163.1",37.962642,-87.573415
18,163,"18.163.1",37.975442,-87.585916
18,163,"18.163.1",37.976042,-87.589816
18,163,"18.163.1",37.965142,-87.605216
18,163,"18.163.1",37.926714,-87.62896
18,163,"18.163.1",37.92145,-87.628416
18,163,"18.163.1",37.906922,-87.620272
18,163,"18.163.1",37.898794,-87.608479
18,163,"18.163.1",37.892394,-87.597118
18,163,"18.163.1",37.887194,-87.591582
18,163,"18.163.1",37.868791,-87.588426
18,163,"18.163.1",37.831974,-87.615399
18,163,"18.163.1",37.829077,-87.625014
18,163,"18.163.1",37.827015,-87.635806
18,163,"18.163.1",37.826037,-87.655171
18,163,"18.163.1",37.827455,-87.666522
18,163,"18.163.1",37.829127,-87.672397
18,163,"18.163.1",37.831732,-87.675538
18,163,"18.163.1",37.836321,-87.679188
18,163,"18.163.1",37.903274,-87.680338
18,163,"18.163.1",37.903498,-87.684018
18,163,"18.163.1",37.902474,-87.688338
18,163,"18.163.1",37.897439714803,-87.7005141932544
18,163,"18.163.1",38.168468,-87.688363
18,163,"18.163.1",38.168306,-87.666559
18,163,"18.163.1",38.168306,-87.666559
18,165,"18.165.1",40.127402,-87.490549
18,165,"18.165.1",40.127508,-87.406667
18,165,"18.165.1",40.127508,-87.406667
18,165,"18.165.1",39.960683,-87.4401
18,165,"18.165.1",39.952452,-87.420221
18,165,"18.165.1",39.931384,-87.43319
18,165,"18.165.1",39.862077,-87.353863
18,165,"18.165.1",39.833365,-87.385538
18,165,"18.165.1",39.607937,-87.382418
18,165,"18.165.1",39.6072729899252,-87.532196080041
18,165,"18.165.1",39.781743,-87.533066
18,165,"18.165.1",39.810947,-87.533142
18,165,"18.165.1",39.883127,-87.533227
18,165,"18.165.1",39.971077,-87.532776
18,165,"18.165.1",39.987462,-87.532542
18,165,"18.165.1",40.148027,-87.531439
18,165,"18.165.1",40.127402,-87.490549
18,167,"18.167.1",39.608192,-87.307541
18,167,"18.167.1",39.607137,-87.199012
18,167,"18.167.1",39.519733,-87.200104
18,167,"18.167.1",39.520546,-87.238875
18,167,"18.167.1",39.259001,-87.240383
18,167,"18.167.1",39.259407,-87.587076
18,167,"18.167.1",39.282232,-87.61005
18,167,"18.167.1",39.333831,-87.589084
18,167,"18.167.1",39.340343,-87.578331
18,167,"18.167.1",39.340488,-87.5544
18,167,"18.167.1",39.352907,-87.544013
18,167,"18.167.1",39.437732,-87.531355
18,167,"18.167.1",39.47712,-87.531663
18,167,"18.167.1",39.491698,-87.531627
18,167,"18.167.1",39.526937,-87.531965
18,167,"18.167.1",39.545853,-87.531939
18,167,"18.167.1",39.6072729899252,-87.532196080041
18,167,"18.167.1",39.607937,-87.382418
18,167,"18.167.1",39.608192,-87.307541
18,169,"18.169.1",41.009005,-85.683407
18,169,"18.169.1",41.002248,-85.643877
18,169,"18.169.1",40.652978,-85.638604
18,169,"18.169.1",40.651844,-85.864814
18,169,"18.169.1",40.651154,-85.939711
18,169,"18.169.1",40.964786,-85.945428
18,169,"18.169.1",40.999197,-85.946398
18,169,"18.169.1",40.999197,-85.946398
18,169,"18.169.1",41.042861,-85.945651
18,169,"18.169.1",41.046712,-85.684178
18,169,"18.169.1",41.009005,-85.683407
18,169,"18.169.1",41.009005,-85.683407
18,171,"18.171.1",40.476956,-87.454059
18,171,"18.171.1",40.475745,-87.093676
18,171,"18.171.1",40.36643,-87.092151
18,171,"18.171.1",40.309252,-87.244898
18,171,"18.171.1",40.192258,-87.4199
18,171,"18.171.1",40.164458,-87.438774
18,171,"18.171.1",40.127508,-87.406667
18,171,"18.171.1",40.127402,-87.490549
18,171,"18.171.1",40.127402,-87.490549
18,171,"18.171.1",40.148027,-87.531439
18,171,"18.171.1",40.191812,-87.530828
18,171,"18.171.1",40.250036,-87.529992
18,171,"18.171.1",40.46217,-87.526809
18,171,"18.171.1",40.477158,-87.526502
18,171,"18.171.1",40.476956,-87.454059
18,173,"18.173.1",38.231655,-87.298347
18,173,"18.173.1",38.232596,-87.073067
18,173,"18.173.1",38.203821,-87.073142
18,173,"18.173.1",38.203562,-87.017416
18,173,"18.173.1",38.118373,-87.017453
18,173,"18.173.1",38.118082,-87.072467
18,173,"18.173.1",38.048825,-87.09096
18,173,"18.173.1",38.058415,-87.148763
18,173,"18.173.1",38.019269,-87.153587
18,173,"18.173.1",37.925022,-87.267971
18,173,"18.173.1",37.8788050847342,-87.2688482690853
18,173,"18.173.1",37.898445,-87.302324
18,173,"18.173.1",37.935596,-87.380247
18,173,"18.173.1",37.941227,-87.40116
18,173,"18.173.1",37.944763,-87.418585
18,173,"18.173.1",37.944811,-87.428521
18,173,"18.173.1",37.9411876093865,-87.4509689662514
18,173,"18.173.1",38.035163,-87.449868
18,173,"18.173.1",38.034942,-87.473013
18,173,"18.173.1",38.165462,-87.467282
18,173,"18.173.1",38.201224,-87.466612
18,173,"18.173.1",38.201753,-87.31703
18,173,"18.173.1",38.246077,-87.316893
18,173,"18.173.1",38.231655,-87.298347
18,175,"18.175.1",38.783399,-86.091705
18,175,"18.175.1",38.734392,-85.888467
18,175,"18.175.1",38.575407,-85.885644
18,175,"18.175.1",38.561267,-85.847895
18,175,"18.175.1",38.503469,-85.884776
18,175,"18.175.1",38.48854,-85.993317
18,175,"18.175.1",38.41835,-85.994659
18,175,"18.175.1",38.418581,-86.01347
18,175,"18.175.1",38.418581,-86.01347
18,175,"18.175.1",38.417898,-86.032817
18,175,"18.175.1",38.422478,-86.246456
18,175,"18.175.1",38.422683,-86.254861
18,175,"18.175.1",38.422683,-86.254861
18,175,"18.175.1",38.422875,-86.308674
18,175,"18.175.1",38.422875,-86.308674
18,175,"18.175.1",38.688029,-86.308484
18,175,"18.175.1",38.763795,-86.275281
18,175,"18.175.1",38.783399,-86.091705
18,177,"18.177.1",40.006188,-84.886614
18,177,"18.177.1",40.0049210236355,-84.8109374919552
18,177,"18.177.1",39.916916,-84.812411
18,177,"18.177.1",39.891585,-84.812698
18,177,"18.177.1",39.843173,-84.813674
18,177,"18.177.1",39.826771,-84.813793
18,177,"18.177.1",39.811398,-84.81412
18,177,"18.177.1",39.726556,-84.814129
18,177,"18.177.1",39.72894,-85.015677
18,177,"18.177.1",39.71458,-85.034468
18,177,"18.177.1",39.715499,-85.184945
18,177,"18.177.1",39.788379,-85.183373
18,177,"18.177.1",39.788467,-85.221066
18,177,"18.177.1",40.004521,-85.201473
18,177,"18.177.1",40.006188,-84.886614
18,179,"18.179.1",40.903547,-85.073568
18,179,"18.179.1",40.56824,-85.068479
18,179,"18.179.1",40.567091,-85.20121
18,179,"18.179.1",40.567042,-85.221068
18,179,"18.179.1",40.567042,-85.221068
18,179,"18.179.1",40.566701,-85.447012
18,179,"18.179.1",40.651002,-85.448798
18,179,"18.179.1",40.653607,-85.448825
18,179,"18.179.1",40.653607,-85.448825
18,179,"18.179.1",40.654411,-85.33452
18,179,"18.179.1",40.917046,-85.335973
18,179,"18.179.1",40.917847,-85.073868
18,179,"18.179.1",40.903547,-85.073568
18,179,"18.179.1",40.903547,-85.073568
18,181,"18.181.1",40.912569,-86.815198
18,181,"18.181.1",40.910942,-86.581527
18,181,"18.181.1",40.735761,-86.581739
18,181,"18.181.1",40.737519,-86.740274
18,181,"18.181.1",40.700094,-86.761936
18,181,"18.181.1",40.678367,-86.742693
18,181,"18.181.1",40.664024,-86.774469
18,181,"18.181.1",40.562082,-86.771293
18,181,"18.181.1",40.562822,-87.0305
18,181,"18.181.1",40.562891,-87.095248
18,181,"18.181.1",40.562891,-87.095248
18,181,"18.181.1",40.736542,-87.098585
18,181,"18.181.1",40.837628,-87.099786
18,181,"18.181.1",40.837921,-86.986438
18,181,"18.181.1",40.912214,-86.987525
18,181,"18.181.1",40.912501,-86.930701
18,181,"18.181.1",40.912569,-86.815198
18,183,"18.183.1",41.295151,-85.536125
18,183,"18.183.1",41.266157,-85.53718
18,183,"18.183.1",41.264071,-85.307748
18,183,"18.183.1",41.17926,-85.309842
18,183,"18.183.1",41.17912,-85.338552
18,183,"18.183.1",41.005347,-85.335274
18,183,"18.183.1",41.002248,-85.643877
18,183,"18.183.1",41.009005,-85.683407
18,183,"18.183.1",41.046712,-85.684178
18,183,"18.183.1",41.046712,-85.684178
18,183,"18.183.1",41.1785,-85.652736
18,183,"18.183.1",41.294776,-85.651928
18,183,"18.183.1",41.295151,-85.536125
19,1,"19.001.1",41.504108,-94.681606
19,1,"19.001.1",41.503563,-94.241505
19,1,"19.001.1",41.157089,-94.241581
19,1,"19.001.1",41.157367,-94.357109
19,1,"19.001.1",41.157532,-94.47061
19,1,"19.001.1",41.158084,-94.700587
19,1,"19.001.1",41.50413,-94.700441
19,1,"19.001.1",41.504108,-94.681606
19,1,"19.001.1",41.504108,-94.681606
19,3,"19.003.1",41.158385,-94.910249
19,3,"19.003.1",41.158084,-94.700587
19,3,"19.003.1",41.157532,-94.47061
19,3,"19.003.1",40.899409,-94.470963
19,3,"19.003.1",40.900595,-94.864002
19,3,"19.003.1",40.900677,-94.928652
19,3,"19.003.1",40.900677,-94.928652
19,3,"19.003.1",41.158364,-94.927591
19,3,"19.003.1",41.158385,-94.910249
19,5,"19.005.1",43.50055,-91.217706
19,5,"19.005.1",43.460018,-91.232241
19,5,"19.005.1",43.425031,-91.207145
19,5,"19.005.1",43.419805,-91.203144
19,5,"19.005.1",43.370097,-91.21336
19,5,"19.005.1",43.3681875967943,-91.2148484396104
19,5,"19.005.1",43.365874,-91.21477
19,5,"19.005.1",43.352524,-91.20662
19,5,"19.005.1",43.349103,-91.201847
19,5,"19.005.1",43.347602,-91.188014
19,5,"19.005.1",43.345926,-91.181115
19,5,"19.005.1",43.340967,-91.171055
19,5,"19.005.1",43.257679,-91.058644
19,5,"19.005.1",43.221891,-91.087456
19,5,"19.005.1",43.152405,-91.1462
19,5,"19.005.1",43.131846,-91.177003
19,5,"19.005.1",43.080247,-91.177222
19,5,"19.005.1",43.081719,-91.553783
19,5,"19.005.1",43.081653,-91.605307
19,5,"19.005.1",43.50053,-91.610895
19,5,"19.005.1",43.500993,-91.261781
19,5,"19.005.1",43.50055,-91.217706
19,7,"19.007.1",40.890774,-92.639179
19,7,"19.007.1",40.590853,-92.637898
19,7,"19.007.1",40.588908,-92.757407
19,7,"19.007.1",40.588341,-92.879178
19,7,"19.007.1",40.58743,-92.957747
19,7,"19.007.1",40.584403,-93.085517
19,7,"19.007.1",40.584014,-93.097296
19,7,"19.007.1",40.584014,-93.097296
19,7,"19.007.1",40.898298,-93.097593
19,7,"19.007.1",40.898452,-93.097595
19,7,"19.007.1",40.898452,-93.097595
19,7,"19.007.1",40.898897,-92.639173
19,7,"19.007.1",40.890774,-92.639179
19,7,"19.007.1",40.890774,-92.639179
19,9,"19.009.1",41.863038,-94.976408
19,9,"19.009.1",41.862418,-94.744821
19,9,"19.009.1",41.60215,-94.744132
19,9,"19.009.1",41.602187,-94.700677
19,9,"19.009.1",41.50413,-94.700441
19,9,"19.009.1",41.50469,-95.040864
19,9,"19.009.1",41.602047,-95.040831
19,9,"19.009.1",41.601975,-95.092691
19,9,"19.009.1",41.863383,-95.092936
19,9,"19.009.1",41.863038,-94.976408
19,9,"19.009.1",41.863038,-94.976408
19,11,"19.011.1",42.284234,-91.831466
19,11,"19.011.1",41.86177,-91.831587
19,11,"19.011.1",41.862755,-92.054754
19,11,"19.011.1",41.862779,-92.298164
19,11,"19.011.1",42.297417,-92.29879
19,11,"19.011.1",42.297259,-92.064766
19,11,"19.011.1",42.298942,-91.831038
19,11,"19.011.1",42.284234,-91.831466
19,11,"19.011.1",42.284234,-91.831466
19,13,"19.013.1",42.642454,-92.471057
19,13,"19.013.1",42.642058,-92.081877
19,13,"19.013.1",42.297259,-92.064766
19,13,"19.013.1",42.297417,-92.29879
19,13,"19.013.1",42.297082,-92.533667
19,13,"19.013.1",42.555774,-92.55355
19,13,"19.013.1",42.642344,-92.554819
19,13,"19.013.1",42.642454,-92.471057
19,15,"19.015.1",42.209787,-93.84352
19,15,"19.015.1",42.209367,-93.698457
19,15,"19.015.1",41.863473,-93.698127
19,15,"19.015.1",41.863549,-93.74697
19,15,"19.015.1",41.863518,-93.815939
19,15,"19.015.1",41.863435,-93.862878
19,15,"19.015.1",41.863244,-94.164138
19,15,"19.015.1",42.180676,-94.165042
19,15,"19.015.1",42.209908,-94.164571
19,15,"19.015.1",42.209908,-94.164571
19,15,"19.015.1",42.210095,-93.931728
19,15,"19.015.1",42.209787,-93.84352
19,15,"19.015.1",42.209787,-93.84352
19,17,"19.017.1",42.907228,-92.317621
19,17,"19.017.1",42.907005,-92.081746
19,17,"19.017.1",42.642058,-92.081877
19,17,"19.017.1",42.642454,-92.471057
19,17,"19.017.1",42.642344,-92.554819
19,17,"19.017.1",42.90714,-92.554409
19,17,"19.017.1",42.907228,-92.317621
19,19,"19.019.1",42.578253,-91.608739
19,19,"19.019.1",42.29624,-91.596923
19,19,"19.019.1",42.297981,-91.793388
19,19,"19.019.1",42.298942,-91.831038
19,19,"19.019.1",42.298942,-91.831038
19,19,"19.019.1",42.297259,-92.064766
19,19,"19.019.1",42.642058,-92.081877
19,19,"19.019.1",42.643924,-91.606983
19,19,"19.019.1",42.578253,-91.608739
19,19,"19.019.1",42.578253,-91.608739
19,21,"19.021.1",42.90985,-95.2143
19,21,"19.021.1",42.909841,-94.914122
19,21,"19.021.1",42.560184,-94.914719
19,21,"19.021.1",42.561388,-95.367643
19,21,"19.021.1",42.561743,-95.388044
19,21,"19.021.1",42.561743,-95.388044
19,21,"19.021.1",42.909843,-95.388171
19,21,"19.021.1",42.90985,-95.2143
19,23,"19.023.1",42.907612,-92.965855
19,23,"19.023.1",42.90714,-92.554409
19,23,"19.023.1",42.642344,-92.554819
19,23,"19.023.1",42.555774,-92.55355
19,23,"19.023.1",42.556637,-92.958892
19,23,"19.023.1",42.556611,-93.026778
19,23,"19.023.1",42.907745,-93.024923
19,23,"19.023.1",42.907612,-92.965855
19,23,"19.023.1",42.907612,-92.965855
19,25,"19.025.1",42.560039,-94.855635
19,25,"19.025.1",42.558878,-94.442946
19,25,"19.025.1",42.473401,-94.443033
19,25,"19.025.1",42.473301,-94.397673
19,25,"19.025.1",42.209082,-94.397569
19,25,"19.025.1",42.209396,-94.628844
19,25,"19.025.1",42.209628,-94.858506
19,25,"19.025.1",42.474013,-94.85688
19,25,"19.025.1",42.474313,-94.914752
19,25,"19.025.1",42.560184,-94.914719
19,25,"19.025.1",42.560039,-94.855635
19,25,"19.025.1",42.560039,-94.855635
19,27,"19.027.1",42.210178,-95.014136
19,27,"19.027.1",42.209628,-94.858506
19,27,"19.027.1",42.209396,-94.628844
19,27,"19.027.1",41.86276,-94.628702
19,27,"19.027.1",41.862418,-94.744821
19,27,"19.027.1",41.863038,-94.976408
19,27,"19.027.1",41.863383,-95.092936
19,27,"19.027.1",41.863383,-95.092936
19,27,"19.027.1",42.210205,-95.091037
19,27,"19.027.1",42.210178,-95.014136
19,27,"19.027.1",42.210178,-95.014136
19,29,"19.029.1",41.505092,-95.137298
19,29,"19.029.1",41.50469,-95.040864
19,29,"19.029.1",41.50413,-94.700441
19,29,"19.029.1",41.158084,-94.700587
19,29,"19.029.1",41.158385,-94.910249
19,29,"19.029.1",41.158364,-94.927591
19,29,"19.029.1",41.15935,-95.155842
19,29,"19.029.1",41.505167,-95.154852
19,29,"19.029.1",41.505092,-95.137298
19,29,"19.029.1",41.505092,-95.137298
19,31,"19.031.1",41.947148,-91.234411
19,31,"19.031.1",41.946082,-90.89856
19,31,"19.031.1",41.771392,-90.898373
19,31,"19.031.1",41.597134,-90.899902
19,31,"19.031.1",41.598331,-91.347062
19,31,"19.031.1",41.598376,-91.366384
19,31,"19.031.1",41.598376,-91.366384
19,31,"19.031.1",41.860001,-91.36608
19,31,"19.031.1",41.947234,-91.365844
19,31,"19.031.1",41.947148,-91.234411
19,33,"19.033.1",43.255593,-93.349015
19,33,"19.033.1",43.255526,-93.024119
19,33,"19.033.1",43.212815,-93.023949
19,33,"19.033.1",42.907745,-93.024923
19,33,"19.033.1",42.908436,-93.491456
19,33,"19.033.1",42.908441,-93.498628
19,33,"19.033.1",42.908441,-93.498628
19,33,"19.033.1",43.255391,-93.497536
19,33,"19.033.1",43.255593,-93.349015
19,35,"19.035.1",42.910223,-95.564121
19,35,"19.035.1",42.909843,-95.388171
19,35,"19.035.1",42.561743,-95.388044
19,35,"19.035.1",42.561285,-95.741611
19,35,"19.035.1",42.560957,-95.860186
19,35,"19.035.1",42.909193,-95.859682
19,35,"19.035.1",42.910223,-95.564121
19,37,"19.037.1",43.213388,-92.259484
19,37,"19.037.1",43.212941,-92.080896
19,37,"19.037.1",43.082794,-92.081146
19,37,"19.037.1",42.907005,-92.081746
19,37,"19.037.1",42.907228,-92.317621
19,37,"19.037.1",42.90714,-92.554409
19,37,"19.037.1",43.212852,-92.554333
19,37,"19.037.1",43.213388,-92.259484
19,39,"19.039.1",41.161924,-93.767854
19,39,"19.039.1",41.161338,-93.557356
19,39,"19.039.1",40.89814,-93.556654
19,39,"19.039.1",40.899339,-93.663265
19,39,"19.039.1",40.897031,-94.014803
19,39,"19.039.1",41.156762,-94.014189
19,39,"19.039.1",41.161892,-93.789055
19,39,"19.039.1",41.161924,-93.767854
19,41,"19.041.1",43.255453,-95.09211
19,41,"19.041.1",43.255061,-94.913864
19,41,"19.041.1",42.909841,-94.914122
19,41,"19.041.1",42.90985,-95.2143
19,41,"19.041.1",42.909843,-95.388171
19,41,"19.041.1",43.255117,-95.388113
19,41,"19.041.1",43.255453,-95.09211
19,43,"19.043.1",43.081719,-91.553783
19,43,"19.043.1",43.080247,-91.177222
19,43,"19.043.1",43.038713,-91.174692
19,43,"19.043.1",43.029723537506,-91.1717048342861
19,43,"19.043.1",43.019426,-91.168283
19,43,"19.043.1",42.991475,-91.15749
19,43,"19.043.1",42.963345,-91.14655
19,43,"19.043.1",42.958211,-91.14543
19,43,"19.043.1",42.930378,-91.145517
19,43,"19.043.1",42.834966,-91.095114
19,43,"19.043.1",42.829237,-91.090136
19,43,"19.043.1",42.829977,-91.08277
19,43,"19.043.1",42.827678,-91.078665
19,43,"19.043.1",42.806526,-91.078097
19,43,"19.043.1",42.795466,-91.075481
19,43,"19.043.1",42.738238,-91.053733
19,43,"19.043.1",42.737001,-91.051275
19,43,"19.043.1",42.737167,-91.046571
19,43,"19.043.1",42.73734,-91.035418
19,43,"19.043.1",42.734484,-91.032013
19,43,"19.043.1",42.729684,-91.030718
19,43,"19.043.1",42.719566,-91.017239
19,43,"19.043.1",42.720123,-91.009577
19,43,"19.043.1",42.676254,-90.900261
19,43,"19.043.1",42.675276937169,-90.8969479204057
19,43,"19.043.1",42.645714,-90.897415
19,43,"19.043.1",42.645844,-91.132766
19,43,"19.043.1",42.643924,-91.606983
19,43,"19.043.1",43.081653,-91.605307
19,43,"19.043.1",43.081719,-91.553783
19,45,"19.045.1",42.033491,-90.879686
19,45,"19.045.1",42.033073,-90.154221
19,45,"19.045.1",42.014881,-90.143776
19,45,"19.045.1",42.008931,-90.141167
19,45,"19.045.1",41.933058,-90.152659
19,45,"19.045.1",41.906614,-90.153584
19,45,"19.045.1",41.898019,-90.157019
19,45,"19.045.1",41.876439,-90.170041
19,45,"19.045.1",41.866149,-90.172765
19,45,"19.045.1",41.857402,-90.173006
19,45,"19.045.1",41.844647,-90.181401
19,45,"19.045.1",41.83624,-90.183765
19,45,"19.045.1",41.822599,-90.18172
19,45,"19.045.1",41.795335,-90.216889
19,45,"19.045.1",41.779805,-90.248631
19,45,"19.045.1",41.775295,-90.258622
19,45,"19.045.1",41.750031,-90.302782
19,45,"19.045.1",41.7288563881505,-90.316363756161
19,45,"19.045.1",41.773965,-90.528213
19,45,"19.045.1",41.734578,-90.713902
19,45,"19.045.1",41.771369,-90.786212
19,45,"19.045.1",41.771392,-90.898373
19,45,"19.045.1",41.946082,-90.89856
19,45,"19.045.1",42.033548,-90.898373
19,45,"19.045.1",42.033491,-90.879686
19,45,"19.045.1",42.033491,-90.879686
19,47,"19.047.1",42.211422,-95.650732
19,47,"19.047.1",42.210804,-95.323487
19,47,"19.047.1",42.210205,-95.091037
19,47,"19.047.1",41.863383,-95.092936
19,47,"19.047.1",41.864093,-95.305589
19,47,"19.047.1",41.863449,-95.557277
19,47,"19.047.1",41.863194,-95.672738
19,47,"19.047.1",42.21126,-95.671083
19,47,"19.047.1",42.211422,-95.650732
19,49,"19.049.1",41.863435,-93.862878
19,49,"19.049.1",41.863518,-93.815939
19,49,"19.049.1",41.600288,-93.790623
19,49,"19.049.1",41.511813,-93.790495
19,49,"19.049.1",41.503563,-94.241505
19,49,"19.049.1",41.600971,-94.241356
19,49,"19.049.1",41.60131,-94.280047
19,49,"19.049.1",41.863027,-94.28043
19,49,"19.049.1",41.863244,-94.164138
19,49,"19.049.1",41.863435,-93.862878
19,51,"19.051.1",40.899052,-92.178996
19,51,"19.051.1",40.600529,-92.17978
19,51,"19.051.1",40.598469,-92.298754
19,51,"19.051.1",40.597274,-92.350776
19,51,"19.051.1",40.595288,-92.453745
19,51,"19.051.1",40.592151,-92.580278
19,51,"19.051.1",40.590853,-92.637898
19,51,"19.051.1",40.590853,-92.637898
19,51,"19.051.1",40.890774,-92.639179
19,51,"19.051.1",40.898897,-92.639173
19,51,"19.051.1",40.898897,-92.639173
19,51,"19.051.1",40.89972,-92.178992
19,51,"19.051.1",40.899052,-92.178996
19,51,"19.051.1",40.899052,-92.178996
19,53,"19.053.1",40.899339,-93.663265
19,53,"19.053.1",40.89814,-93.556654
19,53,"19.053.1",40.580235,-93.556899
19,53,"19.053.1",40.578127,-93.677099
19,53,"19.053.1",40.577518,-93.742759
19,53,"19.053.1",40.57772,-93.750223
19,53,"19.053.1",40.577278,-93.815485
19,53,"19.053.1",40.573914,-94.015492
19,53,"19.053.1",40.897031,-94.014803
19,53,"19.053.1",40.899339,-93.663265
19,55,"19.055.1",42.618204,-91.133545
19,55,"19.055.1",42.295702,-91.13008
19,55,"19.055.1",42.295951,-91.266213
19,55,"19.055.1",42.296241,-91.363145
19,55,"19.055.1",42.296241,-91.363145
19,55,"19.055.1",42.29624,-91.596923
19,55,"19.055.1",42.578253,-91.608739
19,55,"19.055.1",42.643924,-91.606983
19,55,"19.055.1",42.643924,-91.606983
19,55,"19.055.1",42.645844,-91.132766
19,55,"19.055.1",42.618204,-91.133545
19,55,"19.055.1",42.618204,-91.133545
19,57,"19.057.1",41.074109,-91.2554
19,57,"19.057.1",41.072711,-90.949383
19,57,"19.057.1",40.979767,-90.958142
19,57,"19.057.1",40.924957,-90.962916
19,57,"19.057.1",40.905146,-91.003536
19,57,"19.057.1",40.900565,-91.009536
19,57,"19.057.1",40.896622,-91.01324
19,57,"19.057.1",40.884021,-91.021562
19,57,"19.057.1",40.875038,-91.036789
19,57,"19.057.1",40.868356,-91.044653
19,57,"19.057.1",40.824638,-91.090072
19,57,"19.057.1",40.811617,-91.096846
19,57,"19.057.1",40.802471,-91.097031
19,57,"19.057.1",40.792909,-91.092256
19,57,"19.057.1",40.786724,-91.091246
19,57,"19.057.1",40.779708,-91.091703
19,57,"19.057.1",40.767134,-91.096133
19,57,"19.057.1",40.750935,-91.1082
19,57,"19.057.1",40.745528,-91.110424
19,57,"19.057.1",40.6962798919013,-91.1124327827418
19,57,"19.057.1",40.71358,-91.208185
19,57,"19.057.1",40.812682,-91.409324
19,57,"19.057.1",40.812638,-91.372097
19,57,"19.057.1",41.074154,-91.370751
19,57,"19.057.1",41.074109,-91.2554
19,59,"19.059.1",43.500885,-95.214938
19,59,"19.059.1",43.500774,-95.180423
19,59,"19.059.1",43.500755,-95.122633
19,59,"19.059.1",43.500872,-95.014245
19,59,"19.059.1",43.50045,-94.914905
19,59,"19.059.1",43.255061,-94.913864
19,59,"19.059.1",43.255453,-95.09211
19,59,"19.059.1",43.255117,-95.388113
19,59,"19.059.1",43.50024,-95.387851
19,59,"19.059.1",43.500464,-95.250969
19,59,"19.059.1",43.500885,-95.214938
19,61,"19.061.1",42.668728,-90.867125
19,61,"19.061.1",42.655772,-90.797017
19,61,"19.061.1",42.652965,-90.778752
19,61,"19.061.1",42.636078,-90.709204
19,61,"19.061.1",42.576599,-90.672727
19,61,"19.061.1",42.527701,-90.640627
19,61,"19.061.1",42.518702,-90.636727
19,61,"19.061.1",42.508302,-90.640927
19,61,"19.061.1",42.483603,-90.656327
19,61,"19.061.1",42.458904,-90.624328
19,61,"19.061.1",42.3814582698587,-90.4738122360451
19,61,"19.061.1",42.382107,-90.658629
19,61,"19.061.1",42.294713,-90.665549
19,61,"19.061.1",42.295236,-90.89802
19,61,"19.061.1",42.295702,-91.13008
19,61,"19.061.1",42.618204,-91.133545
19,61,"19.061.1",42.645844,-91.132766
19,61,"19.061.1",42.645844,-91.132766
19,61,"19.061.1",42.645714,-90.897415
19,61,"19.061.1",42.675276937169,-90.8969479204057
19,61,"19.061.1",42.668728,-90.867125
19,63,"19.063.1",43.500583,-94.442835
19,63,"19.063.1",43.255011,-94.443068
19,63,"19.063.1",43.25541,-94.590279
19,63,"19.063.1",43.255061,-94.913864
19,63,"19.063.1",43.50045,-94.914905
19,63,"19.063.1",43.500544,-94.615916
19,63,"19.063.1",43.500583,-94.442835
19,65,"19.065.1",43.082725,-92.0674
19,65,"19.065.1",43.081653,-91.605307
19,65,"19.065.1",42.643924,-91.606983
19,65,"19.065.1",42.642058,-92.081877
19,65,"19.065.1",42.907005,-92.081746
19,65,"19.065.1",43.082794,-92.081146
19,65,"19.065.1",43.082725,-92.0674
19,65,"19.065.1",43.082725,-92.0674
19,67,"19.067.1",43.212908,-92.75228
19,67,"19.067.1",43.212852,-92.554333
19,67,"19.067.1",42.90714,-92.554409
19,67,"19.067.1",42.907612,-92.965855
19,67,"19.067.1",42.907745,-93.024923
19,67,"19.067.1",42.907745,-93.024923
19,67,"19.067.1",43.212815,-93.023949
19,67,"19.067.1",43.212908,-92.75228
