"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",15,13,2,0,0,0
"Albany","GA MSA",85,49,6,0,30,6
"Albany-Schenectady-Troy","NY MSA",178,154,0,0,24,3
"Albuquerque","NM MSA",654,553,0,14,87,6
"Alexandria","LA MSA",51,43,0,0,8,1
"Allentown-Bethlehem-Easton","PA MSA",179,176,0,3,0,0
"Altoona","PA MSA",6,6,0,0,0,0
"Amarillo","TX MSA",73,71,2,0,0,0
"Anchorage","AK MSA",231,92,112,27,0,0
"Anniston","AL MSA",10,10,0,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",336,192,14,7,123,10
"Asheville","NC MSA",125,125,0,0,0,0
"Athens","GA MSA",231,159,0,0,72,4
"Atlanta","GA MSA",5741,4655,40,24,1022,23
"Auburn-Opelika","AL MSA",95,39,8,4,44,4
"Augusta-Aiken","GA-SC MSA",240,240,0,0,0,0
"Austin-San Marcos","TX MSA",722,700,22,0,0,0
"Bakersfield","CA MSA",456,450,2,4,0,0
"Bangor","ME MSA",57,47,6,4,0,0
"Barnstable-Yarmouth","MA MSA",54,54,0,0,0,0
"Baton Rouge","LA MSA",181,171,0,0,10,2
"Beaumont-Port Arthur","TX MSA",280,72,0,0,208,5
"Bellingham","WA MSA",170,128,4,13,25,2
"Benton Harbor","MI MSA",13,13,0,0,0,0
"Billings","MT MSA",75,75,0,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",425,199,0,0,226,15
"Binghamton","NY MSA",3,3,0,0,0,0
"Birmingham","AL MSA",425,425,0,0,0,0
"Bismarck","ND MSA",100,84,0,4,12,1
"Bloomington","IN MSA",98,62,22,0,14,1
"Bloomington-Normal","IL MSA",157,110,0,0,47,4
"Boise City","ID MSA",543,504,2,21,16,2
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","1698",1082,92,41,483,20,NA
"Brownsville-Harlingen-San Benito","TX MSA",280,262,6,4,8,1
"Bryan-College Station","TX MSA",274,126,148,0,0,0
"Buffalo-Niagara Falls","NY MSA",173,163,2,8,0,0
"Burlington","VT MSA",55,39,2,3,11,2
"Canton-Massillon","OH MSA",135,129,6,0,0,0
"Casper","WY MSA",14,14,0,0,0,0
"Cedar Rapids","IA MSA",113,103,10,0,0,0
"Champaign-Urbana","IL MSA",79,61,2,0,16,2
"Charleston-North Charleston","SC MSA",527,464,28,3,32,2
"Charleston","WV MSA",22,22,0,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1736,1620,8,16,92,15
"Charlottesville","VA MSA",133,121,4,8,0,0
"Chattanooga","TN-GA MSA",247,233,6,3,5,1
"Cheyenne","WY MSA",40,40,0,0,0,0
