"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Holland-Grand Haven","MI",189,142,14,18,15,2
"Honolulu","HI",270,108,0,0,162,1
"Hot Springs","AR",13,13,0,0,0,0
"Houma-Bayou Cane-Thibodaux","LA",94,94,0,0,0,0
"Houston-Baytown-Sugar Land","TX",5535,3862,8,23,1642,84
"Huntington-Ashland","WV-KY-OH",4,4,0,0,0,0
"Huntsville","AL",143,129,0,0,14,2
"Idaho Falls","ID",128,111,2,15,0,0
"Indianapolis","IN",1331,1083,50,14,184,16
"Iowa City","IA",69,65,0,4,0,0
"Ithaca","NY",23,16,0,0,7,1
"Jackson","MI",24,24,0,0,0,0
"Jackson","MS",306,268,0,3,35,4
"Jackson","TN",87,75,0,12,0,0
"Jacksonville","FL",1696,1329,6,0,361,22
"Jacksonville","NC",107,107,0,0,0,0
"Janesville","WI",61,45,8,3,5,1
"Jefferson City","MO",35,35,0,0,0,0
"Johnson City","TN",197,94,0,7,96,3
"Johnstown","PA",2,2,0,0,0,0
"Jonesboro","AR",82,82,0,0,0,0
"Joplin","MO",16,16,0,0,0,0
"Kalamazoo-Portage","MI",122,103,4,10,5,1
"Kankakee-Bradley","IL",63,53,2,3,5,1
"Kansas City","MO-KS",1173,1077,26,65,5,1
"Kennewick-Richland-Pasco","WA",217,196,2,0,19,3
"Killeen-Temple-Fort Hood","TX",444,192,12,20,220,1
"Kingsport-Bristol-Bristol","TN-VA",110,99,0,0,11,2
"Kingston","NY",40,38,2,0,0,0
"Knoxville","TN",398,374,0,0,24,1
"Kokomo","IN",29,27,2,0,0,0
"La Crosse","WI-MN",54,48,6,0,0,0
"Lafayette","IN",121,119,2,0,0,0
"Lafayette","LA",106,106,0,0,0,0
"Lake Charles","LA",118,92,2,4,20,1
"Lakeland","FL",495,493,2,0,0,0
"Lancaster","PA",237,177,0,4,56,6
"Lansing-East Lansing","MI",181,156,4,0,21,1
"Laredo","TX",165,154,0,3,8,1
"Las Cruces","NM",110,108,2,0,0,0
"Las Vegas-Paradise","NV",4781,4126,4,225,426,54
"Lawrence","KS",44,36,8,0,0,0
"Lawton","OK",13,13,0,0,0,0
"Lebanon","PA",63,63,0,0,0,0
"Lewiston","ID-WA",2,2,0,0,0,0
"Lewiston-Auburn","ME",53,53,0,0,0,0
"Lexington-Fayette","KY",497,396,0,27,74,2
"Lima","OH",17,14,0,3,0,0
"Lincoln","NE",263,163,4,0,96,8
"Little Rock-North Little Rock","AR",689,295,0,0,394,30
"Logan","UT-ID",95,70,6,19,0,0
"Longview","TX",18,18,0,0,0,0
"Longview","WA",32,32,0,0,0,0
"Los Angeles-Long Beach-Santa Ana","CA",2634,1671,44,49,870,28
"Louisville","KY-IN",988,758,0,15,215,15
"Lubbock","TX",393,141,50,0,202,14
"Lynchburg","VA",110,110,0,0,0,0
"Macon","GA",84,84,0,0,0,0
"Madera","CA",155,155,0,0,0,0
"Madison","WI",390,292,30,25,43,7
"Manchester-Nashua","NH",364,103,28,9,224,4
"Mansfield","OH",51,32,0,19,0,0
"McAllen-Edinburg-Pharr","TX",757,602,20,34,101,11
"Medford","OR",226,200,6,15,5,1
"Memphis","TN-MS-AR",773,741,0,0,32,1
"Merced","CA",215,215,0,0,0,0
"Miami-Fort Lauderdale-Miami Beach","FL",3675,2376,46,60,1193,72
"Michigan City-La Porte","IN",32,32,0,0,0,0
"Midland","TX",25,25,0,0,0,0
"Milwaukee-Waukesha-West Allis","WI",487,337,28,36,86,10
"Minneapolis-St. Paul-Bloomington","MN-WI",2379,1928,26,72,353,23
"Missoula","MT",25,23,2,0,0,0
"Mobile","AL",222,217,0,0,5,1
"Modesto","CA",338,338,0,0,0,0
"Monroe","LA",52,38,14,0,0,0
"Monroe","MI",105,98,2,0,5,1
"Montgomery","AL",165,165,0,0,0,0
"Morgantown","WV",4,4,0,0,0,0
"Morristown","TN",45,45,0,0,0,0
"Mount Vernon-Anacortes","WA",75,63,4,3,5,1
"Muncie","IN",40,22,2,0,16,1
"Muskegon-Norton Shores","MI",79,73,6,0,0,0
"Myrtle Beach-Conway-North Myrtle Beach","SC",565,384,12,8,161,18
"Napa","CA",79,77,2,0,0,0
"Naples-Marco Island","FL",907,413,14,72,408,21
"Nashville-Davidson--Murfreesboro","TN",1179,1142,24,3,10,2
"New Haven-Milford","CT",154,149,0,0,5,1
"New Orleans-Metairie-Kenner","LA",550,508,34,3,5,1
"New York-Northern New Jersey-Long Island","NY-NJ-PA",5156,1750,828,466,2112,74
"Niles-Benton Harbor","MI",10,10,0,0,0,0
"Norwich-New London","CT",109,95,0,3,11,1
"Ocala","FL",416,401,12,3,0,0
"Ocean City","NJ",175,86,24,11,54,8
"Odessa","TX",19,19,0,0,0,0
"Ogden-Clearfield","UT",424,395,8,16,5,1
"Oklahoma City","OK",730,692,28,0,10,2
"Olympia","WA",239,183,6,0,50,4
"Omaha-Council Bluffs","NE-IA",567,521,10,0,36,1
"Orlando","FL",3186,2929,4,11,242,15
"Oshkosh-Neenah","WI",120,56,0,0,64,6
"Owensboro","KY",38,34,4,0,0,0
"Oxnard-Thousand Oaks-Ventura","CA",248,129,2,0,117,11
"Palm Bay-Melbourne-Titusville","FL",1024,539,4,6,475,20
"Panama City-Lynn Haven","FL",112,110,2,0,0,0
"Parkersburg-Marietta","WV-OH",16,16,0,0,0,0
"Pascagoula","MS",98,98,0,0,0,0
"Pensacola-Ferry Pass-Brent","FL",351,332,14,0,5,1
"Peoria","IL",207,100,2,3,102,3
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1930,1463,22,44,401,30
"Phoenix-Mesa-Scottsdale","AZ",5363,5127,40,30,166,10
"Pine Bluff","AR",6,6,0,0,0,0
"Pittsburgh","PA",738,617,16,28,77,13
"Pittsfield","MA",14,14,0,0,0,0
"Pocatello","ID",38,38,0,0,0,0
"Port St. Lucie-Fort Pierce","FL",1152,751,2,48,351,25
"Portland-South Portland-Biddeford","ME",422,286,6,11,119,9
"Portland-Vancouver-Beaverton","OR-WA",1618,1077,12,35,494,26
"Prescott","AZ",254,236,14,4,0,0
"Providence-New Bedford-Fall River","RI-MA",349,316,12,3,18,3
"Provo-Orem","UT",301,252,2,6,41,1
"Pueblo","CO",133,129,4,0,0,0
"Punta Gorda","FL",305,164,10,35,96,6
"Racine","WI",120,99,2,0,19,3
"Raleigh-Cary","NC",1377,1056,8,0,313,3
"Rapid City","SD",157,71,0,0,86,1
"Reading","PA",101,79,2,4,16,2
"Redding","CA",102,102,0,0,0,0
"Reno-Sparks","NV",445,445,0,0,0,0
"Richmond","VA",760,647,0,0,113,14
"Riverside-San Bernardino-Ontario","CA",5033,4390,12,107,524,34
"Roanoke","VA",165,165,0,0,0,0
"Rochester","MN",157,155,2,0,0,0
"Rochester","NY",240,191,4,3,42,4
"Rockford","IL",232,208,10,14,0,0
"Rocky Mount","NC",59,57,2,0,0,0
"Rome","GA",49,41,8,0,0,0
"Sacramento--Arden-Arcade--Roseville","CA",1824,1779,28,0,17,2
"Saginaw-Saginaw Township North","MI",30,30,0,0,0,0
"Salem","OR",204,165,22,12,5,1
"Salinas","CA",100,100,0,0,0,0
"Salisbury","MD",70,59,0,0,11,1
"Salt Lake City","UT",789,617,2,20,150,6
"San Angelo","TX",24,24,0,0,0,0
"San Antonio","TX",1590,1020,18,24,528,35
"San Diego-Carlsbad-San Marcos","CA",1479,891,46,84,458,52
"San Francisco-Oakland-Fremont","CA",1478,688,20,48,722,56
"San Jose-Sunnyvale-Santa Clara","CA",279,179,0,28,72,3
"San Luis Obispo-Paso Robles","CA",208,190,2,6,10,2
"Sandusky","OH",24,9,0,15,0,0
"Santa Barbara-Santa Maria-Goleta","CA",70,67,0,3,0,0
"Santa Cruz-Watsonville","CA",50,50,0,0,0,0
"Santa Fe","NM",60,60,0,0,0,0
"Santa Rosa-Petaluma","CA",136,115,0,3,18,2
"Sarasota-Bradenton-Venice","FL",1004,872,2,51,79,9
"Savannah","GA",242,208,0,0,34,3
"Scranton--Wilkes-Barre","PA",72,67,0,0,5,1
"Seattle-Tacoma-Bellevue","WA",1849,1406,82,137,224,18
"Sheboygan","WI",33,31,2,0,0,0
"Sherman-Denison","TX",28,28,0,0,0,0
"Shreveport-Bossier City","LA",139,136,0,3,0,0
"Sioux City","IA-NE-SD",28,28,0,0,0,0
"Sioux Falls","SD",238,144,0,0,94,3
"South Bend-Mishawaka","IN-MI",83,83,0,0,0,0
"Spartanburg","SC",200,200,0,0,0,0
"Spokane","WA",286,212,16,9,49,7
"Springfield","IL",79,50,16,0,13,1
"Springfield","MA",109,83,10,0,16,1
"Springfield","MO",287,255,8,3,21,2
"Springfield","OH",19,19,0,0,0,0
"St. Cloud","MN",128,111,0,0,17,2
"St. George","UT",293,287,6,0,0,0
"St. Joseph","MO-KS",21,14,2,0,5,1
"St. Louis","MO-IL",1271,1197,46,4,24,4
"State College","PA",35,35,0,0,0,0
"Stockton","CA",464,464,0,0,0,0
"Sumter","SC",66,48,4,0,14,1
"Syracuse","NY",110,100,2,0,8,1
"Tallahassee","FL",448,174,6,15,253,21
"Tampa-St. Petersburg-Clearwater","FL",3199,2142,84,24,949,48
"Texarkana","TX-TexarkanaAR",23,23,0,0,0,0
"Toledo","OH",611,219,10,16,366,14
"Topeka","KS",63,63,0,0,0,0
"Trenton-Ewing","NJ",111,85,0,0,26,2
"Tucson","AZ",710,710,0,0,0,0
"Tulsa","OK",384,358,12,0,14,1
"Tuscaloosa","AL",62,46,0,0,16,1
"Tyler","TX",50,37,0,3,10,1
"Utica-Rome","NY",16,16,0,0,0,0
"Valdosta","GA",63,63,0,0,0,0
"Vallejo-Fairfield","CA",200,160,8,0,32,3
"Vero Beach","FL",231,158,2,4,67,5
"Victoria","TX",13,13,0,0,0,0
"Vineland-Millville-Bridgeton","NJ",23,23,0,0,0,0
"Virginia Beach-Norfolk-Newport News","VA-NC",1035,601,10,9,415,31
"Visalia-Porterville","CA",248,235,0,8,5,1
"Waco","TX",79,57,16,0,6,1
"Warner Robins","GA",105,105,0,0,0,0
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2846,2365,2,0,479,25
"Waterloo-Cedar Falls","IA",46,44,2,0,0,0
"Wausau","WI",70,61,6,3,0,0
"Weirton-Steubenville","WV-OH",5,5,0,0,0,0
"Wenatchee","WA",63,63,0,0,0,0
"Wheeling","WV-OH",2,2,0,0,0,0
"Wichita Falls","TX",32,32,0,0,0,0
"Wichita","KS",257,249,8,0,0,0
"Williamsport","PA",4,4,0,0,0,0
"Wilmington","NC",679,547,12,7,113,9
"Winchester","VA-WV",89,89,0,0,0,0
"Winston-Salem","NC",299,299,0,0,0,0
"Worcester","MA",343,307,4,3,29,2
"Yakima","WA",82,72,10,0,0,0
"York-Hanover","PA",244,204,0,4,36,5
"Youngstown-Warren-Boardman","OH-PA",142,110,8,6,18,3
"Yuba City-Marysville","CA",281,281,0,0,0,0
"Yuma","AZ",135,135,0,0,0,0
