"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",17,17,0,0,0,0
"Albany","GA MSA",50,42,8,0,0,0
"Albany-Schenectady-Troy","NY MSA",217,189,2,0,26,3
"Albuquerque","NM MSA",567,555,0,12,0,0
"Alexandria","LA MSA",36,36,0,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",208,206,2,0,0,0
"Altoona","PA MSA",6,6,0,0,0,0
"Amarillo","TX MSA",47,47,0,0,0,0
"Anchorage","AK MSA",222,89,54,21,58,4
"Anniston","AL MSA",42,21,0,0,21,4
"Appleton-Oshkosh-Neenah","WI MSA",262,145,14,0,103,5
"Asheville","NC MSA",145,121,16,8,0,0
"Athens","GA MSA",112,96,16,0,0,0
"Atlanta","GA MSA",6864,4887,32,18,1927,86
"Auburn-Opelika","AL MSA",83,36,26,16,5,1
"Augusta-Aiken","GA-SC MSA",287,260,0,20,7,1
"Austin-San Marcos","TX MSA",1208,622,10,60,516,1
"Bakersfield","CA MSA",374,374,0,0,0,0
"Bangor","ME MSA",41,41,0,0,0,0
"Barnstable-Yarmouth","MA MSA",114,114,0,0,0,0
"Baton Rouge","LA MSA",161,111,2,0,48,1
"Beaumont-Port Arthur","TX MSA",50,50,0,0,0,0
"Bellingham","WA MSA",159,131,4,0,24,2
"Benton Harbor","MI MSA",12,12,0,0,0,0
"Billings","MT MSA",64,64,0,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",222,220,2,0,0,0
"Binghamton","NY MSA",12,12,0,0,0,0
"Birmingham","AL MSA",397,388,0,0,9,1
"Bismarck","ND MSA",62,54,0,0,8,1
"Bloomington","IN MSA",86,51,6,0,29,2
"Bloomington-Normal","IL MSA",83,66,10,0,7,1
"Boise City","ID MSA",550,530,8,12,0,0
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","2051",1286,54,77,634,31,NA
"Brownsville-Harlingen-San Benito","TX MSA",257,255,2,0,0,0
"Bryan-College Station","TX MSA",130,81,46,3,0,0
"Buffalo-Niagara Falls","NY MSA",260,217,0,0,43,3
"Burlington","VT MSA",60,55,2,3,0,0
"Canton-Massillon","OH MSA",100,87,10,3,0,0
"Casper","WY MSA",15,15,0,0,0,0
"Cedar Rapids","IA MSA",106,96,6,4,0,0
"Champaign-Urbana","IL MSA",100,40,0,0,60,1
"Charleston-North Charleston","SC MSA",423,391,4,6,22,4
"Charleston","WV MSA",39,31,0,8,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1747,1528,24,11,184,14
"Charlottesville","VA MSA",263,109,0,0,154,14
"Chattanooga","TN-GA MSA",238,202,22,8,6,1
"Cheyenne","WY MSA",45,45,0,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",4400,3157,60,197,986,86
"Chico-Paradise","CA MSA",121,118,0,3,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",1340,1039,8,24,269,25
"Clarksville-Hopkinsville","TN-KY MSA",234,112,22,4,96,12
"Cleveland-Akron","OH CMSA",1015,932,6,16,61,7
"Colorado Springs","CO MSA",547,522,2,8,15,1
"Columbia","MO MSA",170,88,10,0,72,9
"Columbia","SC MSA",395,380,0,3,12,2
"Columbus","GA-AL MSA",112,110,2,0,0,0
"Columbus","OH MSA",1591,1016,14,54,507,44
"Corpus Christi","TX MSA",99,86,4,9,0,0
"Corvallis OR MSA","65",35,4,0,26,3,NA
"Cumberland","MD-WV MSA",27,25,2,0,0,0
"Dallas-Fort Worth","TX CMSA",5359,3832,34,10,1483,72
"Danville","VA MSA",33,28,2,3,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",101,53,0,48,0,0
"Dayton-Springfield","OH MSA",261,229,4,28,0,0
"Daytona Beach","FL MSA",494,448,6,0,40,4
"Decatur","Al MSA",27,27,0,0,0,0
"Decatur","IL MSA",14,14,0,0,0,0
"Denver-Boulder-Greeley","CO CMSA",2709,2044,54,25,586,45
"Des Moines","IA MSA",344,295,38,3,8,1
"Detroit-Ann Arbor-Flint","MI CMSA",2405,2038,40,39,288,28
"Dothan","AL MSA",23,23,0,0,0,0
"Dover","DE MSA",138,134,4,0,0,0
"Dubuque","IA MSA",47,29,2,0,16,1
"Duluth-Superior","MN-WI MSA",89,87,2,0,0,0
"Eau Claire","WI MSA",89,85,0,4,0,0
"El Paso","TX MSA",332,318,2,7,5,1
"Elkhart-Goshen","IN MSA",124,111,2,4,7,1
"Elmira","NY MSA",5,5,0,0,0,0
"Enid","OK MSA",4,4,0,0,0,0
"Erie","PA MSA",40,40,0,0,0,0
"Eugene-Springfield","OR MSA",152,138,6,8,0,0
"Evansville-Henderson","IN-KY MSA",127,127,0,0,0,0
"Fargo-Moorhead","ND-MN MSA",399,99,0,3,297,7
"Fayetteville","NC MSA",121,112,0,0,9,1
"Fayetteville-Springdale- Rogers","AR MSA",319,227,26,4,62,7
"Flagstaff","AZ-UT MSA",100,98,2,0,0,0
"Florence","AL MSA",8,8,0,0,0,0
"Florence","SC MSA",7,5,2,0,0,0
"Fort Collins-Loveland","CO MSA",338,269,2,4,63,5
"Fort Myers-Cape Coral","FL MSA",975,464,94,31,386,21
"Fort Pierce-Port St. Lucie","FL MSA",343,317,26,0,0,0
"Fort Smith","AR-OK MSA",47,28,4,0,15,1
"Fort Walton Beach","FL MSA",266,97,0,4,165,8
"Fort Wayne","IN MSA",310,310,0,0,0,0
"Fresno","CA MSA",323,313,4,6,0,0
"Gadsden","AL MSA",56,16,0,0,40,1
"Gainesville","FL MSA",121,121,0,0,0,0
"Glens Falls","NY MSA",69,49,4,16,0,0
"Goldsboro","NC MSA",34,34,0,0,0,0
"Grand Forks","ND-MN MSA",16,6,10,0,0,0
"Grand Junction","CO MSA",131,127,4,0,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",634,551,22,24,37,7
"Great Falls","MT MSA",15,12,0,3,0,0
"Green Bay","WI MSA",243,100,30,0,113,3
"Greensboro--Winston-Salem-- High Point","NC MSA",1017,860,2,0,155,19
"Greenville","NC MSA",140,74,18,0,48,4
"Greenville-Spartanburg- Anderson","SC MSA",809,689,0,8,112,7
"Harrisburg-Lebanon- Carlisle","PA MSA",213,210,0,3,0,0
"Hartford","CT MSA",378,330,8,3,37,4
"Hattiesburg","MS MSA",35,23,0,0,12,2
"Hickory-Morganton-Lenoir","NC MSA",154,148,6,0,0,0
"Honolulu","HI MSA",248,119,32,43,54,9
"Houma","LA MSA",96,82,14,0,0,0
"Houston-Galveston-Brazoria TX CMSA","4242",3245,24,204,769,50,NA
"Huntington-Ashland","WV-KY- OH MSA",7,7,0,0,0,0
"Huntsville","AL MSA",240,96,0,0,144,18
"Indianapolis","IN MSA",1519,1308,42,37,132,12
"Iowa City","IA MSA",121,47,2,16,56,5
"Jackson","MI MSA",12,8,0,4,0,0
"Jackson","MS MSA",247,234,0,0,13,2
"Jackson","TN MSA",78,72,6,0,0,0
"Jacksonville","FL MSA",1051,1051,0,0,0,0
"Jacksonville","NC MSA",80,80,0,0,0,0
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",38,23,6,4,5,1
"Johnson City-Kingsport- Bristol","TN-VA MSA",108,96,2,0,10,2
"Johnstown","PA MSA",13,7,0,0,6,1
"Jonesboro","AR MSA",57,57,0,0,0,0
"Joplin","MO MSA",17,17,0,0,0,0
"Kalamazoo-Battle Creek","MI MSA",154,113,0,8,33,6
"Kansas City","MO-KS MSA",1151,863,38,29,221,7
"Killeen-Temple","TX MSA",248,172,22,48,6,1
"Knoxville","TN MSA",356,309,20,3,24,1
"Kokomo","IN MSA",37,33,4,0,0,0
"La Crosse","WI-MN MSA",38,34,0,4,0,0
"Lafayette","LA MSA",162,162,0,0,0,0
"Lafayette","IN MSA",181,107,6,3,65,6
"Lake Charles","LA MSA",80,76,4,0,0,0
"Lakeland-Winter Haven","FL MSA",375,343,0,0,32,2
"Lancaster","PA MSA",134,117,0,0,17,2
"Lansing-East Lansing","MI MSA",367,144,0,0,223,15
"Laredo","TX MSA",172,146,0,3,23,2
"Las Cruces","NM MSA",88,88,0,0,0,0
"Las Vegas","NV-AZ MSA",3049,2045,20,15,969,87
"Lawrence","KS MSA",40,34,6,0,0,0
"Lawton","OK MSA",18,13,0,0,5,1
"Lewiston-Auburn","ME MSA",33,29,4,0,0,0
"Lexington","KY MSA",316,278,20,11,7,1
"Lima","OH MSA",7,7,0,0,0,0
"Lincoln","NE MSA",163,135,6,0,22,2
"Little Rock-North Little Rock","AR MSA",269,234,2,4,29,4
"Longview-Marshall","TX MSA",13,13,0,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",5797,4692,160,103,842,59
"Louisville","KY-IN MSA",627,565,4,0,58,7
"Lubbock","TX MSA",96,86,10,0,0,0
"Lynchburg","VA MSA",122,111,6,0,5,1
"Macon","GA MSA",200,200,0,0,0,0
"Madison","WI MSA",305,213,10,25,57,4
"Mansfield","OH MSA",49,39,2,3,5,1
"McAllen-Edinburg-Mission","TX MSA",657,593,6,19,39,3
"Medford-Ashland","OR MSA",171,166,0,0,5,1
"Melbourne-Titusville-Palm Bay","FL MSA",685,377,6,0,302,20
"Memphis","TN-AR-MS MSA",697,695,2,0,0,0
"Merced","CA MSA",148,148,0,0,0,0
"Miami-Fort Lauderdale","FL CMSA",1609,1179,28,10,392,31
"Milwaukee-Racine","WI CMSA",834,395,42,13,384,22
"Minneapolis-St. Paul","MN-WI MSA",2205,1827,66,40,272,24
"Missoula","MT MSA",61,41,0,4,16,1
"Mobile","AL MSA",405,307,6,0,92,11
"Modesto","CA MSA",272,241,8,18,5,1
"Monroe","LA MSA",41,41,0,0,0,0
"Montgomery","AL MSA",116,116,0,0,0,0
"Muncie","IN MSA",30,22,0,0,8,1
"Myrtle Beach","SC MSA",272,216,6,3,47,4
"Naples","FL MSA",693,385,8,116,184,14
"Nashville","TN MSA",1139,948,44,6,141,14
"New London-Norwich","CT-RI MSA",132,97,4,0,31,1
"New Orleans","LA MSA",376,360,2,4,10,1
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",5871,2654,456,312,2449,57
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",794,728,4,3,59,4
"Ocala","FL MSA",394,389,2,3,0,0
"Odessa-Midland","TX MSA",31,31,0,0,0,0
"Oklahoma City","OK MSA",488,484,4,0,0,0
"Omaha","NE-IA MSA",436,410,6,0,20,1
"Orlando","FL MSA",1988,1554,0,19,415,38
"Owensboro","KY MSA",73,73,0,0,0,0
"Panama City","FL MSA",219,79,0,0,140,1
"Parkersburg-Marietta","WV-OH MSA",24,24,0,0,0,0
"Pensacola","FL MSA",408,222,2,0,184,11
"Peoria-Pekin","IL MSA",122,104,4,8,6,1
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",1997,1769,38,27,163,24
"Phoenix-Mesa","AZ MSA",4297,4158,16,17,106,10
"Pine Bluff","AR MSA",12,10,2,0,0,0
"Pittsburgh","PA MSA",696,570,12,22,92,9
"Pittsfield","MA MSA",0,0,0,0,0,0
"Pocatello","ID MSA",13,13,0,0,0,0
"Portland","ME MSA",173,150,4,4,15,2
"Portland-Salem","OR-WA CMSA",1738,1171,42,17,508,27
"Providence-Fall River- Warwick","RI-MA MSA",262,227,10,7,18,3
"Provo-Orem","UT MSA",460,285,8,3,164,15
"Pueblo","CO MSA",109,97,12,0,0,0
"Punta Gorda","FL MSA",205,173,0,19,13,1
"Raleigh-Durham-Chapel Hill NC MSA","1671",1335,44,9,283,18,NA
"Rapid City","SD MSA",49,46,0,3,0,0
"Reading","PA MSA",101,80,2,4,15,2
