"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Elkhart-Goshen","IN MSA",195,81,2,16,96,3
"Elmira","NY MSA",18,5,0,3,10,2
"Enid","OK MSA",4,4,0,0,0,0
"Erie","PA MSA",34,31,0,3,0,0
"Eugene-Springfield","OR MSA",108,101,4,3,0,0
"Evansville-Henderson","IN-KY MSA",138,104,4,0,30,1
"Fargo-Moorhead","ND-MN MSA",96,86,10,0,0,0
"Fayetteville","NC MSA",67,67,0,0,0,0
"Fayetteville-Springdale- Rogers","AR MSA",303,147,8,4,144,14
"Flagstaff","AZ-UT MSA",60,60,0,0,0,0
"Florence","AL MSA",9,9,0,0,0,0
"Florence","SC MSA",49,42,2,0,5,1
"Fort Collins-Loveland","CO MSA",272,243,4,0,25,3
"Fort Myers-Cape Coral","FL MSA",622,430,36,35,121,9
"Fort Pierce-Port St. Lucie","FL MSA",250,202,0,0,48,3
"Fort Smith","AR-OK MSA",71,37,2,0,32,1
"Fort Walton Beach","FL MSA",133,108,0,0,25,3
"Fort Wayne","IN MSA",228,209,2,0,17,2
"Fresno","CA MSA",364,364,0,0,0,0
"Gadsden","AL MSA",4,4,0,0,0,0
"Gainesville","FL MSA",192,90,2,0,100,7
"Glens Falls","NY MSA",42,35,2,0,5,1
"Goldsboro","NC MSA",55,39,0,16,0,0
"Grand Forks","ND-MN MSA",10,8,2,0,0,0
"Grand Junction","CO MSA",108,93,4,11,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",511,485,8,8,10,1
"Great Falls","MT MSA",12,7,0,0,5,1
"Green Bay","WI MSA",99,77,16,0,6,1
"Greensboro--Winston-Salem-- High Point","NC MSA",758,717,10,7,24,3
"Greenville","NC MSA",43,21,6,0,16,2
"Greenville-Spartanburg- Anderson","SC MSA",629,592,18,0,19,3
"Harrisburg-Lebanon- Carlisle","PA MSA",172,117,0,0,55,7
"Hartford","CT MSA",267,258,0,4,5,1
"Hattiesburg","MS MSA",7,7,0,0,0,0
"Hickory-Morganton-Lenoir","NC MSA",191,143,2,0,46,5
"Honolulu","HI MSA",156,156,0,0,0,0
"Houma","LA MSA",73,71,2,0,0,0
"Houston-Galveston-Brazoria TX CMSA","2838",2291,18,220,309,4,NA
"Huntington-Ashland","WV-KY- OH MSA",9,9,0,0,0,0
"Huntsville","AL MSA",65,65,0,0,0,0
"Indianapolis","IN MSA",1207,1023,32,35,117,7
"Iowa City","IA MSA",74,36,2,0,36,4
"Jackson","MI MSA",9,9,0,0,0,0
"Jackson","MS MSA",251,191,0,0,60,6
"Jackson","TN MSA",32,32,0,0,0,0
"Jacksonville","FL MSA",702,568,0,0,134,14
"Jacksonville","NC MSA",55,48,2,0,5,1
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",52,17,2,3,30,4
"Johnson City-Kingsport- Bristol","TN-VA MSA",107,74,4,0,29,3
"Johnstown","PA MSA",16,6,4,0,6,1
"Jonesboro","AR MSA",30,26,0,4,0,0
"Joplin","MO MSA",14,14,0,0,0,0
"Kalamazoo-Battle Creek","MI MSA",115,94,6,0,15,1
"Kansas City","MO-KS MSA",1806,747,80,20,959,78
"Killeen-Temple","TX MSA",173,99,12,52,10,1
"Knoxville","TN MSA",326,265,4,24,33,2
"Kokomo","IN MSA",60,35,12,0,13,1
"La Crosse","WI-MN MSA",34,23,2,4,5,1
"Lafayette","LA MSA",94,94,0,0,0,0
"Lafayette","IN MSA",142,70,6,0,66,3
"Lake Charles","LA MSA",62,60,2,0,0,0
"Lakeland-Winter Haven","FL MSA",267,267,0,0,0,0
"Lancaster","PA MSA",130,114,0,0,16,2
"Lansing-East Lansing","MI MSA",129,121,0,0,8,1
"Laredo","TX MSA",131,105,2,3,21,1
"Las Cruces","NM MSA",83,83,0,0,0,0
"Las Vegas","NV-AZ MSA",2482,1875,4,4,599,69
"Lawrence","KS MSA",37,33,4,0,0,0
"Lawton","OK MSA",10,10,0,0,0,0
"Lewiston-Auburn","ME MSA",13,13,0,0,0,0
"Lexington","KY MSA",182,170,12,0,0,0
"Lima","OH MSA",1,1,0,0,0,0
"Lincoln","NE MSA",145,89,4,0,52,5
"Little Rock-North Little Rock","AR MSA",309,200,4,4,101,6
"Longview-Marshall","TX MSA",8,8,0,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",3334,2775,84,117,358,24
"Louisville","KY-IN MSA",683,491,4,6,182,11
"Lubbock","TX MSA",59,55,4,0,0,0
"Lynchburg","VA MSA",107,90,2,10,5,1
"Macon","GA MSA",236,217,10,0,9,1
"Madison","WI MSA",342,157,16,34,135,9
"Mansfield","OH MSA",44,26,2,0,16,1
"McAllen-Edinburg-Mission","TX MSA",465,391,10,53,11,2
"Medford-Ashland","OR MSA",105,94,6,0,5,1
"Melbourne-Titusville-Palm Bay","FL MSA",377,275,0,0,102,7
"Memphis","TN-AR-MS MSA",965,461,0,0,504,42
"Merced","CA MSA",61,61,0,0,0,0
"Miami-Fort Lauderdale","FL CMSA",2382,1116,6,250,1010,22
"Milwaukee-Racine","WI CMSA",653,411,30,4,208,12
"Minneapolis-St. Paul","MN-WI MSA",2034,1504,38,73,419,31
"Missoula","MT MSA",40,38,2,0,0,0
"Mobile","AL MSA",294,279,0,0,15,2
"Modesto","CA MSA",254,254,0,0,0,0
"Monroe","LA MSA",25,25,0,0,0,0
"Montgomery","AL MSA",101,101,0,0,0,0
"Muncie","IN MSA",16,16,0,0,0,0
"Myrtle Beach","SC MSA",196,154,2,0,40,5
"Naples","FL MSA",727,286,4,128,309,20
"Nashville","TN MSA",956,738,16,3,199,12
"New London-Norwich","CT-RI MSA",85,85,0,0,0,0
"New Orleans","LA MSA",321,249,14,0,58,3
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",4493,3082,422,224,765,46
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",555,526,4,0,25,3
"Ocala","FL MSA",189,189,0,0,0,0
"Odessa-Midland","TX MSA",18,18,0,0,0,0
"Oklahoma City","OK MSA",241,241,0,0,0,0
"Omaha","NE-IA MSA",579,309,0,19,251,4
"Orlando","FL MSA",2615,1279,6,22,1308,82
"Owensboro","KY MSA",55,55,0,0,0,0
"Panama City","FL MSA",59,59,0,0,0,0
"Parkersburg-Marietta","WV-OH MSA",19,19,0,0,0,0
"Pensacola","FL MSA",160,160,0,0,0,0
"Peoria-Pekin","IL MSA",86,70,8,3,5,1
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",2093,1584,56,42,411,24
"Phoenix-Mesa","AZ MSA",3373,2517,18,50,788,72
"Pine Bluff","AR MSA",8,6,2,0,0,0
"Pittsburgh","PA MSA",564,528,10,15,11,2
"Pittsfield","MA MSA",1,1,0,0,0,0
"Pocatello","ID MSA",7,7,0,0,0,0
"Portland","ME MSA",101,95,6,0,0,0
"Portland-Salem","OR-WA CMSA",1157,931,24,35,167,22
"Providence-Fall River- Warwick","RI-MA MSA",230,211,6,3,10,2
"Provo-Orem","UT MSA",295,230,4,8,53,5
"Pueblo","CO MSA",76,76,0,0,0,0
"Punta Gorda","FL MSA",102,94,0,8,0,0
"Raleigh-Durham-Chapel Hill NC MSA","1677",1036,12,3,626,71,NA
"Rapid City","SD MSA",40,31,0,3,6,1
"Reading","PA MSA",115,109,0,0,6,1
"Redding","CA MSA",66,66,0,0,0,0
"Reno","NV MSA",412,292,0,0,120,13
"Richland-Kennewick-Pasco","WA MSA",75,67,0,3,5,1
"Richmond-Petersburg","VA MSA",470,464,0,0,6,1
"Roanoke","VA MSA",82,82,0,0,0,0
"Rochester","MN MSA",138,81,14,14,29,1
"Rochester","NY MSA",183,136,2,0,45,2
"Rockford","IL MSA",140,130,2,0,8,1
"Rocky Mount","NC MSA",61,52,0,0,9,1
"Sacramento-Yolo","CA CMSA",1551,1446,0,23,82,11
"Saginaw-Bay City-Midland","MI MSA",48,39,4,0,5,1
"St. Cloud","MN MSA",164,78,0,0,86,4
"St. Joseph","MO MSA",23,12,4,0,7,1
"St. Louis","MO-IL MSA",981,722,26,24,209,5
"Salinas","CA MSA",139,135,4,0,0,0
"Salt Lake City-Ogden","UT MSA",710,555,22,27,106,7
"San Angelo","TX MSA",23,23,0,0,0,0
"San Antonio","TX MSA",998,728,14,0,256,15
"San Diego","CA MSA",1126,617,0,66,443,21
"San Francisco-Oakland-San Jose","CA CMSA",2469,1454,18,36,961,30
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",127,127,0,0,0,0
"Santa Barbara-Santa Maria- Lompoc","CA MSA",40,35,2,3,0,0
"Santa Fe","NM MSA",37,37,0,0,0,0
"Sarasota-Bradenton","FL MSA",518,440,2,12,64,6
"Savannah","GA MSA",161,146,4,0,11,2
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",44,44,0,0,0,0
"Seattle-Tacoma-Bremerton WA CMSA","2009",1352,36,85,536,54,NA
"Sharon","PA MSA",6,6,0,0,0,0
"Sheboygan","WI MSA",10,10,0,0,0,0
"Sherman-Denison","TX MSA",7,7,0,0,0,0
"Shreveport-Bossier City","LA MSA",80,80,0,0,0,0
"Sioux City","IA-NE MSA",16,14,2,0,0,0
"Sioux Falls","SD MSA",197,149,0,0,48,3
"South Bend","IN MSA",102,70,0,0,32,2
"Spokane","WA MSA",138,111,2,0,25,2
"Springfield","IL MSA",81,49,20,3,9,1
"Springfield","MO MSA",140,132,4,4,0,0
"Springfield","MA MSA",63,59,4,0,0,0
"State College","PA MSA",56,56,0,0,0,0
"Steubenville-Weirton","OH-WV MSA",0,0,0,0,0,0
"Stockton-Lodi","CA MSA",473,473,0,0,0,0
"Sumter","SC MSA",22,20,2,0,0,0
"Syracuse","NY MSA",71,69,2,0,0,0
"Tallahassee","FL MSA",82,75,4,3,0,0
"Tampa-St. Petersburg- Clearwater","FL MSA",1249,1134,32,10,73,8
"Terre Haute","IN MSA",11,11,0,0,0,0
"Texarkana","TX-TexarkanaAR MSA",14,14,0,0,0,0
"Toledo","OH MSA",149,139,2,8,0,0
"Topeka","KS MSA",71,69,2,0,0,0
"Tucson","AZ MSA",461,444,0,3,14,2
"Tulsa","OK MSA",266,266,0,0,0,0
"Tuscaloosa","AL MSA",66,42,0,0,24,2
"Tyler","TX MSA",34,25,0,3,6,1
"Utica-Rome","NY MSA",12,12,0,0,0,0
"Victoria","TX MSA",14,14,0,0,0,0
"Visalia-Tulare-Porterville","CA MSA",120,114,2,4,0,0
"Waco","TX MSA",46,37,4,0,5,1
"Washington-Baltimore","DC-MD- VA-WV CMSA",4285,3250,6,3,1026,40
"Waterloo-Cedar Falls","IA MSA",58,24,0,0,34,2
"Wausau","WI MSA",91,46,6,7,32,4
"West Palm Beach-Boca Raton FL MSA","742",502,0,0,240,2,NA
"Wheeling","WV-OH MSA",1,1,0,0,0,0
"Wichita","KS MSA",165,145,12,8,0,0
"Wichita Falls","TX MSA",17,17,0,0,0,0
"Wilmington","NC MSA",198,180,2,0,16,2
"Yakima","WA MSA",36,32,0,4,0,0
"York","PA MSA",118,114,4,0,0,0
"Youngstown-Warren","OH MSA",158,108,8,12,30,5
"Yuba City","CA MSA",35,35,0,0,0,0
"Yuma","AZ MSA",110,108,2,0,0,0
