"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Fayetteville-Springdale- Rogers","AR MSA",199,185,10,4,0,0
"Flagstaff","AZ-UT MSA",39,39,0,0,0,0
"Florence","AL MSA",13,13,0,0,0,0
"Florence","SC MSA",62,53,2,0,7,1
"Fort Collins-Loveland","CO MSA",280,236,0,11,33,2
"Fort Myers-Cape Coral","FL MSA",679,436,44,49,150,12
"Fort Pierce-Port St. Lucie","FL MSA",497,201,4,0,292,16
"Fort Smith","AR-OK MSA",86,44,14,0,28,3
"Fort Walton Beach","FL MSA",283,136,0,3,144,2
"Fort Wayne","IN MSA",261,256,0,0,5,1
"Fresno","CA MSA",245,243,2,0,0,0
"Gadsden","AL MSA",7,7,0,0,0,0
"Gainesville","FL MSA",154,103,0,0,51,4
"Glens Falls","NY MSA",44,34,0,0,10,2
"Goldsboro","NC MSA",59,35,4,20,0,0
"Grand Forks","ND-MN MSA",0,0,0,0,0,0
"Grand Junction","CO MSA",136,114,6,8,8,1
"Grand Rapids-Muskegon- Holland","MI MSA",757,622,12,7,116,12
"Great Falls","MT MSA",25,10,2,0,13,1
"Green Bay","WI MSA",123,107,10,0,6,1
"Greensboro--Winston-Salem-- High Point","NC MSA",1011,968,12,3,28,3
"Greenville","NC MSA",192,84,4,0,104,13
"Greenville-Spartanburg- Anderson","SC MSA",664,577,10,0,77,11
"Harrisburg-Lebanon- Carlisle","PA MSA",178,178,0,0,0,0
"Hartford","CT MSA",324,301,4,4,15,2
"Hattiesburg","MS MSA",7,7,0,0,0,0
"Hickory-Morganton-Lenoir","NC MSA",192,186,2,4,0,0
"Honolulu","HI MSA",230,194,0,0,36,3
"Houma","LA MSA",50,46,4,0,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",3099,3001,30,16,52,3
"Huntington-Ashland","WV-KY- OH MSA",7,7,0,0,0,0
"Huntsville","AL MSA",163,79,0,0,84,6
"Indianapolis","IN MSA",1672,1321,28,15,308,22
"Iowa City","IA MSA",158,60,6,8,84,6
"Jackson","MI MSA",4,4,0,0,0,0
"Jackson","MS MSA",185,183,2,0,0,0
"Jackson","TN MSA",81,81,0,0,0,0
"Jacksonville","FL MSA",775,723,0,52,0,0
"Jacksonville","NC MSA",79,79,0,0,0,0
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",43,34,0,4,5,1
"Johnson City-Kingsport- Bristol","TN-VA MSA",99,95,4,0,0,0
"Johnstown","PA MSA",5,5,0,0,0,0
"Jonesboro","AR MSA",25,19,2,4,0,0
"Joplin","MO MSA",23,19,4,0,0,0
"Kalamazoo-Battle Creek","MI MSA",144,99,0,0,45,3
"Kansas City","MO-KS MSA",1137,1025,68,44,0,0
"Killeen-Temple","TX MSA",267,143,24,100,0,0
"Knoxville","TN MSA",414,365,6,7,36,3
"Kokomo","IN MSA",32,32,0,0,0,0
"La Crosse","WI-MN MSA",56,30,8,0,18,2
"Lafayette","LA MSA",118,118,0,0,0,0
"Lafayette","IN MSA",203,79,18,19,87,4
"Lake Charles","LA MSA",82,78,4,0,0,0
"Lakeland-Winter Haven","FL MSA",563,342,0,3,218,14
"Lancaster","PA MSA",89,83,0,0,6,1
"Lansing-East Lansing","MI MSA",116,107,4,0,5,1
"Laredo","TX MSA",153,145,0,3,5,1
"Las Cruces","NM MSA",70,70,0,0,0,0
"Las Vegas","NV-AZ MSA",2270,2151,2,8,109,13
"Lawrence","KS MSA",84,48,8,28,0,0
"Lawton","OK MSA",21,21,0,0,0,0
"Lewiston-Auburn","ME MSA",7,7,0,0,0,0
"Lexington","KY MSA",431,375,28,12,16,2
"Lima","OH MSA",11,11,0,0,0,0
"Lincoln","NE MSA",200,118,4,0,78,4
"Little Rock-North Little Rock","AR MSA",247,235,12,0,0,0
"Longview-Marshall","TX MSA",13,13,0,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",5469,3621,48,66,1734,97
"Louisville","KY-IN MSA",521,478,0,0,43,6
"Lubbock","TX MSA",120,73,18,29,0,0
"Lynchburg","VA MSA",115,110,2,3,0,0
"Macon","GA MSA",152,152,0,0,0,0
"Madison","WI MSA",251,163,24,28,36,4
"Mansfield","OH MSA",44,38,2,4,0,0
"McAllen-Edinburg-Mission","TX MSA",519,469,10,21,19,3
"Medford-Ashland","OR MSA",103,99,0,4,0,0
"Melbourne-Titusville-Palm Bay","FL MSA",377,324,4,3,46,3
"Memphis","TN-AR-MS MSA",1453,699,0,0,754,52
"Merced","CA MSA",139,139,0,0,0,0
"Miami-Fort Lauderdale","FL CMSA",1791,1221,14,196,360,17
"Milwaukee-Racine","WI CMSA",763,428,38,12,285,13
"Minneapolis-St. Paul","MN-WI MSA",2246,1762,40,53,391,26
"Missoula","MT MSA",128,44,0,0,84,7
"Mobile","AL MSA",354,319,2,0,33,2
"Modesto","CA MSA",332,325,4,3,0,0
"Monroe","LA MSA",45,43,2,0,0,0
"Montgomery","AL MSA",128,124,0,4,0,0
"Muncie","IN MSA",23,20,0,3,0,0
"Myrtle Beach","SC MSA",337,175,2,24,136,12
"Naples","FL MSA",570,326,6,76,162,12
"Nashville","TN MSA",992,927,18,11,36,2
"New London-Norwich","CT-RI MSA",100,95,0,0,5,1
"New Orleans","LA MSA",334,301,20,0,13,1
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",4499,2753,316,185,1245,57
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",989,720,2,20,247,28
"Ocala","FL MSA",193,193,0,0,0,0
"Odessa-Midland","TX MSA",33,33,0,0,0,0
"Oklahoma City","OK MSA",512,425,0,20,67,2
"Omaha","NE-IA MSA",575,352,8,0,215,9
"Orlando","FL MSA",1996,1423,6,16,551,25
"Owensboro","KY MSA",50,42,0,0,8,1
"Panama City","FL MSA",90,84,6,0,0,0
"Parkersburg-Marietta","WV-OH MSA",35,15,0,20,0,0
"Pensacola","FL MSA",228,226,2,0,0,0
"Peoria-Pekin","IL MSA",134,114,0,0,20,1
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",2026,1787,46,77,116,16
"Phoenix-Mesa","AZ MSA",5183,3418,16,84,1665,144
"Pine Bluff","AR MSA",14,14,0,0,0,0
"Pittsburgh","PA MSA",588,415,14,16,143,6
"Pittsfield","MA MSA",0,0,0,0,0,0
"Pocatello","ID MSA",13,13,0,0,0,0
"Portland","ME MSA",141,125,4,4,8,1
"Portland-Salem","OR-WA CMSA",1341,1100,50,37,154,14
"Providence-Fall River- Warwick","RI-MA MSA",244,238,6,0,0,0
"Provo-Orem","UT MSA",319,263,12,8,36,4
"Pueblo","CO MSA",115,109,2,4,0,0
"Punta Gorda","FL MSA",135,123,0,0,12,2
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1399,1248,14,6,131,9
"Rapid City","SD MSA",31,31,0,0,0,0
"Reading","PA MSA",120,72,0,0,48,6
"Redding","CA MSA",95,83,0,12,0,0
"Reno","NV MSA",231,231,0,0,0,0
"Richland-Kennewick-Pasco","WA MSA",98,98,0,0,0,0
"Richmond-Petersburg","VA MSA",630,618,4,0,8,1
"Roanoke","VA MSA",92,92,0,0,0,0
"Rochester","MN MSA",110,74,4,8,24,1
"Rochester","NY MSA",130,125,2,3,0,0
"Rockford","IL MSA",174,144,10,20,0,0
"Rocky Mount","NC MSA",44,42,2,0,0,0
"Sacramento-Yolo","CA CMSA",1019,1012,2,0,5,1
"Saginaw-Bay City-Midland","MI MSA",57,48,4,0,5,1
"St. Cloud","MN MSA",103,98,0,0,5,1
"St. Joseph","MO MSA",24,13,2,3,6,1
"St. Louis","MO-IL MSA",1598,1013,40,19,526,22
"Salinas","CA MSA",112,112,0,0,0,0
"Salt Lake City-Ogden","UT MSA",817,697,12,18,90,5
"San Angelo","TX MSA",22,22,0,0,0,0
"San Antonio","TX MSA",826,752,20,0,54,5
"San Diego","CA MSA",1818,789,16,15,998,7
"San Francisco-Oakland-San Jose","CA CMSA",1920,1296,30,45,549,25
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",196,179,4,8,5,1
"Santa Barbara-Santa Maria- Lompoc","CA MSA",95,85,2,3,5,1
"Santa Fe","NM MSA",49,49,0,0,0,0
"Sarasota-Bradenton","FL MSA",686,588,4,7,87,3
"Savannah","GA MSA",193,146,32,0,15,2
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",46,39,0,7,0,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",2060,1466,46,39,509,38
"Sharon","PA MSA",134,10,2,0,122,1
"Sheboygan","WI MSA",10,10,0,0,0,0
"Sherman-Denison","TX MSA",7,7,0,0,0,0
"Shreveport-Bossier City","LA MSA",76,76,0,0,0,0
"Sioux City","IA-NE MSA",21,19,2,0,0,0
"Sioux Falls","SD MSA",329,160,2,0,167,4
"South Bend","IN MSA",132,96,0,0,36,1
"Spokane","WA MSA",199,125,6,0,68,4
"Springfield","IL MSA",75,64,6,0,5,1
"Springfield","MO MSA",304,251,18,8,27,3
"Springfield","MA MSA",65,61,4,0,0,0
"State College","PA MSA",29,29,0,0,0,0
"Steubenville-Weirton","OH-WV MSA",6,6,0,0,0,0
"Stockton-Lodi","CA MSA",421,421,0,0,0,0
"Sumter","SC MSA",48,35,8,0,5,1
"Syracuse","NY MSA",135,64,0,0,71,1
"Tallahassee","FL MSA",201,146,16,0,39,3
"Tampa-St. Petersburg- Clearwater","FL MSA",1295,1167,36,43,49,6
"Terre Haute","IN MSA",20,20,0,0,0,0
"Texarkana  TX-Texarkana "," AR MSA",20,20,0,0,0,0
"Toledo","OH MSA",253,133,16,4,100,2
"Topeka","KS MSA",57,55,2,0,0,0
"Tucson","AZ MSA",640,595,10,29,6,1
"Tulsa","OK MSA",318,308,2,0,8,1
"Tuscaloosa","AL MSA",50,50,0,0,0,0
"Tyler","TX MSA",36,31,0,0,5,1
"Utica-Rome","NY MSA",3,3,0,0,0,0
"Victoria","TX MSA",10,10,0,0,0,0
"Visalia-Tulare-Porterville","CA MSA",139,139,0,0,0,0
"Waco","TX MSA",70,49,2,0,19,1
"Washington-Baltimore","DC-MD- VA-WV CMSA",4706,4176,0,7,523,27
"Waterloo-Cedar Falls","IA MSA",28,28,0,0,0,0
"Wausau","WI MSA",41,39,2,0,0,0
"West Palm Beach-Boca Raton","Raton FL MSA",1012,715,6,28,263,21
"Wheeling","WV-OH MSA",3,3,0,0,0,0
"Wichita","KS MSA",159,153,6,0,0,0
"Wichita Falls","TX MSA",16,16,0,0,0,0
"Wilmington","NC MSA",330,252,8,0,70,2
"Yakima","WA MSA",29,24,0,0,5,1
"York","PA MSA",158,141,8,4,5,1
"Youngstown-Warren","OH MSA",67,54,10,3,0,0
"Yuba City","CA MSA",21,21,0,0,0,0
"Yuma","AZ MSA",102,102,0,0,0,0
