"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX",32,32,0,0,0,0
"Akron","OH",299,261,8,7,23,1
"Albany","GA",183,77,10,0,96,13
"Albany-Schenectady-Troy","NY",172,162,0,0,10,2
"Albuquerque","NM",625,608,0,3,14,1
"Alexandria","LA",42,42,0,0,0,0
"Allentown-Bethlehem-Easton","PA-NJ",473,458,2,7,6,1
"Altoona","PA",29,29,0,0,0,0
"Amarillo","TX",74,74,0,0,0,0
"Ames","IA",93,41,0,0,52,3
"Anchorage","AK",263,117,40,16,90,3
"Anderson","IN",82,52,0,7,23,4
"Anderson","SC",85,83,2,0,0,0
"Ann Arbor","MI",320,199,2,4,115,11
"Anniston-Oxford","AL",22,22,0,0,0,0
"Appleton","WI",154,152,2,0,0,0
"Asheville","NC",290,276,6,8,0,0
"Athens-Clarke County","GA",181,177,4,0,0,0
"Atlanta-Sandy Springs-Marietta","GA",5625,5041,32,9,543,19
"Atlantic City","NJ",196,164,2,3,27,4
"Auburn-Opelika","AL",149,97,16,4,32,2
"Augusta-Richmond County","GA-SC",328,308,20,0,0,0
"Austin-Round Rock","TX",1435,1386,6,4,39,3
"Bakersfield","CA",622,616,2,4,0,0
"Baltimore-Towson","MD",871,748,2,11,110,10
"Bangor","ME",42,40,2,0,0,0
"Barnstable Town","MA",186,93,0,9,84,3
"Baton Rouge","LA",326,326,0,0,0,0
"Battle Creek","MI",17,17,0,0,0,0
"Bay City","MI",7,7,0,0,0,0
"Beaumont-Port Arthur","TX",69,69,0,0,0,0
"Bellingham","WA",280,150,10,8,112,3
"Bend","OR",337,278,36,23,0,0
"Billings","MT",64,64,0,0,0,0
"Binghamton","NY",20,13,0,0,7,1
"Birmingham-Hoover","AL",745,705,0,0,40,5
"Bismarck","ND",203,94,6,8,95,5
"Blacksburg-Christiansburg-Radford","VA",85,73,2,0,10,2
"Bloomington","IN",113,67,22,3,21,2
"Bloomington-Normal","IL",88,88,0,0,0,0
"Boise City-Nampa","ID",729,686,8,24,11,1
"Boston-Cambridge-Quincy","MA-NH",1305,770,44,31,460,38
"Boulder","CO",136,119,2,0,15,2
"Bowling Green","KY",90,90,0,0,0,0
"Bremerton-Silverdale","WA",139,133,6,0,0,0
"Bridgeport-Stamford-Norwalk","CT",194,163,0,3,28,3
"Brownsville-Harlingen","TX",267,242,6,8,11,2
"Brunswick","GA",86,81,2,3,0,0
"Buffalo-Niagara Falls","NY",179,166,4,4,5,1
"Burlington","NC",159,135,0,0,24,1
"Burlington-South Burlington","VT",127,77,8,7,35,1
"Canton-Massillon","OH",132,123,0,4,5,1
"Cape Coral-Fort Myers","FL",1786,1093,160,114,419,31
"Carson City","NV",9,9,0,0,0,0
"Casper","WY",29,29,0,0,0,0
"Cedar Rapids","IA",222,112,12,11,87,6
"Champaign-Urbana","IL",108,76,0,0,32,2
"Charleston","WV",26,24,2,0,0,0
"Charleston-North Charleston","SC",748,647,4,10,87,8
"Charlotte-Gastonia-Concord","NC-SC",2164,1894,26,10,234,27
"Charlottesville","VA",162,120,4,6,32,1
"Chattanooga","TN-GA",297,263,8,8,18,3
"Cheyenne","WY",63,45,2,16,0,0
"Chicago-Naperville-Joliet","IL-IN-WI",3809,3293,76,59,381,26
"Cincinnati-Middletown","OH-KY-IN",1389,1147,8,35,199,18
"Clarksville","TN-KY",202,152,44,6,0,0
"Cleveland","TN",60,56,0,4,0,0
"Cleveland-Elyria-Mentor","OH",671,635,6,25,5,1
"Coeur d""Alene","ID",153,139,10,4,0,0
"College Station-Bryan","TX",100,74,0,20,6,1
"Colorado Springs","CO",616,616,0,0,0,0
"Columbia","MO",163,111,36,0,16,2
"Columbia","SC",638,533,0,0,105,10
"Columbus","GA-AL",200,142,2,0,56,7
"Columbus","IN",32,32,0,0,0,0
"Columbus","OH",1518,1085,4,110,319,33
"Corpus Christi","TX",166,142,2,3,19,2
"Corvallis","OR",18,18,0,0,0,0
"Cumberland","MD-WV",28,28,0,0,0,0
"Dallas-Fort Worth-Arlington","TX",5211,4593,62,36,520,20
"Dalton","GA",91,66,18,7,0,0
"Danville","IL",0,0,0,0,0,0
"Danville","VA",27,27,0,0,0,0
"Davenport-Moline-Rock Island","IA-IL",164,88,6,0,70,5
"Decatur","AL",26,26,0,0,0,0
"Decatur","IL",38,32,0,0,6,1
"Deltona-Daytona Beach-Ormond Beach","FL",550,450,0,0,100,4
"Denver-Aurora","CO",1835,1500,4,31,300,31
"Des Moines","IA",568,502,4,3,59,2
"Detroit-Warren-Livonia","MI",2018,1646,8,33,331,32
"Dothan","AL",48,48,0,0,0,0
"Dover","DE",226,186,0,16,24,2
"Dubuque","IA",112,37,8,3,64,1
"Duluth","MN-WI",93,87,6,0,0,0
"Durham","NC",452,326,2,0,124,7
"Eau Claire","WI",145,92,30,0,23,3
"El Centro","CA",121,106,0,6,9,1
"El Paso","TX",327,319,4,4,0,0
"Elizabethtown","KY",76,74,2,0,0,0
"Elkhart-Goshen","IN",139,122,0,12,5,1
"Elmira","NY",12,4,0,3,5,1
"Erie","PA",156,109,2,28,17,3
"Eugene-Springfield","OR",140,116,10,0,14,1
"Evansville","IN-KY",142,135,4,3,0,0
"Fairbanks","AK",72,66,6,0,0,0
"Fargo","ND-MN",420,195,8,0,217,8
"Farmington","NM",29,29,0,0,0,0
"Fayetteville","NC",284,200,0,0,84,8
"Fayetteville-Springdale-Rogers","AR-MO",867,279,28,8,552,43
"Flagstaff","AZ",83,83,0,0,0,0
"Flint","MI",226,223,0,3,0,0
"Florence","SC",24,24,0,0,0,0
"Fond du Lac","WI",27,23,0,4,0,0
"Fort Collins-Loveland","CO",367,296,12,23,36,5
"Fort Smith","AR-OK",75,73,2,0,0,0
"Fort Walton Beach-Crestview-Destin","FL",233,148,0,6,79,2
"Fort Wayne","IN",258,206,2,0,50,2
"Fresno","CA",650,612,2,25,11,2
"Gadsden","AL",22,22,0,0,0,0
"Gainesville","FL",183,139,2,0,42,3
"Gainesville","GA",146,146,0,0,0,0
"Glens Falls","NY",76,66,0,0,10,2
"Goldsboro","NC",45,45,0,0,0,0
"Grand Forks","ND-MN",48,12,0,0,36,1
"Grand Junction","CO",164,140,0,4,20,1
"Grand Rapids-Wyoming","MI",397,386,2,3,6,1
"Great Falls","MT",36,30,0,0,6,1
"Greeley","CO",500,395,8,3,94,7
"Green Bay","WI",246,184,0,6,56,3
"Greensboro-High Point","NC",512,412,16,10,74,11
"Greenville","NC",274,82,32,0,160,10
"Greenville","SC",461,400,8,0,53,4
"Gulfport-Biloxi","MS",149,137,0,12,0,0
"Hagerstown-Martinsburg","MD-WV",272,259,4,4,5,1
"Hanford-Corcoran","CA",76,65,0,11,0,0
"Harrisburg-Carlisle","PA",218,214,4,0,0,0
"Harrisonburg","VA",81,77,4,0,0,0
"Hartford-West Hartford-East Hartford","CT",351,312,10,4,25,4
"Hattiesburg","MS",7,7,0,0,0,0
"Hickory-Lenoir-Morganton","NC",137,135,2,0,0,0
"Hinesville-Fort Stewart","GA",33,33,0,0,0,0
"Holland-Grand Haven","MI",253,195,14,20,24,2
"Honolulu","HI",295,295,0,0,0,0
"Hot Springs","AR",13,13,0,0,0,0
"Houma-Bayou Cane-Thibodaux","LA",78,76,2,0,0,0
"Houston-Baytown-Sugar Land","TX",4923,4096,24,0,803,61
"Huntington-Ashland","WV-KY-OH",14,6,2,6,0,0
"Huntsville","AL",192,103,0,0,89,7
"Idaho Falls","ID",133,104,2,27,0,0
"Indianapolis","IN",1814,1129,64,70,551,49
"Iowa City","IA",130,100,0,0,30,3
"Ithaca","NY",17,12,0,0,5,1
"Jackson","MI",19,19,0,0,0,0
"Jackson","MS",351,324,0,0,27,3
"Jackson","TN",77,77,0,0,0,0
"Jacksonville","FL",1458,1194,4,0,260,12
"Jacksonville","NC",110,110,0,0,0,0
"Janesville","WI",73,59,2,7,5,1
"Jefferson City","MO",28,26,2,0,0,0
"Johnson City","TN",87,76,2,4,5,1
"Johnstown","PA",9,9,0,0,0,0
"Jonesboro","AR",57,57,0,0,0,0
"Joplin","MO",22,22,0,0,0,0
"Kalamazoo-Portage","MI",113,109,0,4,0,0
"Kankakee-Bradley","IL",64,56,4,4,0,0
"Kansas City","MO-KS",1342,1227,64,46,5,1
"Kennewick-Richland-Pasco","WA",226,199,4,0,23,3
"Killeen-Temple-Fort Hood","TX",202,170,16,16,0,0
"Kingsport-Bristol-Bristol","TN-VA",75,75,0,0,0,0
"Kingston","NY",35,30,0,0,5,1
"Knoxville","TN",339,329,10,0,0,0
"Kokomo","IN",35,30,0,0,5,1
"La Crosse","WI-MN",47,47,0,0,0,0
"Lafayette","IN",138,131,0,0,7,1
"Lafayette","LA",115,115,0,0,0,0
"Lake Charles","LA",119,117,2,0,0,0
"Lakeland","FL",383,379,4,0,0,0
"Lancaster","PA",219,192,0,0,27,4
"Lansing-East Lansing","MI",208,160,0,0,48,4
"Laredo","TX",168,158,0,4,6,1
"Las Cruces","NM",273,148,0,3,122,16
"Las Vegas-Paradise","NV",3669,3112,2,403,152,19
"Lawrence","KS",51,33,18,0,0,0
"Lawton","OK",13,13,0,0,0,0
"Lebanon","PA",69,69,0,0,0,0
"Lewiston","ID-WA",4,4,0,0,0,0
"Lewiston-Auburn","ME",60,60,0,0,0,0
"Lexington-Fayette","KY",311,301,4,6,0,0
"Lima","OH",8,8,0,0,0,0
"Lincoln","NE",232,203,6,0,23,2
"Little Rock-North Little Rock","AR",698,310,4,0,384,23
"Logan","UT-ID",102,83,4,10,5,1
"Longview","TX",21,21,0,0,0,0
"Longview","WA",34,32,2,0,0,0
"Los Angeles-Long Beach-Santa Ana","CA",3048,1636,52,63,1297,56
"Louisville","KY-IN",597,571,14,0,12,1
"Lubbock","TX",176,98,78,0,0,0
"Lynchburg","VA",131,131,0,0,0,0
"Macon","GA",138,86,12,0,40,5
"Madera","CA",143,143,0,0,0,0
"Madison","WI",463,334,36,28,65,8
"Manchester-Nashua","NH",146,130,10,0,6,1
"Mansfield","OH",46,32,6,3,5,1
"McAllen-Edinburg-Pharr","TX",790,625,54,41,70,8
"Medford","OR",230,190,4,22,14,2
"Memphis","TN-MS-AR",915,875,0,0,40,2
"Merced","CA",150,150,0,0,0,0
"Miami-Fort Lauderdale-Miami Beach","FL",3582,2219,38,30,1295,73
"Michigan City-La Porte","IN",38,34,0,4,0,0
"Midland","TX",26,26,0,0,0,0
"Milwaukee-Waukesha-West Allis","WI",798,342,42,16,398,12
"Minneapolis-St. Paul-Bloomington","MN-WI",2525,2101,50,98,276,26
"Missoula","MT",82,29,2,0,51,1
"Mobile","AL",176,171,0,0,5,1
"Modesto","CA",334,308,8,0,18,2
"Monroe","LA",28,18,0,0,10,2
"Monroe","MI",130,125,0,0,5,1
"Montgomery","AL",197,174,0,0,23,4
"Morgantown","WV",0,0,0,0,0,0
"Morristown","TN",107,55,4,0,48,2
"Mount Vernon-Anacortes","WA",79,75,4,0,0,0
"Muncie","IN",22,22,0,0,0,0
"Muskegon-Norton Shores","MI",83,70,4,4,5,1
"Myrtle Beach-Conway-North Myrtle Beach","SC",514,335,0,16,163,13
"Napa","CA",91,91,0,0,0,0
"Naples-Marco Island","FL",733,386,18,139,190,11
"Nashville-Davidson--Murfreesboro","TN",1316,1136,14,6,160,10
"New Haven-Milford","CT",151,131,0,0,20,1
"New Orleans-Metairie-Kenner","LA",651,557,34,0,60,10
"New York-Northern New Jersey-Long Island","NY-NJ-PA",4639,1875,660,383,1721,87
"Niles-Benton Harbor","MI",39,39,0,0,0,0
"Norwich-New London","CT",185,89,2,4,90,3
"Ocala","FL",368,361,2,0,5,1
"Ocean City","NJ",156,89,32,4,31,4
"Odessa","TX",10,10,0,0,0,0
"Ogden-Clearfield","UT",381,353,10,8,10,2
"Oklahoma City","OK",921,729,10,0,182,9
"Olympia","WA",202,170,8,0,24,3
"Omaha-Council Bluffs","NE-IA",675,583,14,0,78,3
"Orlando","FL",2948,2606,32,36,274,26
"Oshkosh-Neenah","WI",104,74,4,0,26,5
"Owensboro","KY",35,35,0,0,0,0
"Oxnard-Thousand Oaks-Ventura","CA",254,165,0,0,89,9
"Palm Bay-Melbourne-Titusville","FL",525,482,12,0,31,2
"Panama City-Lynn Haven","FL",144,142,2,0,0,0
"Parkersburg-Marietta","WV-OH",19,16,0,3,0,0
"Pascagoula","MS",243,243,0,0,0,0
"Pensacola-Ferry Pass-Brent","FL",884,386,4,0,494,18
"Peoria","IL",132,101,10,3,18,2
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1943,1573,12,19,339,20
"Phoenix-Mesa-Scottsdale","AZ",6480,4854,44,210,1372,115
"Pine Bluff","AR",7,7,0,0,0,0
"Pittsburgh","PA",713,639,26,17,31,6
"Pittsfield","MA",22,14,0,8,0,0
"Pocatello","ID",37,37,0,0,0,0
"Port St. Lucie-Fort Pierce","FL",1057,890,22,19,126,13
"Portland-South Portland-Biddeford","ME",420,390,14,6,10,2
"Portland-Vancouver-Beaverton","OR-WA",1396,1038,6,59,293,19
"Prescott","AZ",248,225,14,9,0,0
"Providence-New Bedford-Fall River","RI-MA",557,321,8,4,224,7
"Provo-Orem","UT",435,341,6,22,66,7
"Pueblo","CO",109,105,4,0,0,0
"Punta Gorda","FL",257,238,6,13,0,0
"Racine","WI",94,69,6,0,19,3
"Raleigh-Cary","NC",1149,969,6,0,174,5
"Rapid City","SD",91,82,6,3,0,0
"Reading","PA",112,98,0,0,14,2
"Redding","CA",86,86,0,0,0,0
"Reno-Sparks","NV",427,391,0,8,28,4
"Richmond","VA",940,678,4,16,242,16
"Riverside-San Bernardino-Ontario","CA",4737,3801,14,134,788,64
"Roanoke","VA",142,134,4,4,0,0
"Rochester","MN",171,171,0,0,0,0
"Rochester","NY",212,202,2,8,0,0
"Rockford","IL",235,194,10,31,0,0
"Rocky Mount","NC",66,60,6,0,0,0
"Rome","GA",74,50,24,0,0,0
"Sacramento--Arden-Arcade--Roseville","CA",1769,1682,2,9,76,1
"Saginaw-Saginaw Township North","MI",35,35,0,0,0,0
"Salem","OR",196,163,10,3,20,3
"Salinas","CA",77,77,0,0,0,0
"Salisbury","MD",82,75,0,0,7,1
"Salt Lake City","UT",732,629,4,32,67,8
"San Angelo","TX",13,13,0,0,0,0
"San Antonio","TX",1885,1163,32,3,687,38
"San Diego-Carlsbad-San Marcos","CA",1900,1032,6,166,696,46
"San Francisco-Oakland-Fremont","CA",1186,895,18,16,257,14
"San Jose-Sunnyvale-Santa Clara","CA",233,204,12,0,17,3
"San Luis Obispo-Paso Robles","CA",217,149,2,6,60,12
"Sandusky","OH",11,11,0,0,0,0
