"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Santa Barbara-Santa Maria-Goleta","CA",217,90,2,108,17,2
"Santa Cruz-Watsonville","CA",51,51,0,0,0,0
"Santa Fe","NM",58,58,0,0,0,0
"Santa Rosa-Petaluma","CA",175,115,2,0,58,3
"Sarasota-Bradenton-Venice","FL",1499,788,4,132,575,42
"Savannah","GA",219,205,4,0,10,2
"Scranton--Wilkes-Barre","PA",115,98,0,7,10,2
"Seattle-Tacoma-Bellevue","WA",1977,1515,68,89,305,29
"Sheboygan","WI",38,14,0,0,24,2
"Sherman-Denison","TX",15,13,2,0,0,0
"Shreveport-Bossier City","LA",152,152,0,0,0,0
"Sioux City","IA-NE-SD",42,33,6,3,0,0
"Sioux Falls","SD",216,208,0,8,0,0
"South Bend-Mishawaka","IN-MI",91,91,0,0,0,0
"Spartanburg","SC",170,170,0,0,0,0
"Spokane","WA",204,170,20,14,0,0
"Springfield","IL",94,60,16,3,15,1
"Springfield","MA",88,86,2,0,0,0
"Springfield","MO",439,261,14,0,164,12
"Springfield","OH",27,27,0,0,0,0
"St. Cloud","MN",181,159,0,3,19,2
"St. George","UT",308,292,4,0,12,1
"St. Joseph","MO-KS",27,17,2,3,5,1
"St. Louis","MO-IL",1664,1313,56,21,274,11
"State College","PA",46,43,0,3,0,0
"Stockton","CA",678,596,2,6,74,6
"Sumter","SC",64,49,4,0,11,1
"Syracuse","NY",117,99,8,0,10,2
"Tallahassee","FL",275,176,2,3,94,6
"Tampa-St. Petersburg-Clearwater","FL",2482,2079,56,22,325,18
"Texarkana","TX-TexarkanaAR",45,33,12,0,0,0
"Toledo","OH",271,227,4,10,30,1
"Topeka","KS",105,105,0,0,0,0
"Trenton-Ewing","NJ",114,82,0,0,32,2
"Tucson","AZ",691,652,8,19,12,2
"Tulsa","OK",416,405,0,0,11,1
"Tuscaloosa","AL",111,111,0,0,0,0
"Tyler","TX",45,38,0,0,7,1
"Utica-Rome","NY",10,10,0,0,0,0
"Valdosta","GA",110,85,2,0,23,1
"Vallejo-Fairfield","CA",233,190,14,0,29,2
"Vero Beach","FL",217,174,2,3,38,3
"Victoria","TX",121,5,0,116,0,0
"Vineland-Millville-Bridgeton","NJ",46,44,2,0,0,0
"Virginia Beach-Norfolk-Newport News","VA-NC",1291,675,40,21,555,12
"Visalia-Porterville","CA",184,174,2,8,0,0
"Waco","TX",72,50,14,0,8,1
"Warner Robins","GA",142,142,0,0,0,0
"Washington-Arlington-Alexandria","DC-VA-MD-WV",4293,2659,2,3,1629,54
"Waterloo-Cedar Falls","IA",63,47,2,8,6,1
"Wausau","WI",107,89,2,0,16,1
"Weirton-Steubenville","WV-OH",9,9,0,0,0,0
"Wenatchee","WA",52,48,0,4,0,0
"Wheeling","WV-OH",4,4,0,0,0,0
"Wichita Falls","TX",28,28,0,0,0,0
"Wichita","KS",297,289,8,0,0,0
"Williamsport","PA",8,8,0,0,0,0
"Wilmington","NC",656,566,4,11,75,6
"Winchester","VA-WV",105,100,0,0,5,1
"Winston-Salem","NC",536,354,2,0,180,10
"Worcester","MA",267,246,8,3,10,2
"Yakima","WA",59,40,16,3,0,0
"York-Hanover","PA",259,240,0,0,19,3
"Youngstown-Warren-Boardman","OH-PA",129,118,8,3,0,0
"Yuba City-Marysville","CA",356,354,2,0,0,0
"Yuma","AZ",293,293,0,0,0,0
