"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Florence","AL MSA",5,5,0,0,0,0
"Florence","SC MSA",57,49,0,0,8,1
"Fort Collins-Loveland","CO MSA",423,266,0,36,121,10
"Fort Myers-Cape Coral","FL MSA",1102,666,56,20,360,32
"Fort Pierce-Port St. Lucie","FL MSA",316,308,4,4,0,0
"Fort Smith","AR-OK MSA",39,35,4,0,0,0
"Fort Walton Beach","FL MSA",109,100,0,3,6,1
"Fort Wayne","IN MSA",276,228,8,0,40,5
"Fresno","CA MSA",406,374,4,9,19,3
"Gadsden","AL MSA",5,5,0,0,0,0
"Gainesville","FL MSA",324,113,0,0,211,17
"Glens Falls","NY MSA",35,35,0,0,0,0
"Goldsboro","NC MSA",36,34,2,0,0,0
"Grand Forks","ND-MN MSA",2,0,2,0,0,0
"Grand Junction","CO MSA",85,85,0,0,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",682,632,12,4,34,5
"Great Falls","MT MSA",25,19,0,0,6,1
"Green Bay","WI MSA",206,79,6,0,121,9
"Greensboro--Winston-Salem-- High Point","NC MSA",776,752,4,4,16,1
"Greenville","NC MSA",273,102,4,0,167,16
"Greenville-Spartanburg- Anderson","SC MSA",584,546,14,0,24,1
"Harrisburg-Lebanon- Carlisle","PA MSA",142,142,0,0,0,0
"Hartford","CT MSA",399,350,8,0,41,4
"Hattiesburg","MS MSA",4,4,0,0,0,0
"Hickory-Morganton-Lenoir","NC MSA",235,160,4,0,71,8
"Honolulu","HI MSA",144,123,0,0,21,2
"Houma","LA MSA",72,72,0,0,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",2993,2685,14,196,98,7
"Huntington-Ashland","WV-KY- OH MSA",11,4,0,7,0,0
"Huntsville","AL MSA",305,87,0,0,218,17
"Indianapolis","IN MSA",1387,1295,66,3,23,3
"Iowa City","IA MSA",51,39,0,0,12,1
"Jackson","MI MSA",12,12,0,0,0,0
"Jackson","MS MSA",433,236,0,0,197,19
"Jackson","TN MSA",46,46,0,0,0,0
"Jacksonville","FL MSA",924,882,0,4,38,2
"Jacksonville","NC MSA",120,72,0,0,48,8
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",30,25,2,3,0,0
"Johnson City-Kingsport- Bristol","TN-VA MSA",86,80,0,0,6,1
"Johnstown","PA MSA",11,8,0,3,0,0
"Jonesboro","AR MSA",49,37,4,8,0,0
"Joplin","MO MSA",14,14,0,0,0,0
"Kalamazoo-Battle Creek","MI MSA",104,91,6,0,7,1
"Kansas City","MO-KS MSA",1332,934,36,73,289,25
"Killeen-Temple","TX MSA",226,152,42,32,0,0
"Knoxville","TN MSA",339,285,0,0,54,3
"Kokomo","IN MSA",41,37,4,0,0,0
"La Crosse","WI-MN MSA",43,39,4,0,0,0
"Lafayette","LA MSA",116,112,4,0,0,0
"Lafayette","IN MSA",90,71,0,12,7,1
"Lake Charles","LA MSA",92,90,2,0,0,0
"Lakeland-Winter Haven","FL MSA",538,426,0,0,112,7
"Lancaster","PA MSA",191,104,2,0,85,5
"Lansing-East Lansing","MI MSA",120,120,0,0,0,0
"Laredo","TX MSA",171,137,0,4,30,1
"Las Cruces","NM MSA",74,74,0,0,0,0
"Las Vegas","NV-AZ MSA",3389,2493,34,108,754,46
"Lawrence","KS MSA",107,41,18,24,24,3
"Lawton","OK MSA",11,11,0,0,0,0
"Lewiston-Auburn","ME MSA",20,17,0,3,0,0
"Lexington","KY MSA",288,273,12,3,0,0
"Lima","OH MSA",8,8,0,0,0,0
"Lincoln","NE MSA",130,128,2,0,0,0
"Little Rock-North Little Rock","AR MSA",343,227,0,4,112,14
"Longview-Marshall","TX MSA",11,11,0,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",5538,3638,36,160,1704,82
"Louisville","KY-IN MSA",779,531,2,0,246,11
"Lubbock","TX MSA",219,73,2,44,100,10
"Lynchburg","VA MSA",88,76,12,0,0,0
"Macon","GA MSA",173,173,0,0,0,0
"Madison","WI MSA",399,174,28,16,181,17
"Mansfield","OH MSA",54,32,6,6,10,2
"McAllen-Edinburg-Mission","TX MSA",506,466,8,20,12,2
"Medford-Ashland","OR MSA",142,133,0,4,5,1
"Melbourne-Titusville-Palm Bay","FL MSA",423,371,0,0,52,3
"Memphis","TN-AR-MS MSA",1154,578,0,0,576,19
"Merced","CA MSA",121,121,0,0,0,0
"Miami-Fort Lauderdale","FL CMSA",3211,1100,32,15,2064,73
"Milwaukee-Racine","WI CMSA",622,398,26,19,179,13
"Minneapolis-St. Paul","MN-WI MSA",1797,1528,38,72,159,17
"Missoula","MT MSA",30,30,0,0,0,0
"Mobile","AL MSA",397,303,12,4,78,4
"Modesto","CA MSA",233,231,2,0,0,0
"Monroe","LA MSA",75,75,0,0,0,0
"Montgomery","AL MSA",109,109,0,0,0,0
"Muncie","IN MSA",35,35,0,0,0,0
"Myrtle Beach","SC MSA",863,191,0,0,672,40
"Naples","FL MSA",675,377,14,158,126,9
"Nashville","TN MSA",1513,1066,6,8,433,22
"New London-Norwich","CT-RI MSA",95,91,4,0,0,0
"New Orleans","LA MSA",295,281,4,0,10,1
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",5270,2763,678,380,1449,68
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",878,572,6,16,284,17
"Ocala","FL MSA",314,312,2,0,0,0
"Odessa-Midland","TX MSA",19,19,0,0,0,0
"Oklahoma City","OK MSA",434,422,12,0,0,0
"Omaha","NE-IA MSA",444,346,2,4,92,8
"Orlando","FL MSA",2725,1664,6,19,1036,40
"Owensboro","KY MSA",62,60,2,0,0,0
"Panama City","FL MSA",88,64,24,0,0,0
"Parkersburg-Marietta","WV-OH MSA",85,25,0,0,60,1
"Pensacola","FL MSA",235,231,4,0,0,0
"Peoria-Pekin","IL MSA",128,102,4,3,19,2
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",1578,1384,32,32,130,15
"Phoenix-Mesa","AZ MSA",3741,3223,28,46,444,29
"Pine Bluff","AR MSA",16,14,2,0,0,0
"Pittsburgh","PA MSA",563,470,8,28,57,7
"Pittsfield","MA MSA",1,1,0,0,0,0
"Pocatello","ID MSA",5,5,0,0,0,0
"Portland","ME MSA",153,142,4,7,0,0
"Portland-Salem","OR-WA CMSA",1778,1062,22,91,603,44
"Providence-Fall River- Warwick","RI-MA MSA",247,216,16,0,15,3
"Provo-Orem","UT MSA",283,213,8,10,52,3
"Pueblo","CO MSA",123,115,0,8,0,0
"Punta Gorda","FL MSA",169,159,6,4,0,0
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1633,1247,2,20,364,18
"Rapid City","SD MSA",40,40,0,0,0,0
"Reading","PA MSA",81,71,2,3,5,1
"Redding","CA MSA",92,92,0,0,0,0
"Reno","NV MSA",359,323,0,3,33,3
"Richland-Kennewick-Pasco","WA MSA",86,82,0,4,0,0
"Richmond-Petersburg","VA MSA",568,568,0,0,0,0
"Roanoke","VA MSA",81,74,2,0,5,1
"Rochester","MN MSA",167,94,22,15,36,2
"Rochester","NY MSA",195,173,0,16,6,1
"Rockford","IL MSA",123,115,4,4,0,0
"Rocky Mount","NC MSA",60,47,2,0,11,2
"Sacramento-Yolo","CA CMSA",2021,1242,12,20,747,69
"Saginaw-Bay City-Midland","MI MSA",45,38,2,0,5,1
"St. Cloud","MN MSA",165,84,0,0,81,3
"St. Joseph","MO MSA",20,15,0,0,5,1
"St. Louis","MO-IL MSA",1144,1013,44,16,71,7
"Salinas","CA MSA",58,56,2,0,0,0
"Salt Lake City-Ogden","UT MSA",777,654,28,10,85,6
"San Angelo","TX MSA",24,24,0,0,0,0
"San Antonio","TX MSA",828,811,6,6,5,1
"San Diego","CA MSA",1326,986,2,19,319,53
"San Francisco-Oakland-San Jose","CA CMSA",1994,1071,58,41,824,33
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",132,126,0,6,0,0
"Santa Barbara-Santa Maria- Lompoc","CA MSA",108,106,2,0,0,0
"Santa Fe","NM MSA",86,86,0,0,0,0
"Sarasota-Bradenton","FL MSA",623,568,2,0,53,6
"Savannah","GA MSA",229,98,6,0,125,6
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",64,56,0,8,0,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",2291,1406,42,62,781,25
"Sharon","PA MSA",20,13,0,0,7,1
"Sheboygan","WI MSA",6,6,0,0,0,0
"Sherman-Denison","TX MSA",14,8,6,0,0,0
"Shreveport-Bossier City","LA MSA",83,83,0,0,0,0
"Sioux City","IA-NE MSA",24,19,0,0,5,1
"Sioux Falls","SD MSA",241,146,8,4,83,2
"South Bend","IN MSA",132,74,4,0,54,9
"Spokane","WA MSA",271,126,2,3,140,3
"Springfield","IL MSA",69,57,12,0,0,0
"Springfield","MO MSA",238,191,4,3,40,4
"Springfield","MA MSA",93,77,8,8,0,0
"State College","PA MSA",32,32,0,0,0,0
"Steubenville-Weirton","OH-WV MSA",4,4,0,0,0,0
"Stockton-Lodi","CA MSA",443,403,0,0,40,5
"Sumter","SC MSA",34,32,2,0,0,0
"Syracuse","NY MSA",89,79,0,0,10,2
"Tallahassee","FL MSA",155,135,4,16,0,0
"Tampa-St. Petersburg- Clearwater","FL MSA",1683,1524,34,11,114,10
"Terre Haute","IN MSA",19,19,0,0,0,0
"Texarkana  TX-Texarkana "," AR MSA",28,28,0,0,0,0
"Toledo","OH MSA",160,148,12,0,0,0
"Topeka","KS MSA",69,69,0,0,0,0
"Tucson","AZ MSA",494,464,10,20,0,0
"Tulsa","OK MSA",403,294,16,25,68,5
"Tuscaloosa","AL MSA",68,68,0,0,0,0
"Tyler","TX MSA",35,29,0,0,6,1
"Utica-Rome","NY MSA",8,8,0,0,0,0
"Victoria","TX MSA",19,19,0,0,0,0
"Visalia-Tulare-Porterville","CA MSA",166,166,0,0,0,0
"Waco","TX MSA",64,52,4,0,8,1
"Washington-Baltimore","DC-MD- VA-WV CMSA",3908,3429,6,0,473,18
"Waterloo-Cedar Falls","IA MSA",14,14,0,0,0,0
"Wausau","WI MSA",40,30,10,0,0,0
"West Palm Beach-Boca Raton","Raton FL MSA",1067,670,0,0,397,22
"Wheeling","WV-OH MSA",1,1,0,0,0,0
"Wichita","KS MSA",180,164,16,0,0,0
"Wichita Falls","TX MSA",25,23,2,0,0,0
"Wilmington","NC MSA",235,235,0,0,0,0
"Yakima","WA MSA",53,27,6,8,12,1
"York","PA MSA",131,121,2,0,8,1
"Youngstown-Warren","OH MSA",104,86,14,4,0,0
"Yuba City","CA MSA",101,101,0,0,0,0
"Yuma","AZ MSA",111,111,0,0,0,0
