"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",267,15,0,164,88,6
"Albany","GA MSA",44,44,0,0,0,0
"Albany-Schenectady-Troy","NY MSA",172,167,0,0,5,1
"Albuquerque","NM MSA",578,578,0,0,0,0
"Alexandria","LA MSA",26,26,0,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",253,193,0,8,52,2
"Altoona","PA MSA",3,3,0,0,0,0
"Amarillo","TX MSA",46,46,0,0,0,0
"Anchorage","AK MSA",219,117,58,12,32,4
"Anniston","AL MSA",24,24,0,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",282,164,30,0,88,10
"Asheville","NC MSA",304,118,6,4,176,9
"Athens","GA MSA",105,100,2,3,0,0
"Atlanta","GA MSA",5862,4502,30,58,1272,43
"Auburn-Opelika","AL MSA",68,33,16,0,19,3
"Augusta-Aiken","GA-SC MSA",192,192,0,0,0,0
"Austin-San Marcos","TX MSA",1391,607,6,4,774,19
"Bakersfield","CA MSA",265,254,0,4,7,1
"Bangor","ME MSA",15,15,0,0,0,0
"Barnstable-Yarmouth","MA MSA",67,67,0,0,0,0
"Baton Rouge","LA MSA",94,94,0,0,0,0
"Beaumont-Port Arthur","TX MSA",45,45,0,0,0,0
"Bellingham","WA MSA",132,101,4,0,27,2
"Benton Harbor","MI MSA",10,10,0,0,0,0
"Billings","MT MSA",63,63,0,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",246,182,2,4,58,9
"Binghamton","NY MSA",8,8,0,0,0,0
"Birmingham","AL MSA",356,351,0,0,5,1
"Bismarck","ND MSA",67,63,0,4,0,0
"Bloomington","IN MSA",66,50,12,4,0,0
"Bloomington-Normal","IL MSA",106,90,0,0,16,1
"Boise City","ID MSA",459,445,2,4,8,1
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1420,1166,60,22,172,10
"Brownsville-Harlingen-San Benito","TX MSA",258,236,8,8,6,1
"Bryan-College Station","TX MSA",395,83,4,0,308,17
"Buffalo-Niagara Falls","NY MSA",199,177,4,0,18,2
"Burlington","VT MSA",68,60,0,3,5,1
"Canton-Massillon","OH MSA",93,89,4,0,0,0
"Casper","WY MSA",17,17,0,0,0,0
"Cedar Rapids","IA MSA",139,97,10,32,0,0
"Champaign-Urbana","IL MSA",113,43,0,0,70,3
"Charleston-North Charleston","SC MSA",508,446,4,3,55,5
"Charleston","WV MSA",34,29,0,0,5,1
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1997,1399,6,22,570,51
"Charlottesville","VA MSA",120,115,0,0,5,1
"Chattanooga","TN-GA MSA",225,216,0,4,5,1
"Cheyenne","WY MSA",18,16,2,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",3964,3022,58,160,724,61
"Chico-Paradise","CA MSA",96,96,0,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",1096,990,6,22,78,7
"Clarksville-Hopkinsville","TN-KY MSA",356,106,0,6,244,12
"Cleveland-Akron","OH CMSA",1015,853,20,85,57,5
"Colorado Springs","CO MSA",574,548,2,24,0,0
"Columbia","MO MSA",119,115,4,0,0,0
"Columbia","SC MSA",362,362,0,0,0,0
"Columbus","GA-AL MSA",104,68,0,0,36,3
"Columbus","OH MSA",1361,1035,6,64,256,20
"Corpus Christi","TX MSA",74,64,2,8,0,0
"Corvallis","Corvallis OR MSA",42,37,0,0,5,1
"Cumberland","MD-WV MSA",13,13,0,0,0,0
"Dallas-Fort Worth","TX CMSA",3818,3491,10,7,310,6
"Danville","VA MSA",29,29,0,0,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",59,57,2,0,0,0
"Dayton-Springfield","OH MSA",257,233,4,20,0,0
"Daytona Beach","FL MSA",394,359,2,6,27,2
"Decatur","Al MSA",37,37,0,0,0,0
"Decatur","IL MSA",26,26,0,0,0,0
"Denver-Boulder-Greeley","CO CMSA",2197,1834,4,14,345,16
"Des Moines","IA MSA",359,280,2,0,77,4
"Detroit-Ann Arbor-Flint","MI CMSA",2567,2140,46,63,318,30
"Dothan","AL MSA",27,27,0,0,0,0
"Dover","DE MSA",159,99,0,0,60,2
"Dubuque","IA MSA",20,17,0,3,0,0
