"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",18,16,2,0,0,0
"Albany","GA MSA",47,43,4,0,0,0
"Albany-Schenectady-Troy","NY MSA",270,202,2,12,54,4
"Albuquerque","NM MSA",501,455,0,9,37,3
"Alexandria","LA MSA",36,36,0,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",180,170,0,10,0,0
"Altoona","PA MSA",13,13,0,0,0,0
"Amarillo","TX MSA",54,54,0,0,0,0
"Anchorage","AK MSA",119,71,6,0,42,5
"Anniston","AL MSA",52,14,0,32,6,1
"Appleton-Oshkosh-Neenah","WI MSA",294,120,20,3,151,13
"Asheville","NC MSA",152,107,4,11,30,2
"Athens","GA MSA",119,71,6,0,42,2
"Atlanta","GA MSA",5490,3990,24,4,1472,45
"Auburn-Opelika","AL MSA",58,30,12,3,13,2
"Augusta-Aiken","GA-SC MSA",161,161,0,0,0,0
"Austin-San Marcos","TX MSA",2093,921,16,0,1156,56
"Bakersfield","CA MSA",297,273,0,24,0,0
"Bangor","ME MSA",17,17,0,0,0,0
"Barnstable-Yarmouth","MA MSA",109,109,0,0,0,0
"Baton Rouge","LA MSA",109,101,0,0,8,1
"Beaumont-Port Arthur","TX MSA",48,48,0,0,0,0
"Bellingham","WA MSA",157,86,8,3,60,4
"Benton Harbor","MI MSA",4,4,0,0,0,0
"Billings","MT MSA",40,38,2,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",172,167,0,0,5,1
"Binghamton","NY MSA",14,12,2,0,0,0
"Birmingham","AL MSA",377,367,0,0,10,1
"Bismarck","ND MSA",49,35,6,8,0,0
"Bloomington","IN MSA",77,58,10,4,5,1
"Bloomington-Normal","IL MSA",61,58,0,3,0,0
"Boise City","ID MSA",484,420,2,24,38,2
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","1558",1274,62,55,167,20,NA
"Brownsville-Harlingen-San Benito","TX MSA",189,162,2,15,10,1
"Bryan-College Station","TX MSA",129,66,22,0,41,3
"Buffalo-Niagara Falls","NY MSA",274,163,0,0,111,8
"Burlington","VT MSA",119,97,2,0,20,3
"Canton-Massillon","OH MSA",103,101,2,0,0,0
"Casper","WY MSA",12,12,0,0,0,0
"Cedar Rapids","IA MSA",146,57,2,7,80,7
"Champaign-Urbana","IL MSA",36,36,0,0,0,0
"Charleston-North Charleston","SC MSA",459,341,0,0,118,8
"Charleston","WV MSA",23,23,0,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",2657,1667,74,4,912,63
