"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",18,18,0,0,0,0
"Albany","GA MSA",187,55,0,0,132,8
"Albany-Schenectady-Troy","NY MSA",175,165,0,0,10,2
"Albuquerque","NM MSA",716,609,0,15,92,6
"Alexandria","LA MSA",48,43,0,0,5,1
"Allentown-Bethlehem-Easton","PA MSA",248,244,0,4,0,0
"Altoona","PA MSA",2,2,0,0,0,0
"Amarillo","TX MSA",212,68,0,144,0,0
"Anchorage","AK MSA",302,52,46,0,204,23
"Anniston","AL MSA",13,13,0,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",277,160,12,0,105,11
"Asheville","NC MSA",139,137,2,0,0,0
"Athens","GA MSA",96,96,0,0,0,0
"Atlanta","GA MSA",5056,4449,22,11,574,16
"Auburn-Opelika","AL MSA",116,48,10,4,54,5
"Augusta-Aiken","GA-SC MSA",212,212,0,0,0,0
"Austin-San Marcos","TX MSA",900,831,36,15,18,3
"Bakersfield","CA MSA",468,468,0,0,0,0
"Bangor","ME MSA",27,27,0,0,0,0
"Barnstable-Yarmouth","MA MSA",36,36,0,0,0,0
"Baton Rouge","LA MSA",163,153,0,0,10,2
"Beaumont-Port Arthur","TX MSA",55,51,0,4,0,0
"Bellingham","WA MSA",227,163,4,0,60,2
"Benton Harbor","MI MSA",12,10,2,0,0,0
"Billings","MT MSA",73,73,0,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",162,162,0,0,0,0
"Binghamton","NY MSA",8,8,0,0,0,0
"Birmingham","AL MSA",460,452,0,0,8,1
"Bismarck","ND MSA",73,53,0,8,12,1
"Bloomington","IN MSA",102,62,18,0,22,1
"Bloomington-Normal","IL MSA",104,100,0,4,0,0
"Boise City","ID MSA",640,491,4,59,86,4
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1843,1138,116,65,524,34
"Brownsville-Harlingen-San Benito","TX MSA",321,288,6,15,12,1
"Bryan-College Station","TX MSA",164,128,36,0,0,0
"Buffalo-Niagara Falls","NY MSA",286,184,12,0,90,3
"Burlington","VT MSA",58,52,6,0,0,0
"Canton-Massillon","OH MSA",123,123,0,0,0,0
"Casper","WY MSA",15,15,0,0,0,0
"Cedar Rapids","IA MSA",125,91,6,7,21,1
"Champaign-Urbana","IL MSA",222,49,0,0,173,3
"Charleston","WV MSA",36,32,4,0,0,0
"Charleston-North Charleston","SC MSA",514,460,2,7,45,5
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",2318,1757,12,18,531,39
"Charlottesville","VA MSA",213,119,2,4,88,5
"Chattanooga","TN-GA MSA",267,240,6,7,14,2
"Cheyenne","WY MSA",40,40,0,0,0,0
"Chicago-Gary-Kenosha","Chicago-Gary-Kenosha IL-IN-WI CMSA",5310,3639,86,137,1448,93
"Chico-Paradise","CA MSA",126,126,0,0,0,0
"Cincinnati-Hamilton","Cincinnati-Hamilton OH-KY-IN CMSA",1155,959,4,6,186,18
"Clarksville-Hopkinsville","TN-KY MSA",157,141,0,0,16,2
"Cleveland-Akron","Cleveland-Akron OH CMSA",988,935,10,33,10,2
"Colorado Springs","CO MSA",486,486,0,0,0,0
"Columbia","MO MSA",533,109,16,0,408,35
"Columbia","SC MSA",467,459,8,0,0,0
"Columbus","GA-AL MSA",123,119,0,4,0,0
"Columbus","OH MSA",1649,1049,10,46,544,42
"Corpus Christi","TX MSA",123,102,2,6,13,1
"Corvallis","OR MSA",34,32,2,0,0,0
"Cumberland","MD-WV MSA",20,20,0,0,0,0
"Dallas-Fort Worth","Worth TX CMSA",5576,3751,24,15,1786,64
"Danville","VA MSA",27,27,0,0,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",63,61,2,0,0,0
"Dayton-Springfield","OH MSA",256,228,12,0,16,1
"Daytona Beach","FL MSA",995,861,16,52,66,4
"Decatur","Al MSA",66,66,0,0,0,0
"Decatur","IL MSA",10,10,0,0,0,0
"Denver-Boulder-Greeley","Denver-Boulder-Greeley CO CMSA",2101,1615,2,4,480,35
"Des Moines","IA MSA",511,435,0,0,76,5
"Detroit-Ann Arbor-Flint","Arbor-Flint MI CMSA",2571,2254,34,40,243,25
"Dothan","AL MSA",48,48,0,0,0,0
"Dover","DE MSA",127,127,0,0,0,0
"Dubuque","IA MSA",44,34,4,0,6,1
"Duluth-Superior","MN-WI MSA",119,111,8,0,0,0
"Eau Claire","WI MSA",87,73,2,12,0,0
"El Paso","TX MSA",369,350,4,10,5,1
"Elkhart-Goshen","IN MSA",150,95,0,0,55,1
"Elmira","NY MSA",3,3,0,0,0,0
"Enid","OK MSA",2,2,0,0,0,0
"Erie","PA MSA",45,45,0,0,0,0
"Eugene-Springfield","OR MSA",108,102,6,0,0,0
"Evansville-Henderson","IN-KY MSA",120,114,6,0,0,0
"Fargo-Moorhead","ND-MN MSA",226,130,0,0,96,6
"Fayetteville","NC MSA",174,150,0,0,24,3
"Fayetteville-Springdale-Rogers","AR MSA",464,326,16,20,102,11
"Flagstaff","AZ MSA",104,70,6,28,0,0
"Florence","AL MSA",14,6,0,0,8,1
"Florence","SC MSA",49,47,2,0,0,0
"Fort Collins-Loveland","CO MSA",307,263,6,9,29,4
"Fort Myers-Cape Coral","FL MSA",1208,788,56,156,208,11
"Fort Pierce-Port St. Lucie","FL MSA",1059,840,4,8,207,16
"Fort Smith","AR-OK MSA",35,35,0,0,0,0
"Fort Walton Beach","FL MSA",158,129,0,0,29,2
"Fort Wayne","IN MSA",411,275,10,0,126,9
"Fresno","CA MSA",578,476,8,42,52,7
"Gadsden","AL MSA",7,7,0,0,0,0
"Gainesville","FL MSA",167,110,0,0,57,7
"Glens Falls","NY MSA",60,54,0,0,6,1
"Goldsboro","NC MSA",47,44,0,3,0,0
"Grand Forks","ND-MN MSA",90,42,0,0,48,4
"Grand Junction","CO MSA",153,131,2,20,0,0
"Grand Rapids-Muskegon-Holland","MI MSA",625,588,16,0,21,4
"Great Falls","MT MSA",12,12,0,0,0,0
"Green Bay","WI MSA",217,98,2,3,114,8
"Greensboro--Winston-Salem--High Point","NC MSA",810,760,14,0,36,3
"Greenville","NC MSA",122,118,4,0,0,0
"Greenville-Spartanburg-Anderson","SC MSA",810,661,28,4,117,10
"Harrisburg-Lebanon-Carlisle","PA MSA",249,197,2,0,50,1
"Hartford","CT MSA",604,320,4,0,280,15
"Hattiesburg","MS MSA",6,6,0,0,0,0
"Hickory-Morganton","NC MSA",148,144,4,0,0,0
"Honolulu","HI MSA",255,198,2,0,55,1
"Houma","LA MSA",69,69,0,0,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",5111,3619,6,0,1486,71
"Huntington-Ashland","WV-KY-OH MSA",8,4,4,0,0,0
"Huntsville","AL MSA",152,89,2,4,57,7
"Indianapolis","IN MSA",2031,1223,26,33,749,48
"Iowa City","IA MSA",79,79,0,0,0,0
"Jackson","MI MSA",21,21,0,0,0,0
"Jackson","MS MSA",282,225,0,0,57,5
"Jackson","TN MSA",66,64,2,0,0,0
"Jacksonville","FL MSA",1430,1098,4,96,232,17
"Jacksonville","NC MSA",83,83,0,0,0,0
"Jamestown","NY MSA",0,0,0,0,0,0
"Janesville-Beloit","WI MSA",50,16,8,19,7,1
"Johnson City-Kingsport-Bristol","TN-VA MSA",142,122,0,4,16,3
"Johnstown","PA MSA",0,0,0,0,0,0
"Jonesboro","AR MSA",38,34,0,4,0,0
"Joplin","MO MSA",21,21,0,0,0,0
"Kalamazoo-Battle Creek","MI MSA",403,132,4,4,263,27
"Kansas City","MO-KS MSA",1281,1163,16,84,18,3
"Killeen-Temple","TX MSA",398,166,4,40,188,11
"Knoxville","TN MSA",427,340,2,0,85,12
"Kokomo","IN MSA",45,38,2,0,5,1
"La Crosse","WI-MN MSA",43,33,6,4,0,0
"Lafayette","IN MSA",106,82,24,0,0,0
"Lafayette","LA MSA",167,141,26,0,0,0
"Lake Charles","LA MSA",102,90,12,0,0,0
"Lakeland-Winter Haven","FL MSA",544,516,12,0,16,1
"Lancaster","PA MSA",108,93,0,0,15,1
"Lansing-East Lansing","MI MSA",147,136,0,0,11,1
"Laredo","TX MSA",135,135,0,0,0,0
"Las Cruces","NM MSA",123,123,0,0,0,0
"Las Vegas","NV-AZ MSA",3762,3112,2,126,522,41
"Lawrence","KS MSA",61,35,26,0,0,0
"Lawton","OK MSA",14,14,0,0,0,0
"Lewiston-Auburn","ME MSA",37,34,0,3,0,0
"Lexington","KY MSA",369,333,4,0,32,2
"Lima","OH MSA",10,10,0,0,0,0
"Lincoln","NE MSA",216,214,2,0,0,0
"Little Rock-North Little Rock","AR MSA",290,269,2,0,19,3
"Longview-Marshall","TX MSA",11,11,0,0,0,0
"Los Angeles-Riverside-Orange County","County CA CMSA",5905,4850,102,28,925,86
"Louisville","KY-IN MSA",564,509,2,0,53,3
"Lubbock","TX MSA",230,136,94,0,0,0
"Lynchburg","VA MSA",217,203,0,0,14,1
"Macon","GA MSA",212,200,6,6,0,0
"Madison","WI MSA",357,243,12,11,91,8
"Mansfield","OH MSA",89,35,6,0,48,4
"McAllen-Edinburg-Mission","TX MSA",632,556,10,37,29,4
"Medford-Ashland","OR MSA",204,164,0,40,0,0
"Melbourne-Titusville-Palm Bay","FL MSA",609,507,2,0,100,5
"Memphis","TN-AR-MS MSA",707,689,0,8,10,2
"Merced","CA MSA",173,173,0,0,0,0
"Miami-Fort Lauderdale","Lauderdale FL CMSA",1872,835,42,21,974,52
"Milwaukee-Racine","Milwaukee-Racine WI CMSA",1048,453,54,6,535,12
"Minneapolis-St. Paul","MN-WI MSA",2392,1960,34,55,343,23
"Missoula","MT MSA",43,35,4,4,0,0
"Mobile","AL MSA",583,301,4,7,271,3
