"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",3827,3232,12,16,567,44
"Huntington-Ashland","WV-KY- OH MSA",2,2,0,0,0,0
"Huntsville","AL MSA",153,94,0,4,55,3
"Indianapolis","IN MSA",2069,1203,38,12,816,64
"Iowa City","IA MSA",73,53,0,0,20,2
"Jackson","MI MSA",32,7,0,17,8,1
"Jackson","MS MSA",206,202,0,4,0,0
"Jackson","TN MSA",53,53,0,0,0,0
"Jacksonville","FL MSA",1437,1066,0,23,348,15
"Jacksonville","NC MSA",85,81,0,4,0,0
"Jamestown","NY MSA",2,2,0,0,0,0
"Janesville-Beloit","WI MSA",35,27,2,0,6,1
"Johnson City-Kingsport- Bristol","TN-VA MSA",126,85,0,0,41,4
"Johnstown","PA MSA",9,3,0,0,6,1
"Jonesboro","AR MSA",54,42,8,4,0,0
"Joplin","MO MSA",17,17,0,0,0,0
"Kalamazoo-Battle Creek","MI MSA",119,104,0,4,11,2
"Kansas City","MO-KS MSA",1212,945,40,10,217,19
"Killeen-Temple","TX MSA",288,156,100,32,0,0
"Knoxville","TN MSA",349,278,4,7,60,8
"Kokomo","IN MSA",33,31,2,0,0,0
"La Crosse","WI-MN MSA",37,33,0,4,0,0
"Lafayette","LA MSA",113,99,2,12,0,0
"Lafayette","IN MSA",66,58,8,0,0,0
"Lake Charles","LA MSA",38,20,0,0,18,1
"Lakeland-Winter Haven","FL MSA",386,382,4,0,0,0
"Lancaster","PA MSA",99,99,0,0,0,0
"Lansing-East Lansing","MI MSA",143,133,0,0,10,1
"Laredo","TX MSA",166,140,0,0,26,2
"Las Cruces","NM MSA",165,81,0,0,84,4
"Las Vegas","NV-AZ MSA",2499,2021,10,27,441,43
"Lawrence","KS MSA",132,41,20,0,71,3
"Lawton","OK MSA",13,13,0,0,0,0
"Lewiston-Auburn","ME MSA",20,20,0,0,0,0
"Lexington","KY MSA",340,310,10,3,17,1
"Lima","OH MSA",9,9,0,0,0,0
"Lincoln","NE MSA",160,125,6,0,29,2
"Little Rock-North Little Rock","AR MSA",280,226,2,4,48,4
"Longview-Marshall","TX MSA",26,26,0,0,0,0
"Los Angeles-Riverside- Orange County","CA CMSA",6050,4607,44,46,1353,97
"Louisville","KY-IN MSA",598,564,16,0,18,2
"Lubbock","TX MSA",159,139,20,0,0,0
"Lynchburg","VA MSA",128,90,0,32,6,1
"Macon","GA MSA",279,205,0,28,46,7
"Madison","WI MSA",342,204,18,38,82,4
"Mansfield","OH MSA",46,33,4,3,6,1
"McAllen-Edinburg-Mission","TX MSA",590,530,14,27,19,2
"Medford-Ashland","OR MSA",162,139,2,16,5,1
"Melbourne-Titusville-Palm Bay","FL MSA",532,457,6,8,61,4
"Memphis","TN-AR-MS MSA",601,601,0,0,0,0
"Merced","CA MSA",135,135,0,0,0,0
"Miami-Fort Lauderdale","FL CMSA",2277,913,20,18,1326,37
"Milwaukee-Racine","WI CMSA",493,356,24,7,106,8
"Minneapolis-St. Paul","MN-WI MSA",2024,1471,48,93,412,19
"Missoula","MT MSA",35,33,2,0,0,0
"Mobile","AL MSA",342,316,2,0,24,2
"Modesto","CA MSA",422,405,0,12,5,1
"Monroe","LA MSA",31,31,0,0,0,0
"Montgomery","AL MSA",111,106,0,0,5,1
"Muncie","IN MSA",20,20,0,0,0,0
"Myrtle Beach","SC MSA",221,174,2,0,45,4
"Naples","FL MSA",840,352,28,120,340,30
"Nashville","TN MSA",981,944,6,12,19,3
"New London-Norwich","CT-RI MSA",123,112,2,3,6,1
"New Orleans","LA MSA",746,419,2,3,322,21
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",5869,2800,598,320,2151,84
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",722,657,2,0,63,5
"Ocala","FL MSA",468,458,2,8,0,0
"Odessa-Midland","TX MSA",10,10,0,0,0,0
"Oklahoma City","OK MSA",453,451,2,0,0,0
"Omaha","NE-IA MSA",478,408,6,0,64,3
"Orlando","FL MSA",2099,1533,10,0,556,30
"Owensboro","KY MSA",73,73,0,0,0,0
"Panama City","FL MSA",147,57,0,0,90,1
"Parkersburg-Marietta","WV-OH MSA",19,19,0,0,0,0
"Pensacola","FL MSA",220,220,0,0,0,0
"Peoria-Pekin","IL MSA",96,92,4,0,0,0
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",2051,1750,64,28,209,25
"Phoenix-Mesa","AZ MSA",4410,3575,22,27,786,70
"Pine Bluff","AR MSA",16,14,2,0,0,0
"Pittsburgh","PA MSA",692,479,20,37,156,9
"Pittsfield","MA MSA",1,1,0,0,0,0
"Pocatello","ID MSA",9,9,0,0,0,0
"Portland","ME MSA",294,137,0,16,141,5
"Portland-Salem","OR-WA CMSA",1433,1031,34,22,346,31
"Providence-Fall River- Warwick","RI-MA MSA",215,191,8,6,10,2
"Provo-Orem","UT MSA",371,232,6,11,122,11
"Pueblo","CO MSA",105,97,8,0,0,0
"Punta Gorda","FL MSA",139,116,4,8,11,1
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1698,1152,16,3,527,28
"Rapid City","SD MSA",50,45,0,0,5,1
"Reading","PA MSA",109,69,14,8,18,1
"Redding","CA MSA",107,107,0,0,0,0
"Reno","NV MSA",754,453,0,7,294,36
"Richland-Kennewick-Pasco","WA MSA",140,135,0,0,5,1
"Richmond-Petersburg","VA MSA",789,645,0,35,109,17
"Roanoke","VA MSA",82,82,0,0,0,0
"Rochester","MN MSA",89,89,0,0,0,0
"Rochester","NY MSA",173,140,2,4,27,3
"Rockford","IL MSA",218,144,20,48,6,1
"Rocky Mount","NC MSA",47,47,0,0,0,0
"Sacramento-Yolo","CA CMSA",1777,1496,8,9,264,19
"Saginaw-Bay City-Midland","MI MSA",52,35,6,6,5,1
"St. Cloud","MN MSA",91,88,0,3,0,0
"St. Joseph","MO MSA",19,9,10,0,0,0
"St. Louis","MO-IL MSA",1411,1176,74,45,116,9
"Salinas","CA MSA",124,115,0,0,9,1
"Salt Lake City-Ogden","UT MSA",862,703,24,32,103,10
"San Angelo","TX MSA",15,15,0,0,0,0
"San Antonio","TX MSA",1446,838,2,0,606,57
"San Diego","CA MSA",860,796,18,8,38,5
"San Francisco-Oakland-San Jose","CA CMSA",1576,1159,24,20,373,27
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",172,160,0,7,5,1
"Santa Barbara-Santa Maria- Lompoc","CA MSA",84,74,2,3,5,1
"Santa Fe","NM MSA",74,69,0,0,5,1
"Sarasota-Bradenton","FL MSA",1032,543,0,0,489,27
"Savannah","GA MSA",212,147,4,4,57,3
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",78,60,0,18,0,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",2035,1641,52,59,283,19
"Sharon","PA MSA",9,9,0,0,0,0
"Sheboygan","WI MSA",6,6,0,0,0,0
"Sherman-Denison","TX MSA",20,12,8,0,0,0
"Shreveport-Bossier City","LA MSA",119,119,0,0,0,0
"Sioux City","IA-NE MSA",20,13,2,0,5,1
"Sioux Falls","SD MSA",154,118,0,4,32,1
"South Bend","IN MSA",71,71,0,0,0,0
"Spokane","WA MSA",212,140,0,0,72,10
"Springfield","IL MSA",58,54,4,0,0,0
"Springfield","MO MSA",291,218,6,6,61,10
"Springfield","MA MSA",72,68,4,0,0,0
"State College","PA MSA",36,21,0,0,15,1
"Steubenville-Weirton","OH-WV MSA",6,4,2,0,0,0
"Stockton-Lodi","CA MSA",669,589,0,0,80,8
"Sumter","SC MSA",30,28,2,0,0,0
"Syracuse","NY MSA",118,70,0,0,48,3
"Tallahassee","FL MSA",146,146,0,0,0,0
"Tampa-St. Petersburg- Clearwater","FL MSA",2423,1718,42,4,659,46
"Terre Haute","IN MSA",14,14,0,0,0,0
"Texarkana  TX-Texarkana "," AR MSA",12,12,0,0,0,0
"Toledo","OH MSA",136,114,18,4,0,0
"Topeka","KS MSA",71,63,0,8,0,0
"Tucson","AZ MSA",381,359,10,0,12,2
"Tulsa","OK MSA",359,342,0,0,17,1
"Tuscaloosa","AL MSA",50,50,0,0,0,0
"Tyler","TX MSA",37,30,0,0,7,1
"Utica-Rome","NY MSA",8,8,0,0,0,0
"Victoria","TX MSA",15,15,0,0,0,0
"Visalia-Tulare-Porterville","CA MSA",127,127,0,0,0,0
"Waco","TX MSA",51,49,2,0,0,0
"Washington-Baltimore","DC-MD- VA-WV CMSA",4956,3584,10,0,1362,26
"Waterloo-Cedar Falls","IA MSA",18,8,10,0,0,0
"Wausau","WI MSA",77,63,14,0,0,0
"West Palm Beach-Boca Raton","Raton FL MSA",1360,918,4,56,382,21
"Wheeling","WV-OH MSA",2,2,0,0,0,0
"Wichita","KS MSA",165,161,4,0,0,0
"Wichita Falls","TX MSA",18,18,0,0,0,0
"Wilmington","NC MSA",331,285,0,4,42,3
"Yakima","WA MSA",28,22,6,0,0,0
"York","PA MSA",119,109,10,0,0,0
"Youngstown-Warren","OH MSA",128,106,10,0,12,1
"Yuba City","CA MSA",104,102,2,0,0,0
"Yuma","AZ MSA",137,137,0,0,0,0
