"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",14,14,0,0,0,0
"Albany","GA MSA",40,40,0,0,0,0
"Albany-Schenectady-Troy","NY MSA",226,189,0,0,37,5
"Albuquerque","NM MSA",626,623,0,3,0,0
"Alexandria","LA MSA",38,38,0,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",287,247,0,6,34,1
"Altoona","PA MSA",5,5,0,0,0,0
"Amarillo","TX MSA",78,78,0,0,0,0
"Anchorage","AK MSA",171,89,24,34,24,3
"Anniston","AL MSA",20,20,0,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",288,142,10,4,132,11
"Asheville","NC MSA",155,147,4,4,0,0
"Athens","GA MSA",719,103,0,0,616,31
"Atlanta","GA MSA",5895,4479,34,13,1369,58
"Auburn-Opelika","AL MSA",214,26,4,0,184,17
"Augusta-Aiken","GA-SC MSA",284,224,0,8,52,1
"Austin-San Marcos","TX MSA",815,677,8,3,127,16
"Bakersfield","CA MSA",340,340,0,0,0,0
"Bangor","ME MSA",37,27,2,8,0,0
"Barnstable-Yarmouth","MA MSA",95,90,0,0,5,1
"Baton Rouge","LA MSA",117,117,0,0,0,0
"Beaumont-Port Arthur","TX MSA",46,46,0,0,0,0
"Bellingham","WA MSA",178,112,8,0,58,3
"Benton Harbor","MI MSA",11,11,0,0,0,0
"Billings","MT MSA",47,39,0,0,8,1
"Biloxi-Gulfport-Pascagoula","MS MSA",171,171,0,0,0,0
"Binghamton","NY MSA",10,10,0,0,0,0
"Birmingham","AL MSA",493,405,2,22,64,5
"Bismarck","ND MSA",105,71,2,8,24,2
"Bloomington","IN MSA",67,67,0,0,0,0
"Bloomington-Normal","IL MSA",119,86,0,3,30,3
"Boise City","ID MSA",496,485,2,4,5,1
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1837,1159,44,34,600,31
"Brownsville-Harlingen-San Benito","TX MSA",252,225,8,3,16,2
"Bryan-College Station","TX MSA",59,49,2,0,8,1
"Buffalo-Niagara Falls","NY MSA",252,158,0,8,86,3
"Burlington","VT MSA",58,48,2,0,8,1
"Canton-Massillon","OH MSA",88,82,6,0,0,0
"Casper","WY MSA",16,11,0,0,5,1
"Cedar Rapids","IA MSA",161,77,2,16,66,2
"Champaign-Urbana","IL MSA",64,64,0,0,0,0
"Charleston-North Charleston","SC MSA",448,396,2,20,30,3
"Charleston","WV MSA",18,18,0,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1672,1411,26,44,191,22
"Charlottesville","VA MSA",325,100,4,8,213,11
"Chattanooga","TN-GA MSA",221,196,14,4,7,1
"Cheyenne","WY MSA",23,23,0,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",4671,2803,82,155,1631,77
"Chico-Paradise","CA MSA",130,128,2,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",1062,868,4,40,150,18
"Clarksville-Hopkinsville","TN-KY MSA",140,90,22,12,16,2
"Cleveland-Akron","OH CMSA",1046,813,16,62,155,20
"Colorado Springs","CO MSA",554,525,4,0,25,2
"Columbia","MO MSA",96,84,4,0,8,1
"Columbia","SC MSA",357,350,0,0,7,1
"Columbus","GA-AL MSA",93,85,4,4,0,0
"Columbus","OH MSA",1474,1000,16,46,412,34
"Corpus Christi","TX MSA",92,81,2,9,0,0
"Corvallis","Corvallis OR MSA",61,30,4,3,24,3
"Cumberland","MD-WV MSA",14,14,0,0,0,0
"Dallas-Fort Worth","TX CMSA",4140,3477,26,8,629,41
"Danville","VA MSA",43,40,0,3,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",50,40,0,0,10,1
"Dayton-Springfield","OH MSA",255,218,0,9,28,1
"Daytona Beach","FL MSA",729,430,30,4,265,13
"Decatur","Al MSA",36,36,0,0,0,0
"Decatur","IL MSA",22,22,0,0,0,0
"Denver-Boulder-Greeley","CO CMSA",1727,1566,6,19,136,14
"Des Moines","IA MSA",348,231,8,29,80,10
"Detroit-Ann Arbor-Flint","MI CMSA",2262,1964,12,56,230,23
"Dothan","AL MSA",27,27,0,0,0,0
"Dover","DE MSA",123,123,0,0,0,0
"Dubuque","IA MSA",25,20,2,3,0,0
"Duluth-Superior","MN-WI MSA",47,45,2,0,0,0
"Eau Claire","WI MSA",150,75,6,9,60,4
"El Paso","TX MSA",309,298,2,4,5,1
"Elkhart-Goshen","IN MSA",99,88,2,0,9,1
"Elmira","NY MSA",10,7,0,3,0,0
"Enid","OK MSA",14,11,0,3,0,0
"Erie","PA MSA",42,32,2,8,0,0
"Eugene-Springfield","OR MSA",139,134,2,3,0,0
"Evansville-Henderson","IN-KY MSA",123,109,2,4,8,1
"Fargo-Moorhead","ND-MN MSA",220,103,30,4,83,6
"Fayetteville","NC MSA",244,154,0,0,90,10
"Fayetteville-Springdale- Rogers","AR MSA",138,122,4,7,5,1
"Flagstaff","AZ-UT MSA",59,57,2,0,0,0
"Florence","AL MSA",8,6,2,0,0,0
"Florence","SC MSA",5,5,0,0,0,0
"Fort Collins-Loveland","CO MSA",317,275,2,25,15,2
"Fort Myers-Cape Coral","FL MSA",952,618,92,24,218,14
"Fort Pierce-Port St. Lucie","FL MSA",483,340,2,0,141,7
"Fort Smith","AR-OK MSA",45,38,4,3,0,0
"Fort Walton Beach","FL MSA",140,101,0,0,39,2
"Fort Wayne","IN MSA",259,207,2,0,50,2
"Fresno","CA MSA",511,479,8,24,0,0
"Gadsden","AL MSA",15,15,0,0,0,0
"Gainesville","FL MSA",287,98,4,4,181,14
"Glens Falls","NY MSA",47,44,0,3,0,0
"Goldsboro","NC MSA",32,32,0,0,0,0
"Grand Forks","ND-MN MSA",93,11,0,0,82,1
"Grand Junction","CO MSA",114,114,0,0,0,0
"Grand Rapids-Muskegon- Holland","MI MSA",635,574,12,14,35,7
"Great Falls","MT MSA",11,11,0,0,0,0
"Green Bay","WI MSA",232,83,8,0,141,10
"Greensboro--Winston-Salem-- High Point","NC MSA",718,655,4,11,48,2
"Greenville","NC MSA",194,60,6,0,128,9
"Greenville-Spartanburg- Anderson","SC MSA",571,492,8,7,64,5
"Harrisburg-Lebanon- Carlisle","PA MSA",143,143,0,0,0,0
"Hartford","CT MSA",394,317,8,0,69,7
"Hattiesburg","MS MSA",19,9,0,0,10,2
"Hickory-Morganton-Lenoir","NC MSA",163,150,0,0,13,2
"Honolulu","HI MSA",100,96,4,0,0,0
"Houma","LA MSA",68,66,2,0,0,0
