"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX",21,21,0,0,0,0
"Akron","OH",134,116,4,0,14,1
"Albany","GA",72,48,2,0,22,3
"Albany-Schenectady-Troy","NY",76,66,0,0,10,1
"Albuquerque","NM",543,527,0,3,13,1
"Alexandria","LA",34,34,0,0,0,0
"Allentown-Bethlehem-Easton","PA-NJ",271,256,0,0,15,2
"Altoona","PA",1,1,0,0,0,0
"Amarillo","TX",63,63,0,0,0,0
"Ames","IA",167,19,0,0,148,6
"Anchorage","AK",65,33,28,4,0,0
"Anderson","IN",17,17,0,0,0,0
"Anderson","SC",114,110,4,0,0,0
"Ann Arbor","MI",86,74,0,0,12,1
"Anniston-Oxford","AL",7,7,0,0,0,0
"Appleton","WI",73,67,6,0,0,0
"Asheville","NC",284,239,8,3,34,4
"Athens-Clarke County","GA",147,101,0,0,46,1
"Atlanta-Sandy Springs-Marietta","GA",5382,4138,10,21,1213,31
"Atlantic City","NJ",129,129,0,0,0,0
"Auburn-Opelika","AL",175,106,0,0,69,6
"Augusta-Richmond County","GA-SC",254,254,0,0,0,0
"Austin-Round Rock","TX",1329,1240,56,4,29,1
"Bakersfield","CA",653,454,16,3,180,26
"Baltimore-Towson","MD",814,561,12,15,226,8
"Bangor","ME",51,51,0,0,0,0
"Barnstable Town","MA",69,65,0,4,0,0
"Baton Rouge","LA",343,341,2,0,0,0
"Battle Creek","MI",95,19,0,0,76,4
"Bay City","MI",7,7,0,0,0,0
"Beaumont-Port Arthur","TX",21,21,0,0,0,0
"Bellingham","WA",106,98,0,8,0,0
"Bend","OR",335,281,26,28,0,0
"Billings","MT",33,33,0,0,0,0
"Binghamton","NY",0,0,0,0,0,0
"Birmingham-Hoover","AL",532,532,0,0,0,0
"Bismarck","ND",23,23,0,0,0,0
"Bloomington","IN",60,37,10,0,13,2
"Bloomington-Normal","IL",74,42,0,0,32,2
"Boise City-Nampa","ID",782,714,12,56,0,0
"Boston-Cambridge-Quincy","MA-NH",818,421,38,16,343,17
"Boulder","CO",77,72,0,0,5,1
"Bowling Green","KY",61,61,0,0,0,0
"Bremerton-Silverdale","WA",88,86,2,0,0,0
"Bridgeport-Stamford-Norwalk","CT",99,89,4,0,6,1
"Brownsville-Harlingen","TX",278,252,12,4,10,1
"Brunswick","GA",63,63,0,0,0,0
"Buffalo-Niagara Falls","NY",110,58,2,0,50,1
"Burlington","NC",75,75,0,0,0,0
"Burlington-South Burlington","VT",25,19,6,0,0,0
"Canton-Massillon","OH",71,68,0,3,0,0
"Cape Coral-Fort Myers","FL",2487,1739,16,44,688,63
"Carson City","NV",10,10,0,0,0,0
"Casper","WY",13,13,0,0,0,0
"Cedar Rapids","IA",83,39,2,18,24,4
"Champaign-Urbana","IL",79,49,0,0,30,1
"Charleston","WV",20,20,0,0,0,0
"Charleston-North Charleston","SC",665,521,10,21,113,8
"Charlotte-Gastonia-Concord","NC-SC",1448,1409,6,4,29,5
"Charlottesville","VA",122,87,2,3,30,2
"Chattanooga","TN-GA",243,232,4,0,7,1
"Cheyenne","WY",48,35,0,8,5,1
"Chicago-Naperville-Joliet","IL-IN-WI",2990,2036,34,200,720,32
"Chico","CA",76,76,0,0,0,0
"Cincinnati-Middletown","OH-KY-IN",854,734,8,13,99,12
"Clarksville","TN-KY",138,132,0,6,0,0
"Cleveland","TN",42,42,0,0,0,0
"Cleveland-Elyria-Mentor","OH",391,366,4,16,5,1
"Coeur d""Alene","ID",267,161,2,3,101,7
"College Station-Bryan","TX",114,69,6,0,39,4
"Colorado Springs","CO",617,553,0,0,64,4
"Columbia","MO",116,80,12,0,24,2
"Columbia","SC",608,541,0,3,64,4
"Columbus","GA-AL",145,145,0,0,0,0
"Columbus","IN",17,17,0,0,0,0
"Columbus","OH",600,539,4,13,44,5
"Corpus Christi","TX",154,127,2,0,25,3
"Corvallis","OR",105,18,0,0,87,1
"Cumberland","MD-WV",9,9,0,0,0,0
"Dallas-Fort Worth-Arlington","TX",4647,3525,24,11,1087,39
"Dalton","GA",70,50,0,4,16,3
"Danville","IL",0,0,0,0,0,0
"Danville","VA",24,19,0,0,5,1
"Davenport-Moline-Rock Island","IA-IL",37,37,0,0,0,0
"Dayton","OH",223,209,2,12,0,0
"Decatur","AL",32,32,0,0,0,0
"Decatur","IL",3,3,0,0,0,0
"Deltona-Daytona Beach-Ormond Beach","FL",447,388,2,0,57,5
"Denver-Aurora","CO",1287,1173,6,0,108,11
"Des Moines","IA",265,263,2,0,0,0
"Detroit-Warren-Livonia","MI",1469,1317,8,11,133,15
"Dothan","AL",45,45,0,0,0,0
"Dover","DE",139,135,0,4,0,0
"Dubuque","IA",17,15,2,0,0,0
"Duluth","MN-WI",27,27,0,0,0,0
"Durham","NC",364,309,4,3,48,6
"Eau Claire","WI",29,24,0,0,5,1
"El Centro","CA",61,50,0,3,8,1
"El Paso","TX",558,340,0,3,215,43
"Elizabethtown","KY",94,94,0,0,0,0
"Elkhart-Goshen","IN",54,54,0,0,0,0
"Elmira","NY",0,0,0,0,0,0
"Erie","PA",15,9,0,0,6,1
"Eugene-Springfield","OR",173,95,10,63,5,1
"Evansville","IN-KY",112,107,0,0,5,1
"Fairbanks","AK",1,1,0,0,0,0
"Fargo","ND-MN",267,15,0,0,252,6
"Farmington","NM",22,22,0,0,0,0
"Fayetteville","NC",298,242,0,0,56,7
"Fayetteville-Springdale-Rogers","AR-MO",763,274,18,12,459,28
"Flagstaff","AZ",47,47,0,0,0,0
"Flint","MI",185,185,0,0,0,0
"Florence","SC",20,20,0,0,0,0
"Florence-Muscle Shoals","AL",49,20,8,0,21,3
"Fond du Lac","WI",7,5,2,0,0,0
"Fort Collins-Loveland","CO",202,184,4,0,14,2
"Fort Smith","AR-OK",79,49,30,0,0,0
"Fort Walton Beach-Crestview-Destin","FL",103,100,0,3,0,0
"Fort Wayne","IN",164,128,0,0,36,1
"Fresno","CA",446,256,6,3,181,23
"Gadsden","AL",16,16,0,0,0,0
"Gainesville","FL",182,98,0,44,40,2
"Gainesville","GA",116,112,4,0,0,0
"Glens Falls","NY",33,26,2,0,5,1
"Goldsboro","NC",36,36,0,0,0,0
"Grand Forks","ND-MN",0,0,0,0,0,0
"Grand Junction","CO",105,105,0,0,0,0
"Grand Rapids-Wyoming","MI",509,497,4,3,5,1
"Great Falls","MT",9,7,2,0,0,0
"Greeley","CO",284,281,0,3,0,0
"Green Bay","WI",128,95,8,0,25,2
"Greensboro-High Point","NC",476,444,4,0,28,4
"Greenville","NC",152,90,2,0,60,5
"Greenville","SC",394,385,4,0,5,1
"Gulfport-Biloxi","MS",150,148,2,0,0,0
"Hagerstown-Martinsburg","MD-WV",317,233,0,7,77,7
"Hanford-Corcoran","CA",34,34,0,0,0,0
"Harrisburg-Carlisle","PA",90,83,2,0,5,1
"Harrisonburg","VA",100,98,2,0,0,0
"Hartford-West Hartford-East Hartford","CT",194,155,2,0,37,4
"Hattiesburg","MS",9,9,0,0,0,0
"Hickory-Lenoir-Morganton","NC",109,109,0,0,0,0
"Hinesville-Fort Stewart","GA",15,13,2,0,0,0
"Holland-Grand Haven","MI",151,135,4,7,5,1
"Honolulu","HI",276,232,6,3,35,1
"Hot Springs","AR",12,12,0,0,0,0
