"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",14,14,0,0,0,0
"Albany","GA MSA",39,35,4,0,0,0
"Albany-Schenectady-Troy","NY MSA",198,178,2,0,18,3
"Albuquerque","NM MSA",466,454,0,12,0,0
"Alexandria","LA MSA",32,32,0,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",167,158,2,7,0,0
"Altoona","PA MSA",8,8,0,0,0,0
"Amarillo","TX MSA",56,47,0,0,9,1
"Anchorage","AK MSA",153,103,46,4,0,0
"Anniston","AL MSA",21,16,0,0,5,1
"Appleton-Oshkosh-Neenah","WI MSA",202,169,20,3,10,2
"Asheville","NC MSA",121,109,2,0,10,1
"Athens","GA MSA",122,106,16,0,0,0
"Atlanta","GA MSA",6137,4622,40,97,1378,70
"Auburn-Opelika","AL MSA",64,42,22,0,0,0
"Augusta-Aiken","GA-SC MSA",191,191,0,0,0,0
"Austin-San Marcos","TX MSA",1651,859,0,0,792,18
"Bakersfield","CA MSA",266,258,0,3,5,1
"Bangor","ME MSA",28,25,0,3,0,0
"Barnstable-Yarmouth","MA MSA",134,116,4,9,5,1
"Baton Rouge","LA MSA",116,108,0,0,8,1
"Beaumont-Port Arthur","TX MSA",64,56,0,8,0,0
"Bellingham","WA MSA",132,88,4,15,25,2
"Benton Harbor","MI MSA",4,4,0,0,0,0
"Billings","MT MSA",41,41,0,0,0,0
"Biloxi-Gulfport-Pascagoula","MS MSA",241,179,2,0,60,8
"Binghamton","NY MSA",17,17,0,0,0,0
"Birmingham","AL MSA",479,449,0,0,30,2
"Bismarck","ND MSA",70,40,10,20,0,0
"Bloomington","IN MSA",69,46,10,8,5,1
"Bloomington-Normal","IL MSA",87,36,0,20,31,3
"Boise City","ID MSA",504,482,4,18,0,0
"Boston-Worcester-Lawrence MA-NH-ME-CT CMSA","1506",1227,42,37,200,24,NA
"Brownsville-Harlingen-San Benito","TX MSA",167,156,4,7,0,0
"Bryan-College Station","TX MSA",126,91,10,0,25,1
"Buffalo-Niagara Falls","NY MSA",375,172,2,0,201,12
"Burlington","VT MSA",72,70,2,0,0,0
"Canton-Massillon","OH MSA",105,101,4,0,0,0
"Casper","WY MSA",7,7,0,0,0,0
"Cedar Rapids","IA MSA",83,64,6,8,5,1
"Champaign-Urbana","IL MSA",62,47,0,0,15,1
"Charleston-North Charleston","SC MSA",558,347,4,0,207,22
"Charleston","WV MSA",44,29,0,4,11,2
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1665,1283,22,18,342,33
"Charlottesville","VA MSA",113,113,0,0,0,0
"Chattanooga","TN-GA MSA",187,178,0,3,6,1
"Cheyenne","WY MSA",24,24,0,0,0,0
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",4600,3021,86,134,1359,64
"Chico-Paradise","CA MSA",83,83,0,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",1130,993,10,28,99,11
"Clarksville-Hopkinsville","TN-KY MSA",86,78,0,8,0,0
"Cleveland-Akron","OH CMSA",1131,924,10,18,179,12
"Colorado Springs","CO MSA",481,469,0,4,8,1
"Columbia","MO MSA",130,106,24,0,0,0
"Columbia","SC MSA",338,328,2,0,8,1
