"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",22,12,10,0,0,0
"Albany","GA MSA",41,41,0,0,0,0
"Albany-Schenectady-Troy","NY MSA",168,153,0,0,15,2
"Albuquerque","NM MSA",593,500,0,8,85,6
"Alexandria","LA MSA",22,22,0,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",144,138,2,4,0,0
"Altoona","PA MSA",1,1,0,0,0,0
"Amarillo","TX MSA",70,70,0,0,0,0
"Anchorage","AK MSA",179,61,6,0,112,4
"Anniston","AL MSA",29,29,0,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",202,97,2,13,90,3
"Asheville","NC MSA",167,83,0,20,64,8
"Athens","GA MSA",251,94,0,0,157,2
"Atlanta","GA MSA",5653,4866,8,16,763,23
"Auburn-Opelika","AL MSA",30,30,0,0,0,0
"Augusta-Aiken","GA-SC MSA",246,244,2,0,0,0
"Austin-San Marcos","TX MSA",646,642,4,0,0,0
"Bakersfield","CA MSA",427,395,12,20,0,0
"Bangor","ME MSA",15,10,0,0,5,1
"Barnstable-Yarmouth","MA MSA",35,35,0,0,0,0
"Baton Rouge","LA MSA",122,122,0,0,0,0
"Beaumont-Port Arthur","TX MSA",35,35,0,0,0,0
"Bellingham","WA MSA",136,101,8,4,23,3
"Benton Harbor","MI MSA",5,5,0,0,0,0
"Billings","MT MSA",79,26,2,0,51,1
"Biloxi-Gulfport-Pascagoula","MS MSA",269,166,4,3,96,5
"Binghamton","NY MSA",8,8,0,0,0,0
"Birmingham","AL MSA",674,469,0,0,205,7
"Bismarck","ND MSA",33,25,0,8,0,0
"Bloomington","IN MSA",79,41,16,3,19,1
"Bloomington-Normal","IL MSA",60,48,0,0,12,1
"Boise City","ID MSA",486,450,8,28,0,0
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1778,1011,72,48,647,27
"Brownsville-Harlingen-San Benito","TX MSA",234,196,14,4,20,2
"Bryan-College Station","TX MSA",315,119,10,0,186,8
