"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Abilene","TX MSA",14,14,0,0,0,0
"Albany","GA MSA",39,39,0,0,0,0
"Albany-Schenectady-Troy","NY MSA",210,174,2,0,34,3
"Albuquerque","NM MSA",404,404,0,0,0,0
"Alexandria","LA MSA",32,32,0,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",177,136,2,7,32,1
"Altoona","PA MSA",2,2,0,0,0,0
"Amarillo","TX MSA",45,45,0,0,0,0
"Anchorage","AK MSA",99,81,12,6,0,0
"Anniston","AL MSA",19,14,0,0,5,1
"Appleton-Oshkosh-Neenah","WI MSA",179,111,22,0,46,5
"Asheville","NC MSA",128,103,2,0,23,3
"Athens","GA MSA",96,57,4,0,35,2
"Atlanta","GA MSA",5453,3749,10,54,1640,80
"Auburn-Opelika","AL MSA",21,21,0,0,0,0
"Augusta-Aiken","GA-SC MSA",210,186,0,0,24,3
"Austin-San Marcos","TX MSA",1561,663,6,36,856,55
"Bakersfield","CA MSA",243,243,0,0,0,0
"Bangor","ME MSA",17,17,0,0,0,0
"Barnstable-Yarmouth","MA MSA",108,103,2,3,0,0
"Baton Rouge","LA MSA",97,89,8,0,0,0
"Beaumont-Port Arthur","TX MSA",35,35,0,0,0,0
"Bellingham","WA MSA",122,75,6,0,41,2
"Benton Harbor","MI MSA",4,4,0,0,0,0
"Billings","MT MSA",50,32,0,4,14,2
"Biloxi-Gulfport-Pascagoula","MS MSA",156,156,0,0,0,0
"Binghamton","NY MSA",8,8,0,0,0,0
"Birmingham","AL MSA",311,301,0,0,10,1
"Bismarck","ND MSA",60,44,4,4,8,1
"Bloomington","IN MSA",35,35,0,0,0,0
"Bloomington-Normal","IL MSA",65,33,0,0,32,3
"Boise City","ID MSA",431,381,2,8,40,4
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",1919,1166,30,28,695,28
"Brownsville-Harlingen-San Benito","TX MSA",160,137,4,11,8,1
"Bryan-College Station","TX MSA",386,50,0,0,336,14
"Buffalo-Niagara Falls","NY MSA",179,139,0,0,40,3
"Burlington","VT MSA",64,64,0,0,0,0
"Canton-Massillon","OH MSA",92,90,2,0,0,0
"Casper","WY MSA",8,8,0,0,0,0
"Cedar Rapids","IA MSA",151,59,6,12,74,7
"Champaign-Urbana","IL MSA",84,24,0,0,60,1
"Charleston-North Charleston","SC MSA",346,267,2,0,77,5
"Charleston","WV MSA",27,27,0,0,0,0
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1340,998,12,28,302,43
"Charlottesville","VA MSA",91,91,0,0,0,0
"Chattanooga","TN-GA MSA",200,171,0,0,29,5
"Cheyenne","WY MSA",23,18,0,0,5,1
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",3795,2719,36,164,876,48
"Chico-Paradise","CA MSA",60,60,0,0,0,0
"Cincinnati-Hamilton","OH-KY- IN CMSA",1192,728,14,47,403,43
"Clarksville-Hopkinsville","TN-KY MSA",107,95,0,12,0,0
"Cleveland-Akron","OH CMSA",921,823,8,37,53,6
"Colorado Springs","CO MSA",543,329,2,4,208,13
"Columbia","MO MSA",76,64,4,8,0,0
"Columbia","SC MSA",306,304,2,0,0,0
"Columbus","GA-AL MSA",166,58,0,0,108,12
"Columbus","OH MSA",1386,851,32,38,465,43
"Corpus Christi","TX MSA",66,62,0,4,0,0
