"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Buffalo-Niagara Falls","NY MSA",154,112,2,0,40,1
"Burlington","VT MSA",61,30,8,3,20,3
"Canton-Massillon","OH MSA",89,89,0,0,0,0
"Casper","WY MSA",8,8,0,0,0,0
"Cedar Rapids","IA MSA",118,58,6,0,54,4
"Champaign-Urbana","IL MSA",46,46,0,0,0,0
"Charleston","WV MSA",16,16,0,0,0,0
"Charleston-North Charleston","SC MSA",413,357,0,0,56,4
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",1168,1027,16,15,110,11
"Charlottesville","VA MSA",77,73,4,0,0,0
"Chattanooga","TN-GA MSA",200,172,6,7,15,3
"Cheyenne","WY MSA",35,30,0,0,5,1
"Chicago-Gary-Kenosha","Chicago-Gary-Kenosha IL-IN-WI CMSA",4278,2482,76,171,1549,53
"Chico-Paradise","CA MSA",133,101,0,0,32,4
"Cincinnati-Hamilton","Cincinnati-Hamilton OH-KY-IN CMSA",964,836,10,29,89,8
"Clarksville-Hopkinsville","TN-KY MSA",132,92,2,14,24,3
"Cleveland-Akron","Cleveland-Akron OH CMSA",728,657,12,17,42,6
"Colorado Springs","CO MSA",321,305,0,0,16,2
"Columbia","MO MSA",118,102,0,0,16,2
"Columbia","SC MSA",318,303,2,0,13,1
"Columbus","GA-AL MSA",102,100,2,0,0,0
"Columbus","OH MSA",1053,875,14,133,31,4
"Corpus Christi","TX MSA",85,71,0,7,7,1
"Corvallis","OR MSA",15,13,2,0,0,0
"Cumberland","MD-WV MSA",15,15,0,0,0,0
"Dallas-Fort Worth","Worth TX CMSA",3054,2452,18,4,580,26
"Danville","VA MSA",16,14,2,0,0,0
"Davenport-Moline-Rock Island","IA-IL MSA",39,35,4,0,0,0
"Dayton-Springfield","OH MSA",232,161,14,23,34,2
"Daytona Beach","FL MSA",650,576,18,8,48,4
"Decatur","Al MSA",20,20,0,0,0,0
"Decatur","IL MSA",16,4,0,0,12,1
"Denver-Boulder-Greeley","Denver-Boulder-Greeley CO CMSA",1581,1157,26,4,394,17
"Des Moines","IA MSA",591,411,8,8,164,10
"Detroit-Ann Arbor-Flint","Arbor-Flint MI CMSA",1847,1528,16,71,232,26
"Dothan","AL MSA",27,27,0,0,0,0
"Dover","DE MSA",150,150,0,0,0,0
"Dubuque","IA MSA",25,13,4,3,5,1
"Duluth-Superior","MN-WI MSA",51,51,0,0,0,0
"Eau Claire","WI MSA",87,51,6,0,30,4
"El Paso","TX MSA",248,238,2,8,0,0
"Elkhart-Goshen","IN MSA",69,64,0,0,5,1
"Elmira","NY MSA",8,3,0,0,5,1
"Enid","OK MSA",8,6,2,0,0,0
"Erie","PA MSA",18,18,0,0,0,0
"Eugene-Springfield","OR MSA",75,69,6,0,0,0
"Evansville-Henderson","IN-KY MSA",115,95,0,4,16,2
"Fargo-Moorhead","ND-MN MSA",55,55,0,0,0,0
"Fayetteville","NC MSA",189,113,0,0,76,5
"Fayetteville-Springdale-Rogers","AR MSA",202,168,4,9,21,2
"Flagstaff","AZ MSA",76,76,0,0,0,0
"Florence","AL MSA",6,6,0,0,0,0
"Florence","SC MSA",33,33,0,0,0,0
"Fort Collins-Loveland","CO MSA",240,202,4,4,30,3
"Fort Myers-Cape Coral","FL MSA",1330,790,76,37,427,12
"Fort Pierce-Port St. Lucie","FL MSA",456,353,0,3,100,10
"Fort Smith","AR-OK MSA",33,29,4,0,0,0
"Fort Walton Beach","FL MSA",125,112,0,0,13,1
"Fort Wayne","IN MSA",309,227,8,0,74,6
"Fresno","CA MSA",437,387,14,16,20,3
"Gadsden","AL MSA",8,8,0,0,0,0
"Gainesville","FL MSA",86,86,0,0,0,0
"Glens Falls","NY MSA",71,36,4,0,31,4
"Goldsboro","NC MSA",84,28,0,8,48,6
"Grand Forks","ND-MN MSA",51,15,0,0,36,1
"Grand Junction","CO MSA",107,97,2,3,5,1
"Grand Rapids-Muskegon-Holland","MI MSA",558,424,20,7,107,9
"Great Falls","MT MSA",8,8,0,0,0,0
"Green Bay","WI MSA",123,67,8,3,45,3
"Greensboro--Winston-Salem--High Point","NC MSA",850,580,16,0,254,22
"Greenville","NC MSA",228,58,2,0,168,18
"Greenville-Spartanburg-Anderson","SC MSA",419,402,8,4,5,1
"Harrisburg-Lebanon-Carlisle","PA MSA",158,152,6,0,0,0
"Hartford","CT MSA",308,249,8,3,48,7
"Hattiesburg","MS MSA",16,16,0,0,0,0
"Hickory-Morganton","NC MSA",109,109,0,0,0,0
"Honolulu","HI MSA",199,161,8,0,30,5
"Houma","LA MSA",75,75,0,0,0,0
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",3709,2456,0,12,1241,53
"Huntington-Ashland","WV-KY-OH MSA",5,3,2,0,0,0
"Huntsville","AL MSA",101,79,0,0,22,2
"Indianapolis","IN MSA",1088,837,38,8,205,18
"Iowa City","IA MSA",79,40,0,3,36,1
"Jackson","MI MSA",9,9,0,0,0,0
"Jackson","MS MSA",282,248,0,0,34,3
"Jackson","TN MSA",44,37,2,0,5,1
"Jacksonville","FL MSA",1041,807,0,0,234,11
"Jacksonville","NC MSA",69,69,0,0,0,0
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",38,24,2,4,8,1
"Johnson City-Kingsport-Bristol","TN-VA MSA",97,77,0,0,20,4
"Johnstown","PA MSA",4,4,0,0,0,0
"Jonesboro","AR MSA",34,30,0,4,0,0
"Joplin","MO MSA",9,9,0,0,0,0
"Kalamazoo-Battle Creek","MI MSA",122,88,0,4,30,1
"Kansas City","MO-KS MSA",1028,807,42,53,126,4
"Killeen-Temple","TX MSA",137,129,8,0,0,0
"Knoxville","TN MSA",304,285,10,4,5,1
"Kokomo","IN MSA",27,27,0,0,0,0
"La Crosse","WI-MN MSA",59,30,8,3,18,2
"Lafayette","IN MSA",106,96,10,0,0,0
"Lafayette","LA MSA",113,92,0,0,21,1
"Lake Charles","LA MSA",72,70,2,0,0,0
"Lakeland-Winter Haven","FL MSA",453,451,2,0,0,0
"Lancaster","PA MSA",71,71,0,0,0,0
"Lansing-East Lansing","MI MSA",104,94,0,0,10,2
"Laredo","TX MSA",123,104,0,4,15,1
"Las Cruces","NM MSA",98,98,0,0,0,0
"Las Vegas","NV-AZ MSA",2344,1809,8,41,486,19
"Lawrence","KS MSA",372,60,180,24,108,9
"Lawton","OK MSA",9,9,0,0,0,0
"Lewiston-Auburn","ME MSA",21,21,0,0,0,0
"Lexington","KY MSA",237,219,18,0,0,0
"Lima","OH MSA",5,5,0,0,0,0
"Lincoln","NE MSA",143,114,8,0,21,2
"Little Rock-North Little Rock","AR MSA",174,169,0,0,5,1
"Longview-Marshall","TX MSA",14,14,0,0,0,0
"Los Angeles-Riverside-Orange County","County CA CMSA",5231,3318,56,55,1802,70
"Louisville","KY-IN MSA",500,439,4,0,57,5
"Lubbock","TX MSA",105,87,10,8,0,0
"Lynchburg","VA MSA",105,105,0,0,0,0
"Macon","GA MSA",168,156,0,12,0,0
"Madison","WI MSA",532,203,14,18,297,11
"Mansfield","OH MSA",32,24,8,0,0,0
"McAllen-Edinburg-Mission","TX MSA",486,412,8,45,21,4
"Medford-Ashland","OR MSA",186,120,2,0,64,8
"Melbourne-Titusville-Palm Bay","FL MSA",512,435,0,4,73,5
"Memphis","TN-AR-MS MSA",549,504,0,0,45,4
"Merced","CA MSA",245,241,0,4,0,0
"Miami-Fort Lauderdale","Lauderdale FL CMSA",1175,780,20,7,368,23
"Milwaukee-Racine","Milwaukee-Racine WI CMSA",503,349,22,8,124,3
"Minneapolis-St. Paul","MN-WI MSA",2158,1583,26,69,480,17
"Missoula","MT MSA",23,21,2,0,0,0
"Mobile","AL MSA",504,297,0,3,204,3
"Modesto","CA MSA",298,290,8,0,0,0
"Monroe","LA MSA",18,18,0,0,0,0
"Montgomery","AL MSA",116,116,0,0,0,0
"Muncie","IN MSA",96,16,0,8,72,2
"Myrtle Beach","SC MSA",430,207,2,7,214,11
"Naples","FL MSA",336,241,6,16,73,6
"Nashville","TN MSA",786,743,12,4,27,2
"New London-Norwich","CT-RI MSA",74,74,0,0,0,0
"New Orleans","LA MSA",447,365,4,16,62,3
"New York-Northern New Jersey-Long","Jersey-Long Island NY-NJ-CT-",4301,2111,744,383,1063,68
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",767,608,14,0,145,7
"Ocala","FL MSA",405,405,0,0,0,0
"Odessa-Midland","TX MSA",30,30,0,0,0,0
"Oklahoma City","OK MSA",472,450,14,3,5,1
"Omaha","NE-IA MSA",516,324,0,0,192,6
"Orlando","FL MSA",2059,1734,18,24,283,9
"Owensboro","KY MSA",33,33,0,0,0,0
"Panama City","FL MSA",127,127,0,0,0,0
"Parkersburg-Marietta","WV-OH MSA",14,10,0,4,0,0
"Pensacola","FL MSA",309,301,8,0,0,0
"Peoria-Pekin","IL MSA",76,57,16,3,0,0
"Philadelphia-Wilmington-Atlantic","Philadelphia-Wilmington-Atlantic City PA-NJ-DE-MD",2387,1460,50,18,859,29
"Phoenix-Mesa","AZ MSA",3779,2927,28,21,803,45
"Pine Bluff","AR MSA",7,7,0,0,0,0
"Pittsburgh","PA MSA",459,358,8,47,46,6
"Pittsfield","MA MSA",0,0,0,0,0,0
"Pocatello","ID MSA",14,14,0,0,0,0
"Portland","ME MSA",93,78,0,3,12,2
"Portland-Salem","Portland-Salem OR-WA CMSA",676,621,12,3,40,4
"Providence-Fall River-Warwick","RI-MA MSA",275,212,14,14,35,3
"Provo-Orem","UT MSA",179,163,2,8,6,1
"Pueblo","CO MSA",82,82,0,0,0,0
"Punta Gorda","FL MSA",172,152,4,4,12,1
"Raleigh-Durham-Chapel Hill","NC MSA",1113,985,74,0,54,4
"Rapid City","SD MSA",60,56,0,4,0,0
"Reading","PA MSA",145,65,0,0,80,4
"Redding","CA MSA",83,81,2,0,0,0
"Reno","NV MSA",421,373,0,0,48,6
"Richland-Kennewick-Pasco","WA MSA",135,127,0,3,5,1
"Richmond-Petersburg","VA MSA",622,452,6,64,100,3
"Roanoke","VA MSA",75,75,0,0,0,0
"Rochester","MN MSA",124,104,0,0,20,1
"Rochester","NY MSA",165,140,4,9,12,1
"Rockford","IL MSA",122,100,4,18,0,0
"Rocky Mount","NC MSA",55,40,6,4,5,1
"Sacramento-Yolo","Sacramento-Yolo CA CMSA",1621,1359,18,4,240,33
"Saginaw-Bay City-Midland","MI MSA",33,33,0,0,0,0
"Salinas","CA MSA",85,85,0,0,0,0
"Salt Lake City-Ogden","UT MSA",731,578,14,16,123,13
"San Angelo","TX MSA",20,20,0,0,0,0
"San Antonio","TX MSA",1030,642,6,23,359,28
"San Diego","CA MSA",1122,726,34,47,315,11
"San Francisco-Oakland-San Jose","Jose CA CMSA",1797,1080,26,31,660,29
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",117,117,0,0,0,0
"Santa Barbara-Santa Maria-Lompoc","CA MSA",85,54,2,4,25,3
"Santa Fe","NM MSA",44,44,0,0,0,0
"Sarasota-Bradenton","FL MSA",588,453,8,60,67,3
"Savannah","GA MSA",136,131,0,0,5,1
"Scranton--Wilkes-Barre--Hazleton","PA MSA",45,38,0,7,0,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",1397,1174,44,49,130,20
"Sharon","PA MSA",12,9,0,3,0,0
"Sheboygan","WI MSA",4,4,0,0,0,0
"Sherman-Denison","TX MSA",6,6,0,0,0,0
"Shreveport-Bossier City","LA MSA",222,102,0,0,120,6
"Sioux City","IA-NE MSA",14,12,2,0,0,0
"Sioux Falls","SD MSA",126,119,0,7,0,0
"South Bend","IN MSA",63,63,0,0,0,0
"Spokane","WA MSA",168,147,8,0,13,2
"Springfield","IL MSA",61,37,12,3,9,1
"Springfield","MA MSA",59,53,6,0,0,0
"Springfield","MO MSA",352,190,20,0,142,6
"St. Cloud","MN MSA",106,62,0,3,41,3
"St. Joseph","MO MSA",14,10,4,0,0,0
"St. Louis","MO-IL MSA",917,853,20,7,37,3
"State College","PA MSA",23,23,0,0,0,0
"Steubenville-Weirton","OH-WV MSA",5,5,0,0,0,0
"Stockton-Lodi","CA MSA",480,480,0,0,0,0
"Sumter","SC MSA",42,36,6,0,0,0
"Syracuse","NY MSA",65,53,6,0,6,1
"Tallahassee","FL MSA",103,94,0,0,9,1
"Tampa-St. Petersburg-Clearwater","FL MSA",1633,1279,226,17,111,11
"Terre Haute","IN MSA",13,13,0,0,0,0
"Texarkana TX-Texarkana","AR MSA",13,13,0,0,0,0
"Toledo","OH MSA",301,141,8,8,144,9
"Topeka","KS MSA",166,97,0,60,9,1
"Tucson","AZ MSA",646,584,12,3,47,2
"Tulsa","OK MSA",368,245,0,0,123,2
"Tuscaloosa","AL MSA",67,67,0,0,0,0
"Tyler","TX MSA",30,25,0,0,5,1
"Utica-Rome","NY MSA",5,5,0,0,0,0
"Victoria","TX MSA",8,8,0,0,0,0
"Visalia-Tulare-Porterville","CA MSA",160,126,6,28,0,0
"Waco","TX MSA",63,47,2,3,11,1
"Washington-Baltimore","Washington-Baltimore DC-MD-VA-WV CMSA",2957,2377,50,4,526,15
"Waterloo-Cedar Falls","IA MSA",21,21,0,0,0,0
"Wausau","WI MSA",54,48,6,0,0,0
"West Palm Beach-Boca Raton","FL MSA",747,557,6,20,164,11
"Wheeling","WV-OH MSA",1,1,0,0,0,0
"Wichita Falls","TX MSA",22,22,0,0,0,0
"Wichita","KS MSA",169,167,2,0,0,0
"Wilmington","NC MSA",260,260,0,0,0,0
"Yakima","WA MSA",24,22,2,0,0,0
"York","PA MSA",131,129,2,0,0,0
"Youngstown-Warren","OH MSA",34,26,8,0,0,0
"Yuba City","CA MSA",159,159,0,0,0,0
"Yuma","AZ MSA",148,148,0,0,0,0
