"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"McAllen-Edinburg-Mission","TX MSA",535,421,8,92,14,2
"Medford-Ashland","OR MSA",131,113,4,8,6,1
"Melbourne-Titusville-Palm Bay","FL MSA",447,346,0,8,93,8
"Memphis","TN-AR-MS MSA",1313,596,6,0,711,7
"Merced","CA MSA",150,150,0,0,0,0
"Miami-Fort Lauderdale","FL CMSA",1896,835,24,64,973,36
"Milwaukee-Racine","WI CMSA",472,348,46,22,56,6
"Minneapolis-St. Paul","MN-WI MSA",2169,1476,48,105,540,27
"Missoula","MT MSA",100,40,14,0,46,5
"Mobile","AL MSA",299,280,0,0,19,1
"Modesto","CA MSA",148,134,4,4,6,1
"Monroe","LA MSA",34,34,0,0,0,0
"Montgomery","AL MSA",106,106,0,0,0,0
"Muncie","IN MSA",16,16,0,0,0,0
"Myrtle Beach","SC MSA",496,199,4,0,293,5
"Naples","FL MSA",397,291,6,4,96,8
"Nashville","TN MSA",902,828,10,12,52,1
"New London-Norwich","CT-RI MSA",99,93,6,0,0,0
"New Orleans","LA MSA",338,307,6,7,18,2
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",4767,2388,492,353,1534,69
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",646,617,4,0,25,2
"Ocala","FL MSA",525,521,4,0,0,0
"Odessa-Midland","TX MSA",22,22,0,0,0,0
"Oklahoma City","OK MSA",645,481,0,0,164,13
"Omaha","NE-IA MSA",591,383,2,0,206,9
"Orlando","FL MSA",2144,1443,20,11,670,57
"Owensboro","KY MSA",70,70,0,0,0,0
"Panama City","FL MSA",124,82,0,0,42,1
"Parkersburg-Marietta","WV-OH MSA",16,13,0,3,0,0
"Pensacola","FL MSA",233,233,0,0,0,0
"Peoria-Pekin","IL MSA",106,89,10,0,7,1
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",1939,1583,58,23,275,21
"Phoenix-Mesa","AZ MSA",3862,3180,0,21,661,44
"Pine Bluff","AR MSA",19,15,4,0,0,0
"Pittsburgh","PA MSA",641,374,12,29,226,16
"Pittsfield","MA MSA",2,2,0,0,0,0
"Pocatello","ID MSA",14,14,0,0,0,0
"Portland","ME MSA",145,113,2,23,7,1
"Portland-Salem","OR-WA CMSA",1555,1009,34,31,481,41
"Providence-Fall River- Warwick","RI-MA MSA",225,197,12,11,5,1
"Provo-Orem","UT MSA",260,225,6,6,23,3
"Pueblo","CO MSA",107,107,0,0,0,0
"Punta Gorda","FL MSA",143,123,4,16,0,0
"Raleigh-Durham-Chapel Hill","Hill NC MSA",1502,963,14,6,519,8
"Rapid City","SD MSA",40,40,0,0,0,0
"Reading","PA MSA",87,75,0,0,12,2
"Redding","CA MSA",97,93,0,4,0,0
"Reno","NV MSA",431,362,0,0,69,5
"Richland-Kennewick-Pasco","WA MSA",128,115,0,4,9,1
"Richmond-Petersburg","VA MSA",643,514,2,0,127,8
"Roanoke","VA MSA",76,74,2,0,0,0
"Rochester","MN MSA",99,83,0,0,16,2
"Rochester","NY MSA",234,158,2,18,56,7
"Rockford","IL MSA",214,133,18,27,36,6
"Rocky Mount","NC MSA",80,44,12,0,24,2
"Sacramento-Yolo","CA CMSA",1749,1395,4,15,335,17
"Saginaw-Bay City-Midland","MI MSA",46,34,4,3,5,1
"St. Cloud","MN MSA",106,71,0,6,29,3
"St. Joseph","MO MSA",15,9,6,0,0,0
"St. Louis","MO-IL MSA",1316,941,98,43,234,12
"Salinas","CA MSA",133,133,0,0,0,0
"Salt Lake City-Ogden","UT MSA",807,596,14,34,163,8
"San Angelo","TX MSA",10,10,0,0,0,0
"San Antonio","TX MSA",500,485,10,0,5,1
"San Diego","CA MSA",1003,589,4,4,406,5
"San Francisco-Oakland-San Jose","CA CMSA",2307,1250,18,21,1018,31
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",185,157,2,0,26,2
"Santa Barbara-Santa Maria- Lompoc","CA MSA",69,69,0,0,0,0
"Santa Fe","NM MSA",106,106,0,0,0,0
"Sarasota-Bradenton","FL MSA",705,551,0,4,150,10
"Savannah","GA MSA",162,111,4,3,44,2
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",54,52,2,0,0,0
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",1874,1387,74,53,360,20
"Sharon","PA MSA",7,7,0,0,0,0
"Sheboygan","WI MSA",3,3,0,0,0,0
"Sherman-Denison","TX MSA",33,33,0,0,0,0
"Shreveport-Bossier City","LA MSA",106,106,0,0,0,0
"Sioux City","IA-NE MSA",9,7,2,0,0,0
"Sioux Falls","SD MSA",237,104,4,7,122,12
"South Bend","IN MSA",73,73,0,0,0,0
"Spokane","WA MSA",156,118,2,0,36,2
"Springfield","IL MSA",72,56,16,0,0,0
"Springfield","MO MSA",488,161,4,6,317,11
"Springfield","MA MSA",52,50,2,0,0,0
"State College","PA MSA",75,75,0,0,0,0
"Steubenville-Weirton","OH-WV MSA",3,3,0,0,0,0
"Stockton-Lodi","CA MSA",404,402,2,0,0,0
"Sumter","SC MSA",34,25,4,0,5,1
"Syracuse","NY MSA",80,75,0,0,5,1
"Tallahassee","FL MSA",102,93,0,9,0,0
"Tampa-St. Petersburg- Clearwater","FL MSA",1300,1212,42,20,26,3
"Terre Haute","IN MSA",23,23,0,0,0,0
"Texarkana  TX-Texarkana "," AR MSA",14,14,0,0,0,0
"Toledo","OH MSA",138,127,8,3,0,0
"Topeka","KS MSA",50,50,0,0,0,0
"Tucson","AZ MSA",556,377,10,0,169,2
"Tulsa","OK MSA",359,267,0,0,92,6
"Tuscaloosa","AL MSA",82,40,0,0,42,5
"Tyler","TX MSA",34,27,0,0,7,1
"Utica-Rome","NY MSA",6,6,0,0,0,0
"Victoria","TX MSA",10,10,0,0,0,0
"Visalia-Tulare-Porterville","CA MSA",194,194,0,0,0,0
"Waco","TX MSA",41,41,0,0,0,0
"Washington-Baltimore","DC-MD- VA-WV CMSA",4469,3416,12,3,1038,24
"Waterloo-Cedar Falls","IA MSA",54,14,0,0,40,4
"Wausau","WI MSA",64,54,10,0,0,0
"West Palm Beach-Boca Raton","Raton FL MSA",984,801,4,3,176,5
"Wheeling","WV-OH MSA",1,1,0,0,0,0
"Wichita","KS MSA",137,123,10,4,0,0
"Wichita Falls","TX MSA",17,17,0,0,0,0
"Wilmington","NC MSA",330,262,0,4,64,7
"Yakima","WA MSA",56,18,4,19,15,3
"York","PA MSA",163,131,26,6,0,0
"Youngstown-Warren","OH MSA",107,88,14,0,5,1
"Yuba City","CA MSA",71,71,0,0,0,0
"Yuma","AZ MSA",178,146,10,17,5,1
