"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf","Units_Stucture_5-Inf"
"Bremerton-Silverdale","WA",116,116,0,0,0,0
"Bridgeport-Stamford-Norwalk","CT",161,119,4,0,38,4
"Brownsville-Harlingen","TX",270,254,8,0,8,1
"Brunswick","GA",68,68,0,0,0,0
"Buffalo-Niagara Falls","NY",488,148,0,0,340,16
"Burlington","NC",84,60,0,0,24,2
"Burlington-South Burlington","VT",163,54,6,9,94,2
"Canton-Massillon","OH",109,100,0,4,5,1
"Cape Coral-Fort Myers","FL",1490,1099,24,16,351,22
"Carson City","NV",7,7,0,0,0,0
"Casper","WY",16,16,0,0,0,0
"Cedar Rapids","IA",133,87,6,9,31,2
"Champaign-Urbana","IL",39,37,2,0,0,0
"Charleston","WV",28,28,0,0,0,0
"Charleston-North Charleston","SC",585,532,2,3,48,4
"Charlotte-Gastonia-Concord","NC-SC",1526,1220,2,57,247,13
"Charlottesville","VA",157,113,2,0,42,3
"Chattanooga","TN-GA",230,217,6,0,7,1
"Cheyenne","WY",90,90,0,0,0,0
"Chicago-Naperville-Joliet","IL-IN-WI",4597,3378,38,190,991,50
"Chico","CA",145,145,0,0,0,0
"Cincinnati-Middletown","OH-KY-IN",1194,934,6,34,220,29
"Clarksville","TN-KY",148,141,0,7,0,0
"Cleveland","TN",44,44,0,0,0,0
"Cleveland-Elyria-Mentor","OH",757,582,10,11,154,14
"Coeur d""Alene","ID",211,184,4,15,8,1
"College Station-Bryan","TX",128,104,14,3,7,1
"Colorado Springs","CO",474,474,0,0,0,0
"Columbia","MO",498,131,126,0,241,10
"Columbia","SC",559,478,2,15,64,4
"Columbus","GA-AL",86,86,0,0,0,0
"Columbus","IN",24,24,0,0,0,0
"Columbus","OH",1207,848,18,55,286,41
"Corpus Christi","TX",77,75,2,0,0,0
"Corvallis","OR",42,21,0,0,21,3
"Cumberland","MD-WV",13,13,0,0,0,0
"Dallas-Fort Worth-Arlington","TX",4065,3556,8,20,481,29
"Dalton","GA",55,50,2,3,0,0
"Danville","IL",0,0,0,0,0,0
"Danville","VA",24,21,0,3,0,0
"Davenport-Moline-Rock Island","IA-IL",151,56,6,0,89,2
"Dayton","OH",313,253,0,8,52,3
"Decatur","AL",26,26,0,0,0,0
"Decatur","IL",36,29,0,0,7,1
"Deltona-Daytona Beach-Ormond Beach","FL",391,305,0,0,86,7
"Denver-Aurora","CO",2193,1637,6,41,509,30
"Des Moines","IA",486,462,0,0,24,2
"Detroit-Warren-Livonia","MI",2204,1828,12,37,327,34
"Dothan","AL",35,35,0,0,0,0
"Dover","DE",142,142,0,0,0,0
"Dubuque","IA",217,30,2,0,185,1
"Duluth","MN-WI",117,106,6,0,5,1
"Durham","NC",361,361,0,0,0,0
"Eau Claire","WI",87,66,10,0,11,1
"El Centro","CA",137,118,0,3,16,2
"El Paso","TX",111,88,0,4,19,3
"Elizabethtown","KY",101,29,4,0,68,9
"Elkhart-Goshen","IN",76,71,0,0,5,1
"Elmira","NY",2,2,0,0,0,0
"Erie","PA",32,25,0,0,7,1
"Eugene-Springfield","OR",121,107,6,3,5,1
"Evansville","IN-KY",166,112,2,4,48,3
"Fairbanks","AK",74,24,6,0,44,6
"Fargo","ND-MN",315,169,0,8,138,5
"Farmington","NM",52,52,0,0,0,0
"Fayetteville","NC",343,180,0,3,160,10
"Fayetteville-Springdale-Rogers","AR-MO",476,313,4,4,155,14
"Flagstaff","AZ",56,53,0,3,0,0
"Flint","MI",205,203,2,0,0,0
"Florence","SC",21,21,0,0,0,0
"Fond du Lac","WI",9,9,0,0,0,0
"Fort Collins-Loveland","CO",287,241,8,13,25,3
"Fort Smith","AR-OK",41,37,4,0,0,0
"Fort Walton Beach-Crestview-Destin","FL",130,125,0,0,5,1
"Fort Wayne","IN",248,164,0,8,76,5
"Fresno","CA",640,499,4,24,113,5
"Gadsden","AL",13,13,0,0,0,0
"Gainesville","FL",137,93,0,4,40,3
"Gainesville","GA",176,176,0,0,0,0
"Glens Falls","NY",61,48,2,3,8,1
"Goldsboro","NC",39,39,0,0,0,0
"Grand Forks","ND-MN",28,28,0,0,0,0
"Grand Junction","CO",147,134,4,9,0,0
"Grand Rapids-Wyoming","MI",377,366,0,6,5,1
"Great Falls","MT",15,13,2,0,0,0
"Greeley","CO",346,314,0,8,24,3
"Green Bay","WI",230,162,12,0,56,4
"Greensboro-High Point","NC",427,377,2,0,48,4
"Greenville","NC",88,65,8,0,15,2
"Greenville","SC",318,314,4,0,0,0
"Gulfport-Biloxi","MS",232,128,2,0,102,10
"Hagerstown-Martinsburg","MD-WV",285,272,0,3,10,2
"Hanford-Corcoran","CA",87,73,0,3,11,1
"Harrisburg-Carlisle","PA",106,104,2,0,0,0
"Harrisonburg","VA",46,44,2,0,0,0
"Hartford-West Hartford-East Hartford","CT",460,317,10,0,133,6
"Hattiesburg","MS",24,8,0,0,16,1
"Hickory-Lenoir-Morganton","NC",111,111,0,0,0,0
"Hinesville-Fort Stewart","GA",22,22,0,0,0,0
"Holland-Grand Haven","MI",204,148,14,24,18,2
"Honolulu","HI",240,160,0,8,72,9
"Hot Springs","AR",12,12,0,0,0,0
"Houma-Bayou Cane-Thibodaux","LA",59,59,0,0,0,0
"Houston-Baytown-Sugar Land","TX",4587,3305,20,4,1258,48
"Huntington-Ashland","WV-KY-OH",7,3,4,0,0,0
"Huntsville","AL",131,125,0,0,6,1
"Idaho Falls","ID",167,120,0,47,0,0
"Indianapolis","IN",1264,1035,50,16,163,12
"Iowa City","IA",138,68,6,0,64,6
"Ithaca","NY",15,8,0,0,7,1
"Jackson","MI",17,17,0,0,0,0
"Jackson","MS",351,335,0,0,16,1
"Jackson","TN",47,47,0,0,0,0
"Jacksonville","FL",1751,1176,4,3,568,28
"Jacksonville","NC",86,86,0,0,0,0
"Janesville","WI",82,48,4,23,7,1
"Jefferson City","MO",38,38,0,0,0,0
"Johnson City","TN",85,75,2,3,5,1
"Johnstown","PA",7,7,0,0,0,0
"Jonesboro","AR",50,50,0,0,0,0
"Joplin","MO",17,17,0,0,0,0
"Kalamazoo-Portage","MI",126,100,4,22,0,0
"Kankakee-Bradley","IL",58,54,4,0,0,0
"Kansas City","MO-KS",1489,1102,30,123,234,25
"Kennewick-Richland-Pasco","WA",208,179,0,0,29,3
"Killeen-Temple-Fort Hood","TX",261,254,0,7,0,0
"Kingsport-Bristol-Bristol","TN-VA",77,77,0,0,0,0
"Kingston","NY",54,50,0,4,0,0
"Knoxville","TN",395,386,2,7,0,0
"Kokomo","IN",25,25,0,0,0,0
"La Crosse","WI-MN",73,43,0,0,30,5
"Lafayette","IN",106,94,6,0,6,1
"Lafayette","LA",290,290,0,0,0,0
"Lake Charles","LA",128,97,10,4,17,1
"Lakeland","FL",984,908,28,0,48,5
"Lancaster","PA",150,109,0,11,30,4
"Lansing-East Lansing","MI",216,136,4,0,76,4
"Laredo","TX",137,117,2,0,18,1
"Las Cruces","NM",106,106,0,0,0,0
"Las Vegas-Paradise","NV",3035,2337,0,132,566,25
"Lawrence","KS",29,29,0,0,0,0
"Lawton","OK",13,13,0,0,0,0
"Lebanon","PA",46,46,0,0,0,0
"Lewiston","ID-WA",6,4,2,0,0,0
"Lewiston-Auburn","ME",47,45,2,0,0,0
"Lexington-Fayette","KY",362,327,0,0,35,2
"Lima","OH",13,13,0,0,0,0
"Lincoln","NE",224,179,6,0,39,3
"Little Rock-North Little Rock","AR",515,319,4,24,168,8
"Logan","UT-ID",255,122,14,7,112,6
"Longview","TX",25,25,0,0,0,0
"Longview","WA",42,40,2,0,0,0
"Los Angeles-Long Beach-Santa Ana","CA",3066,1228,40,86,1712,99
"Louisville","KY-IN",679,645,8,11,15,1
"Lubbock","TX",269,87,70,0,112,8
"Lynchburg","VA",88,88,0,0,0,0
"Macon","GA",86,84,2,0,0,0
"Madera","CA",101,101,0,0,0,0
"Madison","WI",562,285,28,31,218,8
"Manchester-Nashua","NH",241,128,6,10,97,4
"Mansfield","OH",54,30,0,24,0,0
"McAllen-Edinburg-Pharr","TX",675,549,18,37,71,8
"Medford","OR",157,150,2,0,5,1
"Memphis","TN-MS-AR",1021,782,0,0,239,24
"Merced","CA",178,175,0,3,0,0
"Miami-Fort Lauderdale-Miami Beach","FL",3117,1515,42,42,1518,31
"Michigan City-La Porte","IN",32,29,0,3,0,0
"Midland","TX",22,22,0,0,0,0
"Milwaukee-Waukesha-West Allis","WI",528,304,32,24,168,17
"Minneapolis-St. Paul-Bloomington","MN-WI",2789,1690,30,71,998,33
"Missoula","MT",90,40,10,6,34,1
"Mobile","AL",141,141,0,0,0,0
"Modesto","CA",591,335,0,0,256,12
"Monroe","LA",40,37,0,3,0,0
"Monroe","MI",92,84,0,0,8,1
"Montgomery","AL",101,101,0,0,0,0
"Morgantown","WV",54,3,0,0,51,2
"Morristown","TN",38,36,2,0,0,0
"Mount Vernon-Anacortes","WA",62,58,4,0,0,0
"Muncie","IN",20,20,0,0,0,0
"Muskegon-Norton Shores","MI",68,54,4,0,10,2
"Myrtle Beach-Conway-North Myrtle Beach","SC",508,360,2,12,134,14
"Napa","CA",34,17,0,0,17,1
"Naples-Marco Island","FL",564,428,8,8,120,12
"Nashville-Davidson--Murfreesboro","TN",1404,1125,4,3,272,29
"New Haven-Milford","CT",268,186,12,3,67,4
"New Orleans-Metairie-Kenner","LA",421,366,18,7,30,3
"New York-Northern New Jersey-Long Island","NY-NJ-PA",4575,1659,600,462,1854,76
"Niles-Benton Harbor","MI",14,14,0,0,0,0
"Norwich-New London","CT",110,96,0,0,14,1
"Ocala","FL",503,483,2,18,0,0
"Ocean City","NJ",152,75,32,8,37,5
"Odessa","TX",17,17,0,0,0,0
"Ogden-Clearfield","UT",379,354,2,23,0,0
"Oklahoma City","OK",764,680,24,0,60,4
"Olympia","WA",137,135,2,0,0,0
"Omaha-Council Bluffs","NE-IA",469,454,6,0,9,1
"Orlando","FL",2188,1768,4,0,416,39
"Oshkosh-Neenah","WI",107,64,2,3,38,3
"Owensboro","KY",32,32,0,0,0,0
"Oxnard-Thousand Oaks-Ventura","CA",217,102,2,0,113,6
"Palm Bay-Melbourne-Titusville","FL",581,405,0,12,164,13
"Panama City-Lynn Haven","FL",113,106,4,3,0,0
"Parkersburg-Marietta","WV-OH",15,15,0,0,0,0
"Pascagoula","MS",77,77,0,0,0,0
"Pensacola-Ferry Pass-Brent","FL",417,314,4,0,99,8
"Peoria","IL",96,92,4,0,0,0
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",2408,1286,10,36,1076,29
"Phoenix-Mesa-Scottsdale","AZ",5284,4761,16,46,461,56
"Pine Bluff","AR",23,7,8,3,5,1
"Pittsburgh","PA",431,379,6,13,33,5
"Pittsfield","MA",8,8,0,0,0,0
"Pocatello","ID",45,45,0,0,0,0
"Port St. Lucie-Fort Pierce","FL",305,278,0,4,23,1
"Portland-South Portland-Biddeford","ME",289,262,10,11,6,1
"Portland-Vancouver-Beaverton","OR-WA",1192,971,38,24,159,10
"Poughkeepsie-Newburgh-Middletown","NY",211,175,0,0,36,5
"Prescott","AZ",250,236,14,0,0,0
"Providence-New Bedford-Fall River","RI-MA",368,272,6,0,90,6
"Provo-Orem","UT",414,320,0,24,70,5
"Pueblo","CO",110,110,0,0,0,0
"Punta Gorda","FL",214,170,6,15,23,2
"Racine","WI",99,71,2,4,22,3
"Raleigh-Cary","NC",1450,957,4,0,489,8
"Rapid City","SD",85,75,4,6,0,0
"Reading","PA",97,94,0,3,0,0
"Redding","CA",74,74,0,0,0,0
"Reno-Sparks","NV",403,403,0,0,0,0
"Richmond","VA",611,603,0,8,0,0
"Riverside-San Bernardino-Ontario","CA",4026,3329,6,34,657,45
"Roanoke","VA",131,129,2,0,0,0
"Rochester","MN",153,151,2,0,0,0
"Rochester","NY",326,195,12,11,108,4
"Rockford","IL",244,185,2,35,22,4
"Rocky Mount","NC",55,49,6,0,0,0
"Rome","GA",45,29,16,0,0,0
"Sacramento--Arden-Arcade--Roseville","CA",2262,1840,24,11,387,30
"Saginaw-Saginaw Township North","MI",39,39,0,0,0,0
"Salem","OR",144,125,2,12,5,1
"Salinas","CA",60,60,0,0,0,0
"Salisbury","MD",53,41,2,0,10,2
"Salt Lake City","UT",707,565,14,9,119,8
"San Angelo","TX",16,16,0,0,0,0
"San Antonio","TX",1843,1185,4,4,650,47
"San Diego-Carlsbad-San Marcos","CA",1332,784,8,6,534,23
"San Francisco-Oakland-Fremont","CA",1002,702,10,29,261,20
"San Jose-Sunnyvale-Santa Clara","CA",516,271,0,15,230,6
"San Luis Obispo-Paso Robles","CA",220,214,0,6,0,0
"Sandusky","OH",15,15,0,0,0,0
"Santa Barbara-Santa Maria-Goleta","CA",149,83,2,20,44,6
"Santa Cruz-Watsonville","CA",88,40,0,0,48,1
"Santa Fe","NM",53,53,0,0,0,0
"Santa Rosa-Petaluma","CA",151,146,0,0,5,1
"Sarasota-Bradenton-Venice","FL",912,765,10,72,65,9
"Savannah","GA",177,170,0,0,7,1
"Scranton--Wilkes-Barre","PA",46,32,4,4,6,1
"Seattle-Tacoma-Bellevue","WA",2854,1337,58,112,1347,31
"Sheboygan","WI",29,22,2,0,5,1
"Sherman-Denison","TX",25,21,4,0,0,0
"Shreveport-Bossier City","LA",170,170,0,0,0,0
"Sioux City","IA-NE-SD",19,19,0,0,0,0
"Sioux Falls","SD",145,115,6,8,16,1
"South Bend-Mishawaka","IN-MI",69,69,0,0,0,0
"Spartanburg","SC",142,142,0,0,0,0
"Spokane","WA",184,165,12,0,7,1
"Springfield","IL",87,48,14,3,22,1
"Springfield","MA",90,82,2,0,6,1
"Springfield","MO",309,247,4,7,51,3
"Springfield","OH",21,21,0,0,0,0
"St. Cloud","MN",96,88,0,3,5,1
"St. George","UT",342,274,2,24,42,7
"St. Joseph","MO-KS",6,6,0,0,0,0
"St. Louis","MO-IL",1415,1033,26,25,331,9
"State College","PA",59,34,0,0,25,1
"Stockton","CA",497,477,0,15,5,1
"Sumter","SC",57,43,4,0,10,1
"Syracuse","NY",106,95,2,0,9,1
"Tallahassee","FL",273,152,2,4,115,9
"Tampa-St. Petersburg-Clearwater","FL",2218,1565,16,71,566,35
"Terre Haute","IN",28,20,2,0,6,1
"Texarkana","TX-Texarkana",21,15,6,0,0,0
"Toledo","OH",690,220,6,64,400,16
"Topeka","KS",87,81,6,0,0,0
"Trenton-Ewing","NJ",99,75,0,0,24,1
"Tucson","AZ",816,784,16,16,0,0
"Tulsa","OK",386,360,26,0,0,0
"Tuscaloosa","AL",152,117,0,0,35,1
"Tyler","TX",40,33,0,0,7,1
"Utica-Rome","NY",10,10,0,0,0,0
"Valdosta","GA",88,67,0,0,21,2
"Vallejo-Fairfield","CA",234,186,6,3,39,2
"Vero Beach","FL",199,146,0,3,50,3
"Victoria","TX",12,12,0,0,0,0
"Vineland-Millville-Bridgeton","NJ",42,42,0,0,0,0
"Virginia Beach-Norfolk-Newport News","VA-NC",854,716,20,48,70,2
"Visalia-Porterville","CA",182,168,6,8,0,0
"Waco","TX",52,52,0,0,0,0
"Warner Robins","GA",332,68,0,0,264,29
"Washington-Arlington-Alexandria","DC-VA-MD-WV",3720,2724,0,48,948,60
"Waterloo-Cedar Falls","IA",78,60,6,0,12,1
"Wausau","WI",74,72,2,0,0,0
"Weirton-Steubenville","WV-OH",7,7,0,0,0,0
"Wenatchee","WA",57,52,0,0,5,1
"Wheeling","WV-OH",4,4,0,0,0,0
"Wichita Falls","TX",24,24,0,0,0,0
"Wichita","KS",240,234,6,0,0,0
"Williamsport","PA",2,2,0,0,0,0
"Wilmington","NC",520,488,8,8,16,2
"Winchester","VA-WV",112,112,0,0,0,0
"Winston-Salem","NC",277,277,0,0,0,0
"Worcester","MA",331,282,6,3,40,2
"Yakima","WA",76,67,6,3,0,0
"York-Hanover","PA",198,166,4,3,25,3
"Youngstown-Warren-Boardman","OH-PA",100,94,6,0,0,0
"Yuba City-Marysville","CA",228,222,6,0,0,0
"Yuma","AZ",188,188,0,0,0,0
