"gestfips","gtcbsa","gtco","pemlr","prdtind1","prmjind1","year","month"
6,32900,47,1,4,3,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,7,-1,-1,2004,12
6,32900,47,1,4,3,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,1,1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,46,11,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,50,12,2004,12
6,32900,47,7,-1,-1,2004,12
6,32900,47,7,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,1,1,2004,12
6,32900,47,1,14,4,2004,12
6,32900,47,1,32,8,2004,12
6,32900,47,1,50,12,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,24,6,2004,12
6,32900,47,1,51,13,2004,12
6,32900,47,1,22,5,2004,12
6,32900,47,1,22,5,2004,12
6,32900,47,1,47,12,2004,12
6,32900,47,1,46,11,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,40,10,2004,12
6,32900,47,7,-1,-1,2004,12
6,32900,47,1,1,1,2004,12
6,32900,47,1,14,4,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,22,5,2004,12
6,32900,47,7,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,43,10,2004,12
6,32900,47,1,46,11,2004,12
6,32900,47,4,25,7,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,6,-1,-1,2004,12
6,32900,47,5,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,23,6,2004,12
6,32900,47,1,16,4,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,22,5,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,1,23,6,2004,12
6,32900,47,1,22,5,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,-1,-1,-1,2004,12
6,32900,47,4,21,5,2005,1
6,32900,47,1,14,4,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,48,12,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,5,-1,-1,2005,1
6,32900,47,5,-1,-1,2005,1
6,32900,47,1,14,4,2005,1
6,32900,47,6,-1,-1,2005,1
6,32900,47,1,46,11,2005,1
6,32900,47,1,40,10,2005,1
6,32900,47,1,40,10,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,5,-1,-1,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,1,4,3,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,49,12,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,1,4,3,2005,1
6,32900,47,6,-1,-1,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,1,4,3,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,40,10,2005,1
6,32900,47,1,40,10,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,1,1,2005,1
6,32900,47,4,40,10,2005,1
6,32900,47,1,1,1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,6,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,34,8,2005,1
6,32900,47,1,51,13,2005,1
6,32900,47,2,47,12,2005,1
6,32900,47,1,21,5,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,41,10,2005,1
6,32900,47,4,23,6,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,40,10,2005,1
6,32900,47,6,-1,-1,2005,1
6,32900,47,1,1,1,2005,1
6,32900,47,1,14,4,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,51,13,2005,1
6,32900,47,1,42,10,2005,1
6,32900,47,1,22,5,2005,1
6,32900,47,7,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,38,9,2005,1
6,32900,47,5,-1,-1,2005,1
6,32900,47,5,-1,-1,2005,1
6,32900,47,6,-1,-1,2005,1
6,32900,47,5,15,4,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,23,6,2005,1
6,32900,47,1,16,4,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,22,5,2005,1
6,32900,47,1,51,13,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,23,6,2005,1
6,32900,47,1,22,5,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,34,8,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,-1,-1,-1,2005,1
6,32900,47,1,22,5,2005,1
6,32900,47,4,19,4,2005,1
6,32900,47,2,48,12,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,3,44,11,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,23,6,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,41,10,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,5,-1,-1,2005,2
6,32900,47,1,14,4,2005,2
6,32900,47,6,-1,-1,2005,2
6,32900,47,1,46,11,2005,2
6,32900,47,1,23,6,2005,2
6,32900,47,1,40,10,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,5,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,49,12,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,1,4,3,2005,2
6,32900,47,6,-1,-1,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,1,4,3,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,40,10,2005,2
6,32900,47,1,40,10,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,1,1,2005,2
6,32900,47,4,40,10,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,21,5,2005,2
6,32900,47,1,21,5,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,34,8,2005,2
6,32900,47,1,51,13,2005,2
6,32900,47,2,47,12,2005,2
6,32900,47,2,21,5,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,4,23,6,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,4,4,3,2005,2
6,32900,47,1,34,8,2005,2
6,32900,47,1,4,3,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,1,1,2005,2
6,32900,47,7,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,51,13,2005,2
6,32900,47,1,42,10,2005,2
6,32900,47,1,38,9,2005,2
6,32900,47,5,-1,-1,2005,2
6,32900,47,5,-1,-1,2005,2
6,32900,47,6,-1,-1,2005,2
6,32900,47,6,41,10,2005,2
6,32900,47,1,23,6,2005,2
6,32900,47,1,16,4,2005,2
6,32900,47,1,40,10,2005,2
6,32900,47,1,40,10,2005,2
6,32900,47,1,38,9,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,23,6,2005,2
6,32900,47,1,22,5,2005,2
6,32900,47,1,40,10,2005,2
6,32900,47,1,36,9,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,22,5,2005,2
6,32900,47,1,34,8,2005,2
6,32900,47,4,22,5,2005,2
6,32900,47,4,19,4,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,-1,-1,-1,2005,2
6,32900,47,1,48,12,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,7,51,13,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,4,45,11,2005,3
6,32900,47,1,6,4,2005,3
6,32900,47,1,41,10,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,5,-1,-1,2005,3
6,32900,47,5,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,49,12,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,1,4,3,2005,3
6,32900,47,6,-1,-1,2005,3
6,32900,47,4,1,1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,1,4,3,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,14,4,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,1,1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,51,13,2005,3
6,32900,47,1,41,10,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,40,10,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,5,-1,-1,2005,3
6,32900,47,5,-1,-1,2005,3
6,32900,47,1,8,4,2005,3
6,32900,47,4,46,11,2005,3
6,32900,47,4,4,3,2005,3
6,32900,47,1,34,8,2005,3
6,32900,47,1,51,13,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,1,23,6,2005,3
6,32900,47,4,36,9,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,6,-1,-1,2005,3
6,32900,47,6,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,34,8,2005,3
6,32900,47,1,4,3,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,1,1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,51,13,2005,3
6,32900,47,1,42,10,2005,3
6,32900,47,1,38,9,2005,3
6,32900,47,2,47,12,2005,3
6,32900,47,1,42,10,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,34,8,2005,3
6,32900,47,1,32,8,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,5,-1,-1,2005,3
6,32900,47,5,-1,-1,2005,3
6,32900,47,1,27,7,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,40,10,2005,3
6,32900,47,1,40,10,2005,3
6,32900,47,1,38,9,2005,3
6,32900,47,1,40,10,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,7,-1,-1,2005,3
6,32900,47,1,23,6,2005,3
6,32900,47,1,22,5,2005,3
6,32900,47,1,40,10,2005,3
6,32900,47,1,36,9,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,1,22,5,2005,3
6,32900,47,1,34,8,2005,3
6,32900,47,7,19,4,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,-1,-1,-1,2005,3
6,32900,47,4,45,11,2005,4
6,32900,47,1,6,4,2005,4
6,32900,47,1,41,10,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,42,10,2005,4
6,32900,47,1,42,10,2005,4
6,32900,47,1,14,4,2005,4
6,32900,47,4,14,4,2005,4
6,32900,47,4,48,12,2005,4
6,32900,47,5,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,49,12,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,1,4,3,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,1,14,4,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,1,1,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,14,4,2005,4
6,32900,47,1,14,4,2005,4
6,32900,47,1,40,10,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,5,-1,-1,2005,4
6,32900,47,5,-1,-1,2005,4
6,32900,47,1,14,4,2005,4
6,32900,47,1,47,12,2005,4
6,32900,47,1,44,11,2005,4
6,32900,47,1,22,5,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,1,23,6,2005,4
6,32900,47,1,40,10,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,34,8,2005,4
6,32900,47,1,4,3,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,40,10,2005,4
6,32900,47,1,36,9,2005,4
6,32900,47,1,38,9,2005,4
6,32900,47,1,38,9,2005,4
6,32900,47,1,42,10,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,34,8,2005,4
6,32900,47,1,32,8,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,5,-1,-1,2005,4
6,32900,47,5,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,4,3,2005,4
6,32900,47,1,42,10,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,1,24,6,2005,4
6,32900,47,1,40,10,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,1,23,6,2005,4
6,32900,47,1,22,5,2005,4
6,32900,47,1,40,10,2005,4
6,32900,47,1,36,9,2005,4
6,32900,47,7,-1,-1,2005,4
6,32900,47,1,1,1,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,-1,-1,-1,2005,4
6,32900,47,1,22,5,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,6,-1,-1,2005,4
6,32900,47,1,51,13,2005,5
6,32900,47,1,6,4,2005,5
6,32900,47,1,41,10,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,1,42,10,2005,5
6,32900,47,1,42,10,2005,5
6,32900,47,1,14,4,2005,5
6,32900,47,4,14,4,2005,5
6,32900,47,4,48,12,2005,5
6,32900,47,5,-1,-1,2005,5
6,32900,47,1,42,10,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,4,1,1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,5,-1,-1,2005,5
6,32900,47,5,-1,-1,2005,5
6,32900,47,1,14,4,2005,5
6,32900,47,1,47,12,2005,5
6,32900,47,1,44,11,2005,5
6,32900,47,4,22,5,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,5,-1,-1,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,1,23,6,2005,5
6,32900,47,1,40,10,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,1,34,8,2005,5
6,32900,47,1,4,3,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,1,36,9,2005,5
6,32900,47,1,22,5,2005,5
6,32900,47,1,46,11,2005,5
6,32900,47,1,49,12,2005,5
6,32900,47,1,38,9,2005,5
6,32900,47,1,42,10,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,1,32,8,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,1,4,3,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,1,27,7,2005,5
6,32900,47,1,4,3,2005,5
6,32900,47,3,42,10,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,1,24,6,2005,5
6,32900,47,1,40,10,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,1,23,6,2005,5
6,32900,47,1,22,5,2005,5
6,32900,47,1,40,10,2005,5
6,32900,47,2,36,9,2005,5
6,32900,47,7,-1,-1,2005,5
6,32900,47,1,1,1,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,-1,-1,-1,2005,5
6,32900,47,1,22,5,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,6,-1,-1,2005,5
6,32900,47,7,-1,-1,2005,6
6,32900,47,1,6,4,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,1,42,10,2005,6
6,32900,47,1,42,10,2005,6
6,32900,47,1,14,4,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,5,-1,-1,2005,6
6,32900,47,1,42,10,2005,6
6,32900,47,4,22,5,2005,6
6,32900,47,1,46,11,2005,6
6,32900,47,1,46,11,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,1,1,1,2005,6
6,32900,47,3,14,4,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,1,42,10,2005,6
6,32900,47,1,1,1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,5,-1,-1,2005,6
6,32900,47,5,-1,-1,2005,6
6,32900,47,1,14,4,2005,6
6,32900,47,1,47,12,2005,6
6,32900,47,1,44,11,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,5,-1,-1,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,1,23,6,2005,6
6,32900,47,1,40,10,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,1,36,9,2005,6
6,32900,47,1,22,5,2005,6
6,32900,47,2,46,11,2005,6
6,32900,47,1,49,12,2005,6
6,32900,47,1,38,9,2005,6
6,32900,47,1,42,10,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,1,34,8,2005,6
6,32900,47,1,34,8,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,1,4,3,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,1,27,7,2005,6
6,32900,47,1,4,3,2005,6
6,32900,47,1,43,10,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,1,40,10,2005,6
6,32900,47,1,40,10,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,1,22,5,2005,6
6,32900,47,1,22,5,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,1,40,10,2005,6
6,32900,47,1,42,10,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,7,-1,-1,2005,6
6,32900,47,1,1,1,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,-1,-1,-1,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,6,-1,-1,2005,6
6,32900,47,1,14,4,2005,7
6,32900,47,1,44,11,2005,7
6,32900,47,4,44,11,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,1,32,8,2005,7
6,32900,47,1,42,10,2005,7
6,32900,47,5,-1,-1,2005,7
6,32900,47,1,46,11,2005,7
6,32900,47,1,46,11,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,6,-1,-1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,1,1,1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,1,42,10,2005,7
6,32900,47,1,22,5,2005,7
6,32900,47,1,1,1,2005,7
6,32900,47,1,14,4,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,1,42,10,2005,7
6,32900,47,1,1,1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,1,14,4,2005,7
6,32900,47,1,47,12,2005,7
6,32900,47,1,44,11,2005,7
6,32900,47,7,22,5,2005,7
6,32900,47,6,-1,-1,2005,7
6,32900,47,5,-1,-1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,1,1,1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,6,-1,-1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,7,36,9,2005,7
6,32900,47,1,22,5,2005,7
6,32900,47,1,46,11,2005,7
6,32900,47,1,49,12,2005,7
6,32900,47,1,14,4,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,1,4,3,2005,7
6,32900,47,1,43,10,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,1,40,10,2005,7
6,32900,47,1,40,10,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,1,22,5,2005,7
6,32900,47,1,22,5,2005,7
6,32900,47,1,40,10,2005,7
6,32900,47,1,42,10,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,7,-1,-1,2005,7
6,32900,47,1,1,1,2005,7
6,32900,47,6,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,7
6,32900,47,6,-1,-1,2005,7
6,32900,47,6,-1,-1,2005,7
6,32900,47,-1,-1,-1,2005,8
6,32900,47,2,40,10,2005,8
6,32900,47,2,40,10,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,7,-1,-1,2005,8
6,32900,47,1,32,8,2005,8
6,32900,47,1,42,10,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,1,14,4,2005,8
6,32900,47,7,41,10,2005,8
6,32900,47,6,-1,-1,2005,8
6,32900,47,1,38,9,2005,8
6,32900,47,1,4,3,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,-1,-1,-1,2005,8
6,32900,47,1,1,1,2005,8
6,32900,47,1,21,5,2005,8
