"gtcbsa","pemlr","prdtind1","prmjind1","year","month"
32900,-1,-1,-1,2004,6
32900,6,-1,-1,2004,6
32900,6,-1,-1,2004,6
32900,5,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,21,5,2004,7
32900,7,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,5,-1,-1,2004,7
32900,1,41,10,2004,7
32900,1,4,3,2004,7
32900,1,40,10,2004,7
32900,1,4,3,2004,7
32900,1,1,1,2004,7
32900,1,1,1,2004,7
32900,1,4,3,2004,7
32900,4,38,9,2004,7
32900,1,1,1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,5,-1,-1,2004,7
32900,5,-1,-1,2004,7
32900,1,40,10,2004,7
32900,4,1,1,2004,7
32900,-1,-1,-1,2004,7
32900,5,-1,-1,2004,7
32900,7,-1,-1,2004,7
32900,7,-1,-1,2004,7
32900,2,14,4,2004,7
32900,1,14,4,2004,7
32900,1,22,5,2004,7
32900,1,22,5,2004,7
32900,7,-1,-1,2004,7
32900,2,41,10,2004,7
32900,-1,-1,-1,2004,7
32900,1,14,4,2004,7
32900,1,32,8,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,45,11,2004,7
32900,4,1,1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,51,13,2004,7
32900,1,40,10,2004,7
32900,-1,-1,-1,2004,7
32900,1,13,4,2004,7
32900,7,-1,-1,2004,7
32900,1,15,4,2004,7
32900,6,-1,-1,2004,7
32900,7,-1,-1,2004,7
32900,7,-1,-1,2004,7
32900,1,14,4,2004,7
32900,7,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,6,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,4,3,2004,7
32900,1,4,3,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,50,12,2004,7
32900,1,6,4,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,36,9,2004,7
32900,1,36,9,2004,7
32900,1,46,11,2004,7
32900,4,42,10,2004,7
32900,5,-1,-1,2004,7
32900,1,45,11,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,40,10,2004,7
32900,1,40,10,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,43,10,2004,7
32900,1,32,8,2004,7
32900,-1,-1,-1,2004,7
32900,1,40,10,2004,7
32900,1,41,10,2004,7
32900,-1,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,5,-1,-1,2004,7
32900,5,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,1,4,3,2004,7
32900,7,-1,-1,2004,7
32900,-1,-1,-1,2004,7
32900,6,-1,-1,2004,7
32900,6,-1,-1,2004,7
32900,-1,-1,-1,2004,8
32900,1,21,5,2004,8
32900,7,-1,-1,2004,8
32900,1,40,10,2004,8
32900,1,40,10,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,1,38,9,2004,8
32900,1,41,10,2004,8
32900,1,4,3,2004,8
32900,7,-1,-1,2004,8
32900,7,-1,-1,2004,8
32900,1,1,1,2004,8
32900,1,1,1,2004,8
32900,3,4,3,2004,8
32900,4,38,9,2004,8
32900,1,1,1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,5,-1,-1,2004,8
32900,5,-1,-1,2004,8
32900,1,40,10,2004,8
32900,1,1,1,2004,8
32900,5,-1,-1,2004,8
32900,7,-1,-1,2004,8
32900,7,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,1,14,4,2004,8
32900,1,51,13,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,2,40,10,2004,8
32900,7,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,1,22,5,2004,8
32900,7,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,5,-1,-1,2004,8
32900,6,40,10,2004,8
32900,5,-1,-1,2004,8
32900,7,-1,-1,2004,8
32900,1,14,4,2004,8
32900,1,1,1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,7,-1,-1,2004,8
32900,6,-1,-1,2004,8
32900,7,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,6,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,5,-1,-1,2004,8
32900,2,43,10,2004,8
32900,-1,-1,-1,2004,8
32900,1,46,11,2004,8
32900,4,42,10,2004,8
32900,5,-1,-1,2004,8
32900,1,45,11,2004,8
32900,1,1,1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,1,40,10,2004,8
32900,1,40,10,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,1,43,10,2004,8
32900,1,32,8,2004,8
32900,1,40,10,2004,8
32900,1,41,10,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,1,43,10,2004,8
32900,1,43,10,2004,8
32900,1,4,3,2004,8
32900,7,-1,-1,2004,8
32900,-1,-1,-1,2004,8
32900,1,22,5,2004,8
32900,-1,-1,-1,2004,8
32900,-1,-1,-1,2004,9
32900,1,21,5,2004,9
32900,7,-1,-1,2004,9
32900,1,40,10,2004,9
32900,1,40,10,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,38,9,2004,9
32900,1,41,10,2004,9
32900,1,4,3,2004,9
32900,7,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,22,5,2004,9
32900,1,50,12,2004,9
32900,1,46,11,2004,9
32900,4,38,9,2004,9
32900,1,1,1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,1,1,2004,9
32900,-1,-1,-1,2004,9
32900,4,1,1,2004,9
32900,4,46,11,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,4,3,2004,9
32900,1,1,1,2004,9
32900,1,50,12,2004,9
32900,5,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,14,4,2004,9
32900,1,32,8,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,40,10,2004,9
32900,1,40,10,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,14,4,2004,9
32900,1,32,8,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,22,5,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,5,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,1,14,4,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,6,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,6,40,10,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,1,14,4,2004,9
32900,-1,-1,-1,2004,9
32900,5,-1,-1,2004,9
32900,6,-1,-1,2004,9
32900,6,-1,-1,2004,9
32900,6,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,7,-1,-1,2004,9
32900,1,43,10,2004,9
32900,5,-1,-1,2004,9
32900,1,45,11,2004,9
32900,1,1,1,2004,9
32900,1,46,11,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,40,10,2004,9
32900,1,40,10,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,43,10,2004,9
32900,2,32,8,2004,9
32900,1,40,10,2004,9
32900,1,41,10,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,43,10,2004,9
32900,1,43,10,2004,9
32900,1,4,3,2004,9
32900,7,-1,-1,2004,9
32900,-1,-1,-1,2004,9
32900,1,22,5,2004,9
32900,-1,-1,-1,2004,9
32900,1,1,1,2004,10
32900,1,14,4,2004,10
32900,-1,-1,-1,2004,10
32900,-1,-1,-1,2004,10
32900,-1,-1,-1,2004,10
32900,-1,-1,-1,2004,10
32900,5,-1,-1,2004,10
32900,1,40,10,2004,10
