"gtcbsa","pemlr","prdtind1","prmjind1","year","month"
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,5,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,1,49,12,2005,2
32900,7,-1,-1,2005,2
32900,1,4,3,2005,2
32900,6,-1,-1,2005,2
32900,7,-1,-1,2005,2
32900,1,4,3,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,1,40,10,2005,2
32900,1,40,10,2005,2
32900,-1,-1,-1,2005,2
32900,1,1,1,2005,2
32900,4,40,10,2005,2
32900,7,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,1,21,5,2005,2
32900,1,21,5,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,1,34,8,2005,2
32900,1,51,13,2005,2
32900,2,47,12,2005,2
32900,2,21,5,2005,2
32900,7,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,4,23,6,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,7,-1,-1,2005,2
32900,4,4,3,2005,2
32900,1,34,8,2005,2
32900,1,4,3,2005,2
32900,7,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,1,1,1,2005,2
32900,7,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,1,51,13,2005,2
32900,1,42,10,2005,2
32900,1,38,9,2005,2
32900,5,-1,-1,2005,2
32900,5,-1,-1,2005,2
32900,6,-1,-1,2005,2
32900,6,41,10,2005,2
32900,1,23,6,2005,2
32900,1,16,4,2005,2
32900,1,40,10,2005,2
32900,1,40,10,2005,2
32900,1,38,9,2005,2
32900,-1,-1,-1,2005,2
32900,1,23,6,2005,2
32900,1,22,5,2005,2
32900,1,40,10,2005,2
32900,1,36,9,2005,2
32900,-1,-1,-1,2005,2
32900,1,22,5,2005,2
32900,1,34,8,2005,2
32900,4,22,5,2005,2
32900,4,19,4,2005,2
32900,-1,-1,-1,2005,2
32900,-1,-1,-1,2005,2
32900,1,48,12,2005,3
32900,7,-1,-1,2005,3
32900,7,51,13,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,4,45,11,2005,3
32900,1,6,4,2005,3
32900,1,41,10,2005,3
32900,7,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,5,-1,-1,2005,3
32900,5,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,49,12,2005,3
32900,7,-1,-1,2005,3
32900,1,4,3,2005,3
32900,6,-1,-1,2005,3
32900,4,1,1,2005,3
32900,7,-1,-1,2005,3
32900,1,4,3,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,14,4,2005,3
32900,7,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,1,1,2005,3
32900,7,-1,-1,2005,3
32900,7,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,51,13,2005,3
32900,1,41,10,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,40,10,2005,3
32900,7,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,5,-1,-1,2005,3
32900,5,-1,-1,2005,3
32900,1,8,4,2005,3
32900,4,46,11,2005,3
32900,4,4,3,2005,3
32900,1,34,8,2005,3
32900,1,51,13,2005,3
32900,7,-1,-1,2005,3
32900,7,-1,-1,2005,3
32900,7,-1,-1,2005,3
32900,7,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,7,-1,-1,2005,3
32900,1,23,6,2005,3
32900,4,36,9,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,6,-1,-1,2005,3
32900,6,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,34,8,2005,3
32900,1,4,3,2005,3
32900,7,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,1,1,2005,3
32900,7,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,51,13,2005,3
32900,1,42,10,2005,3
32900,1,38,9,2005,3
32900,2,47,12,2005,3
32900,1,42,10,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,1,34,8,2005,3
32900,1,32,8,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,5,-1,-1,2005,3
32900,5,-1,-1,2005,3
32900,1,27,7,2005,3
32900,-1,-1,-1,2005,3
32900,1,40,10,2005,3
32900,1,40,10,2005,3
32900,1,38,9,2005,3
32900,1,40,10,2005,3
32900,7,-1,-1,2005,3
32900,7,-1,-1,2005,3
32900,1,23,6,2005,3
32900,1,22,5,2005,3
32900,1,40,10,2005,3
32900,1,36,9,2005,3
32900,-1,-1,-1,2005,3
32900,1,22,5,2005,3
32900,1,34,8,2005,3
32900,7,19,4,2005,3
32900,-1,-1,-1,2005,3
32900,-1,-1,-1,2005,3
32900,4,45,11,2005,4
32900,1,6,4,2005,4
32900,1,41,10,2005,4
32900,7,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,42,10,2005,4
32900,1,42,10,2005,4
32900,1,14,4,2005,4
32900,4,14,4,2005,4
32900,4,48,12,2005,4
32900,5,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,49,12,2005,4
32900,7,-1,-1,2005,4
32900,1,4,3,2005,4
32900,6,-1,-1,2005,4
32900,7,-1,-1,2005,4
32900,1,14,4,2005,4
32900,7,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,1,1,2005,4
32900,7,-1,-1,2005,4
32900,7,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,14,4,2005,4
32900,1,14,4,2005,4
32900,1,40,10,2005,4
32900,7,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,5,-1,-1,2005,4
32900,5,-1,-1,2005,4
32900,1,14,4,2005,4
32900,1,47,12,2005,4
32900,1,44,11,2005,4
32900,1,22,5,2005,4
32900,-1,-1,-1,2005,4
32900,6,-1,-1,2005,4
32900,1,23,6,2005,4
32900,1,40,10,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,6,-1,-1,2005,4
32900,6,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,34,8,2005,4
32900,1,4,3,2005,4
32900,7,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,40,10,2005,4
32900,1,36,9,2005,4
32900,1,38,9,2005,4
32900,1,38,9,2005,4
32900,1,42,10,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,34,8,2005,4
32900,1,32,8,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,5,-1,-1,2005,4
32900,5,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,4,3,2005,4
32900,1,42,10,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,7,-1,-1,2005,4
32900,1,24,6,2005,4
32900,1,40,10,2005,4
32900,6,-1,-1,2005,4
32900,1,23,6,2005,4
32900,1,22,5,2005,4
32900,1,40,10,2005,4
32900,1,36,9,2005,4
32900,7,-1,-1,2005,4
32900,1,1,1,2005,4
32900,6,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,-1,-1,-1,2005,4
32900,1,22,5,2005,4
32900,6,-1,-1,2005,4
32900,6,-1,-1,2005,4
32900,1,51,13,2005,5
32900,1,6,4,2005,5
32900,1,41,10,2005,5
32900,7,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,1,42,10,2005,5
32900,1,42,10,2005,5
32900,1,14,4,2005,5
32900,4,14,4,2005,5
32900,4,48,12,2005,5
32900,5,-1,-1,2005,5
32900,1,42,10,2005,5
32900,7,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,6,-1,-1,2005,5
32900,6,-1,-1,2005,5
32900,7,-1,-1,2005,5
32900,4,1,1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,5,-1,-1,2005,5
32900,5,-1,-1,2005,5
32900,1,14,4,2005,5
32900,1,47,12,2005,5
32900,1,44,11,2005,5
32900,4,22,5,2005,5
32900,6,-1,-1,2005,5
32900,5,-1,-1,2005,5
32900,6,-1,-1,2005,5
32900,1,23,6,2005,5
32900,1,40,10,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,6,-1,-1,2005,5
32900,6,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,1,34,8,2005,5
32900,1,4,3,2005,5
32900,7,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,1,36,9,2005,5
32900,1,22,5,2005,5
32900,1,46,11,2005,5
32900,1,49,12,2005,5
32900,1,38,9,2005,5
32900,1,42,10,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,7,-1,-1,2005,5
32900,1,32,8,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,7,-1,-1,2005,5
32900,1,4,3,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,1,27,7,2005,5
32900,1,4,3,2005,5
32900,3,42,10,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,7,-1,-1,2005,5
32900,1,24,6,2005,5
32900,1,40,10,2005,5
32900,6,-1,-1,2005,5
32900,1,23,6,2005,5
32900,1,22,5,2005,5
32900,1,40,10,2005,5
32900,2,36,9,2005,5
32900,7,-1,-1,2005,5
32900,1,1,1,2005,5
32900,6,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,-1,-1,-1,2005,5
32900,1,22,5,2005,5
32900,6,-1,-1,2005,5
32900,6,-1,-1,2005,5
32900,7,-1,-1,2005,6
32900,1,6,4,2005,6
32900,-1,-1,-1,2005,6
32900,1,42,10,2005,6
32900,1,42,10,2005,6
32900,1,14,4,2005,6
32900,7,-1,-1,2005,6
32900,7,-1,-1,2005,6
32900,5,-1,-1,2005,6
32900,1,42,10,2005,6
32900,4,22,5,2005,6
32900,1,46,11,2005,6
32900,1,46,11,2005,6
32900,7,-1,-1,2005,6
32900,7,-1,-1,2005,6
32900,6,-1,-1,2005,6
32900,6,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,1,1,1,2005,6
32900,3,14,4,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,7,-1,-1,2005,6
32900,1,42,10,2005,6
32900,1,1,1,2005,6
32900,-1,-1,-1,2005,6
32900,5,-1,-1,2005,6
32900,5,-1,-1,2005,6
32900,1,14,4,2005,6
32900,1,47,12,2005,6
32900,1,44,11,2005,6
32900,7,-1,-1,2005,6
32900,6,-1,-1,2005,6
32900,5,-1,-1,2005,6
32900,6,-1,-1,2005,6
32900,1,23,6,2005,6
32900,1,40,10,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,1,36,9,2005,6
32900,1,22,5,2005,6
32900,2,46,11,2005,6
32900,1,49,12,2005,6
32900,1,38,9,2005,6
32900,1,42,10,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,1,34,8,2005,6
32900,1,34,8,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,7,-1,-1,2005,6
32900,1,4,3,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,1,27,7,2005,6
32900,1,4,3,2005,6
32900,1,43,10,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,1,40,10,2005,6
32900,1,40,10,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,1,22,5,2005,6
32900,1,22,5,2005,6
32900,6,-1,-1,2005,6
32900,1,40,10,2005,6
32900,1,42,10,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,7,-1,-1,2005,6
32900,1,1,1,2005,6
32900,6,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,-1,-1,-1,2005,6
32900,6,-1,-1,2005,6
32900,6,-1,-1,2005,6
32900,1,14,4,2005,7
32900,1,44,11,2005,7
32900,4,44,11,2005,7
32900,7,-1,-1,2005,7
32900,1,32,8,2005,7
32900,1,42,10,2005,7
32900,5,-1,-1,2005,7
32900,1,46,11,2005,7
32900,1,46,11,2005,7
32900,7,-1,-1,2005,7
32900,7,-1,-1,2005,7
32900,6,-1,-1,2005,7
32900,7,-1,-1,2005,7
32900,1,1,1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,1,42,10,2005,7
32900,1,22,5,2005,7
32900,1,1,1,2005,7
32900,1,14,4,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,7,-1,-1,2005,7
32900,1,42,10,2005,7
32900,1,1,1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,1,14,4,2005,7
32900,1,47,12,2005,7
32900,1,44,11,2005,7
32900,7,22,5,2005,7
32900,6,-1,-1,2005,7
32900,5,-1,-1,2005,7
32900,7,-1,-1,2005,7
32900,1,1,1,2005,7
32900,7,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,7,-1,-1,2005,7
32900,6,-1,-1,2005,7
32900,7,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,7,36,9,2005,7
32900,1,22,5,2005,7
32900,1,46,11,2005,7
32900,1,49,12,2005,7
32900,1,14,4,2005,7
32900,-1,-1,-1,2005,7
32900,1,4,3,2005,7
32900,1,43,10,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,1,40,10,2005,7
32900,1,40,10,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,1,22,5,2005,7
32900,1,22,5,2005,7
32900,1,40,10,2005,7
32900,1,42,10,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,7,-1,-1,2005,7
32900,1,1,1,2005,7
32900,6,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,-1,-1,-1,2005,7
32900,6,-1,-1,2005,7
32900,6,-1,-1,2005,7
32900,-1,-1,-1,2005,8
32900,2,40,10,2005,8
32900,2,40,10,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,7,-1,-1,2005,8
32900,1,32,8,2005,8
32900,1,42,10,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,1,14,4,2005,8
32900,7,41,10,2005,8
32900,6,-1,-1,2005,8
32900,1,38,9,2005,8
32900,1,4,3,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,1,1,1,2005,8
32900,1,21,5,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,7,-1,-1,2005,8
32900,1,42,10,2005,8
32900,1,1,1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,5,-1,-1,2005,8
32900,5,-1,-1,2005,8
32900,6,-1,-1,2005,8
32900,5,-1,-1,2005,8
32900,7,-1,-1,2005,8
32900,1,1,1,2005,8
32900,1,22,5,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,7,-1,-1,2005,8
32900,6,-1,-1,2005,8
32900,7,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,1,40,10,2005,8
32900,1,49,12,2005,8
32900,1,47,12,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,7,-1,-1,2005,8
32900,2,51,13,2005,8
32900,6,-1,-1,2005,8
32900,1,43,10,2005,8
32900,7,-1,-1,2005,8
32900,2,46,11,2005,8
32900,1,49,12,2005,8
32900,-1,-1,-1,2005,8
32900,1,14,4,2005,8
32900,-1,-1,-1,2005,8
32900,1,41,10,2005,8
32900,5,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,1,40,10,2005,8
32900,1,40,10,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,1,22,5,2005,8
32900,1,22,5,2005,8
32900,1,40,10,2005,8
32900,1,42,10,2005,8
32900,-1,-1,-1,2005,8
32900,-1,-1,-1,2005,8
32900,1,43,10,2005,8
32900,1,51,13,2005,8
32900,5,-1,-1,2005,8
32900,5,-1,-1,2005,8
32900,1,23,6,2005,9
32900,7,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,40,10,2005,9
32900,1,40,10,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,32,8,2005,9
32900,1,42,10,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,17,4,2005,9
32900,1,51,13,2005,9
32900,7,-1,-1,2005,9
32900,1,1,1,2005,9
32900,-1,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,1,38,9,2005,9
32900,1,4,3,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,4,3,2005,9
32900,7,-1,-1,2005,9
32900,1,42,10,2005,9
32900,1,10,4,2005,9
32900,1,46,11,2005,9
32900,4,38,9,2005,9
32900,1,38,9,2005,9
32900,-1,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,1,42,10,2005,9
32900,1,1,1,2005,9
32900,-1,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,6,-1,-1,2005,9
32900,1,34,8,2005,9
32900,1,22,5,2005,9
32900,5,-1,-1,2005,9
32900,5,-1,-1,2005,9
32900,6,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,1,1,1,2005,9
32900,1,22,5,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,6,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,40,10,2005,9
32900,1,49,12,2005,9
32900,2,7,4,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,5,-1,-1,2005,9
32900,2,51,13,2005,9
32900,6,-1,-1,2005,9
32900,1,43,10,2005,9
32900,4,47,12,2005,9
32900,1,23,6,2005,9
32900,7,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,14,4,2005,9
32900,1,46,11,2005,9
32900,7,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,7,-1,-1,2005,9
32900,5,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,40,10,2005,9
32900,1,40,10,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,22,5,2005,9
32900,1,22,5,2005,9
32900,1,40,10,2005,9
32900,1,42,10,2005,9
32900,-1,-1,-1,2005,9
32900,-1,-1,-1,2005,9
32900,1,43,10,2005,9
32900,1,51,13,2005,9
32900,5,-1,-1,2005,9
32900,5,-1,-1,2005,9
32900,1,23,6,2005,10
32900,7,-1,-1,2005,10
32900,7,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,5,-1,-1,2005,10
32900,1,40,10,2005,10
32900,1,40,10,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,7,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,1,32,8,2005,10
32900,1,42,10,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,1,17,4,2005,10
32900,1,51,13,2005,10
32900,7,-1,-1,2005,10
32900,1,1,1,2005,10
32900,-1,-1,-1,2005,10
32900,6,-1,-1,2005,10
32900,1,38,9,2005,10
32900,1,4,3,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,1,4,3,2005,10
32900,7,-1,-1,2005,10
32900,1,42,10,2005,10
32900,1,10,4,2005,10
32900,1,38,9,2005,10
32900,7,-1,-1,2005,10
32900,1,38,9,2005,10
32900,-1,-1,-1,2005,10
32900,1,14,4,2005,10
32900,1,40,10,2005,10
32900,1,50,12,2005,10
32900,1,22,5,2005,10
32900,1,22,5,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,7,-1,-1,2005,10
32900,6,-1,-1,2005,10
32900,1,34,8,2005,10
32900,1,22,5,2005,10
32900,5,-1,-1,2005,10
32900,5,-1,-1,2005,10
32900,6,-1,-1,2005,10
32900,7,-1,-1,2005,10
32900,1,1,1,2005,10
32900,1,22,5,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,7,-1,-1,2005,10
32900,6,-1,-1,2005,10
32900,7,-1,-1,2005,10
32900,7,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,1,40,10,2005,10
32900,1,49,12,2005,10
32900,7,7,4,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,5,-1,-1,2005,10
32900,5,-1,-1,2005,10
32900,5,-1,-1,2005,10
32900,6,-1,-1,2005,10
32900,6,-1,-1,2005,10
32900,1,43,10,2005,10
32900,1,43,10,2005,10
32900,1,23,6,2005,10
32900,7,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,1,14,4,2005,10
32900,1,46,11,2005,10
32900,4,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,2,41,10,2005,10
32900,5,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,1,21,5,2005,10
32900,1,40,10,2005,10
32900,7,-1,-1,2005,10
32900,1,4,3,2005,10
32900,1,21,5,2005,10
32900,1,51,13,2005,10
32900,5,-1,-1,2005,10
32900,1,23,6,2005,10
32900,7,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,-1,-1,-1,2005,10
32900,1,43,10,2005,10
32900,1,51,13,2005,10
32900,5,-1,-1,2005,10
32900,5,-1,-1,2005,10
32900,1,23,6,2005,11
32900,7,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,1,40,10,2005,11
32900,1,40,10,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,14,4,2005,11
32900,7,-1,-1,2005,11
32900,1,46,11,2005,11
32900,1,23,6,2005,11
32900,1,40,10,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,17,4,2005,11
32900,1,51,13,2005,11
32900,7,-1,-1,2005,11
32900,1,1,1,2005,11
32900,-1,-1,-1,2005,11
32900,6,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,1,21,5,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,4,3,2005,11
32900,1,21,5,2005,11
32900,7,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,1,38,9,2005,11
32900,1,38,9,2005,11
32900,-1,-1,-1,2005,11
32900,1,40,10,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,6,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,6,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,2,43,10,2005,11
32900,6,-1,-1,2005,11
32900,1,43,10,2005,11
32900,1,43,10,2005,11
32900,1,23,6,2005,11
32900,7,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,1,38,9,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,46,11,2005,11
32900,7,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,7,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,46,11,2005,11
32900,7,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,41,10,2005,11
32900,5,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,21,5,2005,11
32900,1,40,10,2005,11
32900,7,-1,-1,2005,11
32900,4,4,3,2005,11
32900,1,21,5,2005,11
32900,1,51,13,2005,11
32900,5,-1,-1,2005,11
32900,1,23,6,2005,11
32900,7,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,-1,-1,-1,2005,11
32900,1,43,10,2005,11
32900,1,51,13,2005,11
32900,5,-1,-1,2005,11
32900,5,-1,-1,2005,11
32900,7,-1,-1,2005,12
32900,5,-1,-1,2005,12
32900,6,-1,-1,2005,12
32900,1,23,6,2005,12
32900,7,-1,-1,2005,12
32900,7,-1,-1,2005,12
32900,7,-1,-1,2005,12
32900,-1,-1,-1,2005,12
32900,1,23,6,2005,12
32900,1,40,10,2005,12
32900,-1,-1,-1,2005,12
32900,-1,-1,-1,2005,12
32900,5,-1,-1,2005,12
