"industry","indust","fips","start","growth"
"A,f,f,ah",3,10420,24.5891444088772,1.06060606060606
"A,f,f,ah",3,10780,45.601809164113,1.15094339622642
"A,f,f,ah",3,11260,43.8904854108812,1.03884141839171
"A,f,f,ah",3,11340,119.047048786165,0.654872885107674
"A,f,f,ah",3,11460,10.2456181801898,1.12962786212395
"A,f,f,ah",3,12220,13.2472647339795,1.24303522868566
"A,f,f,ah",3,12420,109,NA
"A,f,f,ah",3,12540,1524.46282368688,1.09282627255448
"A,f,f,ah",3,12620,80,NA
"A,f,f,ah",3,12700,22.9282612097155,1.05402556394190
"A,f,f,ah",3,12980,41,NA
"A,f,f,ah",3,13020,26,NA
"A,f,f,ah",3,13140,37.1288567480821,0.965634389128827
"A,f,f,ah",3,13380,162.796964044521,1.08818327077502
"A,f,f,ah",3,13460,42.1181121185263,0.954781363803
"A,f,f,ah",3,13740,59,NA
"A,f,f,ah",3,13780,290.196426008805,0.794520547945207
"A,f,f,ah",3,14060,135.578027898974,0.78334945180064
"A,f,f,ah",3,14460,378,NA
"A,f,f,ah",3,14500,17.8774603655844,1.17440320826562
"A,f,f,ah",3,14600,217.650340198914,1.10792608346325
"A,f,f,ah",3,14740,43.4115238854215,1.03391967883261
"A,f,f,ah",3,14860,16.9405310116868,1.01321908255229
"A,f,f,ah",3,15180,125.458727674540,1.08229479314414
"A,f,f,ah",3,15940,147.747855847472,0.97037037037037
"A,f,f,ah",3,15980,117.568609945347,0.974144869678873
"A,f,f,ah",3,16620,9.24305555555555,1.09090909090909
"A,f,f,ah",3,17020,140.348941381791,1.13846772172795
"A,f,f,ah",3,17660,34.2573050698764,1.02068257474066
"A,f,f,ah",3,17820,6.7381988485181,1.06191842788566
"A,f,f,ah",3,18580,91.8738557382647,1.03776847009145
"A,f,f,ah",3,18700,100,NA
"A,f,f,ah",3,19060,9,NA
"A,f,f,ah",3,19500,14.3403070362694,0.685994340570035
"A,f,f,ah",3,19660,166.310434077483,0.96253342187962
"A,f,f,ah",3,20220,63,NA
"A,f,f,ah",3,20740,73.2474689619759,1.10583772487828
"A,f,f,ah",3,20940,674,NA
"A,f,f,ah",3,21140,57.3664206285017,1.04354991315284
"A,f,f,ah",3,21300,7.3201917151135,1.04036627955783
"A,f,f,ah",3,21340,34.3337763511055,1.13274226609132
"A,f,f,ah",3,21500,50.135195818116,0.938882558093315
"A,f,f,ah",3,21660,182.896908500539,0.99304765436784
"A,f,f,ah",3,21780,197.443615342575,1.07709904314991
"A,f,f,ah",3,21820,9,NA
"A,f,f,ah",3,22140,78.1085671921427,0.988354780805184
"A,f,f,ah",3,22380,12.0937120643506,1.00064290236777
"A,f,f,ah",3,22420,1.84795723889699,1.43738617039515
"A,f,f,ah",3,22520,61.520196888131,0.999867351933425
"A,f,f,ah",3,22540,58.9727470098556,1.07327264267080
"A,f,f,ah",3,22660,33.1620400229698,1.16231899477871
"A,f,f,ah",3,23020,21.0374435299176,0.776393448667161
"A,f,f,ah",3,23420,1682.14732997573,1.06327850393081
"A,f,f,ah",3,23580,26.0278344975661,1.17882636463542
"A,f,f,ah",3,24140,74.5176841396238,0.921954445729288
"A,f,f,ah",3,24300,14.7387002172717,1.19846445318520
"A,f,f,ah",3,24540,415.599551439424,1.01561627262086
"A,f,f,ah",3,24580,288,NA
"A,f,f,ah",3,25260,387.425972956238,1.03807005573886
"A,f,f,ah",3,25620,34.1361414903889,1.1800147675690
"A,f,f,ah",3,25980,7,NA
"A,f,f,ah",3,26100,227.768517555338,1.01173068970203
"A,f,f,ah",3,26180,180.005879659249,0.917640666311422
"A,f,f,ah",3,26300,25.5603249783300,1.06251432620048
"A,f,f,ah",3,26380,48.9163971400683,1.02407973286019
"A,f,f,ah",3,26420,396,NA
"A,f,f,ah",3,26820,132.39894437389,0.950846774744014
"A,f,f,ah",3,27060,50.5016458240314,1.03320938223221
"A,f,f,ah",3,27100,29.1230414381694,0.920526685915519
"A,f,f,ah",3,27140,199,NA
"A,f,f,ah",3,27260,178,NA
"A,f,f,ah",3,27340,17,1
"A,f,f,ah",3,27500,25.374071323535,1.22141651764231
"A,f,f,ah",3,27780,25.5582886333647,0.923210911942804
"A,f,f,ah",3,27900,73.3627558840785,1.12289898544372
"A,f,f,ah",3,28100,52.4868099659813,0.928753623975713
"A,f,f,ah",3,28420,466,NA
"A,f,f,ah",3,28740,33.7401678223996,1.04096557493629
"A,f,f,ah",3,29180,23.5531088198826,1.01684572405648
"A,f,f,ah",3,29340,12.0852638511812,1.07952232667428
"A,f,f,ah",3,29420,4.04195881435751,1.09544511501033
"A,f,f,ah",3,29460,296.916471998152,1.00241064528722
"A,f,f,ah",3,29540,266.057215638977,1.12001085943364
"A,f,f,ah",3,29620,60.0625,1.03225806451613
"A,f,f,ah",3,29700,895.99999999998,0.500000000000001
"A,f,f,ah",3,29740,253.621594795612,1.00257323170673
"A,f,f,ah",3,29820,12.7406227935504,1.05263706047520
"A,f,f,ah",3,29940,49.9441273685954,0.71725856941391
"A,f,f,ah",3,30340,28.1700037072343,1.07999992527017
"A,f,f,ah",3,30700,68.4428999093372,1.2045944605477
"A,f,f,ah",3,30980,75.6168160244684,1.03478241806516
"A,f,f,ah",3,31020,83.9500805706133,1.04385987327274
"A,f,f,ah",3,31100,948.749816014031,0.980532673923912
"A,f,f,ah",3,31700,21.7447402745491,1.06675885721179
"A,f,f,ah",3,31900,11.05822243822,0.591607978309961
"A,f,f,ah",3,32580,221.751148464395,1.05181023908529
"A,f,f,ah",3,32780,90.1170757812402,1.12279544876883
