"SumLev","State_Fips","County_Fips","County","HUCENSUS_2000","HUESTBASE_2000","Year","HousingUnitEst"
50,36,101,"Steuben County","46132",46132,2004,46732
50,36,103,"Suffolk County","522323",522321,2004,536464
50,36,105,"Sullivan County","44730",44729,2004,46292
50,36,107,"Tioga County","21410",21410,2004,21644
50,36,109,"Tompkins County","38625",38626,2004,40017
50,36,111,"Ulster County","77656",77656,2004,79846
50,36,113,"Warren County","34852",34852,2004,36269
50,36,115,"Washington County","26794",26794,2004,27484
50,36,117,"Wayne County","38767",38767,2004,39574
50,36,119,"Westchester County","349445",349445,2004,356801
50,36,121,"Wyoming County","16940",16940,2004,17152
50,36,123,"Yates County","12064",12064,2004,12253
50,37,1,"Alamance County","55463",55463,2004,59892
50,37,3,"Alexander County","14098",14099,2004,14875
50,37,5,"Alleghany County","6412",6423,2004,6870
50,37,7,"Anson County","10221",10221,2004,10441
50,37,9,"Ashe County","13268",13268,2004,14412
50,37,11,"Avery County","11911",11911,2004,12686
50,37,13,"Beaufort County","22139",22139,2004,23098
50,37,15,"Bertie County","9050",9043,2004,9279
50,37,17,"Bladen County","15316",15316,2004,15775
50,37,19,"Brunswick County","51431",51430,2004,61111
50,37,21,"Buncombe County","93973",93966,2004,101529
50,37,23,"Burke County","37427",37430,2004,38805
50,37,25,"Cabarrus County","52848",52848,2004,60657
50,37,27,"Caldwell County","33430",33420,2004,35172
50,37,29,"Camden County","2973",2973,2004,3476
50,37,31,"Carteret County","40947",40947,2004,43592
50,37,33,"Caswell County","9601",9601,2004,10041
50,37,35,"Catawba County","59919",59919,2004,64776
50,37,37,"Chatham County","21358",21357,2004,23742
50,37,39,"Cherokee County","13499",13499,2004,14894
50,37,41,"Chowan County","6443",6443,2004,6640
50,37,43,"Clay County","5425",5425,2004,6082
50,37,45,"Cleveland County","40317",40302,2004,42053
50,37,47,"Columbus County","24060",24060,2004,24667
50,37,49,"Craven County","38150",38194,2004,41140
50,37,51,"Cumberland County","118425",118423,2004,125894
50,37,53,"Currituck County","10687",10687,2004,12588
50,37,55,"Dare County","26671",26671,2004,30518
50,37,57,"Davidson County","62432",62432,2004,66188
50,37,59,"Davie County","14953",14953,2004,16328
50,37,61,"Duplin County","20520",20520,2004,21232
50,37,63,"Durham County","95452",95452,2004,107986
50,37,65,"Edgecombe County","24002",24006,2004,24970
50,37,67,"Forsyth County","133093",133092,2004,143837
50,37,69,"Franklin County","20364",20364,2004,22355
50,37,71,"Gaston County","78842",78831,2004,83666
50,37,73,"Gates County","4389",4389,2004,4495
50,37,75,"Graham County","5084",5084,2004,5367
50,37,77,"Granville County","17896",17896,2004,19827
50,37,79,"Greene County","7368",7368,2004,7566
50,37,81,"Guilford County","180391",180391,2004,196096
50,37,83,"Halifax County","25309",25309,2004,25803
50,37,85,"Harnett County","38605",38631,2004,42130
50,37,87,"Haywood County","28640",28640,2004,30527
50,37,89,"Henderson County","42996",43003,2004,46847
50,37,91,"Hertford County","9724",9724,2004,9939
50,37,93,"Hoke County","12518",12521,2004,14214
50,37,95,"Hyde County","3302",3302,2004,3392
50,37,97,"Iredell County","51918",51917,2004,59918
50,37,99,"Jackson County","19291",19291,2004,21698
50,37,101,"Johnston County","50196",50163,2004,57313
50,37,103,"Jones County","4679",4681,2004,4730
50,37,105,"Lee County","19909",19963,2004,22138
50,37,107,"Lenoir County","27184",27176,2004,27956
50,37,109,"Lincoln County","25717",25717,2004,28912
50,37,111,"McDowell County","18377",18376,2004,19119
50,37,113,"Macon County","20746",20745,2004,22216
50,37,115,"Madison County","9722",9722,2004,10330
50,37,117,"Martin County","10930",10910,2004,11123
50,37,119,"Mecklenburg County","292780",292755,2004,348205
50,37,121,"Mitchell County","7919",7919,2004,8183
50,37,123,"Montgomery County","14145",14146,2004,14641
50,37,125,"Moore County","35151",35150,2004,38151
50,37,127,"Nash County","37051",37047,2004,39551
50,37,129,"New Hanover County","79616",79634,2004,89309
50,37,131,"Northampton County","10455",10455,2004,10712
50,37,133,"Onslow County","55726",55726,2004,60493
50,37,135,"Orange County","49289",47706,2004,52509
50,37,137,"Pamlico County","6781",6781,2004,7062
50,37,139,"Pasquotank County","14289",14289,2004,14951
50,37,141,"Pender County","20798",20798,2004,22727
50,37,143,"Perquimans County","6043",6043,2004,6364
50,37,145,"Person County","15504",15504,2004,16400
50,37,147,"Pitt County","58408",58364,2004,65594
50,37,149,"Polk County","9192",9192,2004,9890
50,37,151,"Randolph County","54422",54428,2004,57906
50,37,153,"Richmond County","19886",19883,2004,21077
50,37,155,"Robeson County","47779",47747,2004,49503
50,37,157,"Rockingham County","40208",40212,2004,41793
50,37,159,"Rowan County","53980",53980,2004,57241
50,37,161,"Rutherford County","29535",29536,2004,30865
50,37,163,"Sampson County","25142",25142,2004,25906
50,37,165,"Scotland County","14693",14694,2004,15189
50,37,167,"Stanly County","24582",24582,2004,26032
50,37,169,"Stokes County","19262",19258,2004,20052
50,37,171,"Surry County","31033",31018,2004,32030
50,37,173,"Swain County","7105",7106,2004,7701
50,37,175,"Transylvania County","15553",15553,2004,16592
50,37,177,"Tyrrell County","2032",2032,2004,2107
50,37,179,"Union County","45695",45723,2004,56779
50,37,181,"Vance County","18196",18196,2004,18825
50,37,183,"Wake County","258953",258954,2004,302544
50,37,185,"Warren County","10548",10548,2004,11048
50,37,187,"Washington County","6174",6174,2004,6247
50,37,189,"Watauga County","23155",23156,2004,25537
50,37,191,"Wayne County","47313",47313,2004,49510
50,37,193,"Wilkes County","29261",29263,2004,30294
50,37,195,"Wilson County","30729",30728,2004,32766
50,37,197,"Yadkin County","15821",15823,2004,16476
50,37,199,"Yancey County","9729",9729,2004,10193
50,38,1,"Adams County","1416",1416,2004,1419
50,38,3,"Barnes County","5599",5599,2004,5657
50,38,5,"Benson County","2932",2932,2004,2988
50,38,7,"Billings County","529",529,2004,529
50,38,9,"Bottineau County","4409",4409,2004,4504
50,38,11,"Bowman County","1596",1596,2004,1593
50,38,13,"Burke County","1412",1412,2004,1426
50,38,15,"Burleigh County","29003",29004,2004,31367
50,38,17,"Cass County","53790",53790,2004,59404
50,38,19,"Cavalier County","2725",2725,2004,2747
50,38,21,"Dickey County","2656",2656,2004,2676
50,38,23,"Divide County","1469",1469,2004,1475
50,38,25,"Dunn County","1965",1965,2004,1961
50,38,27,"Eddy County","1418",1418,2004,1435
50,38,29,"Emmons County","2168",2168,2004,2180
50,38,31,"Foster County","1793",1793,2004,1794
50,38,33,"Golden Valley County","973",973,2004,970
50,38,35,"Grand Forks County","27373",27373,2004,28129
50,38,37,"Grant County","1722",1722,2004,1748
50,38,39,"Griggs County","1521",1521,2004,1534
50,38,41,"Hettinger County","1419",1419,2004,1430
50,38,43,"Kidder County","1610",1610,2004,1659
50,38,45,"LaMoure County","2271",2271,2004,2320
50,38,47,"Logan County","1193",1193,2004,1204
50,38,49,"McHenry County","2983",2983,2004,3022
50,38,51,"McIntosh County","1853",1853,2004,1863
50,38,53,"McKenzie County","2719",2719,2004,2775
50,38,55,"McLean County","5264",5264,2004,5317
50,38,57,"Mercer County","4402",4402,2004,4455
50,38,59,"Morton County","10587",10587,2004,11114
50,38,61,"Mountrail County","3438",3436,2004,3455
50,38,63,"Nelson County","2014",2014,2004,2028
50,38,65,"Oliver County","903",904,2004,901
50,38,67,"Pembina County","4115",4115,2004,4100
50,38,69,"Pierce County","2269",2269,2004,2285
50,38,71,"Ramsey County","5729",5729,2004,5785
50,38,73,"Ransom County","2604",2604,2004,2740
50,38,75,"Renville County","1413",1413,2004,1436
50,38,77,"Richland County","7575",7575,2004,7638
50,38,79,"Rolette County","5027",5027,2004,5005
50,38,81,"Sargent County","2016",2016,2004,2049
50,38,83,"Sheridan County","924",924,2004,929
50,38,85,"Sioux County","1216",1216,2004,1253
50,38,87,"Slope County","451",451,2004,460
50,38,89,"Stark County","9722",9722,2004,9947
50,38,91,"Steele County","1231",1231,2004,1240
50,38,93,"Stutsman County","9817",9817,2004,9876
50,38,95,"Towner County","1558",1558,2004,1570
50,38,97,"Traill County","3708",3708,2004,3731
50,38,99,"Walsh County","5757",5757,2004,5747
50,38,101,"Ward County","25097",25099,2004,25532
50,38,103,"Wells County","2643",2643,2004,2665
50,38,105,"Williams County","9680",9680,2004,9730
50,39,1,"Adams County","11822",11822,2004,12090
50,39,3,"Allen County","44245",44245,2004,44863
50,39,5,"Ashland County","20832",20832,2004,21479
50,39,7,"Ashtabula County","43792",43792,2004,45206
50,39,9,"Athens County","24901",24901,2004,25204
50,39,11,"Auglaize County","18470",18470,2004,19067
50,39,13,"Belmont County","31236",31236,2004,31399
50,39,15,"Brown County","17193",17193,2004,17768
50,39,17,"Butler County","129793",129749,2004,137227
50,39,19,"Carroll County","13016",13016,2004,13096
50,39,21,"Champaign County","15890",15890,2004,16544
50,39,23,"Clark County","61056",61053,2004,61802
50,39,25,"Clermont County","69226",69025,2004,75268
50,39,27,"Clinton County","16577",16577,2004,17437
50,39,29,"Columbiana County","46083",46083,2004,46850
50,39,31,"Coshocton County","16107",16107,2004,16259
50,39,33,"Crawford County","20178",20178,2004,20491
50,39,35,"Cuyahoga County","616903",616876,2004,619447
50,39,37,"Darke County","21583",21583,2004,22100
50,39,39,"Defiance County","16040",16040,2004,16533
50,39,41,"Delaware County","42374",42374,2004,56151
50,39,43,"Erie County","35909",35909,2004,36820
50,39,45,"Fairfield County","47922",47934,2004,53559
50,39,47,"Fayette County","11904",11904,2004,12272
50,39,49,"Franklin County","471016",471007,2004,506926
50,39,51,"Fulton County","16232",16232,2004,16886
50,39,53,"Gallia County","13498",13498,2004,13440
50,39,55,"Geauga County","32805",32805,2004,34499
50,39,57,"Greene County","58224",58224,2004,62672
50,39,59,"Guernsey County","18771",18771,2004,19367
50,39,61,"Hamilton County","373393",373393,2004,379851
50,39,63,"Hancock County","29785",29785,2004,30911
50,39,65,"Hardin County","12907",12907,2004,13084
50,39,67,"Harrison County","7680",7680,2004,7780
50,39,69,"Henry County","11622",11622,2004,11974
50,39,71,"Highland County","17583",17583,2004,18030
50,39,73,"Hocking County","12141",12141,2004,12369
50,39,75,"Holmes County","12280",12280,2004,12461
50,39,77,"Huron County","23594",23594,2004,24330
50,39,79,"Jackson County","13909",13909,2004,14456
50,39,81,"Jefferson County","33291",33291,2004,33581
50,39,83,"Knox County","21793",21794,2004,23180
50,39,85,"Lake County","93487",93487,2004,96445
50,39,87,"Lawrence County","27189",27189,2004,27474
50,39,89,"Licking County","58760",58802,2004,63518
50,39,91,"Logan County","21571",21571,2004,22668
50,39,93,"Lorain County","111368",111368,2004,118451
50,39,95,"Lucas County","196259",196259,2004,201015
50,39,97,"Madison County","14399",14401,2004,15160
50,39,99,"Mahoning County","111762",111762,2004,113378
50,39,101,"Marion County","26298",26295,2004,26856
50,39,103,"Medina County","56793",56793,2004,62520
50,39,105,"Meigs County","10782",10782,2004,10869
50,39,107,"Mercer County","15875",15875,2004,16444
50,39,109,"Miami County","40554",40554,2004,41536
50,39,111,"Monroe County","7212",7212,2004,7232
50,39,113,"Montgomery County","248443",248443,2004,252777
50,39,115,"Morgan County","7771",7771,2004,7856
50,39,117,"Morrow County","12132",12132,2004,12458
50,39,119,"Muskingum County","35163",35163,2004,35521
50,39,121,"Noble County","5480",5480,2004,5604
50,39,123,"Ottawa County","25532",25532,2004,26462
50,39,125,"Paulding County","8478",8478,2004,8781
50,39,127,"Perry County","13655",13653,2004,13929
50,39,129,"Pickaway County","18596",18596,2004,19401
50,39,131,"Pike County","11602",11602,2004,12015
50,39,133,"Portage County","60096",60096,2004,63436
50,39,135,"Preble County","17186",17186,2004,17793
50,39,137,"Putnam County","12753",12753,2004,13243
50,39,139,"Richland County","53062",53062,2004,54489
50,39,141,"Ross County","29461",29461,2004,30182
50,39,143,"Sandusky County","25253",25254,2004,25881
50,39,145,"Scioto County","34054",34054,2004,34849
50,39,147,"Seneca County","23692",23692,2004,24268
50,39,149,"Shelby County","18682",18682,2004,19437
50,39,151,"Stark County","157024",157036,2004,161824
50,39,153,"Summit County","230880",230880,2004,238823
50,39,155,"Trumbull County","95117",95117,2004,96395
50,39,157,"Tuscarawas County","38113",38113,2004,38712
50,39,159,"Union County","15217",15217,2004,17395
50,39,161,"Van Wert County","12363",12363,2004,12642
50,39,163,"Vinton County","5653",5653,2004,5737
50,39,165,"Warren County","58692",58939,2004,69422
50,39,167,"Washington County","27760",27760,2004,28079
50,39,169,"Wayne County","42324",42312,2004,44685
50,39,171,"Williams County","16140",16140,2004,16736
50,39,173,"Wood County","47468",47467,2004,50444
50,39,175,"Wyandot County","9324",9324,2004,9589
50,40,1,"Adair County","8348",8348,2004,8606
50,40,3,"Alfalfa County","2832",2832,2004,2849
50,40,5,"Atoka County","5673",5673,2004,5802
50,40,7,"Beaver County","2719",2719,2004,2767
50,40,9,"Beckham County","8796",8796,2004,9013
50,40,11,"Blaine County","5208",5208,2004,5252
50,40,13,"Bryan County","16715",16715,2004,17312
50,40,15,"Caddo County","13096",13096,2004,13333
50,40,17,"Canadian County","33969",33969,2004,37278
50,40,19,"Carter County","20577",20577,2004,21195
50,40,21,"Cherokee County","19499",19499,2004,20527
50,40,23,"Choctaw County","7539",7539,2004,7700
50,40,25,"Cimarron County","1583",1583,2004,1596
50,40,27,"Cleveland County","84844",84844,2004,91631
50,40,29,"Coal County","2744",2744,2004,2791
50,40,31,"Comanche County","45416",45416,2004,45974
50,40,33,"Cotton County","3085",3085,2004,3127
50,40,35,"Craig County","6459",6459,2004,6549
50,40,37,"Creek County","27986",27987,2004,28873
50,40,39,"Custer County","11675",11675,2004,11854
50,40,41,"Delaware County","22290",22290,2004,23306
50,40,43,"Dewey County","2425",2425,2004,2466
50,40,45,"Ellis County","2146",2146,2004,2168
50,40,47,"Garfield County","26047",26047,2004,26498
50,40,49,"Garvin County","12641",12641,2004,12826
50,40,51,"Grady County","19444",19443,2004,20075
50,40,53,"Grant County","2622",2622,2004,2648
50,40,55,"Greer County","2788",2788,2004,2800
50,40,57,"Harmon County","1647",1647,2004,1669
50,40,59,"Harper County","1863",1863,2004,1880
50,40,61,"Haskell County","5573",5573,2004,5730
50,40,63,"Hughes County","6237",6237,2004,6330
50,40,65,"Jackson County","12377",12377,2004,12449
50,40,67,"Jefferson County","3373",3373,2004,3417
50,40,69,"Johnston County","4782",4782,2004,4934
50,40,71,"Kay County","21804",21804,2004,21953
50,40,73,"Kingfisher County","5879",5879,2004,6018
50,40,75,"Kiowa County","5304",5304,2004,5328
50,40,77,"Latimer County","4709",4709,2004,4820
50,40,79,"Le Flore County","20142",20143,2004,20726
50,40,81,"Lincoln County","13712",13712,2004,14067
50,40,83,"Logan County","13906",13906,2004,14211
50,40,85,"Love County","4066",4066,2004,4181
50,40,87,"McClain County","11189",11190,2004,11930
50,40,89,"McCurtain County","15427",15427,2004,15810
50,40,91,"McIntosh County","12640",12640,2004,13125
50,40,93,"Major County","3540",3540,2004,3596
50,40,95,"Marshall County","8517",8517,2004,8769
50,40,97,"Mayes County","17423",17423,2004,18014
50,40,99,"Murray County","6479",6479,2004,6613
50,40,101,"Muskogee County","29575",29575,2004,30318
50,40,103,"Noble County","5082",5082,2004,5156
50,40,105,"Nowata County","4705",4705,2004,4790
50,40,107,"Okfuskee County","5114",5114,2004,5238
50,40,109,"Oklahoma County","295020",295020,2004,308368
50,40,111,"Okmulgee County","17316",17316,2004,17590
50,40,113,"Osage County","18826",18823,2004,19490
50,40,115,"Ottawa County","14842",14842,2004,15117
50,40,117,"Pawnee County","7464",7464,2004,7607
50,40,119,"Payne County","29326",29326,2004,30839
50,40,121,"Pittsburg County","21520",21520,2004,22095
50,40,123,"Pontotoc County","15575",15575,2004,15849
50,40,125,"Pottawatomie County","27302",27301,2004,27992
50,40,127,"Pushmataha County","5795",5795,2004,5926
50,40,129,"Roger Mills County","1749",1749,2004,1777
50,40,131,"Rogers County","27476",27474,2004,29446
50,40,133,"Seminole County","11146",11147,2004,11384
50,40,135,"Sequoyah County","16940",16940,2004,17688
50,40,137,"Stephens County","19854",19854,2004,20125
50,40,139,"Texas County","8014",8014,2004,8290
50,40,141,"Tillman County","4342",4342,2004,4337
50,40,143,"Tulsa County","243953",243956,2004,254131
50,40,145,"Wagoner County","23174",23174,2004,26204
50,40,147,"Washington County","22250",22250,2004,22509
50,40,149,"Washita County","5452",5452,2004,5525
50,40,151,"Woods County","4492",4492,2004,4519
50,40,153,"Woodward County","8341",8341,2004,8427
50,41,1,"Baker County","8402",8402,2004,8607
50,41,3,"Benton County","31980",31977,2004,33947
50,41,5,"Clackamas County","136954",136954,2004,144887
50,41,7,"Clatsop County","19685",19685,2004,20248
50,41,9,"Columbia County","17572",17572,2004,18813
50,41,11,"Coos County","29247",29250,2004,29467
50,41,13,"Crook County","8264",8265,2004,9128
50,41,15,"Curry County","11406",11406,2004,11904
50,41,17,"Deschutes County","54583",54583,2004,64882
50,41,19,"Douglas County","43284",43284,2004,44669
50,41,21,"Gilliam County","1043",1043,2004,1037
50,41,23,"Grant County","4004",4004,2004,4147
50,41,25,"Harney County","3533",3533,2004,3560
50,41,27,"Hood River County","7818",7818,2004,8336
50,41,29,"Jackson County","75737",75739,2004,82298
50,41,31,"Jefferson County","8319",8319,2004,8946
50,41,33,"Josephine County","33239",33238,2004,35194
50,41,35,"Klamath County","28883",28883,2004,29665
50,41,37,"Lake County","3999",3999,2004,4069
50,41,39,"Lane County","138946",138954,2004,144372
50,41,41,"Lincoln County","26889",26889,2004,27826
50,41,43,"Linn County","42521",42524,2004,44462
50,41,45,"Malheur County","11233",11232,2004,11381
50,41,47,"Marion County","108174",108176,2004,113794
50,41,49,"Morrow County","4276",4276,2004,4370
50,41,51,"Multnomah County","288561",288561,2004,299975
50,41,53,"Polk County","24461",24461,2004,25929
50,41,55,"Sherman County","935",935,2004,943
50,41,57,"Tillamook County","15906",15906,2004,16745
50,41,59,"Umatilla County","27676",27676,2004,28612
50,41,61,"Union County","10603",10603,2004,10684
50,41,63,"Wallowa County","3900",3900,2004,3999
50,41,65,"Wasco County","10651",10651,2004,10705
50,41,67,"Washington County","178913",178913,2004,193836
50,41,69,"Wheeler County","842",842,2004,845
50,41,71,"Yamhill County","30270",30270,2004,33221
50,42,1,"Adams County","35831",35831,2004,38105
50,42,3,"Allegheny County","583646",583646,2004,589348
50,42,5,"Armstrong County","32387",32387,2004,32646
50,42,7,"Beaver County","77765",77765,2004,78825
50,42,9,"Bedford County","23529",23529,2004,24079
50,42,11,"Berks County","150222",150222,2004,157157
50,42,13,"Blair County","55061",55061,2004,55753
50,42,15,"Bradford County","28664",28664,2004,29174
50,42,17,"Bucks County","225498",225497,2004,235423
50,42,19,"Butler County","69868",69868,2004,74032
50,42,21,"Cambria County","65796",65796,2004,66067
50,42,23,"Cameron County","4592",4592,2004,4609
50,42,25,"Carbon County","30492",30492,2004,31491
50,42,27,"Centre County","53161",53161,2004,56372
50,42,29,"Chester County","163773",163773,2004,175474
50,42,31,"Clarion County","19426",19426,2004,19779
50,42,33,"Clearfield County","37855",37855,2004,38429
50,42,35,"Clinton County","18166",18165,2004,18648
50,42,37,"Columbia County","27733",27732,2004,28414
50,42,39,"Crawford County","42416",42416,2004,43198
50,42,41,"Cumberland County","86951",86951,2004,91256
50,42,43,"Dauphin County","111133",111133,2004,114145
50,42,45,"Delaware County","216978",216978,2004,219732
50,42,47,"Elk County","18115",18116,2004,18297
50,42,49,"Erie County","114322",114322,2004,116527
50,42,51,"Fayette County","66490",66490,2004,67145
50,42,53,"Forest County","8701",8701,2004,8886
50,42,55,"Franklin County","53803",53801,2004,56924
50,42,57,"Fulton County","6790",6790,2004,7093
50,42,59,"Greene County","16678",16678,2004,16965
50,42,61,"Huntingdon County","21058",21058,2004,21672
50,42,63,"Indiana County","37250",37250,2004,38095
50,42,65,"Jefferson County","22104",22104,2004,22540
50,42,67,"Juniata County","10031",10031,2004,10265
50,42,69,"Lackawanna County","95362",95362,2004,96405
50,42,71,"Lancaster County","179990",179990,2004,188486
50,42,73,"Lawrence County","39635",39635,2004,40246
50,42,75,"Lebanon County","49320",49320,2004,51629
50,42,77,"Lehigh County","128910",128910,2004,133848
50,42,79,"Luzerne County","144686",144688,2004,146413
50,42,81,"Lycoming County","52464",52465,2004,53417
50,42,83,"McKean County","21644",21644,2004,21755
50,42,85,"Mercer County","49859",49859,2004,51071
50,42,87,"Mifflin County","20745",20745,2004,21117
50,42,89,"Monroe County","67581",67581,2004,74028
50,42,91,"Montgomery County","297434",297434,2004,306687
50,42,93,"Montour County","7627",7628,2004,7857
50,42,95,"Northampton County","106710",106711,2004,112593
50,42,97,"Northumberland County","43164",43164,2004,43580
50,42,99,"Perry County","18941",18943,2004,19582
50,42,101,"Philadelphia County","661958",661958,2004,658799
50,42,103,"Pike County","34681",34681,2004,37245
50,42,105,"Potter County","12159",12159,2004,12506
50,42,107,"Schuylkill County","67806",67804,2004,68734
50,42,109,"Snyder County","14890",14890,2004,15354
50,42,111,"Somerset County","37163",37163,2004,37860
50,42,113,"Sullivan County","6017",6017,2004,6133
50,42,115,"Susquehanna County","21829",21829,2004,22314
50,42,117,"Tioga County","19893",19893,2004,20491
50,42,119,"Union County","14684",14684,2004,15169
50,42,121,"Venango County","26904",26904,2004,27205
50,42,123,"Warren County","23058",23058,2004,23260
50,42,125,"Washington County","87267",87267,2004,90252
50,42,127,"Wayne County","30593",30593,2004,31779
50,42,129,"Westmoreland County","161058",161058,2004,164160
50,42,131,"Wyoming County","12713",12713,2004,13069
50,42,133,"York County","156720",156720,2004,166175
50,44,1,"Bristol County","19881",19881,2004,20120
50,44,3,"Kent County","70365",70365,2004,71511
50,44,5,"Newport County","39561",39561,2004,40373
50,44,7,"Providence County","253214",253214,2004,254832
50,44,9,"Washington County","56816",56816,2004,59469
50,45,1,"Abbeville County","11656",11656,2004,11863
50,45,3,"Aiken County","61987",61988,2004,65373
50,45,5,"Allendale County","4568",4568,2004,4637
50,45,7,"Anderson County","73213",73213,2004,78354
50,45,9,"Bamberg County","7130",7130,2004,7212
50,45,11,"Barnwell County","10191",10191,2004,10293
50,45,13,"Beaufort County","60509",60512,2004,71082
50,45,15,"Berkeley County","54717",54718,2004,59518
50,45,17,"Calhoun County","6864",6861,2004,7226
50,45,19,"Charleston County","141031",141024,2004,155601
50,45,21,"Cherokee County","22400",22400,2004,23026
50,45,23,"Chester County","14374",14374,2004,14722
50,45,25,"Chesterfield County","18818",18818,2004,19485
50,45,27,"Clarendon County","15303",15303,2004,15797
50,45,29,"Colleton County","18129",18129,2004,18751
50,45,31,"Darlington County","28942",28942,2004,29715
50,45,33,"Dillon County","12679",12679,2004,12872
50,45,35,"Dorchester County","37237",37215,2004,41424
50,45,37,"Edgefield County","9223",9206,2004,9639
50,45,39,"Fairfield County","10383",10383,2004,10695
50,45,41,"Florence County","51836",51836,2004,53158
50,45,43,"Georgetown County","28282",28263,2004,30920
50,45,45,"Greenville County","162803",162802,2004,175583
50,45,47,"Greenwood County","28243",28244,2004,29274
50,45,49,"Hampton County","8582",8581,2004,8700
50,45,51,"Horry County","122085",122103,2004,140646
50,45,53,"Jasper County","7928",7926,2004,8247
50,45,55,"Kershaw County","22683",22683,2004,24146
50,45,57,"Lancaster County","24962",24962,2004,27847
50,45,59,"Laurens County","30239",30235,2004,31179
50,45,61,"Lee County","7670",7670,2004,7806
50,45,63,"Lexington County","90978",90977,2004,97790
50,45,65,"McCormick County","4459",4459,2004,4744
50,45,67,"Marion County","15143",15143,2004,15398
50,45,69,"Marlboro County","11894",11894,2004,12009
50,45,71,"Newberry County","16805",16806,2004,17314
50,45,73,"Oconee County","32383",32383,2004,34871
50,45,75,"Orangeburg County","39304",39275,2004,40634
50,45,77,"Pickens County","46000",46000,2004,49029
50,45,79,"Richland County","129793",129793,2004,141931
50,45,81,"Saluda County","8543",8543,2004,8753
50,45,83,"Spartanburg County","106986",106986,2004,114726
50,45,85,"Sumter County","41751",41747,2004,43455
50,45,87,"Union County","13351",13351,2004,13493
50,45,89,"Williamsburg County","15552",15553,2004,15815
50,45,91,"York County","66061",66061,2004,77415
50,46,3,"Aurora County","1298",1298,2004,1326
50,46,5,"Beadle County","8206",8206,2004,8279
50,46,7,"Bennett County","1278",1278,2004,1311
50,46,9,"Bon Homme County","3007",3007,2004,3050
50,46,11,"Brookings County","11576",11576,2004,12271
50,46,13,"Brown County","15861",15861,2004,16239
50,46,15,"Brule County","2272",2272,2004,2329
50,46,17,"Buffalo County","602",602,2004,624
50,46,19,"Butte County","4059",4059,2004,4164
50,46,21,"Campbell County","962",962,2004,979
50,46,23,"Charles Mix County","3853",3853,2004,3930
50,46,25,"Clark County","1880",1880,2004,1888
50,46,27,"Clay County","5438",5438,2004,5603
50,46,29,"Codington County","11324",11324,2004,11815
50,46,31,"Corson County","1536",1534,2004,1574
50,46,33,"Custer County","3624",3624,2004,3985
50,46,35,"Davison County","8093",8093,2004,8453
50,46,37,"Day County","3618",3618,2004,3689
50,46,39,"Deuel County","2172",2172,2004,2260
50,46,41,"Dewey County","2133",2132,2004,2208
50,46,43,"Douglas County","1453",1453,2004,1469
50,46,45,"Edmunds County","2022",2022,2004,2067
50,46,47,"Fall River County","3812",3812,2004,3929
50,46,49,"Faulk County","1235",1235,2004,1286
50,46,51,"Grant County","3456",3458,2004,3554
50,46,53,"Gregory County","2405",2405,2004,2456
50,46,55,"Haakon County","1002",1002,2004,1026
50,46,57,"Hamlin County","2626",2626,2004,2718
50,46,59,"Hand County","1840",1840,2004,1876
50,46,61,"Hanson County","1218",1218,2004,1248
50,46,63,"Harding County","804",804,2004,804
50,46,65,"Hughes County","7055",7055,2004,7301
50,46,67,"Hutchinson County","3517",3517,2004,3562
50,46,69,"Hyde County","769",769,2004,777
50,46,71,"Jackson County","1173",1173,2004,1207
50,46,73,"Jerauld County","1167",1167,2004,1191
50,46,75,"Jones County","614",614,2004,622
50,46,77,"Kingsbury County","2724",2724,2004,2796
50,46,79,"Lake County","5282",5282,2004,5549
50,46,81,"Lawrence County","10427",10427,2004,11151
50,46,83,"Lincoln County","9131",9131,2004,10904
50,46,85,"Lyman County","1636",1636,2004,1670
50,46,87,"McCook County","2383",2383,2004,2507
50,46,89,"McPherson County","1465",1465,2004,1463
50,46,91,"Marshall County","2562",2562,2004,2626
50,46,93,"Meade County","10149",10146,2004,10837
50,46,95,"Mellette County","824",824,2004,842
50,46,97,"Miner County","1408",1408,2004,1425
50,46,99,"Minnehaha County","60237",60237,2004,67559
50,46,101,"Moody County","2745",2745,2004,2799
50,46,103,"Pennington County","37249",37252,2004,39691
50,46,105,"Perkins County","1854",1856,2004,1895
50,46,107,"Potter County","1760",1760,2004,1815
50,46,109,"Roberts County","4734",4732,2004,4866
50,46,111,"Sanborn County","1220",1220,2004,1234
50,46,113,"Shannon County","3123",3123,2004,3267
50,46,115,"Spink County","3352",3352,2004,3359
50,46,117,"Stanley County","1277",1277,2004,1360
50,46,119,"Sully County","844",844,2004,874
50,46,121,"Todd County","2766",2766,2004,2863
50,46,123,"Tripp County","3036",3036,2004,3102
50,46,125,"Turner County","3852",3852,2004,3938
50,46,127,"Union County","5345",5345,2004,5804
50,46,129,"Walworth County","3144",3145,2004,3173
50,46,135,"Yankton County","8840",8840,2004,9146
50,46,137,"Ziebach County","879",879,2004,921
50,47,1,"Anderson County","32451",32451,2004,33468
50,47,3,"Bedford County","14990",14990,2004,15950
50,47,5,"Benton County","8595",8595,2004,8899
50,47,7,"Bledsoe County","5142",5141,2004,5339
50,47,9,"Blount County","47059",47059,2004,49697
50,47,11,"Bradley County","36820",36815,2004,39112
50,47,13,"Campbell County","18527",18498,2004,18865
50,47,15,"Cannon County","5420",5420,2004,5616
50,47,17,"Carroll County","13057",13060,2004,13451
