"SumLev","State_Fips","County_Fips","County","HUCENSUS_2000","HUESTBASE_2000","Year","HousingUnitEst"
50,31,35,"Clay County","3066",3066,2002,3085
50,31,37,"Colfax County","4088",4087,2002,4112
50,31,39,"Cuming County","4283",4283,2002,4329
50,31,41,"Custer County","5585",5585,2002,5629
50,31,43,"Dakota County","7528",7528,2002,7656
50,31,45,"Dawes County","4004",4004,2002,4029
50,31,47,"Dawson County","9805",9805,2002,9841
50,31,49,"Deuel County","1032",1032,2002,1031
50,31,51,"Dixon County","2673",2673,2002,2701
50,31,53,"Dodge County","15468",15468,2002,15718
50,31,55,"Douglas County","192672",192672,2002,198191
50,31,57,"Dundy County","1196",1196,2002,1204
50,31,59,"Fillmore County","2990",2990,2002,3005
50,31,61,"Franklin County","1746",1746,2002,1746
50,31,63,"Frontier County","1543",1543,2002,1561
50,31,65,"Furnas County","2730",2730,2002,2743
50,31,67,"Gage County","10030",10030,2002,10347
50,31,69,"Garden County","1298",1298,2002,1307
50,31,71,"Garfield County","1021",1021,2002,1028
50,31,73,"Gosper County","1281",1281,2002,1293
50,31,75,"Grant County","449",449,2002,456
50,31,77,"Greeley County","1199",1199,2002,1212
50,31,79,"Hall County","21574",21575,2002,21811
50,31,81,"Hamilton County","3850",3850,2002,3901
50,31,83,"Harlan County","2327",2327,2002,2363
50,31,85,"Hayes County","526",526,2002,534
50,31,87,"Hitchcock County","1675",1675,2002,1689
50,31,89,"Holt County","5281",5281,2002,5370
50,31,91,"Hooker County","440",440,2002,441
50,31,93,"Howard County","2782",2782,2002,2871
50,31,95,"Jefferson County","3942",3942,2002,3964
50,31,97,"Johnson County","2116",2116,2002,2141
50,31,99,"Kearney County","2846",2846,2002,2854
50,31,101,"Keith County","5178",5178,2002,5415
50,31,103,"Keya Paha County","548",548,2002,557
50,31,105,"Kimball County","1972",1972,2002,1980
50,31,107,"Knox County","4773",4773,2002,4811
50,31,109,"Lancaster County","104217",104217,2002,107665
50,31,111,"Lincoln County","15438",15438,2002,15698
50,31,113,"Logan County","386",386,2002,392
50,31,115,"Loup County","377",377,2002,381
50,31,117,"McPherson County","283",283,2002,287
50,31,119,"Madison County","14432",14432,2002,14622
50,31,121,"Merrick County","3649",3648,2002,3681
50,31,123,"Morrill County","2460",2460,2002,2478
50,31,125,"Nance County","1787",1787,2002,1782
50,31,127,"Nemaha County","3439",3439,2002,3467
50,31,129,"Nuckolls County","2530",2530,2002,2541
50,31,131,"Otoe County","6567",6567,2002,6741
50,31,133,"Pawnee County","1587",1587,2002,1602
50,31,135,"Perkins County","1444",1444,2002,1454
50,31,137,"Phelps County","4191",4191,2002,4232
50,31,139,"Pierce County","3247",3247,2002,3277
50,31,141,"Platte County","12916",12803,2002,13042
50,31,143,"Polk County","2717",2717,2002,2746
50,31,145,"Red Willow County","5278",5279,2002,5330
50,31,147,"Richardson County","4560",4560,2002,4569
50,31,149,"Rock County","935",935,2002,948
50,31,151,"Saline County","5611",5611,2002,5666
50,31,153,"Sarpy County","44981",44981,2002,48503
50,31,155,"Saunders County","8266",8266,2002,8506
50,31,157,"Scotts Bluff County","16119",16119,2002,16277
50,31,159,"Seward County","6428",6428,2002,6548
50,31,161,"Sheridan County","3013",3013,2002,3029
50,31,163,"Sherman County","1839",1839,2002,1839
50,31,165,"Sioux County","780",780,2002,792
50,31,167,"Stanton County","2452",2452,2002,2481
50,31,169,"Thayer County","2828",2828,2002,2846
50,31,171,"Thomas County","446",446,2002,453
50,31,173,"Thurston County","2467",2467,2002,2486
50,31,175,"Valley County","2273",2273,2002,2281
50,31,177,"Washington County","7408",7408,2002,7642
50,31,179,"Wayne County","3662",3662,2002,3702
50,31,181,"Webster County","1972",1972,2002,1980
50,31,183,"Wheeler County","561",561,2002,569
50,31,185,"York County","6172",6172,2002,6204
50,32,1,"Churchill County","9732",9732,2002,9911
50,32,3,"Clark County","559799",559607,2002,619790
50,32,5,"Douglas County","19006",19006,2002,20364
50,32,7,"Elko County","18456",18456,2002,18696
50,32,9,"Esmeralda County","833",833,2002,836
50,32,11,"Eureka County","1025",1025,2002,1029
50,32,13,"Humboldt County","6954",6954,2002,7117
50,32,15,"Lander County","2780",2780,2002,2776
50,32,17,"Lincoln County","2178",2178,2002,2195
50,32,19,"Lyon County","14279",14279,2002,14860
50,32,21,"Mineral County","2866",2866,2002,2862
50,32,23,"Nye County","15934",16126,2002,16151
50,32,27,"Pershing County","2389",2389,2002,2388
50,32,29,"Storey County","1596",1596,2002,1654
50,32,31,"Washoe County","143908",143908,2002,153907
50,32,33,"White Pine County","4439",4439,2002,4434
50,32,510,"Carson City","21283",21283,2002,21942
50,33,1,"Belknap County","32121",32121,2002,33036
50,33,3,"Carroll County","34750",34750,2002,35706
50,33,5,"Cheshire County","31876",31876,2002,32380
50,33,7,"Coos County","19623",19623,2002,19747
50,33,9,"Grafton County","43729",43729,2002,44560
50,33,11,"Hillsborough County","149961",149962,2002,153565
50,33,13,"Merrimack County","56244",56244,2002,57764
50,33,15,"Rockingham County","113023",113022,2002,116367
50,33,17,"Strafford County","45539",45539,2002,46820
50,33,19,"Sullivan County","20158",20158,2002,20522
50,34,1,"Atlantic County","114090",114090,2002,117342
50,34,3,"Bergen County","339820",339820,2002,343297
50,34,5,"Burlington County","161311",161310,2002,166317
50,34,7,"Camden County","199679",199208,2002,200054
50,34,9,"Cape May County","91047",91047,2002,93640
50,34,11,"Cumberland County","52863",52862,2002,53240
50,34,13,"Essex County","301011",301011,2002,302653
50,34,15,"Gloucester County","95054",95525,2002,98565
50,34,17,"Hudson County","240618",240618,2002,241981
50,34,19,"Hunterdon County","45032",45032,2002,46291
50,34,21,"Mercer County","133280",133280,2002,135564
50,34,23,"Middlesex County","273637",273640,2002,277472
50,34,25,"Monmouth County","240884",240881,2002,245336
50,34,27,"Morris County","174379",174379,2002,178503
50,34,29,"Ocean County","248711",248711,2002,258835
50,34,31,"Passaic County","170048",170048,2002,170308
50,34,33,"Salem County","26158",26159,2002,26425
50,34,35,"Somerset County","112023",112023,2002,116298
50,34,37,"Sussex County","56528",56529,2002,57995
50,34,39,"Union County","192945",192945,2002,193351
50,34,41,"Warren County","41157",41156,2002,42823
50,35,1,"Bernalillo County","239074",238801,2002,249619
50,35,3,"Catron County","2548",2548,2002,2695
50,35,5,"Chaves County","25647",25647,2002,25852
50,35,6,"Cibola County","10328",10328,2002,10540
50,35,7,"Colfax County","8959",8959,2002,9160
50,35,9,"Curry County","19212",19212,2002,19457
50,35,11,"De Baca County","1307",1307,2002,1358
50,35,13,"Dona Ana County","65210",65210,2002,67825
50,35,15,"Eddy County","22249",22249,2002,22417
50,35,17,"Grant County","14066",14066,2002,14316
50,35,19,"Guadalupe County","2160",2160,2002,2230
50,35,21,"Harding County","545",545,2002,582
50,35,23,"Hidalgo County","2848",2848,2002,2942
50,35,25,"Lea County","23405",23405,2002,23620
50,35,27,"Lincoln County","15298",15298,2002,15863
50,35,28,"Los Alamos County","7937",7937,2002,8285
50,35,29,"Luna County","11291",11291,2002,11498
50,35,31,"McKinley County","26718",26718,2002,27175
50,35,33,"Mora County","2973",2973,2002,3041
50,35,35,"Otero County","29272",29272,2002,29884
50,35,37,"Quay County","5664",5664,2002,5772
50,35,39,"Rio Arriba County","18016",18018,2002,18395
50,35,41,"Roosevelt County","7746",7746,2002,7854
50,35,43,"Sandoval County","34866",35139,2002,36608
50,35,45,"San Juan County","43221",43221,2002,43955
50,35,47,"San Miguel County","14254",14254,2002,14525
50,35,49,"Santa Fe County","57701",57698,2002,59360
50,35,51,"Sierra County","8727",8727,2002,8959
50,35,53,"Socorro County","7808",7808,2002,8032
50,35,55,"Taos County","17404",17404,2002,17847
50,35,57,"Torrance County","7257",7258,2002,7469
50,35,59,"Union County","2225",2225,2002,2302
50,35,61,"Valencia County","24643",24643,2002,25439
50,36,1,"Albany County","129972",129972,2002,131175
50,36,3,"Allegany County","24505",24505,2002,24707
50,36,5,"Bronx County","490659",490659,2002,494772
50,36,7,"Broome County","88817",88817,2002,88796
50,36,9,"Cattaraugus County","39839",39839,2002,40051
50,36,11,"Cayuga County","35477",35477,2002,35680
50,36,13,"Chautauqua County","64900",64900,2002,65135
50,36,15,"Chemung County","37745",37745,2002,37950
50,36,17,"Chenango County","23890",23890,2002,24017
50,36,19,"Clinton County","33091",33091,2002,33569
50,36,21,"Columbia County","30207",30207,2002,30562
50,36,23,"Cortland County","20116",20115,2002,20154
50,36,25,"Delaware County","28952",28953,2002,29176
50,36,27,"Dutchess County","106103",106103,2002,108095
50,36,29,"Erie County","415868",415868,2002,418538
50,36,31,"Essex County","23115",23115,2002,23452
50,36,33,"Franklin County","23936",23936,2002,24080
50,36,35,"Fulton County","27787",27787,2002,27902
50,36,37,"Genesee County","24190",24190,2002,24299
50,36,39,"Greene County","26544",26544,2002,26850
50,36,41,"Hamilton County","7965",7965,2002,8052
50,36,43,"Herkimer County","32026",32026,2002,32176
50,36,45,"Jefferson County","54070",54070,2002,54832
50,36,47,"Kings County","930866",930867,2002,935604
50,36,49,"Lewis County","15134",15134,2002,15438
50,36,51,"Livingston County","24023",24023,2002,24472
50,36,53,"Madison County","28646",28646,2002,28848
50,36,55,"Monroe County","304388",304388,2002,307557
50,36,57,"Montgomery County","22522",22522,2002,22521
50,36,59,"Nassau County","458151",458153,2002,458383
50,36,61,"New York County","798144",798144,2002,813580
50,36,63,"Niagara County","95715",95714,2002,96386
50,36,65,"Oneida County","102803",102803,2002,102947
50,36,67,"Onondaga County","196633",196633,2002,198340
50,36,69,"Ontario County","42647",42647,2002,43529
50,36,71,"Orange County","122754",122754,2002,126702
50,36,73,"Orleans County","17347",17348,2002,17410
50,36,75,"Oswego County","52831",52831,2002,53252
50,36,77,"Otsego County","28481",28481,2002,29680
50,36,79,"Putnam County","35030",35030,2002,35688
50,36,81,"Queens County","817250",817250,2002,821526
50,36,83,"Rensselaer County","66120",66120,2002,66653
50,36,85,"Richmond County","163993",163993,2002,169574
50,36,87,"Rockland County","94973",94973,2002,96160
50,36,89,"St. Lawrence County","49721",49720,2002,50100
50,36,91,"Saratoga County","86701",86701,2002,89099
50,36,93,"Schenectady County","65032",65032,2002,65202
50,36,95,"Schoharie County","15915",15915,2002,16074
50,36,97,"Schuyler County","9181",9181,2002,9250
50,36,99,"Seneca County","14794",14794,2002,14845
50,36,101,"Steuben County","46132",46132,2002,46577
50,36,103,"Suffolk County","522323",522321,2002,530919
50,36,105,"Sullivan County","44730",44729,2002,45349
50,36,107,"Tioga County","21410",21410,2002,21568
50,36,109,"Tompkins County","38625",38626,2002,39467
50,36,111,"Ulster County","77656",77656,2002,78582
50,36,113,"Warren County","34852",34852,2002,35467
50,36,115,"Washington County","26794",26794,2002,27057
50,36,117,"Wayne County","38767",38767,2002,39282
50,36,119,"Westchester County","349445",349445,2002,353406
50,36,121,"Wyoming County","16940",16940,2002,17056
50,36,123,"Yates County","12064",12064,2002,12167
50,37,1,"Alamance County","55463",55463,2002,57679
50,37,3,"Alexander County","14098",14099,2002,14615
50,37,5,"Alleghany County","6412",6423,2002,6721
50,37,7,"Anson County","10221",10221,2002,10375
50,37,9,"Ashe County","13268",13268,2002,13907
50,37,11,"Avery County","11911",11911,2002,12357
50,37,13,"Beaufort County","22139",22139,2002,22773
50,37,15,"Bertie County","9050",9043,2002,9205
50,37,17,"Bladen County","15316",15316,2002,15632
50,37,19,"Brunswick County","51431",51430,2002,55955
50,37,21,"Buncombe County","93973",93966,2002,98143
50,37,23,"Burke County","37427",37430,2002,38422
50,37,25,"Cabarrus County","52848",52848,2002,57076
50,37,27,"Caldwell County","33430",33420,2002,34561
50,37,29,"Camden County","2973",2973,2002,3141
50,37,31,"Carteret County","40947",40947,2002,42461
50,37,33,"Caswell County","9601",9601,2002,9908
50,37,35,"Catawba County","59919",59919,2002,63208
50,37,37,"Chatham County","21358",21357,2002,22517
50,37,39,"Cherokee County","13499",13499,2002,14195
50,37,41,"Chowan County","6443",6443,2002,6573
50,37,43,"Clay County","5425",5425,2002,5767
50,37,45,"Cleveland County","40317",40302,2002,41325
50,37,47,"Columbus County","24060",24060,2002,24550
50,37,49,"Craven County","38150",38194,2002,39483
50,37,51,"Cumberland County","118425",118423,2002,122065
50,37,53,"Currituck County","10687",10687,2002,11575
50,37,55,"Dare County","26671",26671,2002,28704
50,37,57,"Davidson County","62432",62432,2002,64850
50,37,59,"Davie County","14953",14953,2002,15778
50,37,61,"Duplin County","20520",20520,2002,21050
50,37,63,"Durham County","95452",95452,2002,102442
50,37,65,"Edgecombe County","24002",24006,2002,24672
50,37,67,"Forsyth County","133093",133092,2002,138711
50,37,69,"Franklin County","20364",20364,2002,21593
50,37,71,"Gaston County","78842",78831,2002,81558
50,37,73,"Gates County","4389",4389,2002,4478
50,37,75,"Graham County","5084",5084,2002,5281
50,37,77,"Granville County","17896",17896,2002,19117
50,37,79,"Greene County","7368",7368,2002,7534
50,37,81,"Guilford County","180391",180391,2002,188524
50,37,83,"Halifax County","25309",25309,2002,25700
50,37,85,"Harnett County","38605",38631,2002,40603
50,37,87,"Haywood County","28640",28640,2002,29722
50,37,89,"Henderson County","42996",43003,2002,45121
50,37,91,"Hertford County","9724",9724,2002,9860
50,37,93,"Hoke County","12518",12521,2002,13302
50,37,95,"Hyde County","3302",3302,2002,3365
50,37,97,"Iredell County","51918",51917,2002,56196
50,37,99,"Jackson County","19291",19291,2002,20753
50,37,101,"Johnston County","50196",50163,2002,54312
50,37,103,"Jones County","4679",4681,2002,4749
50,37,105,"Lee County","19909",19963,2002,21057
50,37,107,"Lenoir County","27184",27176,2002,27815
50,37,109,"Lincoln County","25717",25717,2002,27750
50,37,111,"McDowell County","18377",18376,2002,18842
50,37,113,"Macon County","20746",20745,2002,21644
50,37,115,"Madison County","9722",9722,2002,10111
50,37,117,"Martin County","10930",10910,2002,11095
50,37,119,"Mecklenburg County","292780",292755,2002,324313
50,37,121,"Mitchell County","7919",7919,2002,8100
50,37,123,"Montgomery County","14145",14146,2002,14517
50,37,125,"Moore County","35151",35150,2002,36775
50,37,127,"Nash County","37051",37047,2002,38475
50,37,129,"New Hanover County","79616",79634,2002,84317
50,37,131,"Northampton County","10455",10455,2002,10676
50,37,133,"Onslow County","55726",55726,2002,58618
50,37,135,"Orange County","49289",47706,2002,50462
50,37,137,"Pamlico County","6781",6781,2002,6973
50,37,139,"Pasquotank County","14289",14289,2002,14597
50,37,141,"Pender County","20798",20798,2002,21787
50,37,143,"Perquimans County","6043",6043,2002,6240
50,37,145,"Person County","15504",15504,2002,16015
50,37,147,"Pitt County","58408",58364,2002,62330
50,37,149,"Polk County","9192",9192,2002,9577
50,37,151,"Randolph County","54422",54428,2002,56750
50,37,153,"Richmond County","19886",19883,2002,20623
50,37,155,"Robeson County","47779",47747,2002,49128
50,37,157,"Rockingham County","40208",40212,2002,41253
50,37,159,"Rowan County","53980",53980,2002,55991
50,37,161,"Rutherford County","29535",29536,2002,30369
50,37,163,"Sampson County","25142",25142,2002,25737
50,37,165,"Scotland County","14693",14694,2002,15093
50,37,167,"Stanly County","24582",24582,2002,25365
50,37,169,"Stokes County","19262",19258,2002,19810
50,37,171,"Surry County","31033",31018,2002,31733
50,37,173,"Swain County","7105",7106,2002,7458
50,37,175,"Transylvania County","15553",15553,2002,16160
50,37,177,"Tyrrell County","2032",2032,2002,2074
50,37,179,"Union County","45695",45723,2002,51377
50,37,181,"Vance County","18196",18196,2002,18638
50,37,183,"Wake County","258953",258954,2002,283987
50,37,185,"Warren County","10548",10548,2002,10878
50,37,187,"Washington County","6174",6174,2002,6246
50,37,189,"Watauga County","23155",23156,2002,24311
50,37,191,"Wayne County","47313",47313,2002,48618
50,37,193,"Wilkes County","29261",29263,2002,29990
50,37,195,"Wilson County","30729",30728,2002,32060
50,37,197,"Yadkin County","15821",15823,2002,16258
50,37,199,"Yancey County","9729",9729,2002,9989
50,38,1,"Adams County","1416",1416,2002,1423
50,38,3,"Barnes County","5599",5599,2002,5615
50,38,5,"Benson County","2932",2932,2002,2960
50,38,7,"Billings County","529",529,2002,530
50,38,9,"Bottineau County","4409",4409,2002,4461
50,38,11,"Bowman County","1596",1596,2002,1598
50,38,13,"Burke County","1412",1412,2002,1421
50,38,15,"Burleigh County","29003",29004,2002,30088
50,38,17,"Cass County","53790",53790,2002,56243
50,38,19,"Cavalier County","2725",2725,2002,2742
50,38,21,"Dickey County","2656",2656,2002,2664
50,38,23,"Divide County","1469",1469,2002,1477
50,38,25,"Dunn County","1965",1965,2002,1966
50,38,27,"Eddy County","1418",1418,2002,1430
50,38,29,"Emmons County","2168",2168,2002,2184
50,38,31,"Foster County","1793",1793,2002,1796
50,38,33,"Golden Valley County","973",973,2002,971
50,38,35,"Grand Forks County","27373",27373,2002,27474
50,38,37,"Grant County","1722",1722,2002,1737
50,38,39,"Griggs County","1521",1521,2002,1527
50,38,41,"Hettinger County","1419",1419,2002,1424
50,38,43,"Kidder County","1610",1610,2002,1636
50,38,45,"LaMoure County","2271",2271,2002,2293
50,38,47,"Logan County","1193",1193,2002,1198
50,38,49,"McHenry County","2983",2983,2002,3014
50,38,51,"McIntosh County","1853",1853,2002,1865
50,38,53,"McKenzie County","2719",2719,2002,2747
50,38,55,"McLean County","5264",5264,2002,5282
50,38,57,"Mercer County","4402",4402,2002,4438
50,38,59,"Morton County","10587",10587,2002,10771
50,38,61,"Mountrail County","3438",3436,2002,3444
50,38,63,"Nelson County","2014",2014,2002,2029
50,38,65,"Oliver County","903",904,2002,903
50,38,67,"Pembina County","4115",4115,2002,4111
50,38,69,"Pierce County","2269",2269,2002,2282
50,38,71,"Ramsey County","5729",5729,2002,5762
50,38,73,"Ransom County","2604",2604,2002,2692
50,38,75,"Renville County","1413",1413,2002,1426
50,38,77,"Richland County","7575",7575,2002,7619
50,38,79,"Rolette County","5027",5027,2002,5023
50,38,81,"Sargent County","2016",2016,2002,2029
50,38,83,"Sheridan County","924",924,2002,929
50,38,85,"Sioux County","1216",1216,2002,1234
50,38,87,"Slope County","451",451,2002,455
50,38,89,"Stark County","9722",9722,2002,9820
50,38,91,"Steele County","1231",1231,2002,1236
50,38,93,"Stutsman County","9817",9817,2002,9862
50,38,95,"Towner County","1558",1558,2002,1564
50,38,97,"Traill County","3708",3708,2002,3720
50,38,99,"Walsh County","5757",5757,2002,5756
50,38,101,"Ward County","25097",25099,2002,25333
50,38,103,"Wells County","2643",2643,2002,2653
50,38,105,"Williams County","9680",9680,2002,9706
50,39,1,"Adams County","11822",11822,2002,12017
50,39,3,"Allen County","44245",44245,2002,44588
50,39,5,"Ashland County","20832",20832,2002,21193
50,39,7,"Ashtabula County","43792",43792,2002,44645
50,39,9,"Athens County","24901",24901,2002,25122
50,39,11,"Auglaize County","18470",18470,2002,18754
50,39,13,"Belmont County","31236",31236,2002,31363
50,39,15,"Brown County","17193",17193,2002,17563
50,39,17,"Butler County","129793",129749,2002,133073
50,39,19,"Carroll County","13016",13016,2002,13106
50,39,21,"Champaign County","15890",15890,2002,16235
50,39,23,"Clark County","61056",61053,2002,61645
50,39,25,"Clermont County","69226",69025,2002,72250
50,39,27,"Clinton County","16577",16577,2002,17020
50,39,29,"Columbiana County","46083",46083,2002,46477
50,39,31,"Coshocton County","16107",16107,2002,16301
50,39,33,"Crawford County","20178",20178,2002,20415
50,39,35,"Cuyahoga County","616903",616876,2002,618007
50,39,37,"Darke County","21583",21583,2002,21909
50,39,39,"Defiance County","16040",16040,2002,16314
50,39,41,"Delaware County","42374",42374,2002,50056
50,39,43,"Erie County","35909",35909,2002,36428
50,39,45,"Fairfield County","47922",47934,2002,50629
50,39,47,"Fayette County","11904",11904,2002,12093
50,39,49,"Franklin County","471016",471007,2002,489601
50,39,51,"Fulton County","16232",16232,2002,16578
50,39,53,"Gallia County","13498",13498,2002,13524
50,39,55,"Geauga County","32805",32805,2002,33846
50,39,57,"Greene County","58224",58224,2002,60511
50,39,59,"Guernsey County","18771",18771,2002,19118
50,39,61,"Hamilton County","373393",373393,2002,376559
50,39,63,"Hancock County","29785",29785,2002,30439
50,39,65,"Hardin County","12907",12907,2002,13027
50,39,67,"Harrison County","7680",7680,2002,7747
50,39,69,"Henry County","11622",11622,2002,11805
50,39,71,"Highland County","17583",17583,2002,17756
50,39,73,"Hocking County","12141",12141,2002,12193
50,39,75,"Holmes County","12280",12280,2002,12326
50,39,77,"Huron County","23594",23594,2002,23995
50,39,79,"Jackson County","13909",13909,2002,14293
50,39,81,"Jefferson County","33291",33291,2002,33520
50,39,83,"Knox County","21793",21794,2002,22502
50,39,85,"Lake County","93487",93487,2002,95106
50,39,87,"Lawrence County","27189",27189,2002,27491
50,39,89,"Licking County","58760",58802,2002,60930
50,39,91,"Logan County","21571",21571,2002,22237
50,39,93,"Lorain County","111368",111368,2002,114917
50,39,95,"Lucas County","196259",196259,2002,198534
50,39,97,"Madison County","14399",14401,2002,14719
50,39,99,"Mahoning County","111762",111762,2002,112710
50,39,101,"Marion County","26298",26295,2002,26579
50,39,103,"Medina County","56793",56793,2002,59902
50,39,105,"Meigs County","10782",10782,2002,10872
50,39,107,"Mercer County","15875",15875,2002,16184
50,39,109,"Miami County","40554",40554,2002,40926
50,39,111,"Monroe County","7212",7212,2002,7242
50,39,113,"Montgomery County","248443",248443,2002,250325
50,39,115,"Morgan County","7771",7771,2002,7805
50,39,117,"Morrow County","12132",12132,2002,12351
50,39,119,"Muskingum County","35163",35163,2002,35465
50,39,121,"Noble County","5480",5480,2002,5562
50,39,123,"Ottawa County","25532",25532,2002,26055
50,39,125,"Paulding County","8478",8478,2002,8724
50,39,127,"Perry County","13655",13653,2002,13785
50,39,129,"Pickaway County","18596",18596,2002,19051
50,39,131,"Pike County","11602",11602,2002,11808
50,39,133,"Portage County","60096",60096,2002,62028
50,39,135,"Preble County","17186",17186,2002,17525
50,39,137,"Putnam County","12753",12753,2002,13044
50,39,139,"Richland County","53062",53062,2002,53928
50,39,141,"Ross County","29461",29461,2002,29986
50,39,143,"Sandusky County","25253",25254,2002,25563
50,39,145,"Scioto County","34054",34054,2002,34103
50,39,147,"Seneca County","23692",23692,2002,24054
50,39,149,"Shelby County","18682",18682,2002,19106
50,39,151,"Stark County","157024",157036,2002,159416
50,39,153,"Summit County","230880",230880,2002,235560
50,39,155,"Trumbull County","95117",95117,2002,95828
50,39,157,"Tuscarawas County","38113",38113,2002,38489
50,39,159,"Union County","15217",15217,2002,16224
50,39,161,"Van Wert County","12363",12363,2002,12516
50,39,163,"Vinton County","5653",5653,2002,5720
50,39,165,"Warren County","58692",58939,2002,64579
50,39,167,"Washington County","27760",27760,2002,28090
50,39,169,"Wayne County","42324",42312,2002,43616
50,39,171,"Williams County","16140",16140,2002,16481
50,39,173,"Wood County","47468",47467,2002,49167
50,39,175,"Wyandot County","9324",9324,2002,9464
50,40,1,"Adair County","8348",8348,2002,8491
50,40,3,"Alfalfa County","2832",2832,2002,2844
50,40,5,"Atoka County","5673",5673,2002,5749
50,40,7,"Beaver County","2719",2719,2002,2752
50,40,9,"Beckham County","8796",8796,2002,8966
50,40,11,"Blaine County","5208",5208,2002,5244
50,40,13,"Bryan County","16715",16715,2002,16973
50,40,15,"Caddo County","13096",13096,2002,13245
50,40,17,"Canadian County","33969",33969,2002,35534
50,40,19,"Carter County","20577",20577,2002,20930
50,40,21,"Cherokee County","19499",19499,2002,20024
50,40,23,"Choctaw County","7539",7539,2002,7639
50,40,25,"Cimarron County","1583",1583,2002,1595
50,40,27,"Cleveland County","84844",84844,2002,88101
50,40,29,"Coal County","2744",2744,2002,2769
50,40,31,"Comanche County","45416",45416,2002,45739
50,40,33,"Cotton County","3085",3085,2002,3110
50,40,35,"Craig County","6459",6459,2002,6519
50,40,37,"Creek County","27986",27987,2002,28563
50,40,39,"Custer County","11675",11675,2002,11788
50,40,41,"Delaware County","22290",22290,2002,22948
50,40,43,"Dewey County","2425",2425,2002,2451
50,40,45,"Ellis County","2146",2146,2002,2167
50,40,47,"Garfield County","26047",26047,2002,26228
50,40,49,"Garvin County","12641",12641,2002,12740
50,40,51,"Grady County","19444",19443,2002,19750
50,40,53,"Grant County","2622",2622,2002,2639
50,40,55,"Greer County","2788",2788,2002,2799
50,40,57,"Harmon County","1647",1647,2002,1664
50,40,59,"Harper County","1863",1863,2002,1872
50,40,61,"Haskell County","5573",5573,2002,5665
50,40,63,"Hughes County","6237",6237,2002,6307
50,40,65,"Jackson County","12377",12377,2002,12415
50,40,67,"Jefferson County","3373",3373,2002,3402
50,40,69,"Johnston County","4782",4782,2002,4871
50,40,71,"Kay County","21804",21804,2002,21932
50,40,73,"Kingfisher County","5879",5879,2002,5989
50,40,75,"Kiowa County","5304",5304,2002,5321
50,40,77,"Latimer County","4709",4709,2002,4784
50,40,79,"Le Flore County","20142",20143,2002,20503
50,40,81,"Lincoln County","13712",13712,2002,13928
50,40,83,"Logan County","13906",13906,2002,14112
50,40,85,"Love County","4066",4066,2002,4123
50,40,87,"McClain County","11189",11190,2002,11571
50,40,89,"McCurtain County","15427",15427,2002,15655
50,40,91,"McIntosh County","12640",12640,2002,12971
50,40,93,"Major County","3540",3540,2002,3576
50,40,95,"Marshall County","8517",8517,2002,8694
50,40,97,"Mayes County","17423",17423,2002,17875
50,40,99,"Murray County","6479",6479,2002,6556
50,40,101,"Muskogee County","29575",29575,2002,30046
50,40,103,"Noble County","5082",5082,2002,5141
50,40,105,"Nowata County","4705",4705,2002,4762
50,40,107,"Okfuskee County","5114",5114,2002,5178
50,40,109,"Oklahoma County","295020",295020,2002,301404
50,40,111,"Okmulgee County","17316",17316,2002,17499
50,40,113,"Osage County","18826",18823,2002,19152
50,40,115,"Ottawa County","14842",14842,2002,14997
50,40,117,"Pawnee County","7464",7464,2002,7568
50,40,119,"Payne County","29326",29326,2002,30205
50,40,121,"Pittsburg County","21520",21520,2002,21852
50,40,123,"Pontotoc County","15575",15575,2002,15739
50,40,125,"Pottawatomie County","27302",27301,2002,27693
50,40,127,"Pushmataha County","5795",5795,2002,5875
50,40,129,"Roger Mills County","1749",1749,2002,1767
50,40,131,"Rogers County","27476",27474,2002,28539
50,40,133,"Seminole County","11146",11147,2002,11277
50,40,135,"Sequoyah County","16940",16940,2002,17400
50,40,137,"Stephens County","19854",19854,2002,20012
50,40,139,"Texas County","8014",8014,2002,8257
50,40,141,"Tillman County","4342",4342,2002,4341
50,40,143,"Tulsa County","243953",243956,2002,249196
50,40,145,"Wagoner County","23174",23174,2002,24675
50,40,147,"Washington County","22250",22250,2002,22376
50,40,149,"Washita County","5452",5452,2002,5485
50,40,151,"Woods County","4492",4492,2002,4507
50,40,153,"Woodward County","8341",8341,2002,8387
50,41,1,"Baker County","8402",8402,2002,8529
50,41,3,"Benton County","31980",31977,2002,33128
50,41,5,"Clackamas County","136954",136954,2002,141630
50,41,7,"Clatsop County","19685",19685,2002,19947
50,41,9,"Columbia County","17572",17572,2002,18185
50,41,11,"Coos County","29247",29250,2002,29407
50,41,13,"Crook County","8264",8265,2002,8722
50,41,15,"Curry County","11406",11406,2002,11703
50,41,17,"Deschutes County","54583",54583,2002,59424
50,41,19,"Douglas County","43284",43284,2002,44106
50,41,21,"Gilliam County","1043",1043,2002,1041
50,41,23,"Grant County","4004",4004,2002,4104
50,41,25,"Harney County","3533",3533,2002,3552
50,41,27,"Hood River County","7818",7818,2002,8060
50,41,29,"Jackson County","75737",75739,2002,78893
50,41,31,"Jefferson County","8319",8319,2002,8760
50,41,33,"Josephine County","33239",33238,2002,34155
50,41,35,"Klamath County","28883",28883,2002,29242
50,41,37,"Lake County","3999",3999,2002,4040
50,41,39,"Lane County","138946",138954,2002,141686
50,41,41,"Lincoln County","26889",26889,2002,27427
50,41,43,"Linn County","42521",42524,2002,43506
